english,translate
Chromatic Assassin Mace,Хроматическая булава убийцы
Chromatic Assassin Mace Skin,Облик булавы «Хроматический ассасин»
Chromatic Assassin Rifle,Хроматическая винтовка убийцы
Chromatic Assassin Rifle Skin,Облик винтовки «Хроматический ассасин»
Chromatic Assassin Short Bow,Хроматический короткий лук ассасина
Chromatic Assassin Short Bow Skin,Облик короткого лука «Хроматический ассасин»
Beetle Remains,Останки жуков
Bittersweet Omnomberry,Горько-сладкая омномягода
Cloud Pteruges,Облачные птериги
Consortium Item,Предмет Консорциума
Containment Crystal,Кристалл сдерживания
Crimson Sunflower,Алый подсолнух
Divinity's Reach Supplies,Припасы Божественного предела
Dredge Tank Blueprints,Чертежи танка дредж
Encryption Crystal,Кристалл шифрования
Evidence of Massacre,Доказательства резни
Grub Remains,Останки личинки
Incriminating Evidence,Улики
Marshal's Astral Orrery,Астральный планетарий маршала
Merchant Remains,Останки торговца
Mini Jimothy,Мини-Джимоти
Mini Lightning Crystal,Мини-кристалл молнии
Mordrem Husk Samples,Образцы оболочки Мордрема
Norn Supplies,Припасы норнов
Piece of Evidence,Улика
Primeval Axe,Первобытный топор
Primeval Dagger,Первобытный кинжал
Primeval Focus,Первобытный фокус
Primeval Greatsword,Первобытный двуручный меч
Primeval Hammer,Первобытный молот
Primeval Longbow,Первобытный длинный лук
Primeval Mace,Первобытная булава
Primeval Pistol,Первобытный пистолет
Primeval Rifle,Первобытная винтовка
Primeval Scepter,Первобытный скипетр
Primeval Shield,Первобытный щит
Primeval Short Bow,Первобытный короткий лук
Primeval Spear,Первобытное копьё
Primeval Staff,Первобытный посох
Primeval Sword,Первобытный меч
Primeval Torch,Первобытный факел
Primeval Warhorn,Первобытный боевой рог
Raw Fish,Сырая рыба
Shaman's Einhänder,Эйнхандер шамана
Shaman's Einhänder of Agony,Эйнхандер шамана агонии
Shaman's Einhänder of Bloodlust,Эйнхандер шамана жажды крови
Shaman's Einhänder of Earth,Эйнхандер шамана земли
Shaman's Zweihänder,Цвайхендер шамана
Shaman's Zweihänder of Agony,Цвайхендер шамана агонии
Shaman's Zweihänder of Bloodlust,Цвайхендер шамана жажды крови
Shaman's Zweihänder of Earth,Цвайхендер шамана земли
Soo-Won's Tail,Хвост Су-Вон
Spellwork Axe,Чароплётный топор
Spellwork Dagger,Чароплётный кинжал
Spellwork Focus,Чароплётный фокус
Spellwork Greatsword,Чароплётный двуручный меч
Spellwork Hammer,Чароплётный молот
Spellwork Longbow,Чароплётный длинный лук
Spellwork Pistol,Чароплётный пистолет
Spellwork Rifle,Чароплётная винтовка
Spellwork Scepter,Чароплётный скипетр
Spellwork Shield,Чароплётный щит
Spellwork Short Bow,Чароплётный короткий лук
Spellwork Spear,Чароплётное копьё
Spellwork Staff,Чароплётный посох
Spellwork Sword,Чароплётный меч
Spellwork Torch,Чароплётный факел
Spellwork Warhorn,Чароплётный боевой рог
Unclouded Cuirass,Незамутнённая кираса
Unhatched Swarm Egg,Невылупившееся яйцо роя
Watchwork Spear,Часовое копьё
ooOoo Gun,Ружьё ooOoo
ooOoo Spear,Копьё ooOoo
ooOoo Trident,Трезубец ooOoo
