english,translate
Berserker's Gauntlet Greathammer,Большой молот-перчатка Берсерка
Berserker's Gladiator Boots,Гладиаторские сапоги Берсерка
Berserker's Gladiator Chestplate,Гладиаторская нагрудная пластина Берсерка
Berserker's Gladiator Gauntlets,Гладиаторские латные перчатки Берсерка
Berserker's Gladiator Helm,Гладиаторский шлем Берсерка
Berserker's Gladiator Legplates,Гладиаторские поножи Берсерка
Berserker's Gladiator Pauldrons,Гладиаторские наплечники Берсерка
Berserker's Glimmering Resin Axe,Топор «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Dagger,Кинжал «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Focus,Фокус «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Greatsword,Двуручный меч «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Hammer,Молот «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Longbow,Длинный лук «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Mace,Булава «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Pistol,Пистолет «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Rifle,Винтовка «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Scepter,Скипетр «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Shield,Щит «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Short Bow,Короткий лук «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Spear,Копьё «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Staff,Посох «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Sword,Меч «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Torch,Факел «Мерцающая смола» Берсерка
Berserker's Glimmering Resin Warhorn,Боевой рог «Мерцающая смола» Берсерка
Berserker's Glyphic Javelin,Глифический дротик Берсерка
Berserker's Greatsword,Двуручный меч Берсерка
Berserker's Hammer,Молот Берсерка
Berserker's Hard Inscription,Гравировка из твёрдой древесины Берсерка
Berserker's Hard Wood Focus,Фокус Берсерка из твёрдой древесины
Berserker's Hard Wood Harpoon Gun,Гарпунная пушка Берсерка из твёрдой древесины
Berserker's Hard Wood Longbow,Длинный лук Берсерка из твёрдой древесины
Berserker's Hard Wood Scepter,Скипетр Берсерка из твёрдой древесины
Berserker's Hard Wood Short Bow,Короткий лук Берсерка из твёрдой древесины
Berserker's Hard Wood Staff,Посох Берсерка из твёрдой древесины
Berserker's Hard Wood Torch,Факел Берсерка из твёрдой древесины
Berserker's Hard Wood Trident,Трезубец Берсерка из твёрдой древесины
Berserker's Hard Wood Warhorn,Боевой рог Берсерка из твёрдой древесины
Berserker's Harpoon,Гарпун Берсерка
Berserker's Heavy Antique Coat,Тяжёлая старинная куртка Берсерка
Berserker's Heavy Antique Gloves,Тяжёлые старинные перчатки Берсерка
Berserker's Heavy Antique Helm,Тяжёлый старинный шлем Берсерка
Berserker's Heavy Antique Leggings,Тяжёлые старинные поножи Берсерка
Berserker's Heavy Antique Shoes,Тяжёлые старинные туфли Берсерка
Berserker's Heavy Antique Shoulderpads,Тяжёлые старинные оплечья Берсерка
Berserker's Heavy Plate Chestguard,Тяжёлый пластинчатый нагрудник Берсерка
Berserker's Heavy Plate Gauntlets,Тяжёлые пластинчатые латные перчатки Берсерка
Berserker's Heavy Plate Greaves,Тяжёлые пластинчатые наголенники Берсерка
Berserker's Heavy Plate Helm,Тяжёлый пластинчатый шлем Берсерка
Berserker's Heavy Plate Legguards,Тяжёлые пластинчатые поножи Берсерка
Berserker's Heavy Plate Pauldrons,Тяжёлые пластинчатые наплечники Берсерка
Berserker's Helm,Шлем Берсерка
Berserker's Inscription,Гравировка Берсерка
Berserker's Intricate Gossamer Insignia,Искусная инсигния из паутинки Берсерка
Berserker's Intricate Linen Insignia,Искусная инсигния изо льна Берсерка
Berserker's Intricate Silk Insignia,Искусная инсигния из шёлка Берсерка
Berserker's Iron Axe,Железный топор Берсерка
Berserker's Iron Axe of Accuracy,Железный топор меткости Берсерка
Berserker's Iron Axe of Agony,Железный топор агонии Берсерка
Berserker's Iron Axe of Air,Железный топор воздуха Берсерка
Berserker's Iron Axe of Blood,Железный топор крови Берсерка
Berserker's Iron Axe of Bloodlust,Железный топор кровожадности Берсерка
Berserker's Iron Axe of Debility,Железный топор немощи Берсерка
Berserker's Iron Axe of Demon Summoning,Железный топор призыва демонов Берсерка
Berserker's Iron Axe of Force,Железный топор силы Берсерка
Berserker's Iron Axe of Grawl Slaying,Железный топор истребления граулов Берсерка
Berserker's Iron Axe of Peril,Железный топор опасности Берсерка
Berserker's Iron Axe of Serpent Slaying,Железный топор истребления змей Берсерка
Berserker's Iron Axe of Smoldering,Железный топор тления Берсерка
Berserker's Iron Axe of the Geomancer,Железный топор геоманта Берсерка
Berserker's Iron Dagger,Железный кинжал Берсерка
Berserker's Iron Dagger of Accuracy,Железный кинжал меткости Берсерка
Berserker's Iron Dagger of Air,Железный кинжал воздуха Берсерка
Berserker's Iron Dagger of Blood,Железный кинжал крови Берсерка
Berserker's Iron Dagger of Bloodlust,Железный кинжал кровожадности Берсерка
Berserker's Iron Dagger of Debility,Железный кинжал немощи Берсерка
Berserker's Iron Dagger of Grawl Slaying,Железный кинжал истребления граулов Берсерка
Berserker's Iron Dagger of Hobbling,Железный кинжал хромоты Берсерка
Berserker's Iron Dagger of Ice,Железный кинжал льда Берсерка
Berserker's Iron Dagger of Nullification,Железный кинжал аннулирования Берсерка
Berserker's Iron Dagger of Perception,Железный кинжал восприятия Берсерка
Berserker's Iron Dagger of Peril,Железный кинжал опасности Берсерка
Berserker's Iron Dagger of Rage,Железный кинжал ярости Берсерка
Berserker's Iron Dagger of Smoldering,Железный кинжал тления Берсерка
Berserker's Iron Dagger of Water,Железный кинжал воды Берсерка
Berserker's Iron Dagger of the Geomancer,Железный кинжал геоманта Берсерка
Berserker's Iron Greatsword,Железный двуручный меч Берсерка
Berserker's Iron Greatsword of Accuracy,Железный двуручный меч меткости Берсерка
Berserker's Iron Greatsword of Air,Железный двуручный меч воздуха Берсерка
Berserker's Iron Greatsword of Blood,Железный двуручный меч крови Берсерка
Berserker's Iron Greatsword of Bloodlust,Железный двуручный меч кровожадности Берсерка
Berserker's Iron Greatsword of Fire,Железный двуручный меч огня Берсерка
Berserker's Iron Greatsword of Hobbling,Железный двуручный меч хромоты Берсерка
Berserker's Iron Greatsword of Life,Железный двуручный меч жизни Берсерка
Berserker's Iron Greatsword of Perception,Железный двуручный меч восприятия Берсерка
Berserker's Iron Greatsword of Peril,Железный двуручный меч опасности Берсерка
Berserker's Iron Greatsword of Restoration,Железный двуручный меч восстановления Берсерка
Berserker's Iron Greatsword of Serpent Slaying,Железный двуручный меч истребления змей Берсерка
Berserker's Iron Greatsword of Smoldering,Железный двуручный меч тления Берсерка
Berserker's Iron Greatsword of Venom,Железный двуручный меч яда Берсерка
Berserker's Iron Greatsword of Water,Железный двуручный меч воды Берсерка
Berserker's Iron Greatsword of the Geomancer,Железный двуручный меч геоманта Берсерка
Berserker's Iron Hammer,Железный молот Берсерка
Berserker's Iron Hammer of Accuracy,Железный молот меткости Берсерка
Berserker's Iron Hammer of Agony,Железный молот агонии Берсерка
Berserker's Iron Hammer of Air,Железный молот воздуха Берсерка
Berserker's Iron Hammer of Battle,Железный молот битвы Берсерка
Berserker's Iron Hammer of Blood,Железный молот крови Берсерка
Berserker's Iron Hammer of Corruption,Железный молот порчи Берсерка
Berserker's Iron Hammer of Energy,Железный молот энергии Берсерка
Berserker's Iron Hammer of Fire,Железный молот огня Берсерка
Berserker's Iron Hammer of Grawl Slaying,Железный молот истребления граулов Берсерка
Berserker's Iron Hammer of Hobbling,Железный молот хромоты Берсерка
Berserker's Iron Hammer of Ice,Железный молот льда Берсерка
Berserker's Iron Hammer of Ogre Slaying,Железный молот истребления огров Берсерка
