english,translate
Zalvax Brokenclaw,Залвакс Сломанный Коготь
Laborer Cardy,Рабочий Карди
Lionscout Alli,Львиный разведчик Алли
Surveyor Falki,Геодезист Фалки
Gon Rageshot,Гон Яростный Стрелок
Blayd Gutwrencher,Блэйд Кишкорез
Bryllana Deepmind,Бриллана Глубинный Разум
Crucibis Forgeweld,Круцибис Форджвельд
Garak Jawripper,Гарак Челюстедёр
Grimarr Molesmasher,Гримарр Кротобой
Lionscout Mabil,Львиный разведчик Мабил
Minita Skaleslayer,Минита Убийца Чешуйчатых
Orystea Deathstalker,Ористея Смертоносная
Forager Sneckit,Собирательница Снеккит
Shipmate Hadhi,Матрос Хадхи
Baron Jon Xander,Барон Джон Ксандер
Custodian Rustbane,Хранитель Ржавоклык
Fursta Farhunter,Фурста Дальний Охотник
Sentry-skritt Bordekka,Страж-скритт Бордекка
