english,translate
Recipe: Minstrel's Pearl Conch,Рецепт: жемчужная раковина менестреля
Recipe: Minstrel's Pearl Crusher,Рецепт: жемчужный дробитель менестреля
Recipe: Minstrel's Pearl Handcannon,Рецепт: жемчужная ручная пушка менестреля
Recipe: Minstrel's Pearl Impaler,Рецепт: жемчужный пронзатель менестреля
Recipe: Minstrel's Pearl Needler,Рецепт: жемчужный игольник менестреля
Recipe: Minstrel's Pearl Quarterstaff,Рецепт: жемчужный шест менестреля
Recipe: Minstrel's Pearl Reaver,Рецепт: жемчужный жнец менестреля
Recipe: Minstrel's Pearl Rod,Рецепт: жемчужный жезл менестреля
Recipe: Minstrel's Pearl Sabre,Рецепт: жемчужная сабля менестреля
Recipe: Minstrel's Pearl Shell,Рецепт: жемчужная створка менестреля
Recipe: Minstrel's Pearl Siren,Рецепт: жемчужная сирена менестреля
Recipe: Minstrel's Pearl Speargun,Рецепт: жемчужное гарпунное ружьё менестреля
Recipe: Minstrel's Pearl Stinger,Рецепт: жемчужное жало менестреля
Recipe: Minstrel's Pearl Trident,Рецепт: жемчужный трезубец менестреля
Recipe: Mintberry Swirl Ice Cream,Рецепт: мятно-ягодное мороженое с завитком
Recipe: Mistbreaker,Рецепт: разрушитель тумана
Recipe: Mistcleaver,Рецепт: рассекатель тумана
Recipe: Mistrender,Рецепт: рассекатель тумана
Recipe: Mizin,Рецепт: мизин
Recipe: Moogooloo Harpoon,Рецепт: гарпун Мугулу
Recipe: Moogooloo Speargun,Рецепт: гарпунное ружьё Мугулу
Recipe: Moogooloo Trident,Рецепт: трезубец Мугулу
Recipe: Moonstone Orichalcum Amulet,Рецепт: ожерелье из лунного камня и орихалка
Recipe: Moonstone Orichalcum Earring,Рецепт: серьга из лунного камня и орихалка
Recipe: Moonstone Orichalcum Ring,Рецепт: кольцо из лунного камня и орихалка
Recipe: Morbach's Breastplate,Рецепт: нагрудник Морбаха
Recipe: Morbach's Breeches,Рецепт: штаны Морбаха
Recipe: Morbach's Cloth Breather,Рецепт: тканевый респиратор Морбаха
Recipe: Morbach's Dire Insignia,Рецепт: зловещая инсигния Морбаха
Recipe: Morbach's Doublet,Рецепт: дублет Морбаха
Recipe: Morbach's Epaulets,Рецепт: эполеты Морбаха
Recipe: Morbach's Footwear,Рецепт: обувь Морбаха
Recipe: Morbach's Greaves,Рецепт: наголенники Морбаха
Recipe: Morbach's Grips,Рецепт: хваты Морбаха
Recipe: Morbach's Guise,Рецепт: личина Морбаха
Recipe: Morbach's Leather Breather,Рецепт: кожаный респиратор Морбаха
Recipe: Morbach's Leggings,Рецепт: поножи Морбаха
Recipe: Morbach's Masque,Рецепт: маска Морбаха
Recipe: Morbach's Metal Breather,Рецепт: металлический респиратор Морбаха
Recipe: Morbach's Pauldrons,Рецепт: наплечники Морбаха
Recipe: Morbach's Shoulderguard,Рецепт: наплечный щиток Морбаха
Recipe: Morbach's Striders,Рецепт: сапоги Морбаха
Recipe: Morbach's Tassets,Рецепт: набедренники Морбаха
Recipe: Morbach's Visage,Рецепт: облик Морбаха
Recipe: Morbach's Visor,Рецепт: забрало Морбаха
Recipe: Morbach's Warfists,Рецепт: боевые рукавицы Морбаха
Recipe: Morbach's Wristguards,Рецепт: наручи Морбаха
Recipe: Mordant Bonespitter,Рецепт: костяной плевок
Recipe: Mordant Brazier,Рецепт: едкая жаровня
Recipe: Mordant Cesta,Рецепт: мордантная цеста
Recipe: Mordant Crosier,Рецепт: едкий посох
Recipe: Mordant Crusher,Рецепт: едкий дробитель
Recipe: Mordant Edge,Рецепт: едкий клинок
Recipe: Mordant Infantry Bow,Рецепт: пехотный лук морданта
Recipe: Mordant Inscription,Рецепт: едкая гравировка
Recipe: Mordant Key,Рецепт: едкий ключ
Recipe: Mordant Longbow,Рецепт: мордантный длинный лук
Recipe: Mordant Revolver,Рецепт: едкий револьвер
Recipe: Mordant Scutum,Рецепт: мордантный щит
Recipe: Mordant Sickle,Рецепт: едкий серп
Recipe: Mordant Slayer,Рецепт: убийца Мордрента
Recipe: Mordant Slicer,Рецепт: клинок раздора
Recipe: Mordant Trumpet,Рецепт: мордентная труба
Recipe: Mordant Warclub,Рецепт: боевая дубина едкости
Recipe: Mordremoth Mandible,Рецепт: мандибула Мордремофа
Recipe: Mordy Plush,Рецепт: плюшевый Морди
Recipe: Mournstone,Рецепт: камнескорбь
Recipe: Mournstone Amulet,Рецепт: амулет из скорбного камня
Recipe: Mournstone Earring,Рецепт: серьга из скорбного камня
Recipe: Mournstone Ring,Рецепт: кольцо из скорбного камня
Recipe: Mummy Tonic,Рецепт: тоник мумии
Recipe: Mushroom Loaf,Рецепт: грибной хлеб
Recipe: Mushroom Soup,Рецепт: грибной суп
Recipe: Mushrooms Yakkington,Рецепт: грибы Яккингтон
Recipe: Mystic Aspect,Рецепт: мистический аспект
Recipe: Mystic Mote,Рецепт: мистическая крупица
Recipe: Mythwright Gambit Pillar,Рецепт: колонна «Гамбит мифотворца»
Recipe: Nadijeh's Artifact,Рецепт: артефакт Надиджи
Recipe: Nadijeh's Bastion,Рецепт: бастион Надиджи
Recipe: Nadijeh's Blade,Рецепт: клинок Надиджи
Recipe: Nadijeh's Brazier,Рецепт: жаровня Надиджи
Recipe: Nadijeh's Breastplate,Рецепт: нагрудник Надиджи
Recipe: Nadijeh's Breeches,Рецепт: штаны Надиджи
Recipe: Nadijeh's Claymore,Рецепт: клеймор Надиджи
Recipe: Nadijeh's Doublet,Рецепт: дублет Надиджи
Recipe: Nadijeh's Epaulets,Рецепт: эполеты Надиджи
Recipe: Nadijeh's Flanged Mace,Рецепт: фланцевая булава Надиджи
Recipe: Nadijeh's Footwear,Рецепт: обувь Надиджи
Recipe: Nadijeh's Greatbow,Рецепт: большой лук Надиджи
Recipe: Nadijeh's Greaves,Рецепт: наголенники Надиджи
Recipe: Nadijeh's Grips,Рецепт: хваты Надиджи
