english,translate
Rose Quartz,Розовый кварц
Rose Shade,Розовый оттенок
Rose Shade Dye,Краска «Розовый оттенок»
Rose Tint,Розовый отлив
Rose Tint Dye,Краска «Розовый тон»
Rosemary Seed Pouch,Мешочек семян розмарина
Rosemary Sprig,Веточка розмарина
Rosewood,Розовое дерево
Rosewood Dye,Краска «Розовое дерево»
Rosko's Campsite's Famous Bean Spoon,Знаменитая бобовая ложка из лагеря Роско
Rot Stalker Boots,Сапоги охотника на гниль
Rot Stalker Boots Skin,Облик сапог «Гнилостный преследователь»
Rot Stalker Coat,Куртка охотника на гниль
Rot Stalker Coat Skin,Облик куртки «Гнилостный преследователь»
Rot Stalker Gloves,Перчатки гнилостного преследователя
Rot Stalker Gloves Skin,Облик перчаток «Гнилостный преследователь»
Rot Stalker Helm,Шлем преследователя гнили
Rot Stalker Helm Skin,Облик шлема «Гнилостный преследователь»
Rot Stalker Leggings,Поножи гнилостного преследователя
Rot Stalker Leggings Skin,Облик поножей «Гнилостный преследователь»
Rot Stalker Shoulder Skin,Облик наплечников «Гнилостный преследователь»
Rot Stalker Shoulders,Наплечники гнилостного преследователя
Rota Misfortuna,Рота Мисфортуна
Rota's Baby Food List,Список детского питания Роты
Rotbeard's Treasure,Сокровище Гнилоборода
Rotted Titan Amber Home Instance Node,Узел дома гнилого титанового янтаря
Rotten Drake Egg,Гнилое яйцо дракона
Rotten Egg,Гнилое яйцо
Rotten Fish Head,Гнилая рыбья голова
Rough Book Cover,Грубая обложка книги
Rough Mountain Griffon Egg,Грубое яйцо горного грифона
Rough Sharpening Stone,Грубый точильный камень
Round Boatsman Hat,Круглая шляпа лодочника
Round Boatsman Hat Skin,Облик круглой шляпы лодочника
Round Goby,Круглый бычок
Round Lump,Круглый комок
Roundtail Dragon,Круглохвостый дракон
Roundtail Dragon Jade Bot Skin,Облик круглохвостого драконьего нефритового бота
Rox's Pathfinder Outfit,Костюм Rox's Pathfinder
Rox's Quiver Backpack Cover,Чехол колчана-рюкзака Рокс
Rox's Reinforced Treat Bag,Укреплённая сумка для лакомств Рокс
Rox's Short Bow,Короткий лук Рокс
Rox's Short Bow Skin,Облик короткого лука Рокс
Rox's Treat Bag,Сумка с лакомствами Рокс
Royal Anubis Jackal,Королевский анубис-шакал
Royal Anubis Jackal Skin,Облик королевского шакала Анубиса
Royal Ascalonian Axe,Королевский аскалонский топор
Royal Ascalonian Dagger,Королевский аскалонский кинжал
Royal Ascalonian Focus,Королевский аскалонский фокус
Royal Ascalonian Greatsword,Королевский аскалонский двуручный меч
Royal Ascalonian Hammer,Королевский аскалонский молот
Royal Ascalonian Harpoon,Королевский аскалонский гарпун
Royal Ascalonian Longbow,Королевский аскалонский длинный лук
Royal Ascalonian Mace,Королевская аскалонская булава
Royal Ascalonian Pistol,Королевский аскалонский пистолет
Royal Ascalonian Rifle,Королевская аскалонская винтовка
Royal Ascalonian Scepter,Королевский аскалонский скипетр
Royal Ascalonian Shield,Королевский аскалонский щит
Royal Ascalonian Short Bow,Королевский аскалонский короткий лук
Royal Ascalonian Spear,Королевское аскалонское копьё
Royal Ascalonian Speargun,Королевское аскалонское гарпунное ружьё
Royal Ascalonian Staff,Королевский аскалонский посох
Royal Ascalonian Sword,Королевский аскалонский меч
Royal Ascalonian Torch,Королевский аскалонский факел
Royal Ascalonian Trident,Королевский аскалонский трезубец
Royal Ascalonian Warhorn,Королевский аскалонский боевой рог
Royal Blue,Королевский синий
Royal Blue Dye,Краска «Королевский синий»
Royal Family's Jewel,Драгоценность королевской семьи
Royal Featherback,Королевский пероспинник
Royal Flame Axe,Королевский пламенный топор
Royal Flame Dagger,Королевский пламенный кинжал
Royal Flame Focus,Королевский пламенный фокус
Royal Flame Greatsword,Королевский пламенный двуручный меч
Royal Flame Hammer,Королевский пламенный молот
