english,translate
"Jora. Mountain Walker, Kinslayer, Curse Breaker. Blood washes blood.",
Jordekka,
Jormag Frozen Aura,
Jormag Ley Siphon,
"Jormag and his army arose in the Far Shiverpeaks. Even in sleep, their influence could be felt, as seen in the norn legend of Jora and Svanir.",
Jormag flinches every time we light a torch.,
"Jormag has not yet joined him, Champion. You must draw them out.",
"Jormag has the power of ice that creeps and consumes the world around it. Those corrupted by him become icebrood, casting aside their own will to serve their master.",
Jormag terrorized the norn. Made us run—remember? Run or die.,
Jormag! Your servant needs your power!,
Jormag's Corruption,
Jormag's Prison,
"Jormag's corruption runs deep in these mountains; it warps everything, even the ice itself. The Lionguard fights to keep the roads safe, but we just can't keep up anymore. Now even the steadholders are having trouble getting through. We could really use some help dealing with these challenges.",
"Jormag's minions are spreading with it. Do they make the ice, or does it make them?",
"Jormag's not the one burning our world, killing our people, destroying our homes. Primordus is.",
Jormag's not the one pinging my instruments. C'mon.,
Jormag's tooth!,
"Jormag, give me strength!",
Jormag-Abwehrwegweiser,
Jormags Wahn,
Jormags Welt,
Jormag—,
Jotun Axe,
Jotun Corpse,
Jotun Holy Site,
Jotun Spirit,
Jotun Torch,
"Jotun-Bezwinger[f:""Bezwingerin""]",
"Jotun-Himmelsdurchbohrer[f:""Himmelsdurchbohrerin""]",
Journal Entry,
Journal Entry 1,
Journal Entry 2,
Journal Entry 7,
Journal of Lord Valodor,
Joy is the other side of pain.,
"Joyero[f:""Joyera""]",
Joyous Coalescence,
Juaruadun der Makellose,
Juaruadun el Perfecto,
Judge Maruqui,
"Judging by your gear, I'd say you're Mordant Crescent—traitors broken by Joko, slaves to his will.",
Judgmental Coalescence,
Judicial Scribe,
Juego de pollos,
Juego del escondite: bronce,
Juego del escondite: oro,
Juego del escondite: plata,
Juego por el control,
Juego rápido de fractales semanales,
Jugada triple,
Jugador contra Jugador de la maratón WvW,
"Jugador[f:""Jugadora""] de alto riesgo",
"Jugador[f:""Jugadora""] de tormenta de arena legendario[f:""legendaria""]",
Jugando con criaturas,
Jugar con muertos,
Juggernaut minions%num1%,
"Juguetero[f:""Juguetera""] curtido[f:""curtida""]",
Juguetes de escamaceleste,
Juguetes rotos,
Juicio por fuego,
Juicy Watermelon,
Juli,
Jumped Down the Hole,
Junction Box,
Junction Haven,
"Junge Felsgazelle[pl:""Felsgazellen""]",
"Jungentröster[f:""Jungentrösterin""]",
"Junger[pl:""Junge""] Dschungelpirscher",
Jungle Breath,
Jungle Root Weapon,
Jungle Tendril Roots,
Jungle Tendril Weapon,
Jungle Vine Barrier,
Jungle Wurm Bile,
Junior Archivist,
Juniper,
Junko,
"Juno Hatchery, the world famous location for raising and training Luxon siege turtles, stands proud amid the swirling chaos.",
Juntos en esto,
Junundu Lure Beacon,
Junundu wurms: %num1%,
"Junundu-Flüsterer[f:""Flüsterin""]",
Junundu-Meisterzertifizierung,
Junundu-Wurm-Zertifizierung,
"Jurafilos avezado[f:""avezada""]",
Jurafilos con licencia ministerial,
"Jurafilos maestro[f:""maestra""]",
Jury-Rigged Battery,
Juskar Duskprowler,
Just Lotus,
Just a bite or two.,
Just a little further. We're almost there.,
Just a seeking shelter for the night.,
Just about full of adrenaline!,
Just admiring the jackals.,
Just another notch on my belt.,
Just another pile of trash.,
"Just as Koro foretold, the charr returned, furious at having been tricked into fighting an army that was never there. But the precious time she bought us had not been squandered. We stood ready for them.",
"Just as you say, yes. The oasis is mostly sheltered from the worst of our local sandstorms, but still we see the dust mites about here.",
Just bring me any pristine relics...items of significance to the family...you happen to find.,
Just doing my job.,
Just don't tell anyone. You wouldn't want to start a panic.,
Just fight me as you would any hostile creature. Experience can only be gained by doing.,
"Just go into our PR&T Esoterics lab and my krewe leader, Takka, can give you more details.",
"Just grab a charge from the nearby charging station and bring it over to power up the simulation console. Then, get ready to fight!",
Just head through the doorway here and up the stairs. The airship will take you and your squad as close as safely possible. Good luck out there.,
"Just in time. There's the signal. Ordnance Corps, move out!",
"Just keep running, you idiot.",
"Just kill the oozes. That's the easiest way to extract what we need. Besides, they're pests anyway.",
Just let me see what you have for sale.,
Just like I like it.,
Just like mother used to make.,
Just make sure we keep her pointed in the right direction.,
Just my luck!,
Just passing through?,
"Just past the Castoran shoreline, the breezy sands of Hullgarden seem far away. The dangers of the inland are legendary among the locals.",
Just point me in the right direction. I'll handle it.,
Just putting this out there: still got that flare.,
Just stopping by to say hello.,
"Just that it's fortunate for Rata Sum, being so close by.",
"Just the usual. Ministry won't send troops, but we're trying to send food.",
Just the vapors from this tincture make your eyes water. Do you have the foolhardiness to drink?,
Just the vapors from this tincture make your neck feel unsteady. Do you have the foolhardiness to drink?,
Just the vapors from this tincture make your spine tingle. Do you have the foolhardiness to drink?,
Just try it.,
Just trying to lighten the mood—,
"Just visiting, thanks.",
Just visiting. What's it like out here?,
Just wait until I get free!,
Just walk away.,
Just what are these crystals?,
"Just what are you, anyway?",
"Just when I thought things couldn't get any worse, the facility itself attacks me.",
"Just? Listen, you good-for-nothing. We're a prime line of the offensive against humans ghosts. Not to mention skritt.",
Justice circumvented!,
Justice prevails.,
Justice.,
Justice. Courage. Resolve!,
Justice. Courage. Resolve.,
Justicia de la Guardia del León,
Justicia de la Hoja,
Justicia poética,
Justicia veloz,
"Justiciero[f:""Justiciera""] avezado[f:""avezada""]",
"Justiciero[f:""Justiciera""] con licencia ministerial",
"Justiciero[f:""Justiciera""] maestro[f:""maestra""]",
Justo a tiempo,
"Juwelier[f:""Juwelierin""]",
Jäger der verlorenen Teile,
Jäger der verlorenen Teile II,
Jäger und Sammler,
"Jäger[f:""Jägerin""]",
"Jäger[f:""Jägerin""] der Champion Chak",
"Jäger[f:""Jägerin""] versunkener Schätze",
Jährliche Bräuche,
Jährliche Heldentaten,
Jährliche Mond-Bräuche,
Jährliche Nostalgie,
Jährliche Rituale,
KAUF-2046 MFRs Herausforderung Nr. 103,
KR-421,
KR-422,
KR-424,
Ka-ching! Best mine ever!,
Ka-zam!,
Kaadsseo die Weise,
Kaadsseo la Sabia,
Kaana Miatli,
Kaana Pahua,
Kaarg the Gentle,
Kablooey!,
Kaboomium Applied: %num1% percent,
Kachtaeg,
Kaden Warner,
Kaede,
Kailani the Foolhardy,
Kaineng Fishing Tournament Sign-Up,
Kaineng descompuesta,
Kaineng-Aussichtspunkt,
Kaineng-Energieausfall,
"Kaineng-Fischer[f:""Fischerin""]",
"Kaineng-Veteran[f:""Veteranin""]",
Kainengs Ungemach,
Kakophonie des Donnergrollens,
Kalt erwischt,
Kalter Trost,
Kaltgestellt,
Kamera,
Kamera an Charaktergröße anpassen,
Kamerateleportation aktivieren,
Kamerawackeln aktivieren,
"Kammerjäger-Experte[f:""Expertin""]",
"Kammerjäger[f:""Kammerjägerin""]",
Kamohoali'i Kotaki I: Der Experimentelle Speer,
Kamohoali'i Kotaki I: la lanza experimental,
Kampf,
Kampf als durchdrehender Haudrauf-o-Mat: Gold,
Kampf als durchdrehender Haudrauf-o-Mat: Silber,
Kampf an der Ziellinie,
Kampf auf der Bruchbringer,
Kampf gegen die Kriegsmaschinerie,
Kampf/Bewegung,
"Kampffelsmeister[f:""Kampffelsmeisterin""]",
"Kampfmechaniker[f:""Kampfmechanikerin""]",
Kandien,
Kane,
"Kanonen, Keime und Katastrophen",
Kanonensteuerung,
"Kanonier[f:""Kanonierin""]",
Kapow!,
Kappa Pest,
Kappa-Vernichter,
Kappas bitte nicht streicheln,
"Kapsel-Stampfer[f:""Stampferin""]",
"Karde, fry these pests!",
Karen,
Karka Bowl Crab Dropped - DO NOT LOCALIZE,
Karka Egg Sac,
Karka Eggs,
Karka Hive Defender,
Karka crujiente,
Karka nests: %num1%/%num2%,
Karka o ensamblaje de la Bahía de las Ascuas del día,
Karka-Hunting Rifle,
"Karka-Knacker[f:""Knackerin""]",
Karma Boost,
"Karmesinroter[f:""Karmesinrote""] Assassine[f:""Assassinin""]",
"Karmic converter, please.",
Karnn Fallenskull,
Karopek the Fierce,
"Karottensammler[f:""Karottensammlerin""]",
Karreg,
Karten abschließen I,
Karten abschließen II,
Karzah Glintblade,
Kasha,
Kasmeer's Portal,
"Kasmeer: Jory, be careful.",
Kasmeer: Jory? (hiccup) Jory! (hiccup),
Kasmeer: You monster!,
Kataklysmus,
"Katakomben-Eroberer[f:""Eroberin""]",
"Katalysator[f:""Katalysatorin""] der Geister",
"Katalysierer-Adept[f:""Adeptin""]",
Katapult-Fachkenntnis,
"Kaufmännischer[f:""Kaufmännische""] Söldner[f:""Söldnerin""]",
Kaum ein Hindernis,
Kaum ein Kratzer,
Kavalier-Express: Gold,
Kavalier-Express: Silber,
Kavernöses Refugium,
"Kay, look. Your hired muscle's arrived.",
Keadins Studien,
Keen Longbow,
Keen Sword,
Keep Ascalon in your heart.,
Keep a clean blade and a keen mind.,
Keep a steady eye.,
Keep an eye on those recruits. They're pretty green.,
Keep an eye out. There are deposits everywhere.,
Keep at the minions!,
Keep examining the gwyl rings. There must be more scattered throughout this area.,
Keep fighting.,
Keep filling up those crystals.,
