english,translate
Unter Umständen nahrungsmittelähnlich,
Unter Umständen nahrungsmittelähnlich (jährlich),
Unter aller Kanone,
Unter dem Blätterdach,
Unter den Sternen,
Unter ihren Fittichen,
Unter neuer Leitung,
Unterdrückung der Gefühle,
Unters Volk mischen,
Unterschlupf der Rebellen,
Unterstützungen bei Fässern,
"Unterwelt-Bezwinger[f:""Bezwingerin""]",
Unterwelt-Engel,
"Unterwelt-Veteran[f:""Veteranin""]",
"Unterwerfer[f:""Unterwerferin""] der Sorgen",
Until next time!,
"Until replaced or depleted, your jade bot's air filtration gains 1 charge and grants a chance for an Energized Luxon Weapon Cache when opening a mining cache.",
"Until replaced or depleted, your jade bot's air filtration is increasing your toughness!",
"Untoter[f:""Untote""] Rausschmeißer[f:""Rausschmeißerin""]",
Untouchable.,
Ununterbrochen Himmlisches hegen,
Unusual Tech,
"Unusual, you say? Well...there was a certified message for the Ministry Guard Commander, but I can't discuss that.","Необычных, говоришь? Ну... было заказное письмо для командира стражи Министерства, но я не могу это обсуждать."
Unverschandelt,
Unverschlungen,
Unversehrte Flucht,
Unverseucht,
"Unvoreingenommener[f:""Unvoreingenommene""] Wähler[f:""Wählerin""]",
"Unwilling to leave them to die, Dian rushed in against far greater numbers. Despite the odds, he kept the charr at bay and held out long enough for help to reach them. Sadly, the effort cost Dian his life.",
Unwillkommenes Geflüster,
Up it goes!,
Up to 3 chains can be attached to a gate.,
"Up, I say!",
"Up, you.",
Up. Up. Up.,
Update my golem.,
"Upgrade, oh yeah!",
"Upon discovering the field golem, these creatures grew exceptionally aggressive. The krewe was forced to flee, and city defenses were engaged to repel the pursuing chak.",
"Upon further investigation, it appears to be deliberately positioned to point towards the nearby waterfall.",
Uproar,
Upset Bees,
Upstairs Cottage Door,
Upstairs Door,
Upsy-daisy!,
Uptown Johnny,
Uralte Rüstungsschmiedin,
Uralte Waffen: Gold,
Uralte Waffen: Silber,
Uralter Groll,
Uralter Groll (jährlich),
Uranfängliche Legende,
Urchin Toxin,
Urge to kill...rising.,
Urgent report from Amnytas.,
Urgent report from Inner Nayos.,
Urgent report from Lake Doric.,
Urgent report from Mount Maelstrom.,
Urgent report from Skywatch Archipelago.,
Urgent report from Thunderhead Peaks.,
Urgent report from Timberline Falls.,
Urgent report from the Domain of Vabbi.,
Urgent report from the Echovald Wilds.,
Urgh. High toxicity.,
Urmaugs Geheimnis,
Urond Ramshearne,
Urrahn The Hunter,
"Ursprung des[f:""der""] Helden[f:""Heldin""]: Caledon-Wald",
"Ursprung des[f:""der""] Helden[f:""Heldin""]: Ebenen von Aschfurt",
"Ursprung des[f:""der""] Helden[f:""Heldin""]: Königintal",
"Ursprung des[f:""der""] Helden[f:""Heldin""]: Provinz Metrica",
