english,translate
Retake the Astral Ward camp from the Kryptis.,
Reth's Shield,
Reth's Sword,
Retirer admin,
Retreat mode engaged.,
Retreat now! We will return stronger!,
Retreat! We live to fight again!,
Retreating!,
Retrieve the Forgotten Lights in time to reveal the verse.,
Retrieves cooling rods.,
Return Drill Parts,
Return east with us! Flee this jungle!,
Return magic to the nearby researcher.,
Return this to Kaeli Foestalker in camp.,
Return to Bloodstone Fen.,
Return to Efram.,
Return to main console.,
Return to the Eye of the North.,
Return to the beginning of the book.,
"Return to the puzzle area before the time expires, or your progress will be reset.",
Return to your pathetic Joko!,
Returning Challenger • Switches Stance,
Returning—to—post.,
Revive Agent Kurzz.,
Revive Alari Doubleblade in: %str1%,
Revive Ballistician Dexa.,
Revive Efram Greetsglory to continue the push forward.,
Revive Engineer Arath.,
Revive Engineer Paulson.,
Revive Engineer Snaretooth.,
Revive Haze.,
Revive Legionnaire Raughol!,
Revive Lightbringer Palfinier.,
Revive Malice Swordshadow to continue the push forward.,
Revive Officer Jian to continue.,
Revive Owl Shaman Ulgadis.,
Revive Priory Scholar Ciana,
Revive Roarr Fatereave.,
Revive Scholar Blix.,
Revive Scholar Didi.,
Revive Shrael Backstab,
Revive Skrilla!,
Revive Vanguard Scout Kestra,
Revive Warmaster Jofast,
Revive all disillusioned skritt.,
Revive fallen members of the escort group.,
Revive the Owl shaman.,
Revive the downed Renegade defector.,
Revive the escort team.,
Revive the fallen sentinel engineers.,
Revive the kodan wildstalker: %str1%,
Revive the petitioners: %str1%,
Revive the shaman in: %str1%,
Revive the squad leader: %str1%,
Revive the supply bull: %str1%,
Revolver angchu,
Revolver malveillant,
Revolver modniir,
Rhizome tonnant,
Rhodella the Collector,
Rhona and Yowen are making their way across the island to confront the djinn Zohaqan.,
"Riagan's enthusiasm does not compensate for his limited worldly experience and lack of common sense. The severity of the undead threat mandates effective strategy, not sylvari frou-frou.",
Ricochet rutilant,
Ride jade tech zip lines.,
Ride to Aurene's cave without teleporting or dismounting.,
Ride to the Cat Island shrine without teleporting or dismounting.,
Ride to the naga camp without teleporting or dismounting.,
Ride to the northeastern lighthouse without teleporting or dismounting.,
Riel Ondenoire,
Riffle Through,
Rift Hunter Hyaline,
Rift Hunter Josif,
Rifts can be closed once nearby enemies are defeated.,
Right on target!,
"Right, right, right.",
"Right, right. Let's not waste any time.",
Right. Carry on.,
Right. Here's what I've found.,
"Right. Next time, I will.",
"Right. Now that we're all present and accounted for, I say we make a run for it.",
Right. That old legend. I'm going through the mountains. Catch up when you can.,
Rikkiti is on her way to Deputy Tarff to relay my orders to begin the assault on the hylek village. I'm just worried she may be waylaid by predators...or shiny things.,
Rimebreath,
Rimewhisper %str1%,
Rimewhisper Minotaur,
Ringing Cloud,
Rip Apart,
Rip apart every last Awakened. They don't deserve their undeath.,
Riposte par vague,
Riposte psychique,
Riposte totale,
Risen Antiair Cannon,
Risen Executioner,
Risen Gladiator,
Risen Hylek Petmaster,
Risen Hylek's Pet,
Risen Krait Gunner,
Risen Plated Snapjaw,
"Risen Prince Ellasal: Rise now, my servants. Rise now, and destroy these enemies of our master!",
"Risen Prince Ellasal: Who dares? This is a sacred place. First to Lyssa, now to Zhaitan. Begone, or you'll defile it!",
Risen Village Guard,
Risen are attacking the western gate. The outer posts may need support.,
"Risen are attempting to retake Izz-al-Din Sarayi. If the outpost is lost, the push to Orr will be jeopardized.",
Risen attacker strength:,
Risen attacking from the north!,
Risen catapults,
Risen control Shorewatch Post.,
Risen control Southwatch Post.,
Risen group strength: %num1%%%,
"Risen have failed at reclaiming Stygian Deeps, and the Pact are planning the next stage of their assault on Orr.",
Risen krait harpoon[s],
Risen strength,Сила Воскресших
Risen waves remaining,
Rising Bloom has not dropped below 90 percent health.,
Rising Star,
Ritual Anchor,
Rival indemne,
Riverlands Broodmother,
Rixe skritt,
"Riz[pl:""Riz""] sauvage en pot",
Roar of Applause,
"Robin Neils. 1053 AE—1120 AE. He has joined the Mists, reunited with his family.",
Roc Star,
Rock Carving,
Rock Smash,
Rock'n roll,
Rodgort vol. 1,Родгорт. Том 1
Rodgort vol. 2,Родгорт. Том 2
Rodgort vol. 3,Родгорт. Том 3
Rodion the Vile: (snarl),
Rolic is throwing a party later.,
Rollo,
Romke,
"Romke's legacy is important to the norn, and to me. I know now that I have to protect it.",
Rooba got her golem all the way to the main reactor leak. She thinks she can clean it all up. I'm not convinced that C.L.E.A.N. 5000's pyrolitic lining can handle it.,
Roquette-excelsior,
Roquettes explosives,
