english,translate
Tartas de Debbie,
Tasche der Magistra,
Tasche des Agenten,
Tasche des Gelehrten,
Tasche des Kriegsmeisters,
Tasche des Lichtbringers,
Tasche des Recken,
Taskmaster,
Task—complete.,
"Tassi-Meister[f:""Meisterin""]",
Taste my venom!,
"Taste my wrath, vermin!",
Tasteless Root[s],
"Tastenbelegung ""Namen von Verbündeten anzeigen"" benutzen",
Tastes good.,
Tastes so good.,
Tasty Berries,
"Tasty Insect Larva[pl:""Larvae""]",
Tasty Mushroom,
Tasty...,
Tatendrang,
Tatli,
"Tattered and faded, this fabric badge has a haloed pillar and mantle of argent on gules. It must have once adorned a tunic or glove.",
Tattertaff,
"Taucher[f:""Taucherin""] vom Dienst",
Taucherbrille: Freier Fall von Neu-Kaineng,
Taucherbrille: Von der Felsspitze zum Felsengrund,
Taucherbrille: Astraler Tauchgang,
"Taucherbrille: Säulentaucher[f:""Säulentaucherin""]",
Tauchgang im Abgrund,
Tauchgänge in Istan,
Tauchmeister: Auf einen Sprung vorbei,
"Tauchmeister[f:""Tauchmeisterin""]",
"Tauchmeister[f:""Tauchmeisterin""]: Chak-Bau",
"Tauchmeister[f:""Tauchmeisterin""]: Elon-Fluss",
"Tauchmeister[f:""Tauchmeisterin""]: Grasgrüne Schwelle",
"Tauchmeister[f:""Tauchmeisterin""]: Kalte Füße",
"Tauchmeister[f:""Tauchmeisterin""]: Masten",
"Tauchmeister[f:""Tauchmeisterin""]: Rilohn-Fälle",
"Tauchmeister[f:""Tauchmeisterin""]: Schürftal",
"Tauchmeister[f:""Tauchmeisterin""]: Trockendock-Riss",
Tauchsieder,
Taunts Enemies • Knocks Back,
Tausendfache Gnade,
Tausendjährige Stille,
Tavern Patron,
Tavern Plaque,
"Tax dodging? No, worry about them later. There'll always be more pirates. We need to get this bridge rebuilt.","Уклоняющиеся от налогов? Нет, беспокойся о них позже. Пиратов всегда будет много. Нам нужно восстановить этот мост."
"Tchkik found many of them, in a deep cavern, deep down. Going to get more.",
Te has hecho con todos,
Te lo dije,
Tea Crates,
Teach 'em a lesson!,
Teach me something.,
Teach me to be an armorsmith.,
Teach them a lesson!,
"Team skritt offensive to east! Harpies have shinies! Take shinies, smash nests, take more shinies! Some fallen, make right!",
Teamfarben:,
"Teamwork is key! The more you collect, the better everyone does!",
Teapot,
Tear Cloth,
Tear apart the orb and dissipate any static storms in an area around you.,
"Tear at its face, before it tears this island down under us!",
Tear it all down!,
Tear the poster down.,
Tears,
Tears of Antiquity,
"Tech-ni-cal-ly, yes. Do not dis-turb.",
Technician Brozz,
Technician Datt,
Technician Heesa,
Technician Liang,
Technician Martijn,
Technician Mogi,
Technician Otto,
Technician Tassa,
Technician Trella,
Technician's Supplies,
Technicians working: %num1%/3,
Techra,
Techutli,
Tecnología Punta,
Teddy Bear,
Tegan,
"Tegon and Temar, the Legendary Forged Hounds, have been summoned to the Foundry.",
"Teilnehmer[f:""Teilnehmerin""]: Zorn der Verdrehten Marionette",
Teine,
"Tejedor[f:""Tejedora""] avezado[f:""avezada""]",
Tejeduría de trotamundos,
Tek'gune,
Teku Nuhoch Guard,
Teleport Party,
Teleport back to your saved position.,
"Teleport-Bereitsteller[f:""Bereitstellerin""]",
Teleportationsgeräte-Sammler,
Teleported? Where?,
Teleporter Control Panel,
Teleporter Turret,
Teleporter der Vergessenen benutzt,
Teleporter to First Level,
Teleporter to Perch,
Teleporter to Second Level,
Teleporter to Third Level,
Teleportieren ist unfair,
Teleporting Gun,
Teleports to Farthest Opponent,
Teleports • Blinds • Dazes • Stuns • Swaps Locations,
Teleports • Pulls,
Teleports • Steals Health • Causes Fear,
Teleports • Torment • Confusion,
Teleri Villager,
Telescopic Mirror,
Teletransportador de los Olvidados habitual,
Teletransportarse es trampa,
Tell Grenth I said hello.,
Tell Karamoleoff who you will assist.,
Tell Your Story to the Egg,
Tell him how I feel? Just like that? It's not as easy as you say! I'm starting to think you don't know what you're talking about! I'm scared! This isn't gonna work!,
Tell me about Adelbern's champions.,
Tell me about Adelbern's sword.,
Tell me about Arah.,
Tell me about Ascalonian Catacombs.,
Tell me about Captain Logan Thackeray.,
Tell me about Caudecus's Manor.,
Tell me about Citadel of Flame.,
Tell me about Crucible of Eternity.,
Tell me about Draithor.,
Tell me about Honor of the Waves.,
Tell me about Kralkatorrik.,
Tell me about Owl's teachings.,
Tell me about Primordus.,
Tell me about Twilight Arbor.,
Tell me about the excavation beam.,
Tell me about the lieutenant.,
Tell me about the mine.,
Tell me about the pit fighter.,
Tell me about the swamp.,
Tell me about what happened.,
Tell me about your legion.,
Tell me about your raccoon.,
Tell me about your sword.,
Tell me again what your base model Brandstone multitool does.,
Tell me again what's going on here.,
Tell me all about yourself.,
Tell me everything.,
Tell me how to find Haidryn's Menagerie.,
Tell me how to find Mina's Target Shooting.,
Tell me how to find Uzolan's Mechanical Orchestra.,
Tell me how to find the Busted Flagon.,
Tell me how to train a devourer.,
Tell me more about Ande.,
Tell me more about the brew of the month club.,
Tell me more about the checkpoints.,
Tell me more about the skritt.,
Tell me more about the trainees.,
Tell me more about the turrets.,
Tell me more about these creatures.,
Tell me of your travels.,
Tell me something about the labs in this quadrant.,
Tell me that order.,
Tell me what I can do. Tell me how to help you.,
Tell me who's fighting next.,
"Tell me, have you visited the Lion's Arch Aerodrome?",
"Tell me, is it always this cold here? Even the sunlight seems frozen. It's strangely beautiful, as if the world is trapped in an icy stillness.",
Tell me. Do you have any regrets? How's the family?,
Tell my wife I love her!,
Tell them you learned how to dodge a fight from me.,
Tell them you learned humility from me.,
Tell your friends you learned patience from me.,
"Temerario[f:""Temeraria""] avezado[f:""avezada""]",
"Temerario[f:""Temeraria""] maestro[f:""maestra""]",
"Temeroso[f:""Temerosa""]",
Temmeth,
Temp Cap 1,
Temp Cap 2,
Tempel von Febe,
"Tempel-Bezwinger[f:""Bezwingerin""]",
Tempel-Champion,
Temperature normalized.,
Tempered Emotion,
Tempered Flame is heading to the river to collect frogs.,
Tempered Longing,
Tempered Resolve,
"Tempestad avezado[f:""avezada""]",
Tempestad maestra,
Tempests Waypoint,
Tempestuous Dive,
Temple Custodian,
Temple Guard,
Temple Mason,
Temple Orb,
Templo de Febe,
Templo de Febe legendario,
Templo de la Cosecha,
Templo de la Cosecha legendario,
Tempo statt Größe,
Tempogegenstoß,
Temporada de trabajo,
Temporada de trabajo en el paraíso,
Temporadas de los dragones,
Temporal Leap,
Temporal shift in: %str1%.,
Temporary Abilities,
Temporary receptacle?,
Temporary. Temporary? I'm bad with temporary! I'm an all-or-nothing kind of guy!,
Temposchwellen,
"Tend Raven's flock while he rests. When he returns, he will test your wits.",
"Tend that fire, or we're gonna have a riot on our hands!",
Tendril Wave: %num1%/%num2%,
Tendrils destroyed,
Tendrils of Nourys deplete magic in: %str1%,
Tendrils overpower frightened Kryptis in: %str1%,
Tengo muchos anzuelos con cebos de cuero,
Tengo un tique dorado,
Tengu Commander,
Tengu Supply Crate[s],
Tengu Trader,
Tengu Trials Torchlight,
