english,translate
Gefangene des Drachen,
Geflüstervermeidung,
Gefrierender Sprung,Ледяной прыжок
Gefrorene Gezeiten,Ледяные приливы
Gefrorene Klaue,Ледяная когть
Gefrorener Flug,Замороженный полет
Gefunden!,Найдено!
Gefährliche Forschung: Bronze,
Gefährliche Forschung: Gold,
Gefährliche Forschung: Silber,
Gefährliche Materialien: Gold,
Gefährliche Materialien: Silber,
"Gefährte[f:""Gefährtin""] der Kriegsklaue",
Gefängnisausbruch,
Geführtes Gedenken,
Gegen die Allianz,
Gegen die Allianz 2,
Gegen die Wand,
Gegen die Ätherklingen,
Gegengift,Противоядие
Gegenstände herstellen,
Gegenstände wiederverwerten,
Gegensätzlichkeit,
Geglückte Flucht,
Gegner besiegen I,Победить противника I
Gegner besiegen II,Победить противника II
Gegner plündern,
Gegnerische Fraktionen besiegen,Победите враждебные фракции.
Geheiligter Boden,Освящённая земля
Geheime Beschattung,
Geheime Gerüchte,
Geheimer Mondlager-Lachszug: Bronze,Скрытый лунный склад: бронзовый лахс
Geheimer Mondlager-Lachszug: Gold,Секретный лунный склад: золотой улов
Geheimer Mondlager-Lachszug: Silber,Секретный лунный склад: серебряный лахс
"Geheimer[f:""Geheime""] Höhlenforscher[f:""Höhlenforscherin""]",
Geheimnis der Bjora-Sümpfe,
Geheimnis der Raben-Tor-Ruinen,
Geheimnis der westlichen Sümpfe,
Geheimnis des Labyrinths,
Geheimnis des verborgenen Turms,
Geheimnis von Drakkars Unterschlupf,
Geheimnisse der Erhabenen,
Geheimnisse der Glänzenden Klinge,
Geheimnisse der Tiefe,
Geheimnisse des Khan-Ur,
Geheimnisse des Raben-Refugiums,
Geheimnisse des Turms,
Geheimnisse im Wald,
Geist des Tigers,
Geister-Ernährungswissenschaft,
Geister-Jagd,Охота за призраками
"Geister-Meider[f:""Meiderin""]",
Geisterfluch,Проклятие призраков
Geisterhaftes Trio,Призрачное трио
"Geisterhandwerker[f:""Geisterhandwerkerin""]",
"Geisterheld[f:""Geisterheldin""]",
"Geisterjäger[f:""Geisterjägerin""]",
Geistertal (wöchentlich),
"Geisterwacht-Angreifer[f:""Angreiferin""]",
"Geisterwacht-Schlächter[f:""Schlächterin""]",
"Geisterwacht-Verteidiger[f:""Verteidigerin""]",
Geißel des Weißen Mantels,
"Geißelmeister[f:""Geißelmeisterin""]",
Gejagt,Преследуемый
Gekonnt ausgewichen,Искусно уклонился.
Geladene Winde,Наэлектризованные ветры
"Gelehrter[f:""Gelehrte""]",
"Gelehrter[f:""Gelehrte""] des Gartens",
"Gelehrter[f:""Gelehrte""] von Ahdashim",
Gelöschter Feuer-Dschinn,
Gemas de la ciudad de la playa,
Gemeinsam sind wir stark,
