english,translate
Arbiter Lo Loju,Арбитр Ло Лоджу
Arboreal—combustibles—acquired.,Древесное—горючее—получено.
"Arborstein-Springer[f:""Springerin""]",
"Arborstein-Springer[f:""Springerin""] der Extraklasse",
"Arborstein-Taucher[f:""Taucherin""]",
"Arborstein-Veteran[f:""Veteranin""]",
Arborstone Arena Participation,Участие в арене Арборстоуна
Arborstone Refugee,Беженец из Арборстоуна
Arborstone Teleport Stone,Телепортационный камень Арборстоуна
Arca de la Entereza,
Arca de la Espada de Smodur,
Arca de la Gloria de Tyria,
Arca de la Nave de Faren,
Arca de la Rectitud y Corrección,
Arca de la Venganza Creciente,
Arca de la Ventaja Letal,
"Arca de las ""Llanuras de Golghein"".",
Arca del Destrozadragones,
Arca del Enigma Irresoluto,
Arca del Fragmento de Brillantez,
Arca del Legado de la Lechuza,
Arca del Navajachamuscada II,
Arca del Orgullo de Arco del León,
Arca del Orgullo de Osoblanco II,
Arca del Pedazo de Cielo,
Arca del Rompetruenos,
Arca del Triunfo de Obsidiana,
Arca del Valor de Mellaggan,
"Arcallion's Den home! Dangers though. Dangers to shinies! Shinies safe, home safe.",Логово Аркаллиона — дом! Но опасности. Опасности для блестяшек! Блестяшки в безопасности — дом в безопасности.
Arcane Countermeasure,Чародейские контрмеры
Arcane Generator Active,Чародейский генератор активен
Arcane Machine,Чародейская машина
Arcane Machine Activation Guide,Руководство по запуску чародейской машины
Arcane Sprayer,Чародейский распылитель
Arcane Static,Чародейские помехи
Arcane Terminal,Чародейский терминал
Arcane Thunderbolt,Чародейская молния
Arcane Ward,Чародейский оберег
Arcanic interfer...what? I better not mess with this.,Арканические поме... что? Лучше не буду это трогать.
Arcanist Artemis,Арканист Артемис
Arcanist Carew,Арканист Кэрью
Arcanist Douglas,Арканист Дуглас
Arcanist Echo,Арканист Эхо
Arcanist Fada,Арканист Фада
Arcanist Hestarr,Арканист Хестарр
Arcanist Jansi,Арканист Янси
Arcanist Kari,Арканист Кари
Arcanist Repth,Арканист Рептх
Arcanist Slizz,Арканист Слизз
Arcanist Xanf,Арканист Ксанф
Arcanist Xerana,Арканист Ксерана
Archaeologist Aekki,Археолог Аэкки
"Archaeology is like solving puzzles. Who owned this item, and what was it used for?",Археология — как решение головоломок. Кто владел этой вещью и для чего она служила?
Archaic Hammer,Архаичный молот
Archaic Tattered Page[s],[Архаичная истрёпанная страница|Архаичные истрёпанные страницы|Архаичных истрёпанных страниц]
Archemorus,Архемор
"Archemorus, champion of the Luxons. Along with the Kurzick champion and the assassin Vizu, he slew the Betrayer, Shiro Tagachi, though it cost him his life.","Архемор, чемпион луксонов. Вместе с чемпионом курзиков и убийцей Визу он сразил Предателя, Широ Тагачи, хотя это стоило ему жизни."
Archeologist,Археолог
Archer Barracks,Казармы лучников
"Archers, fire!","Лучники, огонь!"
Archery Target,Стрелковая мишень
"Archienemigo[f:""Archienemiga""] de la torre",
"Archienemigo[f:""Archienemiga""] de las defensas",
Archipiélago Vistacielo eterno: Desbloqueando la torre del brujo,
Archipiélago Vistacielo: Desbloqueando la torre del brujo,
Archival Assistant Jisda,Помощник архивариуса Джисда
Archivist,Архивариус
Archivist Ernswort,Архивариус Эрнсворт
Archivist Haj,Архивариус Хадж
Archivist Lukka,Архивариус Лукка
Archivist Quillstrike,Архивариус Перьеудар
Archivist Scorchbound,Архивариус Опалённый
Archivos Enterrados,Захороненные файлы
"Archäologie-Experte[f:""Expertin""]",
Archäologische Studien zu den Grawlen,
"Archäotechnik-Adept[f:""Adeptin""]",
