english,translate
Cascade—failure—imminent.,Каскадный—отказ—неминуем.
Casco de garrabélica,
"Case Notes, Entry Three. An unexpected visitor dropped by: Chul-Moo! I thought maybe he'd come to shut down my lab...","Записи по делу, запись третья. Заглянул неожиданный гость: Чул-Му! Я уж подумал, что он пришёл прикрыть мою лабораторию..."
"Case Notes, Entry Two. Today I ran further analysis on the unknown element present in the commander's haze samples.","Записи по делу, запись вторая. Сегодня я провёл дальнейший анализ неизвестного элемента в образцах дымки, взятых у командира."
Casgliad,Касглиад
Casino Musician,Музыкант казино
Caso 382: Tráfico de órganos de titán,
Caso cerrado,Дело закрыто.
Caso cerrado (2013),Дело закрыто (2013)
Cassin Hoppal,Кассин Хоппал
Cassius Prideclaw,Кассий Гордый Коготь
"Cast a streak of lightning that forks on impact, hitting other foes.","Пустите разряд молнии, что ветвится при попадании, задевая других врагов."
Cast a water trident that damages foes and heals allies.,"Создайте водяной трезубец, что наносит урон врагам и исцеляет союзников."
Cast out all intruders!,Изгнать всех незваных!
Cast out the keeper of the fort.,Изгоните хозяина форта.
Cast out.,Изгнан.
Castaway Andersen,Потерпевший крушение Андерсен
Castaway Bradley,Потерпевший крушение Брэдли
Castaway Caldus,Потерпевший крушение Кальдус
Castaway Corin,Потерпевший крушение Корин
Castaway Gritfang,Потерпевший крушение Песчаный Клык
Castaway Hank,Потерпевший крушение Хэнк
Castaway Hookthorn,Потерпевший крушение Крючкотёрн
Castaway Jacius,Потерпевший крушение Яций
Castaway Jana,Потерпевшая крушение Яна
Castaway Kurt,Потерпевший крушение Курт
Castaway Lee,Потерпевший крушение Ли
Castaway Limerock,Потерпевший крушение Известняк
Castaway Nurr,Потерпевший крушение Нурр
Castaway Salt,Потерпевший крушение Солт
Castaway Samm,Потерпевший крушение Самм
Castaway Shearclaw,Потерпевший крушение Стригущий Коготь
Castaway Sheldon,Потерпевший крушение Шелдон
Castaway Si,Потерпевший крушение Си
Castaway Toni,Потерпевшая крушение Тони
Castaway Westergard,Потерпевший крушение Вестергард
Castaways revived,Потерпевшие крушение воскрешены
Castella Scorchstrike,Кастелла Опаляющий Удар
Caster,Заклинатель
Caster Bloodstone Elemental Weapon,Оружие «Заклинатель-элементаль кровавого камня»
"Casters, go tend to the cauldrons. As long as they stay unlit the Flame Legion can't take back this site.","Заклинатели, идите к котлам. Пока они не зажжены, Легион Пламени не сможет вернуть это место."
"Castigador[f:""Castigadora""]",
"Castigador[f:""Castigadora""] de piratas",
"Castora-Fischer[f:""Fischerin""]",
"Castora-Fluchbrecher[f:""Fluchbrecherin""]",
