english,translate
Deliver these to the work crews before the pressure is lost!,"Доставьте это рабочим бригадам, пока не упало давление!"
Delivering to Drop-Off Point 1,Доставка в точку сброса 1
Delivering to Drop-Off Point 2,Доставка в точку сброса 2
Delivering to Drop-Off Point 3,Доставка в точку сброса 3
Delivering to Drop-Off Point 4,Доставка в точку сброса 4
Delivering to Drop-Off Point 5,Доставка в точку сброса 5
Delivering to Drop-Off Point 6,Доставка в точку сброса 6
Delivering to Drop-Off Point 7,Доставка в точку сброса 7
Delivering to Drop-Off Point 8,Доставка в точку сброса 8
Delivering to Drop-Off Point 9,Доставка в точку сброса 9
Delka,Делка
Dem Eis trotzen,Противостоять морозу
Dem Himmel entrissen,Сорванный с небес
Dem Pilz die Sporen geben,Дайте грибу споры.
Dem Spiel voraus,Опережая игру
Dem Sturm entkommen,Уйти от бури.
Dem Wissenschaftler auf der Spur,Выслеживаем учёного.
Demasiado resbaladizo,Слишком скользко.
Demmi Beetlestone: Did it work? Are we safe?,Демми Битлстоун: Сработало? Мы в безопасности?
Demmi Beetlestone: The Orrians have tunneled in through the walls!,Демми Битлстоун: Оррианцы прорыли ходы сквозь стены!
"Demmi cannot be blessed again until tomorrow—and we have no time to waste. You must get her safely out of the city, and to the Chantry of Secrets.","Демми нельзя благословить снова до завтра, а времени у нас нет. Ты должен вывести её из города целой и доставить в Часовню Тайн."
"Demmi... Brave, clever girl. Couldn't let her stay...in a place like this. Where's Tybalt? He should be here.","Демми... Храбрая, смышлёная девочка. Нельзя было оставлять её... в таком месте. Где Тибальт? Он должен быть здесь."
"Demoledor[f:""Demoledora""] de desafíos",Разрушитель[|ница] испытаний
"Demoledor[f:""Demoledora""] de mecanismos",Демолитор[|трица] механизмов
"Demoledor[f:""Demoledora""] de mecanismos de la Pesadilla",Разрушитель[|ница] механических конструкций из кошмаров
"Demoledor[f:""Demoledora""] de reconocimiento",Разведчик-подрывник
"Demoledor[f:""Demoledora""] de sierpes",Разрушительница змей
"Demoledor[f:""Demoledora""] del caos",Разрушитель[|ница] хаоса
Demoliciones propulsadas por tortuga,Подрывные работы с использованием черепах
Demolition Team,Подрывная бригада
Demolitionist Tonn,Подрывник Тонн
Demon's Maw is home to an encampment of ettins. A group of researchers bent on experimenting on the burly beasts have set up camp nearby. The researchers are ignorant to the danger ettins pose and will surely need your help.,"Пасть Демона — пристанище стоянки эттинов. Неподалёку разбила лагерь группа исследователей, вознамерившихся ставить опыты на этих дюжих тварях. Исследователи не понимают, чем опасны эттины, и им наверняка понадобится твоя помощь."
Demonic Infusion[s],[Демоническая инфузия|Демонические инфузии|Демонических инфузий]
Demonic Strike,Демонический удар
Demonios interiores,Внутренние демоны
Demonitta,Демонитта
Demonstrate how to chisel stone.,"Покажите, как высекать по камню."
"Demonstrate how you would use the Ghostbore weapon, so my designer can evaluate and choose.","Покажи, как бы ты использовал оружие «Призракобой», чтобы мой конструктор оценил и выбрал."
Demontage,Разборка
Demoralized,Деморализован
Demyan,Демьян
"Demütiger[f:""Demütige""] Sieger[f:""Siegerin""]",Смиренный[|ая] победитель[|ница]
Den Gefallenen zu Ehren,Во славу павших.
Den Gefrorenen Pass erhellen,Освещаем Замерзший перевал.
Den Hammerharts Saures gegeben,Дал кислый напиток от Хэммерхарта.
Den Himmel einfärben,Раскрасить небо
Den Himmel einfärben (jährlich),Раскрасить небо (ежегодно)
Den Sengenden Aufstieg erneut überwinden,Пройдите по Поющему Пути еще раз.
Den Sturm bändigen,Укроти бурю.
Den Tod vor Augen,Стоя перед лицом смерти.
Den Vogel gezeigt,Показать клюв.
Den Wald erhellen,Лес освещается.
Den Wandteppich aufspüren,Выследить гобелен.
Den falschen Händen entrissen,Отнято у неверных рук.
Den richtigen Ton angeben,Поддерживать нужный тон.
Dengatl Cuicani,Денгатльский куикани
Dengatl Nahualli,Денгатльский науалли
Dengatl Tlamatini,Денгатльский тламатини
Denial—of—actuality—acknowledged. Solution—deemed—ineffective. Sorry!,Отрицание—действительности—принято. Решение—признано—неэффективным. Извините!
Denn,Денн
Denravi Energy Source,Источник энергии Денрави
Dense Bushes,Густые кусты
Dense Scales,Плотная чешуя
Dentro de las pesadillas,Внутри кошмаров
Departs on her own in: %str1%,Уйдёт сама через: %str1%
Depends. What are you doing?,Смотря что. Чем ты занимаешься?
Deploy Bot,Выпустить бота
Deploy a makeshift parachute to slow your fall. Consumes ammunition.,"Раскройте самодельный парашют, чтобы замедлить падение. Расходует боеприпасы."
Deploy a remote-controlled bot to scout the area.,"Выпустите бота на дистанционном управлении, чтобы разведать местность."
Deploy the seismic tap.,Установите сейсмический датчик.
Deploy your Catapult,Установите свою катапульту
Deploy your Trebuchet,Установите свой требушет
Deploy your catapult.,Установите свою катапульту.
Deploy your trick.,Примените свой трюк.
Deploying a turret.,Разворачиваю турель.
Deploys Gyros • Reflects Projectiles • Supercharges,Выпускает жирокоптеры • Отражает снаряды • Перезаряжается
Deploys Replicators • Enhances Damage by Absorbing Sparks,"Выпускает репликаторы • Усиливает урон, поглощая искры"
Deploys an Ash Legion Prototype Turret.,Разворачивает опытную турель Пепельного легиона.
Deposit Item,Положить предмет
Deposit Magic,Внести магию
Deposit Sap,Внести сок
Deposit Spare Parts,Внести запчасти
Deposit all of the cursed treasure into the chest at the end of the tomb.,Сложите всё проклятое сокровище в сундук в конце гробницы.
Depositando materiales,Депозит материалов
"Deprisa, comandante","Да, командир."
Depuración de restos del tormento,Очищение от остатков мучений.
Deputy Brakk: There are too many! They've breached the wall! We're being ove—,Заместитель Бракк: Их слишком много! Они пробили стену! Нас сейчас смет...
Deputy Mira,Заместитель Мира
Deputy Mira: The fortress is under attack! Ready on the wall! Hostiles incoming!,Заместитель Мира: Крепость атакуют! Все на стену! Враг на подходе!
"Deputy Mira: We did it! It's sinking! A small victory. By the gods, there's so many of them...","Заместитель Мира: Получилось! Оно тонет! Маленькая победа. Клянусь богами, их так много..."
Deputy Urtt,Заместитель Уртт
Der Abgrund des Plünderers,Бездна Мародёра
Der Abschied,Прощание.
Der Aspekt der Prismen und des grenzenlosen Lichts,Аспект призм и бесконечного света
Der Aspekt des Eises und der Überzeugung,Аспект Льда и Убеждения
Der Aspekt des Wassers und des Lebens,Аспект воды и жизни
Der Aspekt von Feuer und Zerstörung,Аспект огня и разрушения
Der Aspekt von Pflanze und Geist,Аспект Растения и Духа
Der Aspekt von Schatten und Tod,Аспект теней и смерти
Der Aufseher möchte Euch jetzt sehen,Надзиратель хочет видеть вас сейчас.
Der Bankeinbruch: Letzter Tresor,Ограбление банка: последний сейф.
Der Bankeinbruch: Tresor 1,Ограбление банка: Сейф 1
Der Bankeinbruch: Tresor 2,Ограбление банка: Сейф 2
Der Bankeinbruch: Tresor 3,Ограбление банка: Сейф 3
Der Bierrat I: Der Experimentelle Streitkolben,Пивной совет I: Экспериментальный боевой молот
Der Bifröst I: Der Experimentelle Stab,Бифрёст I: Экспериментальный посох
Der Boden besteht aus Lava. Nicht drauftreten!,Здесь земля состоит из лавы. Не наступайте на неё!
Der Boden besteht aus Lava?: Gold,Здесь земля состоит из лавы?: Золото
Der Boden besteht aus Lava?: Silber,Почва состоит из лавы?: Серебро
Der Champion des Volkes,Чемпион народа
Der Druidenstein,Друидский камень
Der Feind meines Feindes ist trotzdem mein Feind,Враг моего врага всё равно остаётся моим врагом.
Der Fisch stinkt vom Kopf,Рыба гниёт с головы.
Der Fluss der Magie,Поток магии
Der Flüchtling,Беженец
Der Funke für die Feier,Искра для праздника
Der Geist,Призрак
Der Geist des Schenkens,Дух дарения
Der Geächtete Prinz,Отверженный принц
Der Glaube ist mein Schild,Вера – мой щит.
Der Held von Istan,Герой Истана
Der Himmel stürzt ein,Небо рушится.
Der Knochenthron,Костяной трон
Der Kreis schließt sich,Круг замыкается.
Der Kriegsrat,Военный совет
Der Krötenkönig,Лягушачий король
Der Minnesänger I: Der Experimentelle Fokus,Менестрель I: Экспериментальный фокус
Der Moloch I: Der Experimentelle Hammer,Молох I: Экспериментальный молот
Der Pfad des Aufstiegs,Путь вознесения
Der Pilz schlägt zurück,Гриб мстит.
Der Preis des Sieges,Цена победы
Der Rolle gewachsen,Достойный своей роли.
Der Schild,Щит
Der Schock blieb aus,Шок не последовал.
Der Stab des Obskuren,Жезл Мрака
Der Sturmangriff,Штурмовой отряд
Der Sturmzauberer,Штормовой заклинатель
Der Träumer I: Der Experimentelle Kurzbogen,Сновидец I: Экспериментальный короткий лук
Der Turm der Albträume,Башня кошмаров
Der Turm des Wesirs,Башня везира
"Der Turm des Zauberers gehört uns, Eparch","Башня волшебника теперь наша, Эпарх."
"Der Vergangenheit zum Schutz, der Zukunft zum Dienst","Во имя защиты прошлого, во благо служения будущему."
Der Wahrheit stellen,Предъявить правду.
Der Weg des Raubtiers,Путь хищника
Der Weg des größten Widerstandes,Путь наименьшего сопротивления
Der Weg hinein,Путь внутрь
Der Weg nach Rata Primus,Путь к Рата Примус
Der Weg nach vorn,Путь вперёд
Der Weltenturm,Мировой шпиль
Der Wind und nichts als der Wind ...,Ветер и только ветер...
Der Wintertag-Spießrutenlauf,Зимний забег сквозь бурю
Der Zerschmetterer,Разрушитель
Der aufziehende Sturm,Надвигающаяся буря
Der beste Angriff,Лучшая атака.
Der beste Freund des Pack-Dolyaks,Лучший друг стаи дольяков.
Der dunkle Pfad,Тёмный путь
Der fehlende Aspekt,Утерянный аспект
Der große Schlaf,Великий сон
Der kommende Sturm,Грядущая буря
"Der lange, kalte Weg",Долгий и холодный путь
Der vergessene Fluss,Забытая река
Der verschwundene Dolyak,Пропавший Доляк
Der verwunschene Altar,Зачарованный алтарь
Der verwunschene Hof,Зачарованный двор
Der wiedergeborene Zyklus,Восстановленный цикл
"Der[f:""Die""] Demolierer[f:""Demoliererin""]",Разрушитель[|ница]
"Der[f:""Die""] Henker[f:""Henkerin""]",Палач[|ица]
"Der[f:""Die""] Kaiser[f:""Kaiserin""]",Император[|ша]
"Der[f:""Die""] Peiniger[f:""Peinigerin""]",Страдалица[|а] мучительниц[ы]
"Der[f:""Die""] Rattenfänger[f:""Rattenfängerin""]",[Крысолов|Крысоловиха]
"Der[f:""Die""] Vernichter[f:""Vernichterin""]",Разрушитель[|ница]
"Der[f:""Die""] mit Kakteen tanzt","Тот, кто танцует с кактусами"
Deranged Citizen,Помешавшийся горожанин
Derangement,Помешательство
Derby Coordinator,Распорядитель дерби
Derby Participant,Участник дерби
Derby starts in: %str1%,Дерби начнётся через: %str1%
Deregulator der Marionette,Дерегулятор марионетки
Derribo de puertas,Выбивание дверей
Derrotar a siervos del dragón anciano,Победить слуг старшего дракона.
Derrotar a veteranos en las Ruinas de Orr,Победить ветеранов в руинах Орра.
Derrotar facciones enemigas,Победить враждебные фракции
Dervish • Channels Gods,Дервиш • Направляет богов
Derya,Дерья
Des Kaisers neue Kleider,Новые одежды императора
Des Rätsels Lösung,Разгадка тайны
Desactivación hábil,Отключение умения
Desactivado,Отключено
Desactivar anillos de área de efecto,Отключить кольца области действия
Desactivar cierre de ventanas con ESC,Отключить закрытие окон клавишей ESC
Desactivar historia personal,Отключить личную историю
Desactivar vibración de la cámara del jugador,Отключить вибрацию камеры игрока.
Desafiante,Сложный
Desafío 103 de COM-2046 PFR,Задание 103 из COM-2046 PFR
Desafío celestial,Небесный вызов
Desafío celestial constante,Непрерывное небесное испытание
Desafío de Behem,Испытание Бегемотом
Desafío de búsqueda y rescate: bronce,Бронзовый испытательный полигон по поиску и спасению.
Desafío de búsqueda y rescate: oro,"Испытание: поиск и спасение, золото."
Desafío de búsqueda y rescate: plata,Серебряный испытательный забег по поиску и спасению.
Desafío de escamacelestes de Grothmar: oro,Гротмарский вызов на ловкость: золото
Desafío de escamacelestes de Grothmar: plata,Гротмарский вызов на ловкость: серебро.
Desafío de misión: Enemigos poderosos,Задача миссии: Мощные враги
Desafío de misión: Escolta de tanque,Задание: сопроводите танк.
Desafío de misión: Horda de enemigos,Задача миссии: орда врагов
Desafío de misión: Jefe final,Задание: финальный босс
Desagüe obstruido,Засорившийся слив
Desaparición en plena acción,Исчезновение прямо во время боя.
"Desarticulador[f:""Desarticuladora""] de sondas de energía",Разъединитель энергетических зондов
"Desbaratador[f:""Desbaratadora""] de caballeras mecánicas",Разрушитель[|ница] механических рыцарей
Desbrozadora,Кусторез
Descanse en paz,Покойся с миром.
Descanso de medianoche,Полуночный отдых
Descarga marcada,Загрузка отмечена.
Descenso,Спуск
"Descifrador[f:""Descifradora""] de Grothmar del día",Гротмарский дешифратор дня
Descongela la garra,Разморозь когти.
Descortesía cortesana,Вежливая грубость
Describe the seer spell runes you encountered to Isgarren to decipher their purpose.,"Опишите Исгаррену встреченные вами руны заклинаний провидцев, чтобы разгадать их назначение."
"Descubridor[f:""Descubridora""] de puntos de ruta",Искатель[|ница] точек маршрута
Desde las cenizas,Из пепла.
"Desdentador[f:""Desdentadora""] reincidente",Постоянно совершающая преступления [женщина|мужчина] по кличке «Беззубый».
Desembotellamiento,Откупоривание
"Desenfocado[f:""Desenfocada""]",Размыто[|а]
Desenfreno Salvaje,Дикое безумие
Desenmascaramiento de ritualistas,Разоблачение ритуалистов
"Desenredador[f:""Desenredadora""] del saber",Разъяснитель[|ница] знаний
Desensamblaje,Разборка
Desenvolviendo regalos,Распаковываем подарки.
Deserter Sword,Меч дезертира
Deshabilitar barras de salud de compañeros de equipo en PvP,Отключить отображение полосок здоровья союзников в PvP.
Deshabilitar el botón de compactar inventario,Отключить кнопку сворачивания инвентаря
Deshabilitar resaltar habilidades,Отключить выделение умений
Desierto de Cristal,Хрустальная пустыня
Desintoxicado,Очищенный
"Desintoxicador[f:""Desintoxicadora""] de la desolación",Очиститель[|ница] от скверны
Desist movement!,Прекратить движение!
Desist—movement.,Прекратить—движение.
Desk,Стол
Deslúmbralos con astucia,Ослепи их своей хитростью.
Deslúmbralos con pompa,Ослепи их великолепием.
Desmantelamiento,Разборка
"Desolados, no asolados","Опустошённые, но не разоренные."
Desolation Griffon Expert Course,Курс эксперта на грифоне в Запустении
Desolation Griffon Master Course,Курс мастера на грифоне в Запустении
Despair before me!,Отчайтесь предо мной!
Despegue,Взлёт
Despeja los canales,Очистите каналы.
Desperate Coalescence,Отчаянное слияние
Desperate Refugee,Отчаявшийся беженец
Despertadiós,Деспертадиос
Despertar brusco,Резкое пробуждение
Despertar de la Pesadilla,Пробуждение кошмара
Despeñadero de rango 1 del día,Ежедневный испытательный полигон 1-го уровня
Despeñadero de rango 2 del día,Ежедневный обрыв 2-го уровня
Despeñadero de rango 3 del día,Ежедневный испытательный полигон 3-го уровня
Despeñadero de rango 4 del día,Ежедневный обрыв 4-го уровня
Despiertos y aliados,Пробужденные и союзники
"Despistar, destruir, desconfiar","Сбить с толку, уничтожить, заставить усомниться."
"Desregulador[f:""Desreguladora""] campeón[f:""campeona""]",Неуравновешенный[|ый|ая] чемпион[ка]
"Desregulador[f:""Desreguladora""] de la marioneta",Дестабилизатор[|за] марионетки
Destiny's Edge? Who are they?,Грань Судьбы? Кто это такие?
Destro,Дестро
Destroy Death-Branded Lieutenants.,Уничтожьте клеймённых смертью лейтенантов.
Destroy Empowering Crystals and Death-Branded Lieutenants.,Уничтожьте наделяющие силой кристаллы и клеймённых смертью лейтенантов.
Destroy North Ley Siphon,Уничтожьте северный лей-сифон
Destroy Psylithium Generators to free Quaggan prisoners.,"Уничтожьте генераторы псилития, чтобы освободить пленных куагганов."
Destroy South Ley Siphon,Уничтожьте южный лей-сифон
Destroy Xera's creation.,Уничтожьте творение Ксеры.
Destroy banner,Уничтожить знамя
Destroy centaur supplies while Zirra bombards Recovery Camp.,"Уничтожайте припасы кентавров, пока Зирра обстреливает Лагерь Восстановления."
Destroy charr copters before they escape so Smodur can calibrate the guns.,"Уничтожьте вертолёты чарров, пока они не улетели, чтобы Смодур смог откалибровать орудия."
Destroy corrupted eggs and stop the spread of Risen drakes.,Уничтожьте осквернённые яйца и остановите расползание восставших дрейков.
Destroy dredge vehicles and mortars to break the siege.,"Уничтожьте машины и мортиры дреджей, чтобы снять осаду."
Destroy it anyway.,Всё равно уничтожить.
Destroy ley-line collectors,Уничтожьте сборщики лей-линий
Destroy that thing! Now!,Уничтожьте эту штуку! Сейчас же!
Destroy the Bloodstone Shard.,Уничтожьте Осколок кровавого камня.
Destroy the Death-Branded Shatterer before it escapes!,"Уничтожьте Клеймённого смертью Раскалывателя, пока он не сбежал!"
Destroy the Eastern Brazier.,Уничтожьте восточную жаровню.
Destroy the Eternal Flame and kill the acolytes.,Уничтожьте Вечное Пламя и убейте послушников.
Destroy the Flame Legion braziers.,Уничтожьте жаровни Легиона Пламени.
Destroy the Flame Legion effigy.,Уничтожьте чучело Легиона Пламени.
Destroy the Forged assemblers.,Уничтожьте сборщиков Кованых.
Destroy the Gate Control Brazier.,Уничтожьте жаровню управления вратами.
Destroy the Ley Siphons,Уничтожьте лей-сифоны
Destroy the Orrian corruptions erupting from the ground.,"Уничтожьте оррианскую порчу, вырывающуюся из земли."
Destroy the Prototype Golem,Уничтожьте опытного голема
Destroy the Sandbinder,Уничтожьте Песковяза
Destroy the Searing Effigy.,Уничтожьте Опаляющее чучело.
Destroy the Western Brazier.,Уничтожьте западную жаровню.
Destroy the bandit turrets.,Уничтожьте бандитские турели.
Destroy the bone tendrils.,Уничтожьте костяные отростки.
Destroy the chak gerent before it reaches the cannon.,"Уничтожьте герента чаков, пока он не добрался до пушки."
Destroy the chaotic materials created by the reactor meltdown.,"Уничтожьте хаотическую материю, возникшую при расплавлении реактора."
Destroy the core sentinel suits.,Уничтожьте костюмы часовых с ядром.
Destroy the dervish boss.,Уничтожьте босса-дервиша.
Destroy the devourer nest.,Уничтожьте гнездо пожирателей.
Destroy the dragon tendrils to weaken the Shadow of the Dragon.,"Уничтожьте драконьи отростки, чтобы ослабить Тень Дракона."
Destroy the final seal.,Уничтожьте последнюю печать.
Destroy the flame legion portal and drive out invaders.,Уничтожьте портал Легиона Пламени и выбейте захватчиков.
Destroy the gate and escape the cave.,Уничтожьте врата и выберитесь из пещеры.
Destroy the graveling burrow.,Уничтожьте нору могильников.
