english,translate
Southern Edge,
Southern Gate,
"Southern bases under control of the United Legions are quiet, as the fight has pushed north across the bridge toward the Frost Citadel.",
Southforge Leader,
Southsun Economist,
Southsun Punch,
Southwatch is being powered up. Cull the Mordrem.,
Southwatch will be safe once more.,
Southwest Branded Turret,
Southwest Corner,
Southwest Primordus Ley Siphon,
Southwest Turret,
"Southwest, through the Charnel Gate.",
Souveräner Vorsprung,
Sovereign Eye,
"Soy el[f:""la""] capitán[f:""capitana""]",
Soy minerooo,
Soy muy boyante,
"Soy valiente, ¿sabes?",
Soziale Distanzierung,
"Spaltenwandler[f:""Spaltenwandlerin""]",
Spana Leopardstrike,
Spanisch,
Spanner,
Spar with Xunlai Jade's guard mechs.,
Spare no one!,
Spark Prime,
Spark Smogbreath,
Sparki,
Sparkk,
Sparkk returns to his lab in %str1%,
"Sparks are flying, lightning's flashing—this bout is magic!",
Spatial Denial,
Spatial Distortion,
Spawn Eggs,
Spawns Deadly Explosives • Enhanced by Mines • Knocks Back,
Spawns Mordrem Bombers,
Spaz,
Spaß für die ganze Familie,
Spaßverderber-Polizei,
Speak Through Skull,
Speak to Caithe.,
Speak to Chief Timblin,
Speak to Shaman Sigrytha. She knows what the flock needs.,
Speak to alliance members around camp and see what they need.,
Speak to me.,
Speak to the Blood Legion captain to begin the raid encounter.,
Speak to the Sentinel Centurion to begin the raid encounter.,
Speak to the incarcerated Kestrel.,
Speak to the merchant Saegris.,
Speak to the scholars to choose a path.,
Speak to your mentor and choose a course of action.,
Speak with Ambassador Sianna.,
Speak with Archivist Salwa to gain access to the restricted archives.,
Speak with Archon Iberu.,
Speak with Aurene,
Speak with Boris the Beast.,
Speak with Caithe in the Dreamer's Terrace.,
Speak with Chakata.,
Speak with Cinder when you're ready to begin.,
Speak with Detha when you are ready.,
Speak with Detha.,
Speak with Doern.,
Speak with Eir to choose the next step.,
Speak with Glenna.,
Speak with Grand Vizier Utumishi.,
Speak with Lieutenant Marma.,
Speak with Logan Thackeray at his Divinity's Reach office.,
Speak with Logan in Divinity's Reach.,
Speak with Madame Gilda in her tent.,
Speak with Pact Scholar Blix at Penitent Camp.,
Speak with Petra.,
Speak with Redeemer Kossan.,
Speak with Sage Manssir.,
Speak with Scholar Keenwit.,
Speak with Serentine.,
Speak with Tempered Flame to get started.,
Speak with Vincere.,
Speak with Vishen at the top of the tower to receive a sniper rifle.,
Speak with Zojja,
Speak with all the optional witnesses.,
Speak with me and find illumination.,
Speak with the Fabulous Chakravarti.,
Speak with the Ministry Guard at the inn.,Поговори со стражниками Министерства в таверне.
Speak with the Mist Stranger to relive the Battle for Lion's Arch.,
Speak with the Mist Stranger to relive the Tower of Nightmares.,
Speak with the Mist Stranger to relive the battle with the Twisted Marionette.,
Speak with the pilot to join the battle.,
Speak with the steward to initiate the ward detection spell.,
Speak with the survivors.,
Speak with your friend in the audience.,
Speak your riddle.,Скажи свою загадку.
"Speak! I'm on duty, and I've got no time to entertain tourists.",
Speak.,
Speaker Assassin,
Speaker Eunjoo,
Speaker Goon,
Speaker Guerrilla,
Speaker Ikniu,
Speaker Jue-Di,
Speaker Kian Li,
Speaker Mahuti,
Speaker Purifier,
Speaker Sunderer,
Speaker Warrior,
Speaker Yuma Silverpinion,
Speaking of Speaking,
"Speaking of keeping on the move, I'm going to follow your example.",
Spear Storage,
Speared Corpse,
Spears,
Specht,
Special Plant,
Special delivery!,
Specialist Chae-Yun,
Specialist Morgan,
Specialist Nailen,
Specialist Velaycia,
Specialists! Incinerate them!,
Species—Event Skritt Gang Member,
Specimen Chamber outer defenses have been completely disabled! Enter the chamber and investigate.,
Specks of aurillium give the cascading waters here a golden hue.,
Spectacular!,
Spectacular. You're really doing well for yourself!,
Specter of Pain,
Spectral Agony to Harden Chain Tracker,
Spectral Bear,
Spectral Bear Cub,
Spectral Bear[s],
Spectral Orb,
Spectral Power,
Spectral Protection,
Spectral Stalker,
Spectral Strength,
Spectral Wall,
"Spectral flames, come forth. Tear free their souls.",
Speech,
Speed Mushroom Knowledge,
Speed increased by 50%%.,
Speed.,
Speedster,
Speedy,
Spekks' Labor,
Spektrale Anomalie,
Spektrale Hilfe auf dem Markt,
Spekulationen beenden,
Spell-Crafting Table,
Spellmaster Macsen,
Spelugg,
"Spendenverteidiger[f:""Spendenverteidigerin""]",
Spent Shards,
Spezial-Rüstungen der Asura,
Spezial-Rüstungen der Charr,
Spezial-Rüstungen der Menschen,
Spezial-Rüstungen der Norn,
Spezial-Rüstungen der Sylvari,
"Spezialist[f:""Spezialistin""] für Sanfte Landungen",
Spezialkräfte,
Spicy Ramen,
Spider Cocoon,
Spider Fang Strike,
Spider Target,
Spiders do more damage while in the darkness. The effect is negated near open flames.,
Spiderweb Prison,
"Spiegel-Erinnerungsmeister[f:""Erinnerungsmeisterin""]",
Spiegelungen im Eis,
Spiel verlassen,
Spieler-Kamerawackeln deaktivieren,
"Spielhüttenperfektionist[f:""Spielhüttenperfektionistin""]",
Spielmenü,
Spieltalent,
Spielzeit-Erinnerungen aktivieren,
Spielzeug-Trank-Schluckspecht,
"Spielzeugmacher-Routinier[f:""Routinierin""]",
Spielzeugqualitätskontrolle,
"Spielzeukalypse-Überlebender[f:""Überlebende""]",
Spießrutenlauf des Khan-Ur,
"Spießrutenlauf-Anwärter[f:""Anwärterin""]",
"Spießrutenlauf-Anwärter[f:""Anwärterin""] (jährlich)",
"Spießrutenlauf-Favorit[f:""Favoritin""]",
"Spießrutenlauf-Gladiator[f:""Gladiatorin""]",
"Spießrutenlauf-Rückeroberer[f:""Rückeroberin""]",
Spigot,
Spike Factory Mk I,
Spike Factory Mk II,
Spike Factory Mk III,
Spike Factory Mk IV,
Spike Factory Mk V,
Spiked Seed,
Spikeroot Fruit Tree,
Spin Out,
"Spin and block enemy projectiles. Strikes all foes in melee range, healing and removing conditions for each enemy struck, then fires shots at allies that heal and remove conditions.",
Spin around and attack all nearby foes.,
"Spin forward and strike multiple times, inflicting conditions. Leave behind a lingering mirage at your starting position. If an enemy is near the mirage when it expires, a clone is summoned.",
Spin quickly and cripple foes around you.,
Spines,
"Spinnen-Bezwinger[f:""Bezwingerin""]",
Spinnentod der Nachwirkung,
Spinning Ice,
"Spinnwebensäuberer[f:""Spinnwebensäubererin""] der Nachwirkung",
Spins Webs • Poisons,
Spins • AoE Heals,
Spins • Stores Electric Charge,
Spintastic,
Spirit Barrier,
Spirit Cyclone,
Spirit Drain,
Spirit Energy Tracker,
Spirit Shelter,
Spirit Ward,
Spirit Wolf,
Spirit of Destruction,
Spirit of Emptiness,
Spirit of Perpetuity,
Spirit of Sacrifice,
Spirit of Shelter,
Spirit of Sorrow,
Spirit of the Forest,
Spirit of the Wolf,
Spirited Fusion,
Spirits Consumed,
Spirits crush!,
Spiritual Disruption,
Spiritual Shock,
Spirituelle Erneuerung,
Spirituelle Kinderpflege,
Spiteful little critters.,
Spits,Плевки
Spits Acid • Heals Self,
Spits Poison,
Spits Poison • Bites,
Spits Poison • Bites • Knocks Back,
Spits Poison • Buffs Allies,
Spits Poison • Knocks Back,
Spits • Divides,
Spits • Tunnels Underground,
Spittle,
Spitze der Klinge,
Spitze des Speers,
Splash Drunk,
"Splish, splash.  Four norn in a bath. (hum)",
Splitting up to continue our research at each site was only logical. I wonder if the wurm will make a reappearance.,"Разделиться, чтобы продолжить наши исследования на каждом участке, было логично. Интересно, появится ли червь."
Spoiled Food,
"Spoilsports. I'd have let you choke the life out of Queen Jennah, Logan, just like she's suffocating Kryta. Think of it, Captain: your hands, crushing her throat.","Обломщики. Мне бы пришлось позволить тебе задушить королеву Jennah, Logan, точно так же, как она душит Kryta. Подумай об этом, капитан: твои руки, сжимающие ее горло."
Spoke to Morgaah,
Spore Spit,
Spores wear off in: %str1%,
Spot the Fake,
Spotted Hyena Pup,
Sprache,
Spray a jet of water at foes that also heals allies in the blast radius.,
Spray an icy blast in a cone that damages foes.,
Spray fire in a cone.,
Spray out a cone of extinguisher to put out fires.,
"Spray sulfur in a cone pattern while on the move. Applies Sulfur Cloud, increasing damage taken if the target is Forged.",
Sprays Eggs • Pulls,
Sprays Poison,
Sprays lava,
Spread out! Hold this position.,
"Spread out! I want eyes on all sides. More will come, and I want to see them coming.",
Spreading Flames,
Spreading Rot,
Spreading Tendrils,
Spreading-Rot Immunity,
Sprechen Stiller Wasser,
"Sprecher-Saboteur[f:""Saboteurin""]",
Sprecht mit der Faust,
"Sprengmeister[f:""Sprengmeisterin""]",
"Sprengstoffexperte[f:""Sprengstoffexpertin""]",
Sprengungen mit Schildkrötenkraft,
Sprießen des Druidensteins,
Spring Purifier,
Spring Trap,
Springer-Ritt am Seitung-Gefängnis,
Springer-Ritt: Kuan-Jun-Pavillon,
Springer-Rucksack-Tour,
Springer-Schleuder: Echowald-Wildnis,
Springer-Schleuder: Stadt Neu-Kaineng,
"Springer[f:""Springerin""] der Albträume",
Springt hoch oder seid angeschlagen,
"Sprint forward with the torch, spreading Koda's Flame.",
Sprouting Birch,
Sprung über den Schnee (jährlich),
Sprunghaft,
"Sprunghafter[f:""Sprunghafte""] Abenteurer[f:""Abenteurerin""]",
"Sprungrätsel ""Grotte der Kugel""",
"Sprungrätsel ""Schwebender Hain""",
Sprungrätsel abschließen,
Sprungtraining,
Spur,
Spurensuche mit Gladium,
Spy,
Späher-Bericht,
"Späher[f:""Späherin""]",
Squad Members,
Squeeky,
Squelch Mad Jack Squall.,
Stab der Verlorenen,
Stab the ground creating an illusionnary greatsword out of the ground that strikes your target.,
Stab with staff.,
"Stabilisator[f:""Stabilisatorin""] der Ätherklingen-Zuflucht",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Felswand""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Feuriger Boss""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Feuriger Hochofen""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Nicht kategorisiert""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Schneeblind""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Solider Ozean""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Sumpfland""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Thaumanova-Reaktor""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Untergrundeinrichtung""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Unterwasserruinen""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Urbanes Schlachtfeld""",
"Stabilisator[f:""Stabilisatorin""] des Fraktals ""Vulkanisch""",
"Stabilisator[f:""Stabilisatorin""] des Ätherklingen-Kapitäns",
Stability • Cripples,
Stability • Cripples • Reflects Projectiles,Стабильность • Калечит • Отражает снаряды
Stability • Cripples • Reflects Projectiles • AoE Knockdown,Стабильность • Увечья • Отражение снарядов • Сбивание с ног по площади
Stability • Inflicts Weakness • Reflects Projectiles,
Stabilität,
Stabilizing mechanism reversed. This weapon's full potential is about to become a reality!,
Stack of Books,
Stack of Crystals,
Stack of Documents,
Stack of Papers,
Stacks damage over time. Damages 1%% of health per stack.,
Stadt der Hoffnung,
Stadtgeflüster,
Stadtpromenade,
Stagnant Water,
Stagnation,
Stahl-Minis,
Stahl-Waffen,
Stahlfang,
Stalker Cub,
Stalking Fate,
Stalking Hydra,
Stalking Jaguar,
Stalks Foes • Causes Bleeding • Train Nuhoch Stealth Detection in Nuhoch Lore to Detect While in Stealth,
Stalwart. Dauntless. Concentration!,
Stammgast der Verrückten Inquisition,
"Stammspieler[f:""Stammspielerin""] beim Südlicht-Überlebenskampf",
Stampeding minotaur will knock down nearby foes.,
Stance Endurance Gain,
Stand aside for the storm!,
Stand clear! It's going to blow!,
Stand clear. I'm not sure how stable this bomb is.,
"Stand down, spectre. We seek only to protect the living.",
"Stand down. Had I jabbed at you, you would feel it. You did well securing this location.",
Stand fast and cover each other. We'll prevail!,
Stand near fires to douse them.,
Stand ready!,
Stand ready. Something's out there.,
Stand ready. The enemy is near.,
Stand with the Separatists! No queen can tell us what to do!,
Stand your ground and drink!,
"Stand your ground, Sunspears! Just a little longer...",
Standard wiederherstellen,
Standardisierte Feindmodelle:,
Standardisierte Modelle für freundlich gesinnte Spieler:,
"Standing above the water's edge between the castaways and the Castoran mainland, you feel powerful magic coursing through the land, sea, and air. To the west, the inland looms, foreboding.",
"Standing by to take you up into the canopy, Commander.",
Standing in Lava,
Standing—by—for—input.,
Star Record,
Stark wie der Ochse,
"Stark wie die Bärin, klug wie der Wolf",
Starling Bow,
Starrt in den Abgrund,
Start MIG Test,
"Start a fight, and I'll finish it.",
Start of the Tournament,
Start over again. What's going on here?,
Start the hunting party without me.,
Starting to feel...stable again? Albeit exhausted.,
Starting to think our stupid supply dolyak's lost in the wastes.,
Starts Fires • Rapid Shot,
Starving Itzel,
State genus or subspecies.,
"State your business, please.",
State your business.,
Static Attraction,
Static Energy Storage,
Static Knockback,
Static Light Attunement,
Static Light Construct,
Static Storm,
Static Storm Beam,
Statically Charged,
Statics Security Golem,
Station A Progress,
Station B Progress,
Station C Progress,
Statisch-dynamische Synergie,
Statue Shout,
Statue of Vissh Rakissh,
Statue[s] of Joko Smiting Abaddon,
Stav Darkchaser,
Stave off the Speaker ritualists that are trying to capture the spirits!,
Stavemaster Adryn's Pod,
Stay ahead of Xera. Destroy charged bloodstones to manifest ley lines.,
Stay alert! There could be bandits anywhere.,
Stay alert. I can feel the undead nearby.,
Stay alert. We're about to enter Svanir territory. They like to kill first and sort out the details later.,
Stay and fight!,
Stay and fight! There's nowhere to go!,
Stay as long as you like.,
Stay away from the statues. They'll teleport you to the entrance!,
Stay away from us.,
Stay back! You've been warned.,
Stay back.,
Stay calm and stay put for now.,
Stay calm.,
Stay cautious and we'll be just fine.,
Stay clear of the tail!,
Stay close and we will defeat the enemy of Hare.,
Stay close! There's no telling where the undead will strike from.,
Stay close. The Branded won't be happy we're building these reflectors.,
"Stay close. There are blighted saplings ahead. They produce Mordrem, so we must shut them down.",
Stay down!,
Stay down.,
Stay focused. One last push. For Braham—for all of us.,
Stay here for now.,
Stay here.,
Stay here. Don't let them through.,
Stay in Briarthorn.,
Stay in the camp.,
"Stay in your shadows, Ash! Hide in your machines, Iron! Blood Legion will wipe out all of our enemies!",
Stay on your guard. The centaurs will be coming for our beer. They always do when our brew is this strong. They seem to smell it on the wind.,
Stay put for now.,
Stay put!,
Stay right there!,
Stay safe out there.,
Stay strong!,
Stay vigilant. Never know what's coming to get you.,
Stay where you are.,
Stay with me. I'll get you patched up.,
Stay with the pack. Together you must hunt the Sons of Svanir. Ruin their banners and free the captured cubs.,
Stay within the law.,
"Stay, and your fate is sealed!",
Stay. Let's play a game! Let's entertain one another!,
Steady. Breathe. Breathe.,
Steag Frostbeard,
Steal Harpoon,
Steal Life,
Steal Ore,
Steal Repair Kit,
Steal Rum,
Steal a foe's health to heal yourself.,
Steal health from target foe.,
Stealing magic? How?,
Steals Boons • Blowout • Summons,
Steals Boons • Life-Stealing Aura • Blinding Sandstorm,
Steals Boons • Quickness,
Steals Health • Hoards of Minions,
Steals Ley Energy,
Steals Life • Chills • Poisons,
Steals Life • Transfers Conditions • Plagues When Attacked,
Steals Loot,
Stealths • High Damage While Stealthed,
Stealths • Knocks Back,Скрытность • Отбрасывание
Stealths • Knocks Back • Pulls,Стелс • Отбрасывает • Притягивает
Stealths • Sneak Attacks,
Steam Champion,Паровой чемпион
Steam Champions%num1%,Паровые чемпионы%num1%
Steam Creature Control Override Console,
Steam Creature Transformation,Трансформация парового существа
Steam Creature Wreckage,
Steam Minotaur Head,
Steam Minotaurs Beaten Back,
Steam Ogre,
Steam Trap,
Steam Turbine,
Steam Valve,
Steam creatures,
Steckt Schlund-Kristalle ein,
Steel Echo,
Steel Hum,
Steelbeak's Flock,
Steelbeak's Flock%num1%,
Steelbeak's Nest,
Steelbits,
Stehen geblieben,
Stehender Applaus,
Steine hüpfen lassen,
Steinnebel bleibt erneut standhaft,
"Steinsammler[f:""Steinsammlerin""]",
Steintrotz-Henkersbeil,
Stellata Petrel,
Stellung halten,
Stench,
Stentor Cannonade is being swarmed with the Risen. Valuable territory and artillery is at risk of being lost.,
Step away from the strange elixirs.,
Step into the gate.,
Step into the portal and exit the cave.,Шагни в портал и выйди из пещеры.
Step lively there.,
"Step out of line, suffer the consequences.",
Step out of the dark and help!,
Step right up!,
"Step right up! Do yourself a favor, and try a bottle of Dr. Bleent's Ooze Booze. There's nothing this wonder beverage can't do!",
"Step right up, carnival goers! Test your strength against mine and win a prize!",
