english,translate
"We're proud that you have chosen to serve alongside us. Your mentor will be Forgal, one of our finest soldiers, and the most stalwart norn I know.","Мы гордимся тем, что вы решили служить вместе с нами. Вашим наставником будет Forgal, один из наших лучших солдат и самый стойкий norn, которого я знаю."
We're ready if you are.,
We're ready to bring this salvage back to Camp Resolve. Care to give us an escort?,
We're ready to escort you.,
We're running out of time! They're eating everything!,
We're slowly deciphering how Branded ore reacts to concentrated bursts of energy. We've even found a promising lead on countering the effects of the Brandstorm.,
"We're stockpiling a sap called Melandru's Tears. It reflects ley magic, so the Pact needs it for their reflectors. It accumulates on the bigger trees around here.",
We're subverting the undersea Inquest lab.,
We're surrounded! Back to back. We'll hold them off as long as we can!,
We're taking down Holdland Camp. Who's up for a challenge?,
We're through their outer gate.,
We're training with elementals. I need to get my workers ready to handle problems like this. You never know what's going to happen on these docks. Why don't you try your hand against the elemental? You just might learn something.,
"We're under assault! Please, help us keep the undead from destroying all we've accomplished!",
We're up here! Help us!,
"We're up-and-coming. I mean, who else can boast this much synergy?",
We're wasting time! Is your entire team here?,
"We're... Our people, the Pale Tree, all dragon spawn?",
"We've already hit our quota on Melandru's Tears, but I suppose a few extras never hurt anyone.",
We've already tried and failed. We need a much larger force—or a much stronger one.,
We've been arguing like this since the graveling patriarchs appeared. You'd think three scholars could agree on something.,
"We've been stationed here to scout the Temple of Lyssa. It has great historic significance, not to mention a cache of magical artifacts.",
"We've begun a process to refill the ooze sludge reservoirs inside PR&T Esoterics, and we could use some assistance. Interested?",
We've brought along some of our golems. They'll make collection—and defense—a whole lot easier.,
We've brought you the finest grog found outside the pleasure halls of Vabbi just for this purpose.,
"We've come this far. Maybe with our friends and the Light of Deldrimor, we've got a chance.",
"We've done it. Oh, look what we've made.",
We've driven them off for now.,
We've enemies in the camp! Let's put them down!,
"We've even been able to recreate it! Here, you can have your stone back. Come talk to me if you ever need another one.","Мы даже смогли воссоздать его! Держи, можешь забрать свой камень обратно. Приходи, если понадобится еще один."
"We've gained footing here, but it won't be easy to hold. We have two units dispatched in the immediate vicinity. One is kicking and keeping the Flame Legion out of Vidius Castrum. The other's extinguishing Flame magic on the Forge Plains. Both could use an assist. Get on out there.",
We've gathered to patrol the area for undead. Would you care to help us?,
We've got 'em running scared!,
"We've got 20 minutes before they realize what we're up to. We go in quick, we kill centaurs, and we blow up their catapults.",
We've got agents in the field who need help.,
We've got friendlies in the zone. Watch your fire!,
"We've got new problems: Joko's back, and he's got Taimi—at Fahranur.",
"We've got one job: make a road from the Black Citadel to the front lines. Instead, we got a mess on our hands. The forest is haunted, and the clearing teams are...well, spooked. Separatists are hiding in the hills, waging hit-and-run campaigns against us. Finally, that huge wall the humans built centuries ago needs to come down, but their ghosts are doing everything to stop that.",
"We've got things covered here, but the refugees will need help getting to camp safely.",
We've got this. Let's go.,
"We've got to get the hyleks' attention before they'll listen. Should we try to win their tournament, or track down their high priestess?",
"We've got to rebuild the defenses, but we don't have the materials to do it.",
We've got to stop meeting like this.,
"We've got you now, rat!",
We've gotten word about some...puzzling occurrences happening around the town of Garenhoff in Kessex Hills.,
"We've had some scary moments, but when I see this place, it makes me glad to be here.",
"We've heard of you, %str1%. Go on in, but tell no one what you see inside. Secrets must be kept, after all.",
"We've identified a powerful weapon in the grawl. They know spells that counter Flame Legion magic. We need to test their viability as a reliable ally by persuading them to fight at Atrox Castrum. Seek out their chieftains and find out how you can help them. This will build friendships, ensure their loyalty, and distract them from our agents' more subtle manipulations.",
We've lost the forest. Beaten by insects!,
We've made it to the Orrian shore and broken down Lasciate Gate. Help them hold the landing!,
"We've marched through some nasty places, but this...this is in the top three.",
We've nearly wiped out the grawl in Martyr's Woods. Go finish the job!,
"We've only scratched the surface. With this upgrade, we can get some real mining done!",
"We've packed up some of the books, but not all. This is a terrible disaster! Keep those undead out of here!",
"We've taken the outer cells; it's time to push inward! You soldiers, keep our escape route secure.",
We've taken this camp from those beastly centaurs. There's more wood here than we can use. I'll let you have some for just a few coins.,
"We, could use a little help.",
"We, on the other hand, can be bought. Balthazar knew you'd turn on him eventually. We're Phase Two.","Нас, с другой стороны, можно купить. Balthazar знал, что вы в конце концов обернетесь против него. Мы — второй этап."
We. Are. Fire!,
We. Are. One!,
Weak Pollen Fever Salve,
Weak Spot,
Weak points cannot be opened while the lightning field is active.,
Weak to Static Light Attunement.,
Weak!,
Weaken and damage foes.,
Weakened Destroyer,
Weakened Vines,
Weakened!,
Weakens Foes • Extinguishes Torches,
Weakens Souls to Consume Them • Steals Boons,
Weakens • Blinds,
Weakens • Blinds • Reflects Projectiles,
Weakling.,
Weakness Trap,
Weapon Cache,
Weapon Crates,
Weapon Display,
Weapon Parts,
Weapon Prototype Mk II,
Weapon Prototype Mk. I,
Weapon Requisitioner Illiam,
Weapon Spell Infuser,
Weapon Spell Infuser Controls,
Weapon energy remaining,
Weapon racks,
Weapons Cache,
Weapons Crate,
Weapons Display Console,Консоль отображения оружия
Weapons Engineer,
Weapons Rack,
Weapons Test Engineer,
Weapons ready!,
Weapons set to DISMEMBER.,
Weaponsmith Chie Edgetalon,
Wear 'em down.,
Wear them down.,
Wearing Out,
Weathered Book,
Weathered Crest,
Weathered Headstone,
Weathered Note,
Weathered Plaque,
Web Sticking Spot,
Webbed Explosion,
"Weber-Adept[f:""Adeptin""]",
"Weber-Meister[f:""Meisterin""]",
Webs,
Weg des Göttlichen,
Weg mit dem Müll,
Weg mit der Tür,
Weg von meinem Schild,
"Wegfinder[f:""Wegfinderin""] auf Abwegen",
Wegfindet Euch nach draußen,
Wegmarke Dwayna,
Wegmarken entdecken,
Wegmarken entdecken II,
Wegmarken entdecken III,
Wegmarken verwenden,
Wegweisende Zeichen,
Wehender Wanderer,
Weighed Down,
Weinendes Lager,
Weird?,
Weissagungsaufstieg,
Weit über alle Erwartungen,
Weiter so,
Weitere,
"Weitere Abenteuer, Unter 3",
Weiterhin Wissen fördern,
Weißes Rauschen,
"Weißflankgrat-Veteran[f:""Veteranin""]",
"Welcome back, Commander. I've made considerable progress on my end. How did you fare?",
"Welcome back, friend.",
"Welcome back, my friend.",
Welcome back. How can I assist you?,
Welcome the end's embrace.,
"Welcome to Autumn's Vale, stranger. Come during a good season, you have.",
Welcome to Beetlestone manor. The celebration is in the central court.,
Welcome to Black Haven. May I ask what your business is here?,
"Welcome to Diessa Plateau. Traveling east of the haven, you'll find a few of our soldiers are on holiday celebrating Meatoberfest. It's a grand festival where you can eat and drink as much as you want. The only downside to the festival is that it makes us regular targets for Separatists. The noise also causes us grief with the dredge. They have a large base of operations north of the festival. And if they're not bothering us here, they're off bothering the miners at the quarry. We'd appreciate any assistance you could offer us. And don't forget to have a good time!",
"Welcome to Durmand Hall, the base of operations for the Durmand Priory in Divinity's Reach. Feel free to look around and ask questions.",
Welcome to Ebonhawke. Watch your step around here. This can be a dangerous place.,
Welcome to Falias Thorp. This outpost is the Wardens' front line against the dangers constantly trying to escape Wychmire Swamp.,
Welcome to Hoelbrak.,
"Welcome to Kinar Fort, our own little skritt-pile of the world.",
"Welcome to Lion's Arch, traveler. We could always use more heroes like you. Drop by when you've got a few more miles behind you.","Добро пожаловать в Гавань Льва, путник. Нам всегда нужны такие герои, как ты. Заглядывай, когда за плечами будет ещё пара миль."
Welcome to Lion's Arch. Is there anything I can help you find in our city?,Добро пожаловать в Львиный Шпиль. Могу я помочь вам что-нибудь найти в нашем городе?
"Welcome to Safewatch, the last patch of green you'll see for miles.",
"Welcome to Sandycove Beach. Please be careful exploring, undead often creep into the area through the bay.",
"Welcome to Shing Jea, fellow traveler. I was just about to start my mental exercises...",
"Welcome to Tarir, friend.",
"Welcome to Tawny Ridge. The Ash Legion is here to keep an eye on a Separatist group to the north. With the legions' efforts focused on the Brand, we can't allow our other enemies to catch us off guard.",
"Welcome to Temperus Point, Blood Legion HQ out in the wilds of Ashford. We're pushing out to reclaim our land.",
"Welcome to Xunlai Jade Air Purifier Model 5-J, your one-stop shop for refreshing your jade bot's air filtration systems!",
"Welcome to our camp, where if you cross us, your life is forfeit. We've had eyes on you for a while now in case we needed to kill you, but you're no threat.",
"Welcome to our drab little encampment. It may be under-staffed, under-supplied, and elemental-infested, but we make do.",
"Welcome to our fine settlement. If you like grumpy old zealots, plenty of centaurs, and a good fight or two, you've come to the right place.",
"Welcome to our scratch, %str2%. All are welcome here. All welcome.",
"Welcome to our tavern, strangers! Are you the three Initiative specialists I heard would be joining us?","Добро пожаловать в нашу таверну, незнакомцы! Вы те трое специалистов Инициативы, которые, как я слышал, должны были к нам присоединиться?"
"Welcome to our watermelon farm! Dad runs the place, but me and my brother Ande help out, too.",
Welcome to the Black Lion Trading Company! Can I interest you in some boost-enchantment powder? Or perhaps you want to talk about town clothes?,
Welcome to the Black Lion Trading Company's research division. I specialize in the recycling of old technology. Would you like to hear what we're doing with town clothes?,
Welcome to the Crucible of Eternity.,
"Welcome to the Eye of the North. Ages ago, when the Great Destroyer stirred, the Ebon Vanguard held this bastion of hope and joined forces with a special hero to prevent the destruction of us all.",
Welcome to the Grand Sahil! Are you here to trade in your casino coins from the blitz for other rewards?,
"Welcome to the Lion's Shadow...Bed and Breakfast. I'm still in the middle of renovations, but we have some product for sale.","Добро пожаловать в «Львиную тень»... Постель и завтрак. Я всё ещё в процессе ремонта, но у нас есть кое-какой товар для продажи."
Welcome to the armory.,
"Welcome to the big time, population: me.",
Welcome to the cavaliers' way station on the northern road to the Desert Highlands.,
Welcome to the devourer pens! I raise the strongest and most feared devourers in all of Tyria.,
"Welcome to the estate of Minister Caudecus. Her majesty, Queen Jennah of Kryta, is holding a soiree here. Logan has already gone ahead, but said may be others coming to help.","Добро пожаловать в поместье Minister Caudecus. Ее величество, Queen Jennah из Kryta, устраивает здесь званый вечер. Logan уже ушел вперед, но сказал, что, возможно, придут другие, чтобы помочь."
Welcome to the firing range! Are you here to learn to fire cannons?,
"Welcome to the garrison. Hope you find your stay pleasant, and if you're just passing through, feel free to take out some centaurs before you go.",
"Welcome to the high-speed world, %str1%! This course, Ghostfire Run, is a cross-country sprint along the plateau—you'll need to keep your speed up between the turns.",
"Welcome to the high-speed world, %str1%! This course, Kessex Corner, is a quick sample to let rookies practice checkpoints and hairpin turns.",
"Welcome to the outskirts of Ascalon City. I'd suggest you familiarize yourself with killing ghosts, and soon.",
Welcome to the warzone. You want to help me stomp some fleabags?,
Welcome! How can I help you?,
"Welcome, Commander. Hozza, forward Priory explorer, expert provisioner of goods, and savvy conversationalist, at your service.",
"Welcome, artificer.",
"Welcome, friend of the forge.",
"Welcome, friend!",
"Welcome, friend.",
"Welcome, one and all. Mordremoth is waiting for you.",
"Welcome, outsider.",
"Welcome, recruits. You now join the proud ranks of the Vigil.",
"Welcome, traveler. We can provide you with ale or anything else you need.",
"Welcome, trespassers! Feel free to acquaint yourself with my facility. I'm sure you'll find it most...uncommon. (evil laugh)",
"Welcome, young one.",
"Welcome. If you've a spare moment, I could use a hand burning the sickly crops.",
Welcome—back—to—life.,
Well I am. And it's AWFUL. What do I do? What if he doesn't love me back? How do I tell him?,
"Well done! Now, we must find the leader of these creatures. It shall know the strike of an Ascalonian warhammer!",
Well done! That should take care of the traps.,
Well done. Here's hoping your work here helps lead to a cure for Scarlet's Rattle.,
Well done. Keep those weapons coming.,
Well done. Raven likes you.,Молодец. Ворону ты нравишься.
Well done. The guardians are a real threat to this creature. Grab a spell from one of them and press the attack!,
Well done. There are two more saplings in this area we must destroy. Onward!,
"Well done. Well done. Did you see that, workers? That's how you do it!",
Well executed. Should buy the cannon defense detail some breathing room.,
Well fought. I could learn a thing or two from you.,
Well fought. Now get out there and do some good in the world. Build your legend.,Достойный бой. А теперь ступай и твори добро в мире. Строй свою легенду.
"Well if he's kind, then you probably have nothing to worry about.",
"Well if they are, I'm going home sick. I've mopped up enough hemorrhagic seepage, thank you.",
Well met!,
"Well met! I've heard of your good deeds, something worthy of a song. Terrific job.",
"Well met, Commander.",
Well of Torment,
Well put. We're looking to put our alliances through their paces—the Order of Whispers will provide the in-field scouting and operations while you and our allies handle the targets directly.,
"Well said. Now, who's with us? Let's get this done.",
"Well, I can help out by catching fish.",
"Well, I have my crew in position, enough of Mehdi's grog to fell a hydra, *and* a little something for you.",
"Well, I like muffins, too!",
"Well, I love the simple joy of fishing. Problem is, I know the drakes are scaring off the best catches. Makes me so mad I could roast all of them alive and have a big party. Fresh kabobs for all!",
"Well, I suppose. Be careful, though! The glove will overload the cell. I don't know what will happen to the prisoner!","Ну. Полагаю, можно. Только будь осторожен! Перчатка перегрузит камеру. Не знаю, что случится с заключенным!"
"Well, I would but I've heard stories about drake broodmothers popping out of the water and devouring everything in sight, supposedly to get revenge. I don't want that kind of rage directed at me.",
"Well, I'd best be off, then.",
"Well, I'll be a grawl god. It's another pylon.",
"Well, I'll be a rat's tail. Usually if people make it through that fast, they land here in pieces, know what I mean?",
"Well, I'll be a scarab's breakfast... How did you and your drunken wharf rats manage this?",
"Well, I'm glad one of us understands these beasts. Trying to have a conversation with them is a like trying to teach a moa to sing. You'll end up with a headache.",
"Well, I'm not standing around either. I'm leaving.",
"Well, I'm telling you the gate was closed this time.",
"Well, actually, there's a bit of debate about that and plenty of rumors. What I do know for certain is that the grand majority died to save the world from the Great Destroyer.","Ну, на самом деле, по этому поводу ведутся споры и ходит много слухов. Что я точно знаю, так это то, что подавляющее большинство погибло, спасая мир от Великого Разрушителя."
"Well, between the poisonings, alley fires, crumbling walls, arrests... I'm jumpy, too.",
"Well, everything is ruined, and all of our beloved servants are gone.",
"Well, first things first: looks like your little fella is primed and ready to hatch.",
"Well, geologically speaking, the water is new to the area. This used to be mountainous.","Ну, с геологической точки зрения, вода здесь появилась недавно. Раньше здесь были горы."
"Well, hardly the worst I've seen. Witnessed some real disaster crafters, I have. You, you're downright adequate.",
"Well, hello there.",
"Well, hi! It's our superstar. Good work with the guild, by the way!",
"Well, how are you going to annoy me today?",
"Well, if I must.",
"Well, it is a rock.",
"Well, it seems any emotion in sufficient quantities is enough to draw in these formidable specimens.",
"Well, keep up the lackluster work.",
"Well, kids. We don't want to keep our hooved friends waiting.",
"Well, maybe we should change the topic.",
"Well, that was a waste of some perfectly good coin.",
"Well, that was naughty of you. Don't you want your friends to keep playing?",
"Well, that's one way to describe it, I guess.",
"Well, that's one way to send a message.",
"Well, that's simple, you have them already and should be out there working on them. You've the sense of a cub.",
