english,translate
La gran evasión,
La historia completa,
La historia de Nueva Kaineng,
La hora de la siesta,
La hora más negra,
La ignorancia es una bendición,
La intención del autor,
La invitación,
La ira de la naturaleza,
La jubilación de Flinzz,
La llama errante: Alcance de la llama,
La llama errante: Avistamiento de llama,
La llama errante: Bienvenida a la llama,
La llama errante: Comunicación de la Cámara,
La locura de Jormag,
La luz de las montañas,
La luz del bosque,
La luz del legado,
La luz del paso helado,
La mano derecha del centurión,
La marcha,
La marioneta retorcida,
La medalla de servicios prestados de Gandara,
La medalla de servicios prestados de Tyria,
La mejor defensa,
La mejor ofensiva,
La montaña del metal,
La muerte no puede morir,
La naturaleza ama el vacío,
La noche en la que el tiempo se detuvo,
La paga de Lunalu,
La percha encantada,
La piedra druídica,
La precoz Aurene,
La preparación del elixir,
La punta de la lanza,
La pérdida de Tristeza,
La receta del elixir,
La recopilación de tributos,
La reina del combate,
La reina y yo,
La revelación de la pesadilla,
La revelación de la pesadilla (Logros históricos),
La ruta panorámica,
La sanación de Amnytas,
La selva abastece,
La senda de los dioses,
La senda del depredador,
La sombra de una sombra,
La superaventura,
La teoría del caos,
La tormenta inminente,
"La torre del brujo es nuestra, Eparch",
La venganza de Drakkar,
La venganza de Fawcett,
La venganza de Hablion,
La venganza de Kralkatorrik,
La venganza de Kuda,
La venganza de Metal Legion,
La venganza de Murakai,
La venganza de Nika,
La venganza de Sulypix,
La venganza de Vemyen,
La venganza de Vermignus,
La venganza de Zohaqan,
La venganza de la Garra de Jormag,
La venganza de la efigie de llamas,
La venganza de la furienredadera,
La venganza de la guarda Amala,
La venganza de los campeones: Dragoncaído,
La venganza de los dragones,
La venganza de los gemelos destructores,
La venganza del Asolador marcado por la muerte,
La venganza del Portarruina,
La venganza del arconte Iberu,
La venganza del ensamblaje de la progelie,
La venganza del guardián liberado,
La venganza del gólem pestilente,
La venganza del heraldo de ira,
La venganza del légamo,
La venganza del sumo sabio,
La venganza en el Cruce del Lobo,
La venganza no es tuya,
La vida en el Inframundo,
La vida en las tierras bajas,
La vida misma,
La vieja ciudad decadente,
La voz de las profundidades,
La víspera del combate,
La última oportunidad,
La única,
Lab Administrator Youra,Администратор лаборатории Юра
Lab Alpha-11 Blackout,Лаборатория Альфа-11. Отключение питания.
Lab Alpha-12 Blackout,Лаборатория Альфа-12. Отключение питания.
Lab Alpha-13 Blackout,Лаборатория Альфа-13. Отключение питания.
Lab Technician Eemi,Лаборант Эеми
Lab Technician Kepp,Лаборант Кепп
Lab Technician Krizz,Лаборант Кризз
Lab Terminal,Лабораторный терминал
Lab Worker Flinka,Лаборант Флинка
Lab decree: don't provoke the local fauna.,Лабораторный указ: не провоцируйте местную фауну.
Lab equipment,Лабораторное оборудование
Lab events start in: %str1%,До начала лабораторных мероприятий осталось: %str1%
Laboratorio de Goemm,
Laboratorio de Spekks,
Laboratorio de Vexa,
Laboratorio del Profesor Portmatt,
Laboratory Intake Vent,Вентиляционная шахта лаборатории
Laboratory Outflow Vent,Вентиляционный выход из лаборатории
Labores de limpieza,
Labris's Elite Guard,Элитная гвардия Лабриса
Labs overwhelmed in: %str1%,Лаборатории перегружены в: %str1%
Labs secured,Лаборатории взяты под контроль.
"Labyrinth-Läufer[f:""Läuferin""]",
Lacking vigor? Bear can provide.,Не хватает сил? Медведь может помочь.
"Ladies and gentlemen, boys and girls, welcome to the Carnivale Gambade!","Дамы и господа, мальчики и девочки, добро пожаловать в Carnivale Gambade!"
"Ladies and gentlemen, welcome to the main event!","Дамы и господа, добро пожаловать на главное событие!"
Ladrones de piezas perdidas,
Ladrones de piezas perdidas II,
"Ladrón[f:""Ladrona""] de liga: campeón[f:""campeona""]",
"Ladrón[f:""Ladrona""] de liga: recluta",
"Ladrón[f:""Ladrona""] de liga: veterano[f:""veterana""]",
"Ladrón[f:""Ladrona""] de liga: élite",
Ladung für den Dämon,
Lady Isis,Леди Исида
Lady Kanda,Леди Канда
Lady Maria,Леди Мария
Lady Patricia,Леди Патриция
