english,translate
Those are all the questions I have.,"Это все вопросы, которые у меня есть."
Those blasted grawl are stirring up trouble. Put a stop to it...and them.,Эти проклятые грабли создают проблемы. Положите этому конец... и им.
Those centaurs didn't stand a chance against us!,У этих кентавров не было ни единого шанса против нас!
Those don't belong to you! Get back here!,Они не принадлежат вам! Вернись сюда!
Those plants over there look just like my neighbor! Ha!,"Те растения вон там, совсем как у моего соседа! Ха!"
Those shovel-toting coin chasers? (laugh),Эти охотники за монетами с лопатами? (смех)
Those wurms will have to be culled to continue further.,"Этих червей придется уничтожить, чтобы продолжить путь дальше."
Threat—level—increasing. Assistance—required.,Угроза — уровень — возрастает. Помощь – требуется.
Threat—potentiality—reduced—to—zero.,Угроза (потенциал) снижена до нуля.
Throw a dart tipped with calming salve at the warclaw to subdue it.,"Бросьте в боевого когтя дротик с наконечником успокаивающей мази, чтобы подчинить его."
Throw ley line energy at a golem to increase its charge level.,"Бросьте энергию силовых линий в голема, чтобы повысить уровень его заряда."
Throw ooze at target area to inflict a random condition.,"Бросьте слизь в выбранную область, чтобы вызвать случайное состояние."
Throw the Volatile Nightmare.,Бросьте Неустойчивый Кошмар.
Throws Bombs • Leaps,Бросает бомбы • Прыгает
Throws Fireballs,Бросает огненные шары
Throws and Detonates Bombs • Armored Shell • Knocks Down • Bleeds • Heals,Бросает и взрывает бомбы • Бронированный панцирь • Сбивает с ног • Кровоточит • Лечит
Thunderhead Battery has fallen to the Risen. The Pact are mustering at Fort Trinity to prepare for their assault.,"Громовая Батарея пала перед Восставшими. Пакт собирается в форте Тринити, чтобы подготовиться к нападению."
Tiefland-Kuste-Beherrschung,Тифланд-Кусте-Бехершунг
Tiefland-Kuste-Taucherbrille,Тифланд-Кюсте-Таушербрилль
Tiempo estatico,Эстатическое время
Tiger Den Shortcut,Ярлык логова тигра
Tiger Tracks Leading to Sparkfly Fen,Следы тигра ведут к болоту Спаркфлай
Time before Tae-Sung escapes: %str1%,Время до побега Тэ Сона: %str1%
Time before the leviathan eats its fill: %str1%,"Время до того, как левиафан насытится: %str1%"
Time for more sauce?,Пришло время еще соуса?
Time heals all sorrows.,Время лечит все горести.
Time is of the essence! Jormag's champions have crippled our ship. It's sinking!,Время имеет решающее значение! Защитники Йормага нанесли вред нашему кораблю. Оно тонет!
Time left before Kyung retreats: %str1%,Осталось времени до отступления Кёна: %str1%
Time left before Lyhr's spell breaks: %str1%,"Оставшееся время до того, как заклинание Лира разрушится: %str1%"
Time remaining before Dagda retreats: %str1%,"Время, оставшееся до отступления Дагды: %str1%"
Time remaining to deposit oil: %str1%,Оставшееся время для внесения масла: %str1%
Time remaining to turn in fish: %str1%,Оставшееся время для сдачи рыбы: %str1%
Time remaining to turn in shellfish: %str1%,Оставшееся время для сдачи моллюсков: %str1%
Time remaining to turn in spores: %str1%,Оставшееся время для сдачи спор: %str1%
Time to flee: %str1%,Время бежать: %str1%
Time to let go.,Время отпустить.
Time to run!,Время бежать!
Time until Hessper Sasso retreats: %str1%,Время до отступления Хесспера Сассо: %str1%
Time until elemental dissipates: %str1%,Время до исчезновения элементаля: %str1%
Time until gate is unlocked: %str1%,Время до открытия ворот: %str1%
Time until ghostly mischief quiets: %str1%,"Время, пока призрачное зло не утихнет: %str1%"
Time until ritual completes: %str1%,Время до завершения ритуала: %str1%
Time until system shutdown: %str1%,Время до выключения системы: %str1%
Time until temple is corrupted: %str1%,Время до разрушения храма: %str1%
Time until the Brandstorm engulfs the keep: %str1%,"Время до того, как Брендовый шторм охватит крепость: %str1%"
Time until the Kryptis take over: %str1%,Время до захвата власти Криптисами: %str1%
Timed,Приурочено
Time—to—break—some—stones.,Пора разбить несколько камней.
To my friend.,Моему другу.
To oblivion with you!,В забвение с тобой!
To power Northwatch's pylons once more. The deaths of our fellows shall not have been in vain.,Чтобы снова привести в действие пилоны Северной стражи. Смерть наших соотечественников не должна быть напрасной.
To the depths ya deck swabbin' boot lickers!,"До глубины души, вы, палубные лизатели сапог!"
To the dredge burrow! We need to get our tools back!,В нору земснаряда! Нам нужно вернуть наши инструменты!
To the east then. Thanks.,Тогда на восток. Спасибо.
To...(clear throat) Eir.,Чтобы... (прочищает горло) Эйр.
Today the worthy are granted power.,Сегодня достойным дарована власть.
Todliche Delikatessen,Тодличе Деликатессен
Together we can reclaim Tarir. The Mordrem will not survive this!,Вместе мы сможем вернуть Тарир. Мордремы этого не переживут!
Toggle the spell book to look for magical wards.,"Переключите книгу заклинаний, чтобы найти магические обереги."
Tonalli,Тоналли
Too bad. I have something else to do. Talk to you later.,"Очень жаль. У меня есть еще кое-что, чем заняться. Поговорим позже."
Too shiny!,Слишком блестящий!
Too simple! Snaff.,Слишком просто! Снафф.
Torn journal pages found,Найдены вырванные страницы журнала
Torrential Husk,Проливная оболочка
Torrida seleccion,Выбор Торриды
Totalausfall: Erlosungspass,Totalausfall: Эрлосунгспасс
Totems der Itzel,Тотемы дер Ицель
Totet die Hydra-Konigin,Тотет умереть Гидра-Конигин
Touch this stone.,Прикоснитесь к этому камню.
Tough Weed,Жесткая трава
Tower Scout,Башенный разведчик
Toxic Corruption,Токсичная коррупция
Toxic Gas,Токсичный газ
Tradicion real,Традиционный настоящий
Traduccion trastabillada,Традучион трастабиллада
Trahearne: You already defiled it when you betrayed Lyssa and desecrated the remains of her followers.,"Трэхирн: Ты уже осквернил его, когда предал Лиссу и осквернил останки ее последователей."
Traicion,Трайсион
Trail goes cold at these rocks.,На этих скалах тропа остывает.
Trained Skelk Remaining,Обученный Скелк остался
Tramples • Shouts,Топчет • Кричит
Transformation Concoction,Трансформационная смесь
Translate,Переводить
Transmision,Трансмиссия
Trap Switch,Переключатель ловушки
Trapped Explosive Gas,Захваченный взрывоопасный газ
Trapped Villager,Пойманный сельский житель
Tratschende Burgerin,Тратшенде Бургерин
Travel to Burnisher Quarry,Отправляйтесь в карьер Бернишер.
Travel to Eastwatch Bluff,Отправляйтесь в Восточный Дозорный Утес.
Travel to Lastgear Standing,Отправляйтесь в Lastgear Standing
Travel to Lower Tarnished Treetop,Отправляйтесь в нижнюю потускневшую верхушку дерева.
Travel to Mossman's Hut,Отправляйтесь в хижину Моссмана.
Travel to Ogre Village,Путешествие в деревню Огре
Travel to Rata Novus,Поездка в Рата Новус
Travel to Rata Novus Lane,Поездка на переулок Рата Новус
Travel to Tangled Descent,Путешествие в Запутанный Спуск
Travel to Teku Nuhoch,Поездка в Теку Нухоч.
Travel to the Grub Pit,Отправляйтесь в яму для личинок
Travel to the Undergrowth Connector,Отправляйтесь к соединителю подлеска.
Travel with impunity at the speed of light.<br>Immune to conditions and damage; movement speed increased by 50%%.,Путешествуйте безнаказанно со скоростью света.<br>Иммунитет к состояниям и урону; Скорость передвижения увеличена на 50%%.
Tread lightly. Something about your Gorrik seems...off.,Действуйте осторожно. Что-то в твоем Горрике кажется... неправильным.
Trebuchet-Fachkenntnis,Требюше-Факеннтнис
Trespassers! You will be consumed.,Нарушители! Вы будете поглощены.
Trial Primer ends in: %str1%,Пробное руководство заканчивается через: %str1%
Trial Primer: Fill the buckets with scraps of fish.,Пробный пример: наполните ведра кусочками рыбы.
Trial Primer: Free the frozen kodan,Пробное руководство: освободите замороженного кодана
Trial Primer: Use Unstable Essence from defeated foes to destabilize rifts: %num1%/%num2%,"Пробное пособие: используйте нестабильную эссенцию от побежденных противников, чтобы дестабилизировать разломы: %num1%/%num2%"
Trial Primer: Use unstable essence to defeat the champion.,"Пробный учебник: используйте нестабильную сущность, чтобы победить чемпиона."
Trials begin in: %str1%,Испытания начнутся через: %str1%
Triangulacion,Триангуляция
Tribal Satchel[s],Племенная сумка(и)
Tribune Steelgrip,Трибуна Стальная хватка
Trigger Dummy 9,Триггерный манекен 9
Trio fantasmal,Трио фантастическое
Triple circunvalacion,Тройное обход
Troll Chieftain,Вождь троллей
Troll Leader,Лидер троллей
Troll Leader's Guards,Стражи лидера троллей
Troll Weapon,Тролльское оружие
Trolle futtern,Тролль-футтерн
Troop Commander Kaeyi,Командир отряда Каейи
Trouble!,Беда!
Troubling to think the jungle dragon is more powerful than Zhaitan.,"Тяжело думать, что дракон джунглей сильнее Зайтана."
Troupe Actor,Актер труппы
