english,translate
"""<c=@flavor>""""Bang, bang!""""<br>—Cakilak'ka</c>""","""<c=@flavor>""""Бах-бах!""""<br>—Какилак'ка</c>"""
"""<c=@flavor>""""Battle tested. Arcane Council approved.""""<br>—Professor Gahf</c>""","""<c=@flavor>""""Испытано в бою. Одобрено Тайным Советом.""""<br>—Профессор Гахф</c>"""
"""<c=@flavor>""""Battlefield communication is essential to our tactics, especially when you are working side-by-side with the Vigil.""""<br>—Priory Explorer Cyara</c>""","""<c=@flavor>""""Связь на поле боя важна для нашей тактики, особенно когда вы работаете бок о бок с Дозором.""""<br>—Исследовательница Приора Киара</c>"""
"""<c=@flavor>""""Be careful not to cut yourself.""""<br>—Lightbringer Zykk</c>""","""<c=@flavor>""""Будьте осторожны, чтобы не порезаться.""""<br>—Светоносный Зикк</c>"""
"""<c=@flavor>""""Be careful with that! It's very fragile.""""<br>—Glaxx</c>""","""<c=@flavor>""""Будьте осторожны! Он очень хрупкий.""""<br>—Glaxx</c>"""
"""<c=@flavor>""""Be wise.""""<br>—Lahri</c>""","""<c=@flavor>""""Будьте мудры.""""<br>—Лари</c>"""
"""<c=@flavor>""""Bear watches over us.""""<br>—Freygunn</c>""","""<c=@flavor>""""Медведь наблюдает за нами.""""<br>—Фрейгунн</c>"""
"""<c=@flavor>""""Because the surrounding area is so dangerous, I have taken it upon myself to provide training to all of Ascalon. As a friend of the settlement, you may train under me as well.""""<br>—Captain Greywind</c>""","""<c=@flavor>""""Поскольку окружающая местность настолько опасна, я взял на себя обязанность обучать весь Аскалон. Как друг поселения, вы также можете тренироваться под моим началом.""""<br>—Капитан Грейвинд</c>"""
"""<c=@flavor>""""Because work is never done, even underwater.""""</c>""","""<c=@flavor>""""Потому что работа никогда не заканчивается, даже под водой.""""</c>"""
"""<c=@flavor>""""Being quiet means staying alive.""""<br>—Morina</c>""","""<c=@flavor>""""Быть тихим — значит остаться в живых.""""<br>—Морина</c>"""
"""<c=@flavor>""""Beneath an ornate crest, the name D'Alessio is inscribed in flowing script.""""</c>""","""<c=@flavor>""""Под богато украшенным гербом плавным шрифтом вписано имя Д'Алессио.""""</c>"""
"""<c=@flavor>""""Bet their catapult won't work without this!""""<br>—Tripp</c>""","""<c=@flavor>""""Держу пари, что без этого их катапульта не сработает!""""<br>—Трипп</c>"""
"""<c=@flavor>""""Better gear up. After this is Arah itself.""""<br>—Keeper Lyrda</c>""","""<c=@flavor>""""Лучше готовиться. После этого будет сам Арах.""""<br>—Хранительница Лирда</c>"""
"""<c=@flavor>""""Better to be as far from that rotting flesh smell as possible.""""<br>—Priory Explorer Cyara</c>""","""<c=@flavor>""""Лучше быть как можно дальше от запаха гниющей плоти.""""<br>—Исследовательница Прайора Киара</c>"""
"""<c=@flavor>""""Between the three of us, there's nothing we can't handle.""""<br>—Rhea</c>""","""<c=@flavor>""""Мы трое не можем справиться ни с чем.""""<br>—Рея</c>"""
"""<c=@flavor>""""Big battles call for big weapons.""""<br>—Arcanist Repth</c>""","""<c=@flavor>""""Большие битвы требуют большого оружия.""""<br>—Арканист Репт</c>"""
"""<c=@flavor>""""Blasphemy like that of the svanir needs to be cut from this world.""""<br>—Crusader D'Stolt</c>""","""<c=@flavor>""""Богохульство, подобное богохульству сваниров, должно быть искоренено из этого мира.""""<br>—Крестоносец Д'Столт</c>"""
"""<c=@flavor>""""Blast, Build, Battle.""""<br>—Iron Legion Motto</c>""","""<c=@flavor>""""Взрывайте, стройте, сражайтесь.""""<br>—Девиз Железного Легиона</c>"""
"""<c=@flavor>""""Break, Blaze, Judgment, Sabotage""""</c>""","""<c=@flavor>""""Прорыв, Пламя, Правосудие, Саботаж""""</c>"""
"""<c=@flavor>""""Bunny watches us, too.""""<br>—Bjarni</c>""","""<c=@flavor>""""Банни тоже наблюдает за нами.""""<br>—Бьярни</c>"""
"""<c=@flavor>""""By Bangar's blade!""""<br>—Blood Legion</c>""","""<c=@flavor>""""Клинком Бангара!""""<br>—Кровавый Легион</c>"""
"""<c=@flavor>""""By the time most soldiers get here, they need a new pair.""""<br>—Arcanist Repth</c>""","""<c=@flavor>""""К тому времени, когда большинство солдат прибудет сюда, им понадобится новая пара.""""<br>—Арканист Репт</c>"""
"""<c=@flavor>""""Can you believe the Branded corruption even hit the fish?""""<br>—Sentinel Staggerfoe</c>""","""<c=@flavor>""""Можете ли вы поверить, что Клейменная порча вообще поразила рыбу?""""<br>—Часовой Стаггерфо</c>"""
"""<c=@flavor>""""Can you feel the rod vibrate? It also makes a faint humming sound.""""<br>—Opticalium Researcher Oisha</c>""","""<c=@flavor>""""Вы чувствуете, как стержень вибрирует? Он также издает слабый гудящий звук.""""<br>—Ойша, исследователь оптикалиума</c>"""
"""<c=@flavor>""""Can't be unarmed with the flame legion skulking about.""""<br>—Braxa Scalehunter</c>""","""<c=@flavor>""""Невозможно быть безоружным, когда вокруг прячется огненный легион.""""<br>—Бракса Чешуйчатый Охотник</c>"""
"""<c=@flavor>""""Can't have a proper patrol without a proper torch.""""<br>—Lionguard Cern</c>""","""<c=@flavor>""""Невозможно организовать полноценный патруль без подходящего факела.""""<br>—Церн Львиная стража</c>"""
"""<c=@flavor>""""Careful not to step into anything glowy, gooey, or otherwise threatening.""""<br>—Researcher Kaii</c>""","""<c=@flavor>""""Осторожно, не наступайте ни на что блестящее, липкое или что-то угрожающее.""""<br>—Исследователь Кайи</c>"""
"""<c=@flavor>""""Careful walking around the ettins; they leave all manner of nasty and sharp things lying about.""""<br>—Bramm</c>""","""<c=@flavor>""""Осторожно ходите вокруг эттинов: они оставляют повсюду всякие неприятные и острые вещи.""""<br>—Брамм</c>"""
"""<c=@flavor>""""Careful what sparks you create.""""<br>—Jahr Duskrend</c>""","""<c=@flavor>""""Осторожно с искрами, которые вы создаете.""""<br>—Яр Сускренд</c>"""
"""<c=@flavor>""""Careful with this one. The Priory tends to add a little extra enchantment or two for magisters.""""<br>—Magister Razermane</c>""","""<c=@flavor>""""Осторожнее с этим. Приорат имеет тенденцию добавлять немного дополнительных чар для магистров.""""<br>—Магистр Разерман</c>"""
"""<c=@flavor>""""Careful, very sharp!""""<br>—Bordekka</c>""","""<c=@flavor>""""Осторожно, очень остро!""""<br>—Бордекка</c>"""
"""<c=@flavor>""""Careful. The wings will tickle your neck if you move your head too fast.""""<br>—Huelic</c>""","""<c=@flavor>""""Осторожно. Крылья будут щекотать вашу шею, если вы будете слишком быстро двигать головой.""""<br>—Huelic</c>"""
