english,translate
Is there anything you'd like to say to the people of Cantha? Many are apprehensive about our reopening.,"Есть ли что-нибудь, что вы хотели бы сказать жителям Канты? Многие опасаются нашего возобновления работы."
Is there enough life left in Orr to power the ritual?,"Достаточно ли жизни осталось в Орре, чтобы провести ритуал?"
Is there nothing we can do?,Неужели мы ничего не можем сделать?
Is this it? Is this the end?,Это оно? Это конец?
Is this place more secure than the Wizard's Tower?,"Это место более безопасно, чем Башня Волшебника?"
It all started innocently enough. I simply wanted to boost the...,Все началось достаточно невинно. Я просто хотел повысить...
It boggles the mind.,Это сбивает с толку.
It doesn't look good for us.,Нам это не кажется хорошим.
It has to be some kind of major offensive. They're systematically taking out all our ranches in the northwest corner of the plateau. I hate the Flame Legion.,Это должно быть какое-то крупное наступление. Они систематически уничтожают все наши ранчо в северо-западном углу плато. Я ненавижу Легион Пламени.
It is as I said: the Sun god has blessed them.,Как я уже сказал: бог Солнца благословил их.
It is the Voice!,Это Голос!
It must be a guardian for the eggs. It will kill us if we let it.,"Он должен быть хранителем яиц. Оно убьёт нас, если мы позволим это сделать."
It seemed significant.,Это казалось значительным.
It still counts.,Это все ещё имеет значение.
It will all be worth it once Zhaitan is destroyed.,"Все это будет стоить того, когда Зайтан будет уничтожен."
It will be over soon.,Скоро все закончится.
It would be an honor.,Это было бы честью.
It's Pact Priory people!,Это люди из Приората Пакта!
It's a good day when the cow flies aren't biting. Are you interested in ranching? We've got quite a set-up here.,"Хороший день, когда коровьи мухи не кусаются. Вы заинтересованы в скотоводстве? У нас тут довольно устроенный порядок."
It's a wonder that a skritt didn't get to this already.,"Удивительно, что скритт до этого ещё не дошёл."
It's about time we stood up to them.,Пришло время нам дать им отпор.
It's all right. You're safe now.,Все в порядке. Теперь ты в безопасности.
It's already done. The knowledge was only waiting for you to accept it. Being part of an ancient magical order has its upsides.,"Это уже сделано. Знание ждало только того, чтобы вы его приняли. Быть частью древнего магического ордена имеет свои преимущества."
It's an attack! Take cover!,Это атака! Укройтесь!
