english,translate
Being chased by insect swarms!,Вас преследуют стаи насекомых!
Belagerungs-Golem-Fachkenntnis,Белагерунги-Голем-Фахкеннтнис
Belohnungen,Белонунген
Belohnungspfad: Skin fur Gilden-Reiter-Kriegsklaue,Белонунгспфад: Шкура мех Гильден-Рейтер-Кригсклауэ
Benutzer-Interface,Интерфейс Benutzer
Berddi,Бердди
Berechnete Zerstorung,Берехнете Зерсторунг
Bergaufwarts gerannt,Бергауфвартс Герантт
Bergung: Galle-Quellen,Бергунг: Галле-Квеллен
Bergungsmaterial-Grube: Gold,Bergungsmaterial-Grube: Золото
Bergungsmaterial-Grube: Silber,Бергунгсматериал-грубе: Зильбер
Bergungstrupp,Бергунгструпп
Berserker Councillor,Берсеркер-советник
Berserkerschreck,Берсеркершрек
Berzerk Skale,Берзерк Скале
Besessenheit,Бесессенхайт
Besinnliches Lesen,Бесиннлихес Лесен
Besser rot als tot,Бессер гниет все
Bewaffnetes Dorf,Беваффнетес Дорф
Beware! Something approaches.,Остерегаться! Что-то приближается.
Beweiskraftige Standards,Стандарты изготовления
Bezia,Безия
Bians Weltreise,Бианс Вельтрейзе
Big Bomb,Большая бомба
Biolumineszenz,Биолюминесценция
Bioluminiscencia,Биолюминисценция
Black Lion Exclusives Chest[s],[Сундук|Сундука|Сундуков] эксклюзивов Чёрного Льва
Blademaster Diarmid's Pod,Капсула мастера клинка Диармида
Blanco automatico,Бланко автоматический
Bleed Cripple Knockdown Poison,Кровотечение калечащего нокдаун-яда
Bleeds • Cripples • Causes Fear,Кровоточит • Наносит вред • Вызывает страх
Bleeds • Cripples • Knocks Down • Heals,Кровоточит • Наносит вред • Сбивает с ног • Лечит
Bleeds • Poisons • Explodes,Кровоточит • Отравляет • Взрывается
Bleeds • Poisons • Immobilizes,Кровоточит • Отравляет • Обездвиживает
Blight tenders will recover in: %str1%,Тендеры порчи восстановятся через: %str1%
Blighted Canach,Blighted Canach
Blighted Eir Stegalkin,Blighted Eir Stegalkin
Blighted Garm,Blighted Garm
Blighted Marjory Delaqua,Blighted Marjory Delaqua
Blighted Pale Tree,Blighted Pale Tree
Blitz-Verteidigung,Блиц-вертейдигунг
Blitzreflexe,Блицрефлекс
Blocks all damage and conditions.,Блокирует все повреждения и состояния.
Blocks the next incoming attack; stacks duration.,Блокирует следующую входящую атаку; продолжительность стаков.
Blocks • Stuns • Cripples • Vulnerability,Блокирует • Оглушает • Наносит вред • Уязвимость
Blood Console,Blood Console
Blood Cub,Blood Cub
Blood Legion Spectator,Blood Legion Spectator
Blood Legion!,Кровавый Легион!
Blood lane pledges: %num1%/%num2%,Обещания на линии крови: %num1%/%num2%
Blood trials completed: %num1%/%num2%,Испытания крови завершены: %num1%/%num2%
Bloodstone Sediment,Осадок кровавого камня
Blue Team has gained an advantage.,Синяя команда получила преимущество.
Blumen fur Jimoh,Blumen из меха Джимо
Blutdurst-Manifest,Blutdurst-Манифест
Blutendes Herz,Блутендес Герц
Blutezeit,Блюзайт
Bluthund,Блутунд
Blutstein-Ernte,Блютштейн-Эрнте
Blutstein-Sichtungen,Блютштайн-Зихтунген
Blutung,Блутунг
Bocaditos,Бокадитос
Bodenzielausrichtung:,Боденциелаусрихтунг:
Body Bag,Мешок для тела
Bombardeo sigiloso,Бомбардео сигилосо
Bombenkommando,Бомбенкоммандо
Bonfire Boost Selector,Выбор усиления костра
Bonito paseo,Бонито-пасео
Bonus favor if no kite basket is opened by the Inquest.,"Бонусная услуга, если дознание не откроет корзину с воздушными змеями."
Bonus-Event: Meta-Event-Ansturm,Бонус-событие: Мета-событие-Анштурм
Bonus-Event: Weltenboss-Ansturm,Бонусное событие: Weltenboss-Ansturm
Boo hoo hoo hoo...boo hoo!,Бу-у-у-у-у-у... бу-у-у!
