english,translate
Data Repository Waypoint,Маршрутная точка хранилища данных
Data input. Analyzing data structure. Structure intact. Crystal tuning completed.,Ввод данных. Анализ структуры данных. Структура целая. Настройка кристалла завершена.
Data input. Analyzing data structure. WARNING! Data structure unstable. Shutting down analysis.,Ввод данных. Анализ структуры данных. ПРЕДУПРЕЖДЕНИЕ! Структура данных нестабильна. Отключение анализа.
Datenleck,Датенлек
Datenubertragung:,Датанубертрагунг:
Dauergast,Дауэргаст
Deaktiviert,Деактивирт
Deaktiviert Bereichsschaden-Ringe,Деактивирт Берайхсшаден-Ринге
Deal with it.,Разберитесь с этим.
Deals damage every second; heal potency decreased by 33%%; movement slowed by 50%%,Наносит урон каждую секунду; Эффективность исцеления уменьшена на 33%%; движение замедлено на 50%%
Deals damage every second; heal potency decreased by 33%%; stacks duration.,Наносит урон каждую секунду; Эффективность исцеления уменьшена на 33%%; продолжительность стаков.
Deals massive damage every second.,Наносит огромный урон каждую секунду.
Death Touched Swarm,"Рой, тронутый смертью"
Death is not the end.,Смерть – это не конец.
Death is too good for you.,Смерть слишком хороша для тебя.
Death teaches a harsh lesson.,Смерть преподает суровый урок.
Death to the deathless!,Смерть бессмертным!
Debilidades expuestas,Дебилидадес экспуэстас
Decaying,Разлагающийся
Decisiones cuestionables,"Решения, вызывающие сомнения"
Deconstruccion,Деконструкция
Decreases damage from green attunement. Increases damage to other attunements.,Уменьшает урон от зелёной настройки. Увеличивает урон другим настройкам.
Deeskalations-Training,Деэскалация-Тренинг
Defeat 100 Enemies While under an Enhancement Effect,"Победите 100 врагов, находясь под эффектом улучшения."
Defeat Harathi loggers before they collect enough lumber to repair the Earthworks catapults.,"Победите лесорубов Харати, прежде чем они соберут достаточно древесины для ремонта катапульт Земляных валов."
Defeat Honor's Voice,Победить Голос Хонор
Defeat Kudu's monster.,Победите монстра Куду.
Defeat Leurent's elite guard.,Победите элитного охранника Лерана.
Defeat Tazza's golem guardians.,Победите големов-охранников Таззы.
Defeat Tochzotl.,Победите Тохзотля.
Defeat Varg's ice imps.,Победите ледяных бесов Варга.
Defeat Yoonam the Intrepid.,Победите Юнама Бесстрашного.
Defeat attackers to clear the way for the injured.,"Побеждайте нападавших, чтобы освободить путь раненым."
Defeat both avatars before they resurrect.,"Победите обоих аватаров, прежде чем они воскреснут."
Defeat the Aetherblade Champion,Победите чемпиона Этерклинка.
Defeat the Aetherblade attackers!,Победите нападавших Эфирного Клинка!
Defeat the Champion Aetherblade Cannoneer.,Победите Чемпиона-канонира Эфирных Клинков.
Defeat the Champion Molten Fire Shaman.,Победите чемпиона Шамана Раскалённого Огня.
Defeat the Champion Toxic Wurm Queen.,Победите Королеву ядовитых червей-чемпионов.
Defeat the Claw of Jormag.,Победите Коготь Йормага.
Defeat the Coztic Itzel homesteaders.,Победите поселенцев Козтик-Ицеля.
Defeat the Flame Legion recruiter.,Победите вербовщика Легиона Пламени.
Defeat the Huntsman of Jormag.,Победите Охотника Йормага.
Defeat the Inquest Head Scientist and his golems.,Победите главу ученого дознания и его големов.
Defeat the Inquest golem.,Победите голема дознания.
Defeat the Molten Berserker and Molten Firestorm in under 5 minutes!,Победите Огненного берсерка и Огненного огненного шторма менее чем за 5 минут!
Defeat the Nightmare vines.,Победите лозы Кошмара.
Defeat the Ox champion.,Победите чемпиона Быка.
Defeat the Speaker Extremist,Победить спикера-экстремиста
Defeat the Spirit Bugs,Победите духовных жуков
Defeat the Spirit Purists,Победить духовных пуристов
Defeat the Spirit Reapers,Победите Духовных Жнецов
Defeat the Tarnished Traitor.,Победите запятнанного предателя.
Defeat the Twisted Horror.,Победите Искажённого Ужаса.
Defeat the ambushers.,Победите засаду.
Defeat the champion arrowhead.,Победите наконечник стрелы чемпиона.
Defeat the creatures attracted to the scabbard.,"Победите существ, привлеченных к ножнам."
Defeat the giant devourer.,Победите гигантского пожирателя.
Defeat the giant ettin holding Venpa captive.,"Победите гигантского эттина, держащего в плену Венпу."
Defeat the great jungle wurm.,Победите огромного лесного червя.
Defeat the mushroom king.,Победите грибного короля.
Defeat the other courtiers.,Победите других придворных.
Defeat the rampaging crab.,Победите разъяренного краба.
Defeat the saboteurs.,Победите диверсантов.
Defeat the shadow behemoth.,Победите теневого чудовища.
Defeat the subversion specialists and free the captives,Победите специалистов по подрывной деятельности и освободите пленников.
Defeat the vision of Canach.,Победите видение Канаха.
Defeat the vision of Eir and Garm.,Победите видение Эйр и Гарма.
Defeat those nasty saurians!,Победите этих мерзких ящеров!
Defend Agent Carver as she attempts to capture Izz-al-Din Sarayi.,"Защитите агента Карвер, когда она пытается поймать Изз-ад-Дина Сарайи."
Defend Danelon Passage.,Защитите проход Данелон.
Defend Durios Gulch.,Защитите ущелье Дуриоса.
