english,translate
"""Looking healthier already, the plot is. Must have quite the knack for this.""",«Сюжет уже выглядит более здоровым. Надо иметь для этого достаточно сноровки».
"""Looking out at the incredible view from this spot, you can't help but sit for a moment and take it in.""","«Глядя на невероятный вид с этого места, вы не можете не присесть на мгновение и не насладиться им»."
"""Looking to start a new character and need to make sure it's super efficient and equipped? Here's everything you need in one pack, with a big discount for thinking ahead. This package is valued at 6170 gems.""","«Хотите создать нового персонажа и хотите убедиться, что он очень эффективен и экипирован? Вот все, что вам нужно, в одном пакете, с большой скидкой, если вы продумаете будущее. Этот пакет оценивается в 6170 драгоценных камней»."
"""Looks as though I'm right on time. Mount your skyscale, or use whatever means you have. Bring that gate down!""","«Похоже, я вовремя. Поднимитесь на небесную шкалу или используйте любые средства, которые у вас есть. Опустите эти ворота!»"
"""Looks like the ancient kings of Orr weren't ready to part with their treasures just yet. With those horrors out of the way, I can get back to exploring.""","«Похоже, древние короли Орра ещё не были готовы расстаться со своими сокровищами. Когда эти ужасы будут позади, я смогу вернуться к исследованиям»."
"""Looks like they're running from something. Whatever's back there, it's meaner than they are.""","«Похоже, они от чего-то бегут. Что бы там ни было, оно злее, чем они есть»."
"""Looks like this place has seen better days, what happened here?""","«Похоже, это место знавало лучшие дни. Что здесь произошло?»"
"""Looks like you were wrong about that one, Haneri.""","«Похоже, в этом ты ошибся, Ханери»."
"""Looks like you're still in one piece. C'mon, grab the orb.""","«Похоже, ты все ещё цел. Давай, хватай сферу»."
"""Loot Aliyana's Locket from risen around Murkvale in Mount Maelstrom, and return it to Crusader Aliyana.""","«Соберите медальон Алианы, поднятый вокруг Мрачной долины на горе Водоворот, и верните его крестоносцу Алиане»."
"""Loot the final treasure chest in the Aetherblade's Secret Base in Gendarran Fields after completing the """"Sky Pirates"""" episode.""",«Обыщите последний сундук с сокровищами на секретной базе Этерклинка на Гендарранских полях после завершения эпизода «Небесные пираты»».
"""Loot this after killing the Thaumanova Anomaly in the Thaumanova Fractal, and use the Illuminator to capture its light.""","«Соберите это после убийства Аномалии Таумановы во фрактале Тауманова и используйте Иллюминатор, чтобы уловить её свет»."
"""Looted from the Champion Risen Captain, found inside the Chapel of Lady Glaive in Straits of Devastation.""","«Добыто у Капитана Воскресшего Чемпиона, найдено в часовне Леди Глейв в Проливе Опустошения»."
"""Lord Faren and I waited for the Krytan ship at the docks. Councilor Mayameen went ahead to meet them, only to discover that all aboard had been infected with the Scarab Plague. She succumbed, but with Aurene's help, I managed to contain the Plague.""","«Лорд Фарен и я ждали крайтанский корабль в доках. Советник Майамин пошла навстречу им, но обнаружила, что все на борту заражены чумой скарабеев. Она скончалась, но с помощью Аурин мне удалось сдержать чуму»."
"""Lord Faren: Take your hands off me, you scum! Help! Murder! Mayhem!""","«Лорд Фарен: Убери от меня руки, подонок! Помогите! Убийство! Погром!»"
"""Lord Kitah: Now, let us entertain you.""","""Лорд Китах: А теперь давайте развлечем вас."""
"""Lord of the Seven Reapers, la-la-la, prince of ice and sorrow. (humming)""","«Повелитель Семи Жнецов, ла-ла-ла, принц льда и печали. (напевает)»"
