english,translate
"""""""Whitebear's Pride II"""" Strongbox""","""""""Гордость Белого Медведя II""""Сейф"""
"""""""Who it once was""""? What do you mean?""","""""""Кто это когда-то был""""? Что ты имеешь в виду?"""
"""""""Who knows what the Crystal Desert has in store for you. Better be ready."""" —Evon Gnashblade""","«»«Кто знает, что приготовила для тебя Кристальная пустыня. Лучше будь готов». — Эвон Гнашблейд»"
"""""""With a flash of light and explosion of flame the nation of Orr crumbled and was lost into the depths of the sea. The Cataclysm defeated the charr—but was also the end of Orr.""""""","""""""Со вспышкой света и взрывом пламени нация Орра распалась и исчезла в морских глубинах. Катаклизм победил чарр — но также стал концом Орра."""""""
"""""""With riders like you, Eparch doesn't stand a chance."""" —Skyscale Master Stenvall""","""""""С такими наездниками, как вы, у Эпарха нет шансов."" — Мастер Скайскейлов Стенвалл"""
"""""""With riders like you, those freebooters don't stand a chance."""" —Kae""","""""""С такими гонщиками, как ты, у этих разбойников нет шансов."" —Каэ"""
"""""""Woah. I don't know what 'essence' is, but that sure sounds like fun...""""""","""""""Ух ты. Я не знаю, что такое ""сущность"", но это звучит забавно..."""""""
"""""""Yet the Six wished their people to know them, for they loved their followers a great deal. They chose one man—the sculptor, Malchor—and granted him audience. His task was to make a statue of each god, so that humans might know their creators.""""""","""""""Однако Шесть хотели, чтобы их люди знали их, поскольку они очень любили своих последователей. Они выбрали одного человека - скульптора Малчора - и предоставили ему аудиенцию. Его задачей было создать статую каждого бога, чтобы люди могли узнать своих создателей."""""""
"""""""Yet the real oddity is just how normal all of this seems to them. It makes me ponder: How did magic become so common, so everyday?""""""","""""""Однако настоящая странность заключается в том, насколько нормальным все это кажется им. Это заставляет меня задуматься: как магия стала такой распространенной, такой повседневной?"""""""
"""""""You Are All Weaklings!""""""","""""""Вы все слабаки!"""""""
"""""""You buy Joko last.""""""","""""""Джоко покупаешь в последнюю очередь."""""""
"""""""You cannot escape from death!""""""","""""""От смерти не убежишь!"""""""
"""""""You too will be forgotten once your duty is done.""""""","""""""Тебя тоже забудут, как только твой долг будет выполнен."""""""
"""""""You're a proper mixologist—goin' to put me out of a job!"""" —Paxx""","""""""Ты настоящий миксолог, ты уволишь меня с работы!"""" —Пакс"""
"""""""Your Soul Is Mine!""""""","""""""Твоя душа моя!"""""""
"""""""Your legend will walk our dreams for eternity.""""""","""""""Ваша легенда будет сопровождать наши мечты вечно."""""""
"""""""Your"""" team, huh?""","""""Ваша"""" команда, да?"""
"""""""Zal, he...he wasn't a good person. It's about time we figured out what happened to him. What really happened.""""—Hui""","""""""Зал, он... он не был хорошим человеком. Пришло время выяснить, что с ним случилось. Что произошло на самом деле.""""—Хуэй"""
"""""""bookah""""""","""""""бука"""""""
"""""""password""""""","""""""пароль"""""""
"""""""purple quaggan""""""","""""""фиолетовый квагган"""""""
"""""""—knowing my sisters are free."""" Spirits, ah, what an inspiration!""","«»» — зная, что мои сестры свободны». «Духи, ах, какое вдохновение!»"
"""%num1% Owned, %num2% Placed""","""%num1% принадлежит, %num2% размещено"""
"""%num1% of %num2% Maximum, %num3% Placed""","""%num1% от максимума %num2%, размещено %num3%"""
"""%num1% platinum, %num2% gold""","""%num1% платина, %num2% золото"""
"""%num1%/%num2% Five Gambit, Third Tier Victories""","«%num1%/%num2% Пять гамбитов, победы третьего уровня»"
"""%num1%/%num2% Hidden Rooms Found<br>in World 1, Zone 1""","""Обнаружено %num1%/%num2% скрытых комнат<br>в мире 1, зона 1"""
"""%num1%/%num2% Hidden Rooms Found<br>in World 1, Zone 2""","""Обнаружено %num1%/%num2% скрытых комнат<br>в мире 1, зона 2"""
"""%num1%/%num2% Hidden Rooms Found<br>in World 1, Zone 3""","""Обнаружено %num1%/%num2% скрытых комнат<br>в мире 1, зона 3"""
"""%num1%/%num2% Hidden Rooms Found<br>in World 2, Zone 1""","""Обнаружено %num1%/%num2% скрытых комнат<br>в мире 2, зона 1"""
"""%num1%/%num2% Hidden Rooms Found<br>in World 2, Zone 2""","""Обнаружено %num1%/%num2% скрытых комнат<br>в мире 2, зона 2"""
"""%num1%/%num2% Hidden Rooms Found<br>in World 2, Zone 3""","""Обнаружено %num1%/%num2% скрытых комнат<br>в мире 2, зона 3"""
"""%num1%/%num2% Three Gambit, Third Tier Victories""","«%num1%/%num2% Три гамбита, победы третьего уровня»"
"""%num2% silver, %num1% copper""","""%num2% серебра, %num1% меди"""
"""%num3% gold, %num1% copper""","""%num3% золото, %num1% медь"""
"""%num3% gold, %num2% silver""","""%num3% золота, %num2% серебра"""
"""%num3% gold, %num2% silver, %num1% copper""","«Золото %num3%, серебро %num2%, медь %num1%»"
"""%str1% drops [an] %str2%, which your party reserves for %str3%.""","«%str1% бросает %str2%, который ваша группа резервирует для %str3%»."
"""%str1% drops a rare %str2%, which your party reserves for %str3%.""","«Из %str1% выпадает редкий %str2%, который ваша группа резервирует для %str3%»."
"""%str1% has braved the weather and reached Bitter Horn. An imbued Norn Beacon has been lit, allowing you to teleport to it if you choose. While you're outside of Bitter Horn, an interactive icon for the beacon will appear on your minimap.""","«%str1% преодолел непогоду и достиг Горького Рога. Загорелся усиленный маяк Норн, который позволяет вам телепортироваться к нему, если вы захотите. Пока вы находитесь за пределами Горького Рога, на вашей мини-карте появится интерактивный значок маяка»."
"""%str1% has changed the party's description to """"%str2%.""""""","""%str1% изменил описание группы на """"%str2%."""""""
"""%str1% has targeted %str2%, press %str3% to assist.""","«%str1% нацелился на %str2%, нажмите %str3%, чтобы помочь»."
"""%str1% is busting out some moves, some sweet dance moves.""","«%str1% демонстрирует несколько движений, несколько приятных танцевальных движений»."
"""%str1% is full. You may queue up for it, or you may travel to the overflow.""",«%str1% заполнен. Вы можете встать в очередь за ним или отправиться к переполнению».
"""%str1% is ready. You may travel there, move to the end of the queue, or stay here and leave the queue.""","«%str1% готов. Вы можете отправиться туда, переместиться в конец очереди или остаться здесь и выйти из очереди»."
"""%str1% is ready. You may travel there, or you may move to the end of the queue.""","«%str1% готов. Вы можете отправиться туда, а можете переместиться в конец очереди»."
"""%str1% morale: <c=""""%str3%"""">%num1%%%</c>""","""%str1% моральный дух: <c=""""%str3%"""">%num1%%%</c>"""
"""%str1% remaining: <c=""""%str3%"""">%num1%</c>""","""Осталось %str1%: <c=""""%str3%"""">%num1%</c>"""
"""%str1%! I heard you and Aurene were here, so I followed the Crystal Bloom to join you. These halls are legendary. And a good place to make your own.""","""%str1%! Я слышал, что вы с Аурин были здесь, поэтому я последовал за Хрустальным Цветением, чтобы присоединиться к вам. Эти залы легендарны. И хорошее место, чтобы создать свой собственный."""
"""%str1%! Still upright and kicking, eh? Howl charged ahead, as usual. His impatience is gonna get him a knife in the back someday. Not my knife...probably. Unless someone steals my knife.""","""%str1%! Все ещё держится на ногах и бьётся ногами, а? Хоул, как обычно, рванул вперёд. Его нетерпение когда-нибудь принесет ему нож в спину. Не мой нож... возможно. Если только кто-нибудь не украдет мой нож."""
"""%str1%! Yes, yes, happy to see you here. You helped so much, showed how to fight fire-trolls. Yes, we can do it. Many thanks and many shinies for you, yes!""","""%str1%! Да-да, рад видеть вас здесь. Вы так помогли, показали, как бороться с огненными троллями. Да, мы можем это сделать. Огромное спасибо и много блесток вам, да!"""
"""%str1%%str2%Eikasia, Mists-Grasper%str3%%str4%""","""%str1%%str2%Эикасия, Охватывающая Туманы%str3%%str4%"""
"""%str1%%str2%Khrysaor, the Golden Sword%str3%%str4%""","""%str1%%str2%Хрисаор, Золотой Меч%str3%%str4%"""
"""%str1%%str2%Pirate """"Fork""""%str3%%str4%""","""%str1%%str2%Пират """"Вилка""""%str3%%str4%"""
"""%str1%, Combat Medic!""","""%str1%, боевой медик!"""
"""%str1%, Demolitions Expert!""","""%str1%, эксперт по сносу!"""
"""%str1%, King Slayer!""","""%str1%, Цареубийца!"""
"""%str1%, Siege Master!""","""%str1%, мастер осады!"""
"""%str1%, a level (%num1%) %num2% %str2% %str3%""","""%str1%, уровень (%num1%) %num2% %str2% %str3%"""
"""%str1%, it is nice to see you again. Hope you've been well. Care to trade any excess items for shinies?""","""%str1%, приятно снова тебя видеть. Надеюсь, у тебя всё хорошо. Не хочешь обменять лишние предметы на блестки?"""
"""%str1%, we of the Durmand Priory can't thank you enough for your contribution. You will be remembered.""","""%str1%, мы в Приорате Дурманд не можем выразить вам свою благодарность за ваш вклад. Вас будут помнить."""
"""%str1%,<br><br>I'm well aware of just how busy you are. However, you've heard the theories that Scarlet disturbed one of the dragons. I fear these theories have merit.<br><br>My eyes and ears in Brisban Wildlands are reporting mysterious incursions into previously quiet areas. Go see for yourself. I hope your curiosity will spur you to action.<br><br>—E""","""%str1%,<br><br>Я прекрасно понимаю, насколько вы заняты. Однако вы слышали теории о том, что Скарлет потревожила одного из драконов. Боюсь, эти теории имеют основания.<br><br>Мои глаза и уши в Брисбанских диких землях сообщают о загадочных вторжениях в ранее тихие районы. Идите и посмотрите сами. Надеюсь, ваше любопытство побудит вас к действию.<br><br>—E"""
"""%str1%,<br><br>Your visit gave me a lot to think about. It's more dangerous away from the Grove than I ever expected, and I'd been considering going back. But now, I've seen how brave souls help others—like you helped us—and it's given me the courage to carry on. Thank you. Good luck with your future journeys.<br><br>—Mavad""","""%str1%,<br><br>Ваш визит заставил меня о многом задуматься. Вдали от Рощи опаснее, чем я когда-либо ожидал, и я подумывал о возвращении. Но теперь я увидел, как смелые души помогают другим - как вы помогли нам - и это придало мне смелости продолжать. Спасибо. Удачи в будущих путешествиях.<br><br>—Мавад"""
"""%str1%. I'm sorry you had to see that. I'd help him if I could, you know?""","""%str1%. Мне жаль, что тебе пришлось это увидеть. Я бы помог ему, если бы мог, понимаешь?"""
"""%str1%: (chuckles) More moths to flame, sizzling with melancholy as they reach my ember...""","""%str1%: (посмеивается) Ещё больше мотыльков, шипящих от меланхолии, приближающихся к моему угольку..."""
"""%str1%: Ah, I can't...""","""%str1%: Ах, я не могу..."""
"""%str1%: Back, Sister, back! You'll be turned to scree if your willfulness moves your legs before your mind can catch up.""","«%str1%: Назад, сестра, назад! Ты превратишься в крики, если твое своеволие сдвинет твои ноги прежде, чем твой разум успеет догнать тебя»."
"""%str1%: Darkness is a blessing. Close your eyes, and feel it wash over you.""","""%str1%: Тьма - это благословение. Закройте глаза и почувствуйте, как она омывает вас."""
"""%str1%: Decima, be more thoughtful with your energy.""","""%str1%: Децима, будь внимательнее со своей энергией."""
"""%str1%: Decima, they slither toward us with venom on fang! Watch yourself.""","""%str1%: Децима, они ползут к нам с ядом на клыках! Берегите себя."""
"""%str1%: I will compensate for the delusion of my kin. Your """"bloodstone"""" ripples through my every essence.""","""%str1%: Я компенсирую заблуждения своих собратьев. Твой ""кровавый камень"" пронизывает каждую мою сущность."""
"""%str1%: I've looked foolish in the eye; I see none behind yours. Retreat, and so shall we.""","""%str1%: Я глупо посмотрел в глаза; я не вижу ничего позади твоих. Отступим, и мы тоже."""
"""%str1%: If you don't get over here RIGHT NOW, I'll tell her all about it.""","""%str1%: Если ты не придёшь сюда ПРЯМО СЕЙЧАС, я ей все расскажу."""
"""%str1%: My kin seem to favor you, and I can sense why.""","""%str1%: Кажется, мои родственники благосклонно относятся к тебе, и я понимаю, почему."""
"""%str1%: NOW, you lazy slug! I can smell your rot from here! How did I get stuck with a selfish pissant for a brother?""","""%str1%: СЕЙЧАС, ленивый слизняк! Я отсюда чую твою гниль! Как я застрял с эгоистичной мочой ради брата?"""
"""%str1%: Oh, look how small they are! All the way down there. So cute and miniscule...""","""%str1%: Ой, посмотри, какие они маленькие! Всю дорогу внизу. Такие милые и миниатюрные..."""
"""%str1%: Please, no more of this! It's poisoning me.""","""%str1%: Пожалуйста, хватит этого! Это меня отравляет."""
"""%str1%: Reach deep inside, and you will feel the emptiness already growing there.""","""%str1%: Загляните глубоко внутрь, и вы почувствуете, как там уже растет пустота."""
"""%str1%: Scurry home now, little fleas.""","""%str1%: Спешите домой, маленькие блохи."""
"""%str1%: So sweet is the honey on your lips, just before his talons catch victory by the throat.""","""%str1%: Так сладок мед на твоих губах, как раз перед тем, как его когти схватили победу за горло."""
"""%str1%: The end is the beginning, and the beginning will be nothingness.""","«%str1%: Конец — это начало, а начало — небытие»."
"""%str1%: The end will come fast, and death will be your deliverance.""","""%str1%: Конец придёт быстро, и смерть станет вашим избавлением."""
"""%str1%: There is an ocean of Void, and you are already drowning in it.""","""%str1%: Существует океан Пустоты, и вы уже тонете в нем."""
"""%str1%: To me, godspawn. Do not let your stubbornness and lust for dominion win.""","""%str1%: Ко мне, порождение богов. Не позволяй своему упрямству и жажде власти победить."""
"""%str1%: We are all godspawn, but I am Ura. And I am far stronger than my stock.""","""%str1%: Мы все порождения богов, но я Ура. И я намного сильнее своих сородичей."""
"""%str1%: Well, we can't have that. It's unclean. I'll just have to show them...""","""%str1%: Ну, мы не можем этого допустить. Это нечисто. Мне просто нужно показать им..."""
"""%str1%: Yes, godspawn.""","""%str1%: Да, порождение богов."""
"""%str1%: You will join us now, and all will be as one.""","""%str1%: Теперь вы присоединитесь к нам, и все будут как один."""
"""%str1%: Your desires are but a mirage, and behind them lurks oblivion.""","""%str1%: Ваши желания - всего лишь мираж, и за ними таится забвение."""
"""'%str1%' is a cheat character. I see you're on your own server, so I'll let you toggle your cheat status... but let's keep this between you and me, okay? Enter """"/.cheat toggle"""" to remove your cheat status and enable cheat commands.""","«%str1%» — чит-персонаж. Я вижу, что вы находитесь на своем сервере, поэтому я позволю вам переключать свой чит-статус… но давайте оставим это между вами и мной, хорошо? Введите «»/.cheat toggle»», чтобы удалить свой чит-статус и включить чит-команды»."
"""'%str1%' is not a cheat character. Enter """"/.cheat confirm"""" to permanently mark '%str1%' as a cheat character and enable cheat commands.""","«%str1%» не является чит-персонажем. Введите «»/.cheat submit», чтобы навсегда пометить «%str1%» как чит-персонаж и включить чит-команды»."
"""'%str1%' is not a cheat character. I see you're on your own server, so I'll let you toggle your cheat status... but let's keep this between you and me, okay? Enter """"/.cheat toggle"""" to mark '%str1%' as a cheat character and enable cheat commands.""","«%str1%» не является чит-персонажем. Я вижу, что вы находитесь на своем собственном сервере, поэтому я позволю вам переключать свой чит-статус… но давайте оставим это между вами и мной, хорошо? Введите «»/.cheat toggle»», чтобы пометить «%str1%» как чит-персонажа и включить чит-команды."
