english,translate
A giant shark is terrorizing the lake's inhabitants!,Гигантская акула терроризирует обитателей озера!
A gift.,Подарок.
A grawl scarecrow stands before you. Its beady eyes seem to stare right at you.,"Перед вами стоит рычащее чучело. Кажется, что его глаза-бусинки смотрят прямо на вас."
A group of legionnaires is heading to investigate Doomlore Shrine.,Группа легионеров направляется на исследование Храма Судьбы.
A hare.,Заяц.
A high Orrian wizard is defending the Gates of Arah.,Верховный оррианский волшебник защищает Врата Араха.
A lesson learned too late.,"Урок, полученный слишком поздно."
A lie.,Ложь.
A little variety would be nice. I'll see you later.,Немного разнообразия было бы неплохо. Увидимся позже.
A mayores alturas,Майорс Альтурас
A mistake.,Ошибка.
A pile of leaves and debris.,Куча листьев и мусора.
A powerful blast that deals damage to enemies caught in the beam. Removes 2 stacks of Reinforced Armor from opponents.,"Мощный взрыв, наносящий урон врагам, попавшим в луч. Снимает с противников 2 стака усиленной брони."
A priest would be welcome right now. They could read the sun and tell us when the next rains will come.,"Священник был бы рад прямо сейчас. Они могли читать по солнцу и сообщать нам, когда пойдут следующие дожди."
A professor.,Профессор.
A rock.,Камень.
A siege weapon team is heading to Thunderhead Battery to retake it from the undead and start the land assault on Orr.,"Команда осадных орудий направляется к Громовой батарее, чтобы отбить её у нежити и начать наземную атаку на Орра."
A solemn mood weighs upon your shoulders.,Торжественное настроение легло на ваши плечи.
A spear.,Копьё.
A tantrum?,Истерика?
A terrible oil...slug...thing has emerged! Defeat it to claim the oil the Pact requires!,"Появился ужасный нефтяной... слизень... штука! Победите его, чтобы получить нефть, необходимую для Пакта!"
A toda potencia,Сегодняшняя сила
A weathered journal lies near the skeleton of what was possibly the last explorer to make it this far. The cover bears the name Haneri Jenos Sr.,"Потертый дневник лежит рядом со скелетом того, кто, возможно, был последним исследователем, дошедшим до этого места. На обложке указано имя Ханери Дженоса старшего."
A worthy challenge.,Достойный вызов.
ABL-01,АБЛ-01
ACCESS DENIED,ДОСТУП ЗАПРЕЩЕН
Aalglatter Faultierraupling,Аалглаттер Фотьеррауплинг
Abandon the dredge suit and continue on foot.,Оставьте земснаряд и продолжайте идти пешком.
Abandoned Necklace,Брошенное ожерелье
Abandoned Tengu Shrine,Заброшенный храм Тэнгу
Abendrotmarsch,Абендротмарш
Abgebaut,Абгебаут
Abgebruht,Абгебрюхт
Abgebruht (2013),Абгебрюхт (2013)
Abgefangene Fasser,Абгефангене Фассер
Abgehakt,Абгехакт
Abgetaucht,Абгетаухт
Abheben,Абхебен
Abismo generacional,Абисмо поколения
Abrigo luminiscente,Abrigo люминесцентный
Abschlie?ender Sonderkommando-Parcours,Abschlie?ender зондеркоманда-паркур
Abschlussball,Абшлюсбол
Absoluter Fokus,Абсолютр Фокус
Abstand halten,Воздержаться
Abstieg,Абстиг
Abwechselnd,Абвехсельнд
Accept the power of Dragon!,Примите силу Дракона!
Accesibilidad,Акцессибилидад
Access to the Rata Novus library requires green passcards.,Для доступа в библиотеку Rata Novus необходимы зелёные карты доступа.
Access—denied.,Доступ запрещен.
Accomplished Hunter,Опытный охотник
Account bearbeiten,Аккаунт медвежонок
Acero forjado,Асеро форхадо
Acero quebrado,Асеро-кебрадо
Acertijame,Асертиджаме
Achievement Eligibility: A Season for Work,Право на достижение: Сезон для работы
Achievement Eligibility: A Shadow in the Night,Право на достижение: Тень в ночи
Achievement Eligibility: An Ignoble End,Право на достижение: постыдный конец
Achievement Eligibility: Artful Dodger,Требования к достижению: Ловкий ловкач
Achievement Eligibility: Asthenes Acrobatics,"Достижение, имеющее право на участие: акробатика Астена."
Achievement Eligibility: Avoid Traps,Право на достижение: Избегайте ловушек
Achievement Eligibility: Boots on the Ground,Право на достижение: Сапоги на земле
Achievement Eligibility: Chak Killer,Право на достижение: Чак-убийца
Achievement Eligibility: Conservation of Resources,Право на достижение: сохранение ресурсов
Achievement Eligibility: Crystal Circuit Racer,Право на получение достижения: гонщик Crystal Circuit Racer
