english,translate
"""Here at last, dearheart. Are you prepared to join me?""","«Наконец-то, дорогая. Ты готова присоединиться ко мне?»"
"""Here come the flames, brother!""","«Вот и пламя, брат!»"
"""Here is my question. <br>Of these names, who was not one of the heroes who helped prevent Nightfall, and the fallen god Abaddon's rise: Melonni, Kossan, Tahlkora, or Dunkoro?""","«Вот мой вопрос. <br>Кто из этих имен не был одним из героев, которые помогли предотвратить наступление Сумерек и восстание падшего бога Абаддона: Мелонни, Коссан, Талькора или Дункоро?»"
"""Here lies Artis Underfist, no foe could stand before his might.""","«Здесь лежит Артис Андерфист, ни один враг не сможет устоять перед его мощью»."
"""Here lies Salilah Swiftdagger, fastest blade in all of Ascalon.""","«Здесь лежит Салила Быстрый Кинжал, самый быстрый клинок во всем Аскалоне»."
"""Here lies our commander. Brave and resilient, we leave her sword where she fell.""","«Здесь лежит наш командир. Храбрые и стойкие, мы оставляем её меч там, где она упала»."
"""Here lies the wreckage of the Pride, once captained by Cobiah Marriner, and the remains of the Maw, an undead leviathan.""","«Здесь лежат обломки «Прайда», которым когда-то командовал Кобия Марринер, и останки Утробы, неживого левиафана»."
"""Here to free Tenstrikes, eh? Ha! Not a chance!""","«Мы здесь, чтобы освободить Тенстрайков, да? Ха! Никаких шансов!»"
"""Here to help with the fractal incursion? The Lionguard have reserved a nearby tavern for meetings, if you'd prefer a private setting to plan.""","«Мы здесь, чтобы помочь с фрактальным вторжением? Львиная стража зарезервировала ближайшую таверну для встреч, если вы предпочитаете приватную обстановку для планирования»."
"""Here to help? Did all right last time around. But as my ol' gran' used to say, """"Can't chew the same supper twice.""""""","«Здесь, чтобы помочь? В прошлый раз все было хорошо. Но, как говорила моя бабушка: «Невозможно жевать один и тот же ужин дважды»»»."
"""Here we are. Let's clear out these vines, soldiers. Start hacking!""","«Вот и мы. Давайте вычистим эти лозы, солдаты. Начинайте взламывать!»"
"""Here we go! Oh wait, that didn't do it. Let me try one last thing...""","«Начнём! Ой, подожди, это не сработало. Дай мне попробовать ещё кое-что…»"
"""Here we go, ladies and gentlemen. Here we go!""","«Поехали, дамы и господа. Поехали!»"
"""Here we go: """"Greetings, Commander...blah blah Demmi Beetlestone in our custody...ransom..."""" Ransom? Ah, slag iron!""","«Начнём:» «Привет, командир… бла-бла, Демми Битлстоун у нас под стражей… выкуп…» «Выкуп? Ах, шлаковый чугун!»"
"""Here you are, artifacts as requested.""","«Вот, артефакты, как и просили»."
"""Here's a clue. Next time, don't let them get to the walls.""",«Вот подсказка. В следующий раз не дай им добраться до стен».
