english,translate
Complete %num2% Return to Whisper in the Dark achievements.,
Complete %num2% Secrets of the Obscure: Act 1 achievements.,
Complete %num2% Secrets of the Obscure: Act 2 achievements.,
Complete %num2% Secrets of the Obscure: Act 3 achievements.,
Complete %num2% Secrets of the Obscure: The Midnight King achievements.,
Complete %num2% Secrets of the Obscure: The Realm of Dreams achievements.,
Complete %num2% Secrets of the Obscure: Through the Veil achievements.,
Complete %num2% Sky Pirates achievements.,
Complete %num2% Snowden Drifts Dragon Response Mission[s] with all challenges active.,
Complete %num2% Steel and Fire achievement[s].,
Complete %num2% Tequatl achievement[s].,
Complete %num2% Thunderhead Keep Dragon Response Mission[s] with all challenges active.,
Complete %num2% Tower of Nightmares achievements.,
Complete %num2% Visions of Eternity: Act 1 achievements.,
Complete %num2% Visions of Eternity: Act 2 achievements.,
Complete %num2% WvW Fall Tournament 2014 achievement.,
Complete %num2% WvW Premier Season achievement.,
Complete %num2% WvW Spring Tournament 2014 achievement.,
Complete %num2% WvW weekly achievement[s].,
Complete %num2% achievement[s] for World 2.,
Complete %num2% achievement[s] from this category.,
Complete %num2% achievements from the Return to End of Dragons event.,
Complete %num2% achievements from the Return to Heart of Thorns event.,
Complete %num2% achievements from the Return to Janthir Wilds event.,
Complete %num2% achievements from the Return to Path of Fire event.,
Complete %num2% achievements from the Return to Season 1 event.,
Complete %num2% achievements from the Return to Season 2 event.,
Complete %num2% achievements from the Return to Season 3 event.,
Complete %num2% achievements from the Return to Season 4 event.,
Complete %num2% achievements from the Return to Secrets of the Obscure event.,
Complete %num2% achievements from the Return to the Icebrood Saga event.,
Complete %num2% boss week achievement and boss week daily achievement.,
Complete %num2% daily bounty order[s] from the Shining Blade.,
Complete %num2% door event.,
Complete %num2% dungeon.,
Complete %num2% event[s] in Fields of Ruin.,
Complete %num2% event[s] in and around Viathan Lake in Kessex Hills.,
Complete %num2% event[s] inside the Tower of Nightmares.,
Complete %num2% event.,
Complete %num2% events in Amnytas.,
Complete %num2% events in Auric Basin.,
Complete %num2% events in Bitterfrost Frontier.,
Complete %num2% events in Bjora Marches.,
Complete %num2% events in Bloodstone Fen.,
Complete %num2% events in Bloodtide Coast.,
Complete %num2% events in Crystal Oasis.,
Complete %num2% events in Crystal Oasis. Bounty events award additional progress.,
Complete %num2% events in Desert Highlands.,
Complete %num2% events in Desert Highlands. Bounty events award additional progress.,
Complete %num2% events in Diessa Plateau.,
Complete %num2% events in Domain of Istan.,
Complete %num2% events in Domain of Kourna.,
Complete %num2% events in Domain of Vabbi.,
Complete %num2% events in Domain of Vabbi. Bounty events award additional progress.,
Complete %num2% events in Draconis Mons.,
Complete %num2% events in Dragon's End.,
Complete %num2% events in Dragon's End. Defeating an ambushing oni rewards extra progress.,
Complete %num2% events in Dragon's Stand.,
Complete %num2% events in Dragonfall.,
Complete %num2% events in Dragonstorm.,
Complete %num2% events in Drizzlewood Coast.,
Complete %num2% events in Dry Top.,
Complete %num2% events in Echovald Wilds.,
Complete %num2% events in Echovald Wilds. Defeating an ambushing oni rewards extra progress.,
Complete %num2% events in Elon Riverlands.,
Complete %num2% events in Elon Riverlands. Bounty events award additional progress.,
Complete %num2% events in Ember Bay.,
Complete %num2% events in Forging Steel.,
Complete %num2% events in Gendarran Fields.,
Complete %num2% events in Grothmar Valley.,
Complete events in Gyala Delve.,Завершите события в Gyala Delve.
Complete %num2% events in Inner Nayos.,
Complete %num2% events in Jahai Bluffs.,
Complete %num2% events in Janthir Syntri.,
Complete %num2% events in Kessex Hills.,
Complete %num2% events in Lake Doric.,
Complete %num2% events in Lowland Shore.,
Complete %num2% events in Mistburned Barrens.,
Complete events in New Kaineng City.,Завершите события в New Kaineng City.
Complete %num2% events in New Kaineng City. Defeating an ambushing oni rewards extra progress.,
Complete %num2% events in Sandswept Isles.,
Complete events in Seitung Province.,Завершите события в Seitung Province.
Complete %num2% events in Seitung Province. Defeating an ambushing oni rewards extra progress.,
Complete %num2% events in Siren's Landing.,
Complete %num2% events in Skywatch Archipelago.,
Complete %num2% events in Tangled Depths.,
Complete %num2% events in Thunderhead Peaks.,
Complete %num2% events in Verdant Brink.,
Complete %num2% events in World vs. World.,
Complete %num2% events in the Desolation.,
Complete %num2% events in the Desolation. Bounty events award additional progress.,
Complete %num2% events in the Domain of Istan.,
Complete %num2% events in the Domain of Kourna.,
Complete %num2% events in the Heart of Maguuma region.,
Complete %num2% events in the Orr region.,
Complete %num2% events in the Sandswept Isles.,
Complete %num2% events in the Silverwastes.,
Complete %num2% events in the Tower of Nightmares.,
Complete %num2% explorable dungeon[s].,
Complete %num2% fishing collections.,
Complete %num2% fractal.,
