english,translate
Fiery Frost,Огненный мороз
Fiery Impact,Огненный удар
Fiery Meteor,Огненный метеор
Fiery Rush,Огненный натиск
Fiery Spit,Огненный плевок
Fiery Vortex,Огненный вихрь
Fiery Whirl,Огненный водоворот
Final Attack,Финальная атака
Final Damage,Финальный урон
Final Heal,Финальное исцеление
Final Heal Pulse,Импульс финального исцеления
Final Impact,Финальный удар
Final Impact Damage,Урон финального удара
Final Slam Damage,Урон финального сокрушения
Final Slam Radius,Радиус финального сокрушения
Final Smash,Финальный удар
Final Strike,Финальный выпад
Final Strike Damage,Урон финального удара
Final Strike Maximum Targets,Максимум целей финального выпада
Final Thrust,Финальный пронзающий удар
Final chop damage.,Урон финального рубящего удара.
Fingers of the Dead,Пальцы мертвеца
Finisher Radius,Радиус добивания
Finishing Blow,Добивающий удар
Fire Attunement,Настройка огня
Fire Aura,Огненная аура
Fire Blast,Огненный взрыв
Fire Bolt,Огненный снаряд
Fire Breath,Огненное дыхание
Fire Dance,Огненный танец
Fire Grab,Огненный захват
Fire Rocket,Огненная ракета
Fire Rocket Barrage,Заградительный огонь
Fire Shield,Огненный щит
Fire Sphere,Огненная сфера
Fire Streak,Огненная полоса
Fire Strike,Огненный удар
Fire Swipe,Огненный взмах
Fire Trail,Огненный след
Fire Wall Damage,Урон огненной стены
Fire Wall Duration,Длительность огненной стены
Fire Wave,Огненная волна
Fire a ball of light that detonates on impact to heal allies and damage foes.,"Выпустите шар света, который детонирует при ударе, исцеляя союзников и нанося урон врагам."
Fire a barrage of bouncing light missiles that damage enemies and heal allies.,"Выпустите серию рикошетирующих световых снарядов, которые наносят урон врагам и исцеляют союзников."
Fire a barrage of rockets at the target location.,Выпустите серию ракет по выбранной области.
Fire a beam of searing light that damages and burns all enemies in its path.,"Выпустите луч обжигающего света, который наносит урон и сжигает всех врагов на своем пути."
"Fire a black-powder shot, blinding your target and nearby foes with smoke.","Выстрелите пороховым зарядом, ослепляя цель и ближайших врагов дымом."
"Fire a blast of lightning that explodes when it reaches its destination, stunning nearby foes.","Выпустите разряд молнии, который взрывается при достижении цели, оглушая ближайших врагов."
Fire a blast so strong that it launches your foe as the recoil frees you from any movement-impairing conditions.,"Выстрелите с такой силой, что отбросите врага, а отдача освободит вас от любых состояний, ограничивающих передвижение."
Fire a bolt that damages foes.,"Выпустите болт, наносящий урон врагам."
Fire a bouncing glob that cripples foes and grants swiftness to you and your allies. The first enemy struck is immobilized.,"Выпустите рикошетирующий сгусток, который калечит врагов и дает стремительность вам и вашим союзникам. Первый пораженный враг обездвиживается."
Fire a bullet out of your belt.,Выстрелите пулей из своего пояса.
Fire a bullet that inflicts conditions on your target and grants you a boon.,"Выстрелите пулей, которая накладывает состояния на цель и дает вам благословение."
Fire a cluster bomb at the target area. Detonate in midair for multiple explosions.,Выпустите кассетную бомбу в целевую область. Детонируйте в воздухе для серии взрывов.
"Fire a concentrated beam of light at the target enemy or ally, damaging foes and healing allies struck by the beam.","Выпустите концентрированный луч света в выбранного врага или союзника, нанося урон врагам и исцеляя союзников, задетых лучом."
Fire a crippling bolt of light at your target. Allies the bolt passes through are granted swiftness. Projectile velocity and damage increased while above the heat threshold.,"Выпустите калечащий болт света в цель. Союзники, через которых проходит болт, получают стремительность. Скорость снаряда и урон увеличиваются при превышении порога жара."
Fire a dart that bleeds and weakens foes.,"Выпустите дротик, который вызывает кровотечение и ослабляет врагов."
"Fire a dart that shatters on impact, releasing noxious liquid that stuns, weakens, and poisons foes in the area. Gain life force for each target struck.","Выпустите дротик, который разбивается при ударе, высвобождая едкую жидкость, оглушающую, ослабляющую и отравляющую врагов в области. Получайте жизненную силу за каждую пораженную цель."
Fire a debilitating projectile at your target to corrupt their boons.,"Выпустите ослабляющий снаряд в цель, чтобы исказить ее благословения."
Fire a harpoon that cripples your foe.,"Выпустите гарпун, который калечит врага."
Fire a missile that knocks back enemies and blocks missiles.,"Выпустите ракету, которая отбрасывает врагов и блокирует снаряды."
Fire a napalm ball that explodes on impact.,"Выпустите шар напалма, который взрывается при ударе."
Fire a net from your belt to immobilize your foe.,"Выстрелите сетью из пояса, чтобы обездвижить врага."
Fire a piercing shot that inflicts bleeding.,"Выпустите пронзающий выстрел, вызывающий кровотечение."
Fire a projectile that explodes upon impact and damages enemies.,"Выпустите снаряд, который взрывается при ударе и наносит урон врагам."
Fire a projectile that hinders foes and helps allies.,"Выпустите снаряд, который мешает врагам и помогает союзникам."
Fire a quick shot in an evasive retreat. Gain swiftness. This can be used while retreating.,Сделайте быстрый выстрел во время отступления. Получите стремительность. Можно использовать при отступлении.
Fire a rocket out of your belt that explodes on impact.,"Выпустите ракету из пояса, которая взрывается при ударе."
"Fire a row of arrows equipped with a device that envelops an area with chronal magic on impact, stunning enemies and applying superspeed to allies.","Выпустите ряд стрел, оснащенных устройством, которое при ударе окутывает область хрональной магией, оглушая врагов и накладывая сверхскорость на союзников."
Fire a seeking projectile that explodes upon contact and damages enemies.,"Выпустите самонаводящийся снаряд, который взрывается при контакте и наносит урон врагам."
