english,translate
Knock back foes with a wave of magical energy.,Оттолкнуть противников волной магической энергии.
Knock back your foe with a kick.,Оттолкнуть противника назад пинком.
Knock back your foe with your rifle butt. Recover ammunition for each of your other rifle skills and fully recharge your rifle <c=@abilitytype>burst</c> skills. Successfully striking a foe reduces the recharge time of this skill.,Отбросьте врага прикладом винтовки. Восстановите боеприпасы для каждого из ваших других навыков винтовки и полностью перезарядите навыки <c=@abilitytype>залпа</c>. Успешное попадание по врагу сокращает время восстановления этого навыка.
Knock down your foe with a charged wind blast.,Сбить вашего противника с ног сильным порывом ветра.
"Knock down your foe. Weakened foes stay knocked down longer. Recharges Fierce Blow if you control a foe with this ability.
<c=reminder>Recharges Fierce Blow if striking a target with a defiance bar.</c>","Сбейте врага с ног. Ослабленные враги дольше остаются сбитыми с ног. Перезаряжает «Fierce Blow», если вы контролируете врага с помощью этой способности.
<c=reminder>Перезаряжает «Свирепый удар» при попадании по цели с полоской стойкости.</c>"
Knockback,Отталкивание
Knockback Distance,Дистанция отталкивания
Knockback foes with a spread of rockets.,Оттолкните врагов веером ракет.
Knockback on Landing,Отталкивание при приземлении
Knockdown,Нокдаун
Knocks foes down.,Сбивает врагов с ног.
Knot Shot,Knot Shot
Kryptis Haze,Kryptis Haze
Lacerating Chop,Lacerating Chop
Lacerating Slash,Lacerating Slash
Lahar,Lahar
Landing Damage,Урон при приземлении
Larcenous Strike,Larcenous Strike
Large Explosion,Крупный взрыв
Largos' Domain,Largos' Domain
Laser Disk,Laser Disk
Lash out against nearby foes.,Нанесите удар по ближайшим врагам.
"Lash out with bear claws, damaging foes in front of you.","Атакуйте медвежьими когтями, нанося урон врагам перед собой."
"Lash out with raven wings, damaging and crippling your target.","Атакуйте вороньими крыльями, нанося урон и накладывая увечье на цель."
"Lash out with raven wings, damaging your target.","Атакуйте вороньими крыльями, нанося урон цели."
Lash your foe with lightning.,Хлыстнуть своего противника молнией.
"Lashes out in a series of furious strikes, knocking back and damaging enemies and calling down fire from the skies.","Наносит серию яростных ударов, отбрасывая и повреждая врагов, а также призывая огонь с небес."
Lashtail Venom,Lashtail Venom
Launch,Отбрасывание
Launch Personal Battering Ram,Launch Personal Battering Ram
Launch Wall,Launch Wall
Launch a deployable net wall to immobilize foes caught within.,"Выстрелить сетью, которую можно развернуть, чтобы обездвижить противников, которые попадутся в неё."
"Launch a fist that explodes on the first target hit, damaging and stunning nearby enemies.","Запустите кулак, который взрывается при попадании в первую цель, нанося урон и оглушая ближайших врагов."
Launch a harpoon from your belt.,Запустите гарпун с пояса.
Launch a large boulder that bleeds and immobilizes your foe.,"Запустите большой валун, который вызывает кровотечение и обездвиживает врага."
"Launch a large magnetic force that reflects projectiles along its path, crippling foes that touch it.","Запустите мощную магнитную силу, которая отражает снаряды на своем пути, накладывая увечье на врагов, коснувшихся её."
Launch a mortar round that chills foes in the target area.,"Выстрелить минометным снарядом, который замораживает противников в выбранной области."
Launch a mortar round that spreads poisonous gas in an area.,"Выстрелить минометным снарядом, который выпускает отравляющий газ в выбранной области."
Launch a phosphorous mortar round that burns brightly at impact point.,"Выстрелить фосфорным минометным снарядом, который ярко вспыхивает в точке удара."
Launch a projectile that inflicts conditions.,"Выстрелить снарядом, который накладывает состояния."
Launch a slow-moving homing missile.,Запустить медленно двигающуюся самонаводящуюся ракету.
Launch a spear of lightning that makes your foe vulnerable.,"Бросить копьё из молнии, которое делает противника уязвимым."
"Launch a sphere outward from the Mists. The sphere will attack nearby foes as it travels, poisoning them.","Запустите сферу из Туманов. Сфера будет атаковать ближайших врагов по мере движения, отравляя их."
Launch a twisting earthen vortex at your enemies.,Выпустить в противников крутящийся земляной вихрь.
Launch a wave that terrorizes foes it hits. You may activate March of Undeath to shadowstep to the wave.,"Выпустить пугающую врагов волну. Вы можете использовать Марш Мертвецов, чтобы сделать Призрачный Шаг к этой волне."
Launch an arc of light at your foe.,Запустите дугу света во врага.
"Launch an explosive round from your mortar, damaging foes in the target area.","Запустите взрывной снаряд из своего миномета, нанося урон врагам в целевой области."
Launch an orb of lightning that fires projectiles at nearby foes.,"Создать шаровую молнию, которая выпускает метательные снаряды в противников поблизости."
Launch an orb that bounces between foes and applies conditions.,"Запустить шар энергии, который рикошетит между противниками и союзниками, давая случайные дары союзникам и накладывая случайные состояния на противников."
Launch another arc of light at your target.,Запустите ещё одну дугу света в цель.
Launch spikes at all nearby foes.,Выпустить шипы во всех противников поблизости.
