english,translate
Bleed multiple foes in a line with a piercing shot.,"Вызвать кровотечение у нескольких противников по прямой, выстрелив бронебойным зарядом."
Bleed your foe with a shot to the vitals.,"Вызвать у противника кровотечение, выстрелив в жизненно важные органы."
Bleed your foe with sharp stone.,Вызвать кровотечение у противника острым осколком камня.
Bleed yourself. Immobilize your foe and remove their boons. Gain life force for each boon removed.,Вызвать у себя кровотечение. Обездвижить противника и снять с него дары. Получить жизненную силу за каждый снятый дар.
Bleeding,Кровотечение
Bleeding Bite,Кровоточащий укус
Bleeding Edge,Острое лезвие
Blessing of Dwayna,Благословение Двайны
Blessing of Kormir,Благословение Кормир
Blessing of Lyssa,Благословение Лиссы
Blight,Скверна
Blind Radius,Радиус ослепления
Blind all nearby foes.,Ослепить всех противников поблизости.
Blind and confuse nearby foes while you gain chaos aura. <c=@reminder>Chaos aura grants you a random boon and inflicts your foe with a random condition whenever you are struck.</c>,"Ослепляет и сбивает с толку ближайших врагов, пока вы получаете ауру хаоса. <c=@reminder>Аура хаоса дарует случайное благословение и накладывает случайное состояние при получении урона.</c>"
Blind foes near your target with a dark cloud.,Ослепить противников поблизости от вашей цели облаком тьмы.
Blind nearby foes.,Ослепляет ближайших врагов.
Blind your foe with superheated water.,Ослепить противника перегретой водой.
Blind your foes with a flash of light. Vulnerable foes are also weakened.,"Ослепить противников вспышкой света. Кроме того, противники с уязвимостью будут ослаблены."
Blinded,Ослепление
"Blinded by rage, Samarog pins and repeatedly damages a target until the target dies or Samarog is prevented from continuing.","Ослепленный яростью, Samarog пригвождает и неоднократно наносит урон цели, пока та не умрет или пока Samarog не будет остановлен."
Blinding Flash,Ослепляющая вспышка
Blinding Powder,Ослепляющий порошок
Blinding Radiance,Ослепляющее сияние
Blinding Retreat,Ослепляющее отступление
Blinding Roar,Ослепляющий рык
Blinding Slash,Ослепляющий удар
Blinding Tide,Ослепляющий прилив
Blinding Tuft,Ослепляющий пучок
"Blinds and burns all players, damaging allies around them.","Ослепляет и сжигает всех игроков, нанося урон союзникам вокруг них."
Blinds and knocks foes back.,Ослепляет и отбрасывает врагов.
Blink,Скачок
