english,translate
Shadow Gouge,Теневой выпад
Shadow Gust,Теневой порыв
Shadow Meld,Теневое слияние
Shadow Portal,Теневой портал
Shadow Refuge,Теневое убежище
Shadow Return,Теневое возвращение
Shadow Rift,Теневой разлом
Shadow Sap,Теневое истощение
Shadow Shot,Теневой выстрел
Shadow Siphon,Теневой сифон
Shadow Strike,Теневой удар
Shadow Swap,Теневая смена
Shadow Veil,Теневая завеса
Shadowfall,Тенепад
Shadowsquall,Теневой шквал
Shadowstep,Теневой шаг
Shadowstep Range,Дальность теневого шага
Shadowstep and unleash fierce attacks on nearby foes. Gain might each time you damage a foe.,"Сделать Призрачный Шаг и провести яростную атаку против противников поблизости. Вам даруется мощь каждый раз, когда вы наносите противнику урон."
Shadowstep away from your target and lose conditions. Poisons foes at your starting location.,Сделать Призрачный Шаг прочь от вашей цели и снять с себя состояния. Отравить противников в вашем исходном местоположении.
"Shadowstep back to your previous location, crippling foes as you retreat.","Теневой шаг обратно в предыдущую точку, накладывая увечье на врагов при отступлении."
"Shadowstep to Flash Combo's starting point, healing and removing conditions.","Теневой шаг к начальной точке Вспышки комбо, исцеление и снятие состояний."
Shadowstep to a foe and strike them. Use Shadow Return to shadowstep back and cure one condition.,"Сделать Призрачный Шаг к противнику и нанести удар. Использовать Призрачное Возвращение, чтобы вернуться обратно и снять с себя одно состояние."
"Shadowstep to a random location around your target and strike, applying confusion. Apply extra stacks of confusion per active clone. This attack breaks enemy targeting, and your illusions change focus to the targeted foe.","Теневой шаг в случайную точку вокруг цели и удар, накладывающий замешательство. Накладывает дополнительные заряды замешательства за каждого активного клона. Эта атака сбивает прицел врага, а ваши иллюзии переключают внимание на выбранную цель."
Shadowstep to the foe marked by Dark Path.,"Сделать Призрачный Шаг к противнику, отмеченному Тёмным путем."
"Shadowstep to your <c=@abilitytype>Ripple of Horror</c>, destroying it.","Совершите теневой шаг к вашей <c=@abilitytype>Ряби ужаса</c>, уничтожая её."
"Shadowstep to your foe and deliver a quick attack, then deliver a second devastating blow if it hits.","Теневой шаг к врагу и быстрый удар, а затем второй сокрушительный удар, если первый попал в цель."
Shadowstep to your foe and steal from them.,Сделать Призрачный Шаг к вашему противнику и что-нибудь украсть у него.
Shadowstep to your target and deliver a dazing strike. Gain superspeed if you interrupt an enemy.,"Сделать Призрачный Шаг к цели и нанести ошеломляющий удар. Получить сверхскорость, если вы прервали противника."
"Shadowstep to your target, appearing in a blast of necrotic energy. Daze enemies near your arrival point.","Теневой шаг к цели, появление во вспышке некротической энергии. Ошеломляет врагов рядом с точкой появления."
"Shadowsteps to its target, then strikes to apply knockdown and Vampiric Infection.","Теневой шаг к цели, затем удар, накладывающий нокдаун и Вампирическую инфекцию."
Shadowy bolt that poisons the target.,"Теневой снаряд, отравляющий цель."
Shake It Off,Стряхнуть
Shake the ground until it erupts and damages foes.,"Встряхивать землю до тех пор, пока не начнется извержение, наносящее урон противникам."
"Shake, removing conditions from nearby allies.","Стряхните, снимая состояния с ближайших союзников."
Shale Storm,Осколочный шторм
Shape-shift back from norn bear form.,Превращение обратно из формы медведя норнов.
Shape-shift back from norn raven form.,Превращение обратно из формы ворона норнов.
Shape-shift back from norn snow leopard form.,Превращение обратно из формы снежного барса норнов.
