english,translate
"""Fließende Seide""-Gleitschirm",«Парящий шелк»-планер
"""Thanks.""
""Thanks.""
""Thanks.""","Спасибо.
Спасибо.
Спасибо."
"%str1%%str2%Schweres ""Wahrer Blick""-Beinkleid%str3%%str4%","%str1%%str2%Schweres ""Wahrer Blick""-Beinkleid%str3%%str4%"
%str1%: Kommt näher ...,Подойдите ближе %str1%...
"(Festival) Schließt den Erfolg ""Bündel-Plünderer (jährlich)"" ab",(Фестиваль) Завершите достижение «Связка-грабитель (ежегодно)»
"+10%% Outgoing Healing
+20 Healing Power
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","+10%% Исходящее лечение
+20 Сила лечения
+10%% Карма
+5%% Ко всем получаемым очкам опыта
+20%% Шанс найти магические предметы
+20%% Шанс найти золото
+10%% Получаемый опыт за события"
"+10%% Outgoing Healing
+50 Healing Power
+40 Concentration
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","+10%% Исходящее лечение
+50 силы лечения
+40 концентрации
+10%% кармы
+5%% ко всему получаемому опыту
+20%% шанса нахождения магических предметов
+20%% шанса нахождения золота
+10%% получаемого опыта"
"+10%% Outgoing Healing
+80 Healing Power
+60 Concentration
+10%% Karma
+5%% All Experience Gained
+20%% Magic Find
+20%% Gold Find
+10%% WXP Gained","+10%% Исходящее лечение
+80 Сила исцеления
+60 Концентрация
+10%% Карма
+5%% Ко всему получаемому опыту
+20%% Шанс найти магические предметы
+20%% Шанс найти золото
+10%% Получаемый опыт WXP"
"+15%% Magic Find
+25%% Increased Movement Speed
-5%% Incoming Condition Damage","+15%% Шанс выпадения магических предметов
+25%% Увеличение скорости передвижения
-5%% Урон от входящих эффектов"
"+5 Max Supply
+10%% WvW Experience
+25%% Movement Speed
+25 Power","+5 Максимальный запас
+10%% опыта в PvP
+25%% скорости передвижения
+25 силы"
"+5 Max Supply
+10%% WvW Experience
+25%% Movement Speed
+25 Power
+25 Precision
+25 Toughness","+5 Максимальный запас
+10%% Опыт в PvP
+25%% Скорость передвижения
+25 Сила
+25 Точность
+25 Защита"
"+600 Power
+300 Precision","+600 силы
+300 точности"
"+7 Condition Damage
+5 Vitality","+7 ед. урона от состояний
+5 к жизненной силе"
