english,translate
((318363)),((318363))
((318364)),((318364))
((318365)),((318365))
((318366)),((318366))
((318472)),((318472))
((320222)),((320222))
((320223)),((320223))
((320534)),((320534))
((321559)),((321559))
((323052)),((323052))
((328028)),((328028))
((328030)),((328030))
((328032)),((328032))
((328034)),((328034))
((328036)),((328036))
((328038)),((328038))
((328041)),((328041))
((34866)),((34866))
((366549)),((366549))
((366553)),((366553))
((366569)),((366569))
((368177)),((368177))
((368292)),((368292))
((369462)),((369462))
((369996)),((369996))
((371529)),((371529))
((371588)),((371588))
((371695)),((371695))
((372365)),((372365))
((372952)),((372952))
((373848)),((373848))
((374011)),((374011))
((374153)),((374153))
((374380)),((374380))
((374741)),((374741))
((375051)),((375051))
((375670)),((375670))
((377668)),((377668))
((378661)),((378661))
((379494)),((379494))
((379607)),((379607))
((380801)),((380801))
((380967)),((380967))
((381399)),((381399))
((381602)),((381602))
((382976)),((382976))
((383288)),((383288))
((383513)),((383513))
((384190)),((384190))
((384480)),((384480))
((385055)),((385055))
((385264)),((385264))
((385774)),((385774))
((386044)),((386044))
((386412)),((386412))
((386837)),((386837))
((387123)),((387123))
((389271)),((389271))
((389479)),((389479))
((389757)),((389757))
((390750)),((390750))
((391349)),((391349))
((391525)),((391525))
((391623)),((391623))
((392047)),((392047))
((393521)),((393521))
((393602)),((393602))
((395258)),((395258))
((395514)),((395514))
((396105)),((396105))
((396330)),((396330))
((396734)),((396734))
((397854)),((397854))
((398307)),((398307))
((398310)),((398310))
((399233)),((399233))
((400846)),((400846))
((400979)),((400979))
((401981)),((401981))
((402475)),((402475))
((402582)),((402582))
((403234)),((403234))
((403508)),((403508))
((403640)),((403640))
((405017)),((405017))
((405080)),((405080))
((40513)),((40513))
((40515)),((40515))
((405524)),((405524))
((40582)),((40582))
((40602)),((40602))
((406633)),((406633))
((407469)),((407469))
((407731)),((407731))
((408459)),((408459))
((409703)),((409703))
((410370)),((410370))
((410412)),((410412))
((411006)),((411006))
((411727)),((411727))
((411912)),((411912))
((412625)),((412625))
((412640)),((412640))
((412724)),((412724))
((413434)),((413434))
((413793)),((413793))
((413929)),((413929))
((413934)),((413934))
((414099)),((414099))
((415165)),((415165))
((415177)),((415177))
((415691)),((415691))
((415734)),((415734))
((416041)),((416041))
((416132)),((416132))
((416167)),((416167))
((418446)),((418446))
((418472)),((418472))
((419540)),((419540))
((419976)),((419976))
((420959)),((420959))
((420994)),((420994))
((421384)),((421384))
((421817)),((421817))
((424095)),((424095))
((42519)),((42519))
((425302)),((425302))
((425354)),((425354))
((425672)),((425672))
((426520)),((426520))
((426685)),((426685))
((427016)),((427016))
((427858)),((427858))
((427960)),((427960))
((428201)),((428201))
((428214)),((428214))
((428440)),((428440))
((429156)),((429156))
((429820)),((429820))
((430462)),((430462))
((431264)),((431264))
((431306)),((431306))
((43141)),((43141))
((431900)),((431900))
((43233)),((43233))
((433820)),((433820))
((434134)),((434134))
((434785)),((434785))
((435268)),((435268))
((435977)),((435977))
((436820)),((436820))
((437275)),((437275))
((437465)),((437465))
((437917)),((437917))
((438064)),((438064))
((438282)),((438282))
((438798)),((438798))
((438865)),((438865))
((439387)),((439387))
((439651)),((439651))
((439750)),((439750))
((441350)),((441350))
((441527)),((441527))
((442041)),((442041))
((442181)),((442181))
((442336)),((442336))
((443250)),((443250))
((443313)),((443313))
((443433)),((443433))
((444350)),((444350))
((445000)),((445000))
((445943)),((445943))
((446747)),((446747))
((447022)),((447022))
((447353)),((447353))
((447743)),((447743))
((447837)),((447837))
((448040)),((448040))
((448200)),((448200))
((448965)),((448965))
((449073)),((449073))
((449428)),((449428))
((449569)),((449569))
((450763)),((450763))
((451405)),((451405))
((453043)),((453043))
((453574)),((453574))
((454719)),((454719))
((455747)),((455747))
((457228)),((457228))
((458110)),((458110))
((458524)),((458524))
((459157)),((459157))
((460146)),((460146))
((460369)),((460369))
((461224)),((461224))
((461359)),((461359))
((461547)),((461547))
((462669)),((462669))
((463318)),((463318))
((463376)),((463376))
((463566)),((463566))
((464899)),((464899))
((464968)),((464968))
((465041)),((465041))
((465494)),((465494))
((465816)),((465816))
((466543)),((466543))
((466962)),((466962))
((467184)),((467184))
((467220)),((467220))
((467442)),((467442))
((467639)),((467639))
((467735)),((467735))
((468191)),((468191))
((468290)),((468290))
((468291)),((468291))
((468471)),((468471))
((468975)),((468975))
((469453)),((469453))
((469871)),((469871))
((470744)),((470744))
((471226)),((471226))
((471327)),((471327))
((472091)),((472091))
((472185)),((472185))
((472857)),((472857))
((473137)),((473137))
((473876)),((473876))
((474002)),((474002))
((475670)),((475670))
((475962)),((475962))
((476038)),((476038))
((476140)),((476140))
((476232)),((476232))
((476815)),((476815))
((476894)),((476894))
((477312)),((477312))
((477339)),((477339))
((477358)),((477358))
((477803)),((477803))
((479111)),((479111))
((479675)),((479675))
((480433)),((480433))
((480686)),((480686))
((481351)),((481351))
((481578)),((481578))
((481647)),((481647))
((481934)),((481934))
((484258)),((484258))
((484455)),((484455))
((485425)),((485425))
((487050)),((487050))
((487113)),((487113))
((487176)),((487176))
((487657)),((487657))
((487760)),((487760))
((488041)),((488041))
((488633)),((488633))
((488936)),((488936))
((488957)),((488957))
((489038)),((489038))
((489155)),((489155))
((490331)),((490331))
((490435)),((490435))
((491150)),((491150))
((491274)),((491274))
((492256)),((492256))
((492962)),((492962))
((493026)),((493026))
((493400)),((493400))
((493884)),((493884))
((493957)),((493957))
((494235)),((494235))
((494526)),((494526))
((494557)),((494557))
((496979)),((496979))
((497977)),((497977))
((498909)),((498909))
((500627)),((500627))
((502029)),((502029))
((502099)),((502099))
((502163)),((502163))
((502633)),((502633))
((502708)),((502708))
((502823)),((502823))
((503300)),((503300))
((503541)),((503541))
((503814)),((503814))
((504054)),((504054))
((504253)),((504253))
((504757)),((504757))
((505619)),((505619))
((506303)),((506303))
((50632)),((50632))
((50639)),((50639))
((50640)),((50640))
((506882)),((506882))
((506995)),((506995))
((507263)),((507263))
((507820)),((507820))
((508364)),((508364))
((50838)),((50838))
((508917)),((508917))
((509420)),((509420))
((509696)),((509696))
((509914)),((509914))
((510298)),((510298))
((51033)),((51033))
((510410)),((510410))
((510562)),((510562))
((510630)),((510630))
((510654)),((510654))
((512298)),((512298))
((513444)),((513444))
((513581)),((513581))
((513602)),((513602))
((513882)),((513882))
((514529)),((514529))
((514688)),((514688))
((514748)),((514748))
((515168)),((515168))
((515173)),((515173))
((515385)),((515385))
((515498)),((515498))
((515943)),((515943))
((516001)),((516001))
((516844)),((516844))
((517725)),((517725))
((518633)),((518633))
((519079)),((519079))
((519146)),((519146))
((519181)),((519181))
((519663)),((519663))
((519703)),((519703))
((520471)),((520471))
((522775)),((522775))
((523018)),((523018))
((523088)),((523088))
((523483)),((523483))
((525147)),((525147))
((525353)),((525353))
((525652)),((525652))
((525909)),((525909))
((526874)),((526874))
((527652)),((527652))
((528062)),((528062))
((528117)),((528117))
((528275)),((528275))
((529163)),((529163))
((530138)),((530138))
((530192)),((530192))
((530250)),((530250))
((530299)),((530299))
((530961)),((530961))
((531204)),((531204))
((531918)),((531918))
((532312)),((532312))
((533018)),((533018))
((533455)),((533455))
((533535)),((533535))
((534024)),((534024))
((534657)),((534657))
((535498)),((535498))
((535600)),((535600))
((536106)),((536106))
((536556)),((536556))
((537287)),((537287))
((537537)),((537537))
((537578)),((537578))
((538271)),((538271))
((539253)),((539253))
((539298)),((539298))
((539341)),((539341))
((540101)),((540101))
((540657)),((540657))
((540744)),((540744))
((542186)),((542186))
((542374)),((542374))
((543154)),((543154))
((543657)),((543657))
((544137)),((544137))
((545235)),((545235))
((545242)),((545242))
((545331)),((545331))
((545782)),((545782))
((546766)),((546766))
((547096)),((547096))
((547382)),((547382))
((548413)),((548413))
((549560)),((549560))
((549936)),((549936))
((550011)),((550011))
((550347)),((550347))
((551552)),((551552))
((551844)),((551844))
((553187)),((553187))
((553356)),((553356))
((553504)),((553504))
((554036)),((554036))
((554127)),((554127))
((554173)),((554173))
((554453)),((554453))
((554652)),((554652))
((554992)),((554992))
((555017)),((555017))
((555715)),((555715))
((555829)),((555829))
((559326)),((559326))
((560230)),((560230))
((565166)),((565166))
((565831)),((565831))
((566359)),((566359))
((566390)),((566390))
((566839)),((566839))
((567004)),((567004))
((567040)),((567040))
((567154)),((567154))
((567240)),((567240))
((567284)),((567284))
((568189)),((568189))
((568977)),((568977))
((569320)),((569320))
((569584)),((569584))
((569683)),((569683))
((569791)),((569791))
((569900)),((569900))
((570128)),((570128))
((570229)),((570229))
((570429)),((570429))
((570521)),((570521))
((570627)),((570627))
((571348)),((571348))
((571515)),((571515))
((571911)),((571911))
((571920)),((571920))
((572114)),((572114))
((572201)),((572201))
((572287)),((572287))
((572348)),((572348))
((572545)),((572545))
((572762)),((572762))
((572764)),((572764))
((573144)),((573144))
((573271)),((573271))
((573377)),((573377))
((573456)),((573456))
((573784)),((573784))
((573939)),((573939))
((573974)),((573974))
((574053)),((574053))
((574256)),((574256))
((574501)),((574501))
((575138)),((575138))
((575165)),((575165))
((575423)),((575423))
((575494)),((575494))
((575505)),((575505))
((575570)),((575570))
((575655)),((575655))
((575958)),((575958))
((576017)),((576017))
((576294)),((576294))
((576518)),((576518))
((576569)),((576569))
((576970)),((576970))
((577063)),((577063))
((577868)),((577868))
((577993)),((577993))
((578548)),((578548))
((578799)),((578799))
((578860)),((578860))
((579071)),((579071))
((579358)),((579358))
((579870)),((579870))
((579916)),((579916))
((579969)),((579969))
((580532)),((580532))
((580808)),((580808))
((580839)),((580839))
((581239)),((581239))
((581495)),((581495))
((581498)),((581498))
((581686)),((581686))
((582898)),((582898))
((583214)),((583214))
((583673)),((583673))
((585078)),((585078))
((585677)),((585677))
((585953)),((585953))
((586342)),((586342))
((586373)),((586373))
((586444)),((586444))
((586492)),((586492))
((586768)),((586768))
((586913)),((586913))
((587081)),((587081))
((587103)),((587103))
((587229)),((587229))
((587795)),((587795))
