english,translate
Lingering Adept Helm,Затяжной шлем адепта
Lingering Adept Leggings,Затяжные штаны адепта
Lingering Black Earth Aquabreather,Затяжной аквадыхатель чёрной земли
Lingering Black Earth Aquabreather of Hoelbrak,Затяжной аквадыхатель чёрной земли Хоэльбрака
Lingering Black Earth Aquabreather of the Citadel,Затяжной аквадыхатель чёрной земли Цитадели
Lingering Branded Aether,Затяжной эфир Клейменых
Lingering Darkness,Затяжная тьма
Lingering Destroyer Aether,Затяжной эфир Разрушителей
Lingering Galvanic Boots,Затяжные гальванические сапоги
Lingering Galvanic Coat,Затяжная гальваническая куртка
Lingering Galvanic Epaulets,Неугасающие гальванические эполеты
Lingering Galvanic Gloves,Затяжные гальванические перчатки
Lingering Galvanic Helm,Затяжной гальванический шлем
Lingering Galvanic Leggings,Затяжные гальванические поножи
Lingering Icebrood Aether,Затяжной эфир Ледоклыков
Lingering Mordrem Aether,Длящийся эфир мордрема
Lingering Protean Boots,Затяжные протеевские сапоги
Lingering Protean Coat,Продолжительная куртка протеев
Lingering Protean Epaulets,Долгие протейные наплечники
Lingering Protean Gloves,Затяжные протеиновые перчатки
Lingering Protean Helm,Затяжной протейный шлем
Lingering Protean Leggings,Затянувшиеся протеанские поножи
Lingering Risen Aether,Длящийся эфир восставших
Lingering Void Aether,Длящийся эфир пустоты
Lion Captain's Mantle,Мантия львиного капитана
Lion Fountain,Львиный фонтан
Lion Fountain Token,Жетон фонтана льва
Lion Mask Skin,Облик маски льва
Lion Statue,Статуя льва
Lion's Arch Commemorative Dye Kit,Набор красок «Памятный Львиный Шлем»
Lion's Arch Gate Link,Связь врат Львиной Арки
Lion's Arch Portal Scroll,Свиток портала Львиной Арки
Lion's Arch Rebuild Dye Kit,Набор красителей восстановления Львиного Архива
Lion's Arch Snow Globe,Снежный шар Львиного Архива
Lion's Arch Stickers,Стикеры Львиного Архива
Lion's Arch Supply Container,Контейнер с припасами Львиной Арки
Lion's Arch Survivors Dye Kit,Набор красок выживших из Львиного архива
Lion's Claw Model I,Модель Львиного Когтя I
Lion's Claw Model II,Модель Львиного Когтя II
Lion's Fang Model I,Модель Львиного Клыка I
Lion's Fang Model II,Модель Львиного Клыка II
Lion's Pride,Гордость Льва
Lionguard Assault Badge,Нагрудный знак Львиной стражи
Lionguard Axe,Топор Львиной стражи
Lionguard Battle Trident,Боевой трезубец Львиной стражи
Lionguard Bow,Лук Львиной стражи
Lionguard Brand,Клеймо Львиной стражи
Lionguard Breastplate,Нагрудник Львиной стражи
Lionguard Cannon,Пушка Львиной стражи
Lionguard Cloth Footguards,Тканевые наступники Львиной стражи
Lionguard Cloth Shoes,Тканевые башмаки Львиной стражи
Lionguard Coat,Куртка Львиной стражи
Lionguard Dagger,Кинжал Львиной стражи
Lionguard Gauntlets,Рукавицы Львиной стражи
Lionguard Gizmo,Приспособление Львиной стражи
Lionguard Gloves,Перчатки Львиной стражи
Lionguard Greatsword,Двуручный меч Львиной стражи
Lionguard Hammer,Молот Львиного Караула
Lionguard Harpoon,Гарпун Львиного Караула
Lionguard Heavy Footguards,Тяжёлые поножи Львиного Караула
Lionguard Iron Mace,Железная булава Львиного Караула
Lionguard Leather Footguards,Кожаные сапоги Львиного Караула
Lionguard Leather Shoes,Кожаные туфли Львиного Караула
Lionguard Longshot Speargun,Дальнобойное гарпунное ружьё Львиного Караула
Lionguard Mace,Булава Львиного Караула
Lionguard Patrol Badge,Знак патрульного Львиного Караула
Lionguard Piercing Harpoon,Пронзающий гарпун Львиного Караула
Lionguard Pistol,Пистолет Львиного Караула
"Lionguard Rhyn, southeast of Molenheide, is looking for these.","Львиный страж Рин, к юго-востоку от Моленхайде, ищет это."
Lionguard Rifle,Винтовка Львиного стража
Lionguard Scepter,Скипетр Львиного стража
Lionguard Shield,Щит Львиного стража
Lionguard Shipwreck Souvenir,Сувенир кораблекрушения Львиного стража
Lionguard Short Bow,Короткий лук Львиного стража
Lionguard Spear,Копьё Львиного стража
Lionguard Staff,Посох Львиного стража
Lionguard Steel Mace,Стальная булава Львиного стража
Lionguard Sword,Меч Львиного стража
Lionguard Torch,Факел Львиного стража
Lionguard Trident,Трезубец Львиного стража
Lionguard Vest,Жилет Львиного стража
Lionguard Warhorn,Боевой рог Львиного стража
Lionguard's Battle Commendation,Боевая награда Стражей Льва
Lionguard-Issue Greatsword,Двуручный меч Стражей Льва
Lionguard-Issue Shield,Щит Стражей Льва
Lionguard-Issue Sword,Меч Стражей Льва
Lionscout Medal,Медаль львиного разведчика
Lipstick Dye,Краска «Помада»
Liquid Aurillium Infusion,Жидкая ауриллиевая эссенция
List of Artifacts,Список артефактов
List of Secluded Locations,Список уединённых мест
List of White Mantle Hideouts,Список укрытий Белого Пламени
Listening-Device Sweeper,Устройство для обнаружения прослушивающих устройств
Lit Wagon,Зажженная телега
Little Lucky Envelope,Маленький счастливый конверт
Little Norn Figurine,Статуэтка маленького норна
Little Sharpshooter Badge,Значок маленького меткого стрелка
Little Smirk,Маленькая усмешка
Live Crawdad,Живой рак
Live Plague Scarab,Живой чумной жук-скарабей
Liverwort Seedling,Саженец печеночника
Living Bloodstone,Живой кровавый камень
Living Crystal,Живой кристалл
Living Druid Stone,Живой камень друидов
Living Flame,Живое пламя
Living Short Bow,Живой короткий лук
Living Water Axe,Топор живой воды
Living Water Dagger,Кинжал живой воды
Living Water Focus,Фокус живой воды
Living Water Greatsword,Двуручный меч живой воды
Living Water Hammer,Молот живой воды
Living Water Longbow,Длинный лук живой воды
Living Water Mace,Булава живой воды
Living Water Pistol,Пистолет живой воды
Living Water Rifle,Винтовка живой воды
Living Water Scepter,Скипетр живой воды
Living Water Shield,Щит живой воды
Living Water Short Bow,Короткий лук живой воды
Living Water Staff,Посох живой воды
Living Water Sword,Меч живой воды
Living Water Torch,Факел живой воды
Living Water Warhorn,Боевой рог живой воды
Living World Season 3 Cache,Тайник «Живой мир. Сезон 3»
Living World Season 4 Cache,Тайник «Живой мир. Сезон 4»
Living-Water Spear,Копьё живой воды
Llama Mini Choice Box,Коробка с выбором мини «Лама»
Loaded Clump of Ore,Загруженная глыба руды
Loaded Wagon,Загруженная повозка
Loaf of Banana Bread,Буханка бананового хлеба
Loaf of Bread,Буханка хлеба
Loaf of Candy Cactus Cornbread,Буханка кукурузного хлеба с карамельным кактусом
Loaf of Kodan Bread,Буханка коданского хлеба
Loaf of Omnomberry Bread,Буханка хлеба с всеягодной начинкой
Loaf of Raspberry Peach Bread,Буханка персиково-малинового хлеба
Loaf of Rosemary Bread,Буханка хлеба с розмарином
Loaf of Saffron Bread,Буханка хлеба с шафраном
Loaf of Shaemoor Bread,Буханка хлеба из Шеймура
Loaf of Tarragon Bread,Буханка хлеба с тархуном
Loaf of Travelers Bread,Буханка дорожного хлеба
Loaf of Walnut Sticky Bread,Буханка клейкого хлеба с грецкими орехами
Loaf of Zucchini Bread,Буханка цукиниевого хлеба
Local Writ of Renown,Местный указ о признании заслуг
"Located high in the mountains of the Bitterfrost Frontier, the vantage point offers an amazing view of the land.
Vantage points do not host any services.
Requires ""A Crack in the Ice.""","Расположенная высоко в горах Горького Ледяного Предела, эта смотровая точка открывает потрясающий вид на окрестности.
На смотровых точках нет никаких услуг.
Требуется «Трещина во льду»."
"Located in Crystal Oasis
• Quick Travel to All Cities
• Crafting Stations
• Bank and Guild Bank Access
• Mystic Forge
• Merchants
• And more! All within easy reach, for those who enjoy the ultimate convenience.","Расположен в Кристальной Оазе:
• Быстрое перемещение между всеми городами
• Ремесленные станции
• Доступ к личному и гильдийскому банкам
• Мистическая кузница
• Торговцы
• И многое другое! Всё это находится в пределах досягаемости, для тех, кто ценит максимальное удобство."
"Located in Ember Bay.
• Quick Travel to All Cities
• Crafting Stations
• Bank and Guild Bank Access
• Mystic Forge
• Merchants
• And more! All within easy reach, for those who enjoy the ultimate convenience.","Находится в Бухте Углей.
• Быстрое путешествие во все города
• Ремесленные станции
• Доступ к банку и гильдийскому банку
• Мистическая кузница
• Торговцы
• И многое другое! Всё под рукой для тех, кто ценит максимальное удобство."
"Located in the Crystal Oasis.
• Crafting Stations
• Bank and Guild-Bank Access
• Mystic Forge
• Merchants
<c=@Flavor>A handwritten invitation to ""Elona's most luxurious retreat,"" the Lily of the Elon.</c>","Находится в Кристальном оазисе.
• Ремесленные станки
• Доступ к личному и гильдийскому банкам
• Мистическая кузница
• Торговцы
<c=@Flavor>Рукописное приглашение в «самый роскошный курорт Элоны» — Лилию Элона.</c>"
"Located in Verdant Brink.
• Quick Travel to All Cities
• Crafting Stations
• Bank and Guild Bank Access
• Mystic Forge
• Merchants
• And more! All within easy reach, for those who enjoy the ultimate convenience.","Находится в Изумрудной Чащобе.
• Быстрое путешествие во все города
• Ремесленные станции
• Доступ к банку и гильдийскому банку
• Мистическая кузница
• Торговцы
• И многое другое! Всё под рукой для тех, кто ценит максимальное удобство."
Locked Mythical Kodan Cache,Запертый мифический коданский тайник
Logging Axe of Bounty,Топор добычи для рубки леса
Logging Tool,Инструмент для рубки
Lonai's Signet Ring,Перстень-печатка Лонай
Lonai's Signet Ring (Infused),Перстень-печатка Лонай (усиленный)
Lone Dagger,Одинокий Кинжал
Lone Helm,Одинокий Шлем
Lone Horn,Одинокий Рог
Lone Mask,Одинокая Маска
Long Fancy Table,Длинный изысканный стол
Long-Lost Tahkayun's Weapon Bag,Давно утерянного Тахкаюна Таккаюна Тахкаюна
Long-Lost Tahkayun's Weapon Stash,«Давно утерянный тайник с оружием Тахкаюна»
Longbeak Parrotfish,Длинноклювая рыба-попугай
Longbow of Force,Длинный лук силы
Longbow of the Dragon's Deep,Длинный лук драконьей глубины
Longbow Token,Жетон длинного лука
Longbow's Vengeance,Месть длинного лука
Longevity Noodles,Лапша долголетия
Longhorn Boxfish,Длиннорогий кузовок
Looks like it would open a very big lock.,"Похоже, этим можно открыть очень большой замок."
Looks like someone managed to lose the same leg twice.,"Похоже, кто-то умудрился потерять одну и ту же ногу дважды."
"Looks perfect for one of Farmer Eda's pies!
Event Item","Идеально подходит для одного из пирогов фермерши Эды!
Предмет события."
Loot Bag,Сумка с добычей
Loot Sack,Мешок с добычей
Looted from a fallen tar elemental.,Добыто из павшего смоляного элементаля.
Looted junk items will automatically be turned into bloodstone dust.,Мусор из добычи будет автоматически превращён в пыль кровавого камня.
Looted junk items will automatically be turned into dragonite ore.,Мусор из добычи будет автоматически превращён в руду драконита.
Looted junk items will automatically be turned into empyreal fragments.,Мусор из добычи будет автоматически превращён в эмпирейные осколки.
Looted junk items will automatically be turned into jade slivers. The quantity gained will fluctuate with the value of the junk item.,Мусор из добычи будет автоматически превращён в нефритовые осколки. Количество будет меняться в зависимости от ценности мусора.
Looted junk items will automatically be turned into karma.,Мусор из добычи будет автоматически превращён в карму.
Lord Caudecus's Pistol Skin,Облик пистолета лорда Кодекуса
Lord Caudecus's Sword Skin,Облик меча лорда Кодекуса
Lord Faren's Rapier Skin,Облик рапиры «Лорд Фарен»
Lord Taeres's Shadow,Тень лорда Таэреса
Lorekeeper Axe Skin,Облик топора «Хранитель преданий»
Lorekeeper Dagger Skin,Облик кинжала хранителя знаний
Lorekeeper Focus Skin,Облик фокуса «Хранитель преданий»
Lorekeeper Greatsword Skin,Облик двуручного меча «Хранитель преданий»
Lorekeeper Hammer Skin,Облик молота хранителя знаний
Lorekeeper Longbow Skin,Облик длинного лука «Хранитель преданий»
Lorekeeper Mace Skin,Облик булавы хранителя знаний
Lorekeeper Pistol Skin,Облик пистолета «Хранитель преданий»
Lorekeeper Rifle Skin,Облик винтовки «Хранитель знаний»
Lorekeeper Scepter Skin,Облик скипетра хранителя знаний
Lorekeeper Shield Skin,Облик щита «Хранитель преданий»
Lorekeeper Short Bow Skin,Облик короткого лука хранителя знаний
Lorekeeper Staff Skin,Облик посоха хранителя преданий
Lorekeeper Sword Skin,Облик меча хранителя знаний
Lorekeeper Torch Skin,Облик факела «Хранитель знаний»
Lorekeeper Warhorn Skin,Облик боевого рога «Хранитель знаний»
Lorekeeper Weapon Box,Коробка с оружием хранителя преданий
Lorekeeper Weapon Select Box,Коробка выбора оружия Хранителя знаний
Lornar's Bass,Бас Лорнара
Lornar's Living Ice,Живой лёд Лорнара
Lost Arms of a Tangled Hero,Потерянные руки запутанного героя
Lost Arms of a Verdant Hero,Утерянные доспехи героя Вердант
Lost Arms of an Auric Hero,Утерянное оружие золотого героя
Lost Bag,Потерянная сумка
Lost Bait Cage,Потерянная клетка с наживкой
Lost Cat,Потерянный кот
Lost Cat's Reunion,Воссоединение потерянной кошки
Lost Cow,Потерянная корова
Lost Cow's Reunion,Воссоединение потерянной коровы
Lost Dolyak,Потерянный дольяк
Lost Dolyak's Reunion,Воссоединение потерянного дольяка
Lost Emerald,Потерянный изумруд
Lost Era Mount Adoption License,Лицензия на приобретение скакуна «Утерянная эпоха»
Lost Era Mount Select License,Избранный пропуск на ездовое животное «Утерянная эпоха»
Lost Family Heirloom,Утерянная семейная реликвия
Lost Focus,Потерянный фокус
Lost Golem,Потерянный голем
Lost Golem's Reunion,Воссоединение потерянного голема
Lost Greatsword,Потерянный двуручный меч
Lost Greatsword's Reunion,Воссоединение утерянного двуручного меча
Lost Locket,Потерянный медальон
Lost Orrian Jewelry Box,Потерянная оррианская коробка с драгоценностями
