english,translate
Dragonsblood Spear Reforged,Перекованное драконьей кровью копьё
Dragonsblood Staff,Посох из драконьей крови
Dragonsblood Sword,Меч из драконьей крови
Dragonsblood Torch,Факел из драконьей крови
Dragonsblood Warhorn,Рог из драконьей крови
Dragonsblood Weapon Recipe Book,Книга рецептов оружия из драконьей крови
Dragonscale Cape,Чешуйчатый плащ дракона
Dragonscale Cape (Infused),Чешуйчатый плащ (насыщенный)
Dragonscale Epaulettes Box,Коробка с драконьими наплечниками
Dragonvine Priory Strap,Ремень Приората из драконьей лозы
Dragonvine Strap,Драконий лозовый ремень
Dragonvine Vigil Strap,Ремень драконовой лозы Дозора
Dragonvine Whispers Strap,Ремень шепота драконьей лозы
Dragonvoid Cache,Тайник драконьей пустоты
Draithor's Lab's Powerfully Weird Meat,Странное мощное мясо из лаборатории Дрейтора
Draithor's Reaping Crystal,Кристалл жатвы Дрейтора
Drake Egg,Яйцо дрейка
Drake Scale,Чешуя дрейка
Drake Steak,Стейк из дракона
Drake Tooth Necklace,Ожерелье из зубов дрейка
Draketalon Cleaver,Тесак из когтя дрейка
Draketalon Culverin,Кулеврина из когтя дрейка
Draketalon Partisan,Дракеталон Партизан
Draketalon Weapon Chest,Сундук с оружием Дракеталон
Drakkar Mace,Булава Драккара
Drakkar Speargun,Гарпун Драккара
Drakkar's Hoard,Клад Драккара
Draped Wintersday Garland,Драпированная зимняя гирлянда
Draught of Central Tyria Mastery,Напиток мастерства Центральной Тайрии
Draught of Heart of Thorns Mastery,Напиток мастерства «Сердце Магмы»
Draught of Hunter's Ale,«Напиток охотничьего эля»
Draught of Icebrood Saga Mastery,Настой мастерства саги о Ледяном Отродье
Draught of Path of Fire Mastery,Эликсир мастерства «Путь огня»
Drawn up by the Flame Legion. This could be invaluable if it were to fall into the right hands.,"Составлено Легионом Пламени. Это может быть бесценно, если попадет в нужные руки."
Dread Mask,Маска Ужаса
Dread Quiver Backpack,Рюкзак-колчан Ужаса
Dreaded Banners of King Palawa Joko I,Грозные знамёна короля Палавы Джоко I
Dreaded Banners of King Palawa Joko I (Infused),Грозные знамёна короля Палавы Джоко I (Насыщенные)
Dreadnought Raptor Skin,Облик дредноутного раптора
Dreadnought Skiff Skin,Облик скифа «Дредноут»
Dream of Ancestral Ascalon,Сон о древней Аскалоне
Dream of Badazar,Сон о Бадазаре
Dream of Balthazar,Сон о Бальтазаре
Dream of Dwayna,Сон о Двайне
Dream of Grenth,Сон о Гренте
Dream of Jormag,Сон о Джормаге
Dream of Kralkatorrik,Сон о Кралькаторрике
Dream of Lyssa,Сон о Лиссе
Dream of Melandru,Сон о Меландре
Dream of Mordremoth,Сон Мордремота
Dream of Peace,Сон о мире
Dream of Primordus,Сон Примордуса
Dream of the Ancient,Сон Древнего
Dream of the Ascalonians,Сон аскалонцев
Dream of the Deep,Сон Глубин
Dream of the Flame Temple,Сон Храма Пламени
Dream of the Future,Сон о будущем
Dream of the Titans,Сон Титанов
Dream of Zhaitan,Сон Жаитана
Dreambound Axe,Связанный сном топор
Dreambound Dagger,"Кинжал, связанный снами"
Dreambound Greatsword,Мечтательный большой меч
Dreambound Hammer,Молот мечты
Dreambound Longbow,Длинный лук «Связанный мечтой»
Dreambound Mace,"Булава, связанная снами"
Dreambound Pistol,"Пистолет, окованный снами"
Dreambound Rifle,Винтовка «Мечта»
Dreambound Scepter,Скипетр Дримбаунда
Dreambound Short Bow,Короткий лук «Связанный мечтой»
Dreambound Staff,Посох мечты
Dreambound Sword,"Меч, связанный сном"
Dreamcleaver Logging Axe,Топор лесоруба «Сновидец»
Dreamthistle Axe,Топор чертополоха снов
Dreamthistle Axe Skin,Облик топора «Чертополох мечты»
Dreamthistle Dagger Skin,Облик кинжала «Чертополох снов»
Dreamthistle Focus Skin,Облик фокуса «Сновидческий чертополох»
Dreamthistle Greatsword,Большой меч чертополоха снов
Dreamthistle Greatsword Skin,Облик большого меча «Чертополох снов»
Dreamthistle Hammer Skin,Облик молота «Грезы чертополоха»
Dreamthistle Harpoon Gun Skin,Облик гарпунной винтовки «Чертополох мечты»
Dreamthistle Longbow Skin,Облик длинного лука «Гречневый сон»
Dreamthistle Mace Skin,Облик булавы «Грезы чертополоха»
Dreamthistle Pistol,Пистолет чертополоха снов
Dreamthistle Pistol Skin,Облик пистолета «Сонный чертополох»
Dreamthistle Rifle Skin,Облик ружья «Сонный чертополох»
Dreamthistle Scepter Skin,Облик скипетра «Мечтательный чертополох»
Dreamthistle Shield Skin,Облик щита «Грезы терновника»
Dreamthistle Short Bow Skin,Облик короткого лука «Грезы чертополоха»
Dreamthistle Spear Skin,Облик копья «Грезы чертополоха»
Dreamthistle Staff Skin,Облик посоха «Чертополох мечты»
Dreamthistle Sword Skin,Облик меча «Грезы чертополоха»
Dreamthistle Torch Skin,Облик факела «Грезы чертополоха»
Dreamthistle Trident,Трезубец Грезочертополоха
Dreamthistle Trident Skin,Облик трезубца «Чертополох снов»
Dreamthistle Warhorn Skin,Облик рога «Чертополох снов»
Dreamthistle Weapon Box,Сундук с оружием Мечтательного чертополоха
Dreamwalker Dagger Skin,Облик кинжала сноходца
Dreamwalker Longbow Skin,Облик длинного лука «Странница снов»
Dreamwalker Scythe Staff Skin,Облик посоха-косы «Странник снов»
Dreamwalker Sword Skin,Облик меча «Странник снов»
Dreamwalker Wings Backpack,Рюкзак-крылья сноходца
Dreamwalker Wings Backpack and Glider Combo,Ранец и планер «Крылья сновидца»
Dreamy Water Sample,Образец мечтательной воды
Dredge Baton,Дубинка дредноута
Dredge Bomber Loot Box,[Сундук|Сундука|Сундуков] дреджского бомбардировщика
Dredge Bonehewer,Костедробитель дреджей
Dredge Building Materials,Строительные материалы дреджей
Dredge Cogs,Шестеренки дреджей
Dredge Disaggregator Loot Box,Сундук с трофеями измельчителя дредж
Dredge Heat-Ablation Plates,Пластины теплового снятия дредж
Dredge Helmet,Шлем дредж
Dredge Lamp,Лампа дредж
Dredge Lesson on Metalcraft,Урок металлообработки дредж
Dredge Loot Box,Сундук с добычей дредж
Dredge Manifesto,Манифест дредж
Dredge Mining Lantern,Шахтерский фонарь дредж
Dredge Oscillator Loot Box,Сундук с трофеями осциллятора дредж
Dredge Pillar,Столб землеройки
Dredge Resonator Loot Box,Сундук с трофеями дреков-резонаторов
Dredge Reverberant Loot Box,Дреджский грохочущий сундук с добычей
Dredge Rifle,Винтовка дредж
Dredge Short Bow,Короткий лук дреджей
Dredge Sniper Rifle,Снайперская винтовка дредж
