english,translate
The Predator Vol. 3,Хищник. Том 3
The Punisher,Каратель
The Pure Sound of Nature,
"The purpose of this note is cryptic, containing esoteric formulae and diagrams. The machine-printed numbers and letters are unremarkable, but there are three numbers underlined by hand: 0, 1, and 1.",
The Queen's Necklace,Ожерелье Королевы
The Raven Staff,Посох ворона
"The refugees of Marifa pooled together to give you this for all the help you've done for them.

This item is automatically consumed upon receiving it, and its only purpose is as part of a collection.","Беженцы из Марифы собрались вместе, чтобы подарить вам это за всю вашу помощь им.

Этот предмет автоматически потребляется при получении, и его единственное назначение — быть частью коллекции."
The remainder of a delivery of antitoxin. It should still have some effectiveness.,Остаток партии антитоксина. Он всё ещё должен быть эффективным.
The Replicator,Репликатор
The result of a tiny wish on a tiny star.,"Результат крошечного желания, загаданного на крошечную звезду."
"The rock we all stand on, this unshakable driving force... It will take a special kind of soul to guide us forward. A warden, protecting his flock.","Скала, на которой мы все стоим, эта незыблемая движущая сила... Потребуется особенная душа, чтобы вести нас вперед. Хранитель, защищающий свое стадо."
"The rust on the keys' teeth suggests that, at some point, someone was locked up and the keys thrown away.

This item only has value as part of a collection.","Ржавчина на зубцах ключей говорит о том, что когда-то кого-то заперли, а ключи выбросили.

Этот предмет имеет ценность только как часть коллекции."
"The scale of a drake, found throughout Central Tyria.","Чешуя драконида, встречающаяся по всей Центральной Тирии."
"The scale of a wyvern, found throughout the Heart of Maguuma.","Чешуя виверны, встречающаяся по всему Сердцу Маггумы."
The Scourge of Vabbi's To-Do List,Список дел Бича Вабби
The second key given to you by Noran's first chest. Used to open his secret chest deep below the homestead once a day. Opening the chest consumes the key.,"«Второй ключ, полученный вами от первого сундука Норана. Используется для открытия его тайного сундука глубоко под усадьбой раз в день. Открытие сундука расходует ключ.»"
The secret to a perfect Apple Pie is...,Секрет идеального яблочного пирога заключается в...
The secrets of the Mists are at your command.,Тайны Туманных Земель в твоей власти.
The Shatterer's Crystal,
The Shiniest Shiny,
The Shining Blade,Сияющий Клинок
The Shining Blade Manual,
The skritt of Plunder Hold would like this. Give to Pretch'atta or Hua'racche.,Скриттам из Грабительской Цитадели это понравилось бы. Отдайте Претч'атте или Хуа'ракке.
The Sleeping Seed,Спящее семя
The smoldering heart of an elder imp of fire.,Тлеющее сердце старшего огненного беса.
The Southsun Rose,Южносолнечная роза
The Spearmarshal's Gift,
The Spirits of the Wild,Духи дикой природы
"The stag has fought long, lost much, and worked her craft where the ghost of their mentor dwelt.","Олень долго сражался, многое потерял и оттачивал своё мастерство там, где обитал призрак их наставника."
The Stingray,Скат
The Stormpiercer Spear Skin,
The swindlers at Augury Rock won't get away with their schemes once this is brought to light.,
The templar has lived century by century; she knows death and has dealt death. Reach for divinity and the secrets it holds.,"Тамплиерша жила веками; она знает смерть и сама несла смерть. Стремись к божественности и тайнам, которые она хранит."
The Terrible Choya,Ужасный Чойя
The Terror That Grows,Растущий Ужас
The Theign Star Fragment,Осколок Звезды Тейн
The Thrill of Battle,
The True Name,Истинное имя
The Twins' Artifact,Артефакт Близнецов
The Twins' Bastion,Бастион Близнецов
The Twins' Blade,Клинок Близнецов
The Twins' Brazier,Жаровня Близнецов
The Twins' Breastplate,Нагрудник Близнецов
The Twins' Breeches,Бриджи Близнецов
The Twins' Claymore,Клеймор Близнецов
The Twins' Doublet,Дублет Близнецов
The Twins' Epaulets,Эполеты Близнецов
The Twins' Flanged Mace,Фланцевая булава Близнецов
The Twins' Footwear,Обувь Близнецов
The Twins' Greatbow,Большой лук Близнецов
The Twins' Greaves,Поножи Близнецов
The Twins' Grieving Inscription,
The Twins' Grieving Insignia,
The Twins' Grips,Хваты Близнецов
The Twins' Guise,Обличье Близнецов
The Twins' Harpoon Gun,Гарпунное ружьё Близнецов
The Twins' Herald,Глашатай Близнецов
The Twins' Impaler,Пронзатель Близнецов
The Twins' Leggings,Поножи Близнецов
The Twins' Masque,Маска Близнецов
The Twins' Musket,Мушкет Близнецов
The Twins' Pauldrons,Наплечники Близнецов
The Twins' Razor,Бритва Близнецов
The Twins' Reaver,Разоритель Близнецов
The Twins' Revolver,Револьвер Близнецов
The Twins' Short Bow,Короткий лук Близнецов
The Twins' Shoulderguard,Наплечник Близнецов
The Twins' Spire,Шпиль Близнецов
The Twins' Striders,Поступь Близнецов
The Twins' Tassets,Набедренники Близнецов
The Twins' Trident,Трезубец Близнецов
The Twins' Visage,Лик Близнецов
The Twins' Visor,Забрало Близнецов
The Twins' Wand,Жезл Близнецов
The Twins' Warfists,Боевые рукавицы Близнецов
The Twins' Warhammer,Боевой молот Близнецов
The Twins' Wristguards,Наручи Близнецов
The Ugly Stick,Уродливая палка
"The union shattered, the spool coming undone, if the enemy is allowed to run amok amongst your lands, then someone must lead the counterattack.","Союз разрушен, катушка разматывается, если врагу позволят бесчинствовать на ваших землях, то кто-то должен возглавить контратаку."
"The unlocked coffer contains rift essence of various tiers.
Double-click to open.",
