english,translate
Plate of Coq Au Vin with Mint Garnish,Тарелка с петухом в вине и мятным гарниром
Plate of Coq Au Vin with Salsa,Тарелка петуха в вине с сальсой
Plate of Coriander Crusted Meat,Тарелка мяса в корочке из кориандра
Plate of Coriander Crusted Meat Dinner,Тарелка мясного ужина с кориандровой корочкой
Plate of Crispy Fish Pancakes,Тарелка хрустящих рыбных оладий
Plate of Eggs Benedict,Тарелка яиц Бенедикт
Plate of Fire Flank Steak,Тарелка острого стейка из вырезки
Plate of Frostgorge Clams,Тарелка моллюсков из Ледяного ущелья
Plate of Imperial Palace Special,Тарелка особого блюда Императорского дворца
Plate of Island Pudding,Тарелка островного пудинга
Plate of Jerk Poultry,Тарелка острой птицы
Plate of Kimchi Pancakes,Тарелка оладий с кимчи
Plate of Lemongrass Poultry,Тарелка птицы с лимонной травой
Plate of Meaty Plant Food,Тарелка мясной растительной пищи
Plate of Mushrooms Yakkington,Тарелка грибов Яккингтона
Plate of Mussels Gnashblade,Тарелка мидий Гнэшблэйда
Plate of Orrian Steak Frittes,Тарелка оррианского стейка-фри
Plate of Pasta with Tomato Sauce,Тарелка пасты с томатным соусом
Plate of Peppercorn-Spiced Beef Carpaccio,Тарелка говяжьего карпаччо с перцем
Plate of Peppercorn-Spiced Coq Au Vin,Тарелка петуха в вине с перцем
Plate of Peppercorn-Spiced Poultry Aspic,Тарелка птичьего заливного с перцем и перцем
Plate of Peppered Clear Truffle Ravioli,Тарелка с перечным равиоли из светлых трюфелей
Plate of Piquant Plant Food,Тарелка пикантной растительной пищи
Plate of Poultry Aspic with Mint Garnish,Тарелка птичьего холодца с мятным гарниром
Plate of Poultry Aspic with Salsa Garnish,Тарелка птичьего заливного с сальсой
Plate of Roast Meat with Braised Leeks,Тарелка жареного мяса с тушёным луком-пореем
Plate of Roast Meat with Mint Sauce,Тарелка жаркого с мятным соусом
Plate of Roasted Cactus,Тарелка жареного кактуса
Plate of Sesame Poultry Aspic,Тарелка птичьего заливного с кунжутом
Plate of Sesame-Crusted Coq Au Vin,Тарелка петуха в вине с кунжутной корочкой
Plate of Sesame-Ginger Beef Carpaccio,Тарелка карпаччо из говядины с кунжутом и имбирем
Plate of Spicy Herbed Chicken,Тарелка пряной курицы с травами
Plate of Spicy Moa Wings,Тарелка острых крыльев моа
Plate of Steak and Asparagus,Стейк со спаржей
Plate of Steak and Asparagus Dinner,Тарелка ужина из стейка со спаржей
Plate of Sugar Rib Roast,Тарелка сладких жареных ребрышек
Plate of Sweet Curried Mussels,Тарелка сладких мидий в карри
Plate of Truffle Steak,Тарелка трюфельного стейка
Plate of Truffle Steak Dinner,Тарелка трюфельного стейка
Plate-Winged Scarab,Пластинчатокрылый скарабей
Plated Axe,Пластинчатый топор
Plated Boots Skin,Облик пластинчатых сапог
Plated Coat Skin,Облик латного доспеха
Plated Dagger,Пластинчатый кинжал
Plated Focus,Пластинчатый фокус
Plated Gauntlets Skin,Облик пластинчатых рукавиц
Plated Greatsword,Ламельный большой меч
Plated Hammer,Пластинчатый молот
Plated Helm Skin,Облик пластинчатого шлема
Plated Leggings Skin,Облик пластинчатых поножей
Plated Longbow,Пластинчатый длинный лук
Plated Mace,Пластинчатая булава
Plated Pauldrons Skin,Облик: Пластинчатые наплечники
Plated Pistol,Пластинчатый Пистолет
Plated Rifle,Бронированная винтовка
Plated Scepter,Пластинчатый скипетр
Plated Shield,Пластинчатый щит
Plated Short Bow,Пластинчатый короткий лук
Plated Sniper Rifle,Бронированная снайперская винтовка
Plated Staff,Пластинчатый посох
Plated Sword,Пластинчатый меч
Plated Torch,Бронированный факел
Plated Warhorn,Пластинчатый боевой рог
Plated Weapon Cache,Пластинчатый тайник с оружием
Platinum Band,Платиновое кольцо
Platinum Chain,Платиновая цепь
Platinum Cow Hoof,Платиновое коровье копыто
Platinum Doubloon,Платиновый дублон
Platinum Filigree,Платиновая филигрань
Platinum Guild Challenger Reward,Награда платинового претендента гильдии
Platinum Hook,Платиновый крюк
Platinum Ingot,Платиновый слиток
Platinum Mining Node,Платиновый узел добычи
Platinum Nib,Платиновое перо
Platinum Ore,Платиновая руда
Platinum Setting,Платиновая оправа
Play Dead,Притвориться мёртвым
Play Script,Сценарий пьесы
Play Track,Воспроизвести трек
Playful Ghost Jade Bot Skin,Игривый призрачный облик дрона-джейда
Playing catch improved your skyscale's reflexes.,Игра в мяч улучшила рефлексы вашего скайскейля.
Playing hide-and-seek taught your skyscale to be stealthier.,Игра в прятки научила вашего скайскейля скрытности.
Plays the chosen song throughout Sun's Refuge.,Воспроизводит выбранную песню в Убежище Солнца.
Plays the selected song while in Lion's Arch.,Воспроизводит выбранную песню в Львиной Арке.
Plikk's Fluid Gas Infuser,Газовый инфузор жидкости Пликка
Plikk's Food Form Manipulator,Манипулятор формы еды Пликка
Plikk's Immersion Circulation System,Система циркуляции погружения Пликка
Plum Dye,Сливовый краситель
Plumed Commodore's Hat Skin,Облик шляпы коммодора с плюмажем
Plump Winterberry,Сочная зимняя ягода
Plush Armchair,Мягкое кресло
Plush Axe,Плюшевый топор
Plush Baby Aurene Backpack,Плюшевый рюкзак с малышкой Аурен
Plush Charr Backpack,Плюшевый рюкзак с чарром
Plush Charr Backpack Cover,Плюшевый чехол для рюкзака чарров
Plush Charr Backpack Set,Плюшевый ранец чара
Plush Chest,Плюшевый сундук
Plush Cuckoo Springer Skin,Облик плюшевого кукушечного спрингера
Plush Dagger,Плюшевый кинжал
Plush Ess,Плюшевая сущность
Plush Ess Backpack,Плюшевый ранец сущности
Plush Focus,Плюшевый фокус
Plush Greatsword,Плюшевый большой меч
Plush Griffon Frame,Рама плюшевого грифона
Plush Griffon Skin,Облик «Плюшевый грифон»
Plush Griffon Tonic,Тоник «Плюшевый грифон»
Plush Hammer,Плюшевый молот
Plush Jorms,Плюшевые Джормы
Plush Jorms Backpack,Плюшевый ранец Джормов
Plush Kralky,Плюшевый Кралки
Plush Longbow,Плюшевый длинный лук
Plush Mace,Плюшевая булава
Plush Mordy,Плюшевый Морди
Plush Mordy Backpack,Плюшевый рюкзак Морди
Plush Moto Backpack,Плюшевый рюкзак Мото
Plush Moto Backpack Cover,Чехол для плюшевого рюкзака Мото
