english,translate
Pastel Purple Dye,Pastel Purple Dye
Pastel Rose Dye,Pastel Rose Dye
Pastel Sea Dye,Pastel Sea Dye
Pastel Spring Dye,Pastel Spring Dye
Pastel Violet Dye,Pastel Violet Dye
Pastel Wine Dye,Pastel Wine Dye
Pastel Winter Dye,Pastel Winter Dye
Pastkeeper Saballa recorded what she remembers of the invading karka on this magic scroll. Give this to Head Researcher Levvi in Lion's Arch.,"«Хранительница прошлого Сабалла записала на этом магическом свитке то, что помнит о вторжении карка. Отдайте это главному исследователю Левви в Lion's Arch»."
Patch of Fur,Patch of Fur
Patchwork Knapsack,Patchwork Knapsack
Path of Fire Waypoint Unlock,Path of Fire Waypoint Unlock
Path of Koda,Path of Koda
Patience and moderation share a tune with the natural rhythm of the world. This card can be found where those who study nature reside.,"Терпение и умеренность созвучны естественному ритму мира. Эту карту можно найти там, где обитают изучающие природу."
Patient Shield,Patient Shield
Patient Sword,Patient Sword
Patina Dye,Patina Dye
Patrol Torch,Patrol Torch
Patron of the Magical Arts Plaque,Patron of the Magical Arts Plaque
Patterned Racing Scarf,Patterned Racing Scarf
Patterned Racing Scarf Box,Patterned Racing Scarf Box
Pauldrons of the Eternal Lieutenant of the Cavalier,Pauldrons of the Eternal Lieutenant of the Cavalier
Pavilion Champion's Medal,Pavilion Champion's Medal
Pavilion Champion's Wolfblade,Pavilion Champion's Wolfblade
Pavilion Pursuit: Bronze,Pavilion Pursuit: Bronze
Pavilion Pursuit: Gold,Pavilion Pursuit: Gold
Pavilion Pursuit: Silver,Pavilion Pursuit: Silver
Paws of Koda,Paws of Koda
Peace Treaty Memo,Peace Treaty Memo
Peaceful Rainbows Homestead Sky,Peaceful Rainbows Homestead Sky
Peacemaker Artifact,Peacemaker Artifact
Peacemaker Axe,Peacemaker Axe
Peacemaker Bow,Peacemaker Bow
Peacemaker Dagger,Peacemaker Dagger
Peacemaker Defender,Peacemaker Defender
Peacemaker Greatsword,Peacemaker Greatsword
Peacemaker Harpoon,Peacemaker Harpoon
Peacemaker Harpoon Gun,Peacemaker Harpoon Gun
Peacemaker Mace,Peacemaker Mace
Peacemaker Pistol,Peacemaker Pistol
Peacemaker Rifle,Peacemaker Rifle
Peacemaker Scepter,Peacemaker Scepter
Peacemaker Staff,Peacemaker Staff
Peacemaker Sword,Peacemaker Sword
Peacemaker Torch,Peacemaker Torch
Peacemaker Trident,Peacemaker Trident
Peacemaker Warhammer,Peacemaker Warhammer
Peacemaker Warhorn,Peacemaker Warhorn
Peacemaker's Axe,Peacemaker's Axe
Peacemaker's Dagger,Peacemaker's Dagger
Peacemaker's Focus,Peacemaker's Focus
Peacemaker's Greatsword,Peacemaker's Greatsword
Peacemaker's Hammer,Peacemaker's Hammer
Peacemaker's Longbow,Peacemaker's Longbow
Peacemaker's Mace,Peacemaker's Mace
Peacemaker's Pistol,Peacemaker's Pistol
Peacemaker's Rifle,Peacemaker's Rifle
Peacemaker's Scepter,Peacemaker's Scepter
Peacemaker's Shield,Peacemaker's Shield
Peacemaker's Short Bow,Peacemaker's Short Bow
Peacemaker's Spear,Peacemaker's Spear
Peacemaker's Speargun,Peacemaker's Speargun
Peacemaker's Staff,Peacemaker's Staff
Peacemaker's Sword,Peacemaker's Sword
Peacemaker's Torch,Peacemaker's Torch
Peacemaker's Trident,Peacemaker's Trident
Peacemaker's Warhorn,Peacemaker's Warhorn
Peach Cookie,Peach Cookie
Peach Dye,Peach Dye
Peach Ice Dye,Peach Ice Dye
Peach Pie,Peach Pie
Peach Sunset Dye,Peach Sunset Dye
Peach Tart,Peach Tart
Peach Tint Dye,Peach Tint Dye
Peaches in Bulk,Peaches in Bulk
Peacock Bass,Peacock Bass
Peacock Scepter Skin,Peacock Scepter Skin
Peanut Butter Dye,Peanut Butter Dye
Pearl Bludgeoner,Pearl Bludgeoner
Pearl Bludgeoner of Force,Pearl Bludgeoner of Force
Pearl Blunderbuss,Pearl Blunderbuss
Pearl Blunderbuss of Force,Pearl Blunderbuss of Force
Pearl Brazier of Leeching,Pearl Brazier of Leeching
Pearl Broadsword,Pearl Broadsword
Pearl Broadsword of Force,Pearl Broadsword of Force
Pearl Carver,Pearl Carver
Pearl Carver of Force,Pearl Carver of Force
Pearl Conch,Pearl Conch
Pearl Conch of Leeching,Pearl Conch of Leeching
Pearl Copper Amulet,Pearl Copper Amulet
Pearl Copper Ring,Pearl Copper Ring
Pearl Copper Stud,Pearl Copper Stud
Pearl Crusher,Pearl Crusher
Pearl Crusher of Leeching,Pearl Crusher of Leeching
Pearl Handcannon,Pearl Handcannon
Pearl Handcannon of Force,Pearl Handcannon of Force
Pearl Impaler,Pearl Impaler
Pearl Impaler of Leeching,Pearl Impaler of Leeching
Pearl Needler,Pearl Needler
Pearl Needler of Force,Pearl Needler of Force
Pearl Quarterstaff,Pearl Quarterstaff
Pearl Quarterstaff of Force,Pearl Quarterstaff of Force
Pearl Reaver,Pearl Reaver
Pearl Reaver of Leeching,Pearl Reaver of Leeching
Pearl Rod,Pearl Rod
Pearl Rod of Force,Pearl Rod of Force
Pearl Sabre,Pearl Sabre
Pearl Sabre of Force,Pearl Sabre of Force
Pearl Shell,Pearl Shell
Pearl Shell of Leeching,Pearl Shell of Leeching
Pearl Siren,Pearl Siren
Pearl Siren of Leeching,Pearl Siren of Leeching
Pearl Speargun,Pearl Speargun
Pearl Speargun of Leeching,Pearl Speargun of Leeching
Pearl Stinger,Pearl Stinger
Pearl Stinger of Force,Pearl Stinger of Force
Pearl Trident of Leeching,Pearl Trident of Leeching
Pearlshell Axe Skin,Pearlshell Axe Skin
Pearlshell Dagger Skin,Pearlshell Dagger Skin
Pearlshell Focus Skin,Pearlshell Focus Skin
Pearlshell Greatsword Skin,Pearlshell Greatsword Skin
Pearlshell Hammer Skin,Pearlshell Hammer Skin
Pearlshell Longbow Skin,Pearlshell Longbow Skin
Pearlshell Mace Skin,Pearlshell Mace Skin
Pearlshell Pistol Skin,Pearlshell Pistol Skin
Pearlshell Rifle Skin,Pearlshell Rifle Skin
Pearlshell Scepter Skin,Pearlshell Scepter Skin
Pearlshell Selection Box,Pearlshell Selection Box
Pearlshell Shield Skin,Pearlshell Shield Skin
Pearlshell Short Bow Skin,Pearlshell Short Bow Skin
Pearlshell Spear Skin,Pearlshell Spear Skin
Pearlshell Staff Skin,Pearlshell Staff Skin
Pearlshell Sword Skin,Pearlshell Sword Skin
Pearlshell Torch Skin,Pearlshell Torch Skin
Pearlshell Warhorn Skin,Pearlshell Warhorn Skin
Pears in Bulk,Pears in Bulk
Peasant's Solution,Peasant's Solution
Peeled Spikeroot Fruit,Peeled Spikeroot Fruit
Peer Reviewed Research,Peer Reviewed Research
Peerless Assaulter Greatbow,Peerless Assaulter Greatbow
Peerless Assaulter Torch,Peerless Assaulter Torch
Peerless Defender Greatbow,Peerless Defender Greatbow
Peerless Defender Torch,Peerless Defender Torch
