english,translate
Focusing Prism,Фокусирующая призма
Foefire Amulet,Амулет «Огонь врага»
Foefire Axe Skin,Облик топора «Огонь врага»
Foefire Chestguard Skin,Облик нагрудника «Огонь врага»
Foefire Dagger Skin,Облик кинжала «Огонь врага»
Foefire Focus Skin,Облик фокуса «Огонь врага»
Foefire Greatsword Skin,Облик двуручного меча «Огонь врага»
Foefire Greaves Skin,Облик наголенников «Огонь врага»
Foefire Hammer Skin,Облик молота «Огонь врага»
Foefire Legwraps Skin,Облик поножей «Огонь врага»
Foefire Longbow Skin,Облик длинного лука «Огонь врага»
Foefire Mace Skin,Облик булавы «Огонь врага»
Foefire Mantle Skin,Облик накидки «Огонь врага»
Foefire Mask Helm Skin,Облик шлема-маски «Огонь врага»
Foefire Pistol Skin,Облик пистолета «Огонь врага»
Foefire Rifle Skin,Облик винтовки «Огонь врага»
Foefire Scepter Skin,Облик скипетра «Огонь врага»
Foefire Shield Skin,Облик щита «Огонь врага»
Foefire Short Bow Skin,Облик короткого лука «Огонь врага»
Foefire Spear Skin,Облик копья «Огонь врага»
Foefire Staff Skin,Облик посоха «Огонь врага»
Foefire Sword Skin,Облик меча «Огонь врага»
Foefire Torch Skin,Облик факела «Огонь врага»
Foefire Warhorn Skin,Облик боевого рога «Огонь врага»
Foefire Wraps Skin,Облик обмоток «Огонь врага»
Foefire's Essence,Эссенция Огня врага
Foefire's Power,Сила Огня врага
Foewatch Shield,Щит дозора за врагом
Foewatch Sword,Меч дозора за врагом
Fog Dye,Краска «Туман»
Fog Machine,Туманная машина
Fog's Damp,Сырость тумана
Foil-Wrapped Candy,Конфета в фольге
Folded Silk Tapestry,Сложенный шёлковый гобелен
Fool's Dog Treat,Собачье лакомство глупца
Fool's Loot Box,Коробка с добычей глупца
Fool's Ocular Tonic,Глазной тоник глупца
Fool's Tall Tonic,Тоник «Рост глупца»
Foot Pads,Подошвы
"For Elementalist, Mesmer, and Necromancer professions. Contains a light helm, coat, legs, boots, shoulders, and gloves, and a Profane armor skin.","Для профессий элементалист, месмер и некромант. Содержит лёгкие шлем, куртку, поножи, сапоги, наплечники и перчатки, а также облик брони «Профан»."
"For Engineer, Ranger, and Thief professions. Contains a medium helm, coat, legs, boots, shoulders, and gloves, and a Krytan armor skin.","Для профессий инженер, рейнджер и вор. Содержит средние шлем, куртку, поножи, сапоги, наплечники и перчатки, а также облик крытанской брони."
"For guardian, warrior, and revenant professions. Contains a heavy helm, coat, legs, boots, shoulders, and gloves, and a Primeval armor skin.","Для профессий страж, воин и ревенант. Содержит тяжёлые шлем, куртку, поножи, сапоги, наплечники и перчатки, а также облик брони «Первобытная»."
For Science,Ради науки
Forager Sneckit in Skrittsburgh Hillstead collects this meat so it can feed skritt throughout Skrittsburgh.,"Собиратель Снеккит в Холмовой усадьбе Скриттсбурга собирает это мясо, чтобы кормить скриттов по всему Скриттсбургу."
Foraging Sickle,Серп собирателя
Forbidden Research,Запретное исследование
Force of Koda,Сила Коды
Force of the Searing,Сила Опаления
Force-Amplifying Impact Device,Устройство усиления силы удара
Forest Archer Cape,Плащ Лесного Лучника
Forest Archer Quiver,Колчан лесного лучника
Forest Axe,Лесной топор
Forest Bow,Лесной лук
Forest Brace,Лесная опора
Forest Dagger,Лесной кинжал
Forest Focus,Лесной фокус
Forest Greatsword,Лесной двуручный меч
Forest Harpoon,Лесной гарпун
Forest Harpoon Gun,Лесное гарпунное ружьё
Forest Mace,Лесная булава
Forest Pistol,Лесной пистолет
Forest Rifle,Лесная винтовка
Forest Scepter,Лесной скипетр
Forest Scout Cape,Плащ лесного разведчика
Forest Shield,Лесной щит
Forest Short Bow,Лесной короткий лук
Forest Staff,Лесной посох
Forest Sword,Лесной меч
Forest Warhorn,Лесной боевой рог
Forest Wisp,Лесной дух
Forest Wisp Infusion,Инфузия лесного духа
Forester's Harvesting Sickle,Серп лесника
Forester's Logging Axe,Топор лесника
Forester's Mining Pick,Кирка лесника
Foretold Dye,Краска «Предсказание»
Forge Axe,Кузнечный топор
Forge Blade,Кузнечный клинок
Forge Bow,Кузнечный лук
Forge Crusher,Кузнечный дробитель
Forge Dagger,Кузнечный кинжал
Forge Focus,Кузнечный фокус
Forge Gavel,Кузнечный молоток
Forge Greatsword,Кузнечный двуручный меч
Forge Guard's Armor Box,Коробка с бронёй стража кузни
Forge Guard's Heavy Boots,Тяжёлые сапоги стража кузни
Forge Guard's Heavy Cuirass,Тяжёлая кираса стража кузни
Forge Guard's Heavy Gloves,Тяжёлые перчатки стража кузни
Forge Guard's Heavy Helmet,Тяжёлый шлем стража кузни
Forge Guard's Heavy Leggings,Тяжёлые поножи стража кузни
Forge Guard's Heavy Pauldron,Тяжёлый наплечник стража кузни
Forge Guard's Light Boots,Лёгкие сапоги стража кузни
Forge Guard's Light Cuirass,Лёгкая кираса стража кузни
Forge Guard's Light Gloves,Лёгкие перчатки стража кузни
Forge Guard's Light Helmet,Лёгкий шлем стража кузни
Forge Guard's Light Leggings,Лёгкие поножи стража кузни
Forge Guard's Light Pauldron,Лёгкий наплечник стража кузни
Forge Guard's Medium Boots,Средние сапоги стража кузни
Forge Guard's Medium Cuirass,Средняя кираса стража кузни
Forge Guard's Medium Gloves,Средние перчатки стража кузни
Forge Guard's Medium Helmet,Средний шлем стража кузни
Forge Guard's Medium Leggings,Средние поножи стража кузни
Forge Guard's Medium Pauldron,Средний наплечник стража кузни
Forge Guard's Surprise Dagger,Кинжал-сюрприз стража кузни
Forge Guard's Token: Boots,Жетон стража кузни: Сапоги
Forge Guard's Token: Cuirass,Жетон стража кузни: Кираса
Forge Guard's Token: Gloves,Жетон стража кузни: Перчатки
