english,translate
Hunter's Wood Stool,Деревянный табурет охотника
Hunter's Wool Insignia,Шерстяная инсигния охотника
Hunters Longbow,Длинный лук охотника
Hunting Harpoon,Охотничий гарпун
Hunting Pistol,Охотничий пистолет
Hunting Speargun,Охотничье гарпунное ружьё
Hunting Trident,Охотничий трезубец
Hunting Trophy,Охотничий трофей
Huntsman Starter Kit,Стартовый набор охотника
Huntsman's Testimony,Свидетельство оружейника
Hush Dye,Краска «Тишина»
Husk of the Destroyer,Оболочка разрушителя
Hydra Dye,Краска «Гидра»
Hydra Staff,Посох гидры
Hydrangea Dye,Краска «Гортензия»
Hydrocatalytic Reagent,Гидрокаталитический реагент
Hydrone Labs Medal,Медаль лабораторий Гидрон
Hylek Alchemy Apprentice Tome,Фолиант ученика алхимии хилеков
Hylek Armor,Броня хилеков
Hylek Blowgun,Духовая трубка хилеков
Hylek Blue Hue Potion,Зелье синего оттенка хилеков
Hylek Crab Skewer,Крабовый шашлык хилеков
Hylek Dart Poison Gland,Ядовитая железа для дротиков хилеков
Hylek Elucidator,Разъяснитель хилеков
Hylek Fish Poker,Рыболовный багор хилеков
Hylek Fishing Pole,Удочка хилеков
Hylek Green Hue Potion,Зелье зелёного оттенка хилеков
Hylek Loot Box,Ящик с добычей хилеков
Hylek Maintenance Kit,Набор для обслуживания хилеков
Hylek Maintenance Oil,Масло для обслуживания хилеков
Hylek Orange Hue Potion,Зелье оранжевого оттенка хилеков
Hylek poison from the Durotl tribe that Blopp needs for his research.,"Яд хилеков из племени Дуротл, нужный Блоппу для исследований."
Hylek Poison Pot,Горшок с ядом хилеков
Hylek Red Hue Potion,Зелье красного оттенка хилеков
Hylek Scout Telescope,Подзорная труба разведчика хилеков
Hylek Tongue,Язык хилека
Hylek Torch,Факел хилеков
Hylek Totem,Тотем хилеков
Hylek Trinket,Безделушка хилеков
Hylek Yellow Hue Potion,Зелье жёлтого оттенка хилеков
Hylek-Slayer Badge,Знак истребителя хилеков
Hymn of Glory,Гимн славы
Hymn to the Prophets,Гимн пророкам
Hypnotic Scepter,Гипнотический скипетр
"I'm sure Isgarren won't mind if I borrow this...

This item only has value as part of the Missing Brood collection.","Уверен, Искаррен не будет против, если я это возьму...

Этот предмет ценен только как часть коллекции «Пропавшая стая»."
I: The Forager,I: Собиратель
Iboga Dye,Краска «Ибога»
Iboga Petals,Лепестки ибоги
Ice Block,Ледяной блок
Ice Castle: Floor,Ледяной замок: пол
Ice Castle: Roof,Ледяной замок: крыша
Ice Castle: Turret,Ледяной замок: башенка
Ice Castle: Wall,Ледяной замок: стена
Ice Crown Skin,Облик ледяной короны
