english,translate
Meal Feast: Double-click to set out a Feast of Truffle Steak Dinner to share with anyone in the area. Feast stays active for 5 minutes.,"Пиршество: дважды щёлкните, чтобы выставить пиршество из стейка с трюфелем (ужин), которым можно поделиться со всеми поблизости. Пиршество активно 5 минут."
Meal Feast: Double-click to set out a Feast of Truffle Steak to share with anyone in the area. Feast stays active for 5 minutes.,"Пиршество: дважды щёлкните, чтобы выставить пиршество из стейка с трюфелем, которым можно поделиться со всеми поблизости. Пиршество активно 5 минут."
Meal Feast: Double-click to set out a Feast of Turnip Casseroles to share with anyone in the area. Feast stays active for 5 minutes.,"Пиршество: дважды щёлкните, чтобы выставить пиршество из запеканок из репы, которым можно поделиться со всеми поблизости. Пиршество активно 5 минут."
Meal Feast: Double-click to set out a Feast of Veggie Pizzas to share with anyone in the area. Feast stays active for 5 minutes.,"Пиршество: дважды щёлкните, чтобы выставить пиршество из овощных пицц, которым можно поделиться со всеми поблизости. Пиршество активно 5 минут."
Meal Feast: Double-click to set out a Pot of Mushroom and Asparagus Risotto to share with anyone in the area. Pot stays active for 5 minutes.,"Пиршество: Дважды щёлкните, чтобы выставить Pot of Mushroom and Asparagus Risotto, чтобы поделиться с любым в области. Горшок остается активным в течение 5 минут."
Meal Feast: Double-click to set out a Pot of Mushroom Risotto to share with anyone in the area. Pot stays active for 5 minutes.,"Пиршество: Дважды щёлкните, чтобы выставить Pot of Mushroom Risotto, чтобы поделиться с любым в области. Горшок остается активным в течение 5 минут."
Meal Feast: Double-click to set out a Pot of Sweet and Spicy Beans to share with anyone in the area. Feast stays active for 5 minutes.,"Пиршество: Дважды щёлкните, чтобы выставить Горшок сладких и острых бобов, чтобы поделиться с любым в области. Пиршество остается активным в течение 5 минут."
Meal Feast: Double-click to set out a Pot of Truffle Risotto to share with anyone in the area. Pot stays active for 5 minutes.,"Пиршество: Дважды щёлкните, чтобы выставить Pot of Truffle Risotto, чтобы поделиться с любым в области. Горшок остается активным в течение 5 минут."
Measuring Spoon,Мерная ложка
Meat Hunk,Кусок мяса
Meat Pie,Мясной пирог
Meatball Dinner,Ужин с фрикадельками
Meatoberfest Sausage,Сосиска Мясоберфеста
Meatoberfest Souvenir Mug,Сувенирная кружка Мясоберфеста
Meatoberfest Souvenir Spoon,Сувенирная ложка Мясоберфеста
Meaty Asparagus Skewer,Сочная спаржа на шампуре
Meaty Rice Bowl,Сытная миска риса
Mecha Anchor,Меха-якорь
Mechanical Frame,Механический каркас
Mechanical Golem Eye,Глаз механического голема
Mechanical Pistol Frame,Рамка механического пистолета
Mechanist Ninn will want to examine this.,Механист Нинн захочет это изучить.
Mechanist's Authorization Papers,Разрешительные документы механиста
Mechanist's Cache,Тайник механиста
Mechanist's Feat,Подвиг механиста
Mechanist's Mace,Булава механиста
Mechanist's Ring,Кольцо механиста
Mechanist's Safety Manual,Руководство механиста по безопасности
Mechanist's Stamp,Печать механиста
Mechanist's Trinket,Безделушка механиста
Medallion of the Assassin,Медальон убийцы
Medallion of the Magi,Медальон волхва
Medallion of the Rabid,Медальон бешеного
Medallion of the Shaman,Медальон шамана
Medallion of the Soldier,Медальон воина
Meddler's Pistol,Пистолет Возмутителя
Meddler's Rifle,Винтовка Мешателя
Meddler's Torch,Факел Возмутителя
Medical Aid Recording,Запись о предоставлении медицинской помощи
Medical Datacell,Медицинская ячейка данных
Medical Kit,Медицинский набор
Medical Pack,Медицинский пакет
Meditation Log: Completed Log,Журнал медитации: завершённый журнал
Meditation Log: Crystal Oasis,Журнал медитации: Crystal Oasis
Meditation Log: Desert Highlands,Журнал медитации: Пустынные нагорья
Meditation Log: Domain of Vabbi,Журнал медитации: Domain of Vabbi
Meditation Log: Elon Riverlands,Журнал медитации: Elon Riverlands
Meditation Log: The Desolation,Журнал медитации: Запустение
Meditation Logbook,Журнал медитации
Meditative Garden Homestead Package,Комплект для обустройства медитативного сада
Medium Bag of Bandit Crests,Средний мешок с эмблемами бандитов
Medium Bag of Booty,Средний мешок добычи
Medium Bag of Geodes,Средний мешок с геодами
Medium Bag of Obsidian,Средний мешок обсидиана
Medium Bag of Skritt Shinies,Средний мешочек блестяшек скриттов
Medium Bag of Supplies,Средняя сумка с припасами
Medium Bag of Trinkets,Средний мешок безделушек
Medium Balance Leggings,Средние поножи равновесия
Medium Baroque Mask,Средняя барочная маска
Medium Blue Ice Shoulderguards,Средние наплечники «Голубой лёд»
Medium Boots Token,Жетон средних сапог
Medium Castoran Diver's Mask,Средняя маска водолаза Касторана
