english,translate
Etherbound Gauntlets,Etherbound Gauntlets
Etherbound Greatsword,Etherbound Greatsword
Etherbound Greaves,Etherbound Greaves
Etherbound Hammer,Etherbound Hammer
Etherbound Helm,Etherbound Helm
Etherbound Legguard,Etherbound Legguard
Etherbound Longbow,Etherbound Longbow
Etherbound Mace,Etherbound Mace
Etherbound Pauldrons,Etherbound Pauldrons
Etherbound Pistol,Etherbound Pistol
Etherbound Rifle,Etherbound Rifle
Etherbound Scepter,Etherbound Scepter
Etherbound Shield,Etherbound Shield
Etherbound Short Bow,Etherbound Short Bow
Etherbound Staff,Etherbound Staff
Etherbound Sword,Etherbound Sword
Etherbound Torch,Etherbound Torch
Etherbound Warhorn,Etherbound Warhorn
Evergreen Boots,Evergreen Boots
Evergreen Gloves,Evergreen Gloves
Evergreen Helm,Evergreen Helm
Evergreen Leggings,Evergreen Leggings
Exalted Shoulders,Exalted Shoulders
Exalted Sniping Bow,Exalted Sniping Bow
Expedition Cape,Expedition Cape
Explosive Turbo Greaves,Explosive Turbo Greaves
Falconer's Boots,Falconer's Boots
Falconer's Coat,Falconer's Coat
Falconer's Gloves,Falconer's Gloves
Falconer's Leggings,Falconer's Leggings
Falconer's Mask,Falconer's Mask
Falconer's Shoulderpads,Falconer's Shoulderpads
Fashionable Kilt,Fashionable Kilt
Fate Unraveling Sword,Fate Unraveling Sword
Feathered Inquest Breastplate,Feathered Inquest Breastplate
Feathered Inquest Helm,Feathered Inquest Helm
Feathered Inquest Leggings,Feathered Inquest Leggings
Feathered Inquest Mantle,Feathered Inquest Mantle
Fiery Dragon Slayer Axe,Fiery Dragon Slayer Axe
Fiery Dragon Slayer Dagger,Fiery Dragon Slayer Dagger
Fiery Dragon Slayer Focus,Fiery Dragon Slayer Focus
Fiery Dragon Slayer Greatsword,Fiery Dragon Slayer Greatsword
Fiery Dragon Slayer Hammer,Fiery Dragon Slayer Hammer
Fiery Dragon Slayer Longbow,Fiery Dragon Slayer Longbow
Fiery Dragon Slayer Mace,Fiery Dragon Slayer Mace
Fiery Dragon Slayer Pistol,Fiery Dragon Slayer Pistol
Fiery Dragon Slayer Rifle,Fiery Dragon Slayer Rifle
Fiery Dragon Slayer Scepter,Fiery Dragon Slayer Scepter
Fiery Dragon Slayer Shield,Fiery Dragon Slayer Shield
Fiery Dragon Slayer Short Bow,Fiery Dragon Slayer Short Bow
Fiery Dragon Slayer Staff,Fiery Dragon Slayer Staff
Fiery Dragon Slayer Sword,Fiery Dragon Slayer Sword
Fiery Dragon Slayer Torch,Fiery Dragon Slayer Torch
Fiery Dragon Slayer Warhorn,Fiery Dragon Slayer Warhorn
Final Death,Final Death
Fire Bloom Tattoo Chest,Fire Bloom Tattoo Chest
Fire Bloom Tattoo Legs,Fire Bloom Tattoo Legs
Fires of Balthazar,Fires of Balthazar
Firstborn Boots,Firstborn Boots
Firstborn Coat,Firstborn Coat
Firstborn Gloves,Firstborn Gloves
Firstborn Helm,Firstborn Helm
Firstborn Leggings,Firstborn Leggings
Firstborn Shoulderguards,Firstborn Shoulderguards
Fishing Bait,Fishing Bait
Fishing Lure,Fishing Lure
Flame Dagger,Flame Dagger
Flame Dominion Torch,Flame Dominion Torch
Flame Focus,Flame Focus
Flame Legion Combat Blade,Flame Legion Combat Blade
Flame Legion Flamesaw,Flame Legion Flamesaw
Flame Legion Longshot,Flame Legion Longshot
Flame Legion Pistol,Flame Legion Pistol
Flame Legion Staff,Flame Legion Staff
Flame Short Bow,Flame Short Bow
Flame Speargun,Flame Speargun
Flame Trident,Flame Trident
Flamewrath Gauntlets,Flamewrath Gauntlets
Flamewrath Pauldrons,Flamewrath Pauldrons
Flamewrath Warboots,Flamewrath Warboots
Flat Boatsman Hat,Flat Boatsman Hat
Flesh and Sinew,Flesh and Sinew
Flower Corsage Shoulder,Flower Corsage Shoulder
Flower Diadem,Flower Diadem
Flower Eyepatch,Flower Eyepatch
Flowing Silk Backpack,Flowing Silk Backpack
Foefire Axe,Foefire Axe
Foefire Chestguard,Foefire Chestguard
Foefire Dagger,Foefire Dagger
Foefire Focus,Foefire Focus
Foefire Greatsword,Foefire Greatsword
Foefire Greaves,Foefire Greaves
Foefire Hammer,Foefire Hammer
Foefire Legwraps,Foefire Legwraps
Foefire Longbow,Foefire Longbow
Foefire Mace,Foefire Mace
Foefire Mantle,Foefire Mantle
Foefire Mask,Foefire Mask
Foefire Pistol,Foefire Pistol
Foefire Rifle,Foefire Rifle
Foefire Scepter,Foefire Scepter
Foefire Shield,Foefire Shield
Foefire Short Bow,Foefire Short Bow
Foefire Spear,Foefire Spear
Foefire Staff,Foefire Staff
Foefire Sword,Foefire Sword
Foefire Torch,Foefire Torch
Foefire Warhorn,Foefire Warhorn
Foefire Wraps,Foefire Wraps
Forged Backpack,Forged Backpack
Forged Greathammer,Forged Greathammer
Fortunate Blossom Fishing Rod,Fortunate Blossom Fishing Rod
Fox Fire Axe,Fox Fire Axe
Fox Fire Dagger,Fox Fire Dagger
Fox Fire Focus,Fox Fire Focus
Fox Fire Greatsword,Fox Fire Greatsword
Fox Fire Hammer,Fox Fire Hammer
Fox Fire Longbow,Fox Fire Longbow
Fox Fire Mace,Fox Fire Mace
Fox Fire Pistol,Fox Fire Pistol
Fox Fire Rifle,Fox Fire Rifle
Fox Fire Scepter,Fox Fire Scepter
Fox Fire Shield,Fox Fire Shield
Fox Fire Short Bow,Fox Fire Short Bow
Fox Fire Spear,Fox Fire Spear
Fox Fire Staff,Fox Fire Staff
Fox Fire Sword,Fox Fire Sword
Fox Fire Torch,Fox Fire Torch
Fox Fire Warhorn,Fox Fire Warhorn
Fractal Capacitor,Fractal Capacitor
Freezie Crown,Freezie Crown
Fresh Swim Bottoms,Fresh Swim Bottoms
Fresh Swim Top,Fresh Swim Top
Frost Dominion Mace,Frost Dominion Mace
Frostforged Axe,Frostforged Axe
Frostforged Dagger,Frostforged Dagger
Frostforged Focus,Frostforged Focus
Frostforged Greatsword,Frostforged Greatsword
Frostforged Hammer,Frostforged Hammer
Frostforged Longbow,Frostforged Longbow
Frostforged Mace,Frostforged Mace
Frostforged Pistol,Frostforged Pistol
Frostforged Rifle,Frostforged Rifle
Frostforged Scepter,Frostforged Scepter
Frostforged Shield,Frostforged Shield
Frostforged Short Bow,Frostforged Short Bow
Frostforged Staff,Frostforged Staff
Frostforged Sword,Frostforged Sword
Frostforged Torch,Frostforged Torch
Frostforged Warhorn,Frostforged Warhorn
Full Moon Axe,Full Moon Axe
Full Moon Dagger,Full Moon Dagger
Full Moon Focus,Full Moon Focus
Full Moon Greatsword,Full Moon Greatsword
Full Moon Hammer,Full Moon Hammer
Full Moon Longbow,Full Moon Longbow
Full Moon Mace,Full Moon Mace
Full Moon Pistol,Full Moon Pistol
Full Moon Rifle,Full Moon Rifle
