english,translate
Beastslayer Scepter,Скипетр зверобоя
Beastslayer Shield,Щит зверобоя
Beastslayer Short Bow,Короткий лук зверобоя
Beastslayer Staff,Посох зверобоя
Beastslayer Sword,Меч зверобоя
Beastslayer Torch,Факел зверобоя
Beastslayer Warhorn,Боевой рог зверобоя
Belinda's Greatsword,Двуручный меч Белинды
Benthic Aquabreather,Глубинная аквамаска
Benthic Hydrobreather,Глубинная гидромаска
Benthic Waterbreather,Глубинная водомаска
Bestial Tides Tattoo Chest,Сундук с татуировкой «Звериные приливы» (торс)
Bestial Tides Tattoo Legs,Штаны с татуировкой «Звериные приливы»
Beta Fractal Capacitor,Фрактальный бета-конденсатор
Bioluminescent Axe,Биолюминесцентный топор
Bioluminescent Dagger,Биолюминесцентный кинжал
Bioluminescent Focus,Биолюминесцентный фокус
Bioluminescent Greatsword,Биолюминесцентный большой меч
Bioluminescent Hammer,Биолюминесцентный молот
Bioluminescent Longbow,Биолюминесцентный длинный лук
Bioluminescent Mace,Биолюминесцентная булава
Bioluminescent Pistol,Биолюминесцентный пистолет
Bioluminescent Rifle,Биолюминесцентное ружьё
Bioluminescent Scepter,Биолюминесцентный скипетр
Bioluminescent Shield,Биолюминесцентный щит
Bioluminescent Short Bow,Биолюминесцентный короткий лук
Bioluminescent Staff,Биолюминесцентный посох
Bioluminescent Sword,Биолюминесцентный меч
Bioluminescent Torch,Биолюминесцентный факел
Bioluminescent Warhorn,Биолюминесцентный боевой рог
Black Earth Aquabreather,Аквамаска чёрной земли
Blazing Cape,Пылающий плащ
Blissful Boots,Блаженные сапоги
Blissful Skirt,Блаженная юбка
Blood Dominion Greatsword,Двуручный меч Доминиона Крови
Blood Legion Combat Blade,Боевой клинок Кровавого легиона
Blood Legion Flamesaw,Огнепила Кровавого легиона
Blood Legion Longshot,Дальнобой Кровавого легиона
Blood Legion Pistol,Пистолет Кровавого легиона
Blood Legion Staff,Посох Кровавого легиона
Blood Moon Axe,Топор кровавой луны
Blood Moon Dagger,Кинжал кровавой луны
Blood Moon Focus,Фокус кровавой луны
Blood Moon Greatsword,Двуручный меч кровавой луны
Blood Moon Hammer,Молот кровавой луны
Blood Moon Longbow,Длинный лук кровавой луны
Blood Moon Mace,Булава кровавой луны
Blood Moon Pistol,Пистолет кровавой луны
Blood Moon Rifle,Ружьё кровавой луны
Blood Moon Scepter,Скипетр кровавой луны
Blood Moon Shield,Щит кровавой луны
Blood Moon Short Bow,Короткий лук кровавой луны
Blood Moon Spear,Копьё кровавой луны
Blood Moon Staff,Посох кровавой луны
Blood Moon Sword,Меч кровавой луны
Blood Moon Torch,Факел кровавой луны
Blood Moon Warhorn,Боевой рог кровавой луны
Bloodflame Sword,Меч «Кровавое пламя»
Bloodstained Lunatic Noble Coat,Окровавленная куртка безумного дворянина
Bloodstained Lunatic Noble Mask,Окровавленная маска безумного дворянина
Bloodstone Axe,Топор из кровавого камня
Bloodstone Dagger,Кинжал из кровавого камня
