english,translate
Crystal Bloom Axe,Crystal Bloom Axe
Crystalline Wings Backpack,Crystalline Wings Backpack
Cuddly Cat Backpack,Cuddly Cat Backpack
Cyberhowl Greatsword,Cyberhowl Greatsword
Dapper Coat,Dapper Coat
Dapper Pants,Dapper Pants
Dapper Wingtips,Dapper Wingtips
Dark Matter Axe,Dark Matter Axe
Dark Matter Dagger,Dark Matter Dagger
Dark Matter Focus,Dark Matter Focus
Dark Matter Greatsword,Dark Matter Greatsword
Dark Matter Hammer,Dark Matter Hammer
Dark Matter Longbow,Dark Matter Longbow
Dark Matter Mace,Dark Matter Mace
Dark Matter Pistol,Dark Matter Pistol
Dark Matter Rifle,Dark Matter Rifle
Dark Matter Scepter,Dark Matter Scepter
Dark Matter Shield,Dark Matter Shield
Dark Matter Short Bow,Dark Matter Short Bow
Dark Matter Staff,Dark Matter Staff
Dark Matter Sword,Dark Matter Sword
Dark Matter Torch,Dark Matter Torch
Dark Matter Warhorn,Dark Matter Warhorn
Dark Sanctified Axe,Dark Sanctified Axe
Dark Sanctified Dagger,Dark Sanctified Dagger
Dark Sanctified Focus,Dark Sanctified Focus
Dark Sanctified Greatsword,Dark Sanctified Greatsword
Dark Sanctified Hammer,Dark Sanctified Hammer
Dark Sanctified Longbow,Dark Sanctified Longbow
Dark Sanctified Mace,Dark Sanctified Mace
Dark Sanctified Pistol,Dark Sanctified Pistol
Dark Sanctified Rifle,Dark Sanctified Rifle
Dark Sanctified Scepter,Dark Sanctified Scepter
Dark Sanctified Shield,Dark Sanctified Shield
Dark Sanctified Short Bow,Dark Sanctified Short Bow
Dark Sanctified Staff,Dark Sanctified Staff
Dark Sanctified Sword,Dark Sanctified Sword
Dark Sanctified Torch,Dark Sanctified Torch
Dark Sanctified Warhorn,Dark Sanctified Warhorn
Dark Templar Breastplate,Dark Templar Breastplate
Dark Templar Gauntlets,Dark Templar Gauntlets
Dark Templar Greaves,Dark Templar Greaves
Dark Templar Tassets,Dark Templar Tassets
Dark Tyrant Axe,Dark Tyrant Axe
Dark Tyrant Sword,Dark Tyrant Sword
Dark Wing Axe,Dark Wing Axe
Dark Wing Dagger,Dark Wing Dagger
Dark Wing Focus,Dark Wing Focus
Dark Wing Greatsword,Dark Wing Greatsword
Dark Wing Hammer,Dark Wing Hammer
Dark Wing Longbow,Dark Wing Longbow
Dark Wing Mace,Dark Wing Mace
Dark Wing Pistol,Dark Wing Pistol
Dark Wing Rifle,Dark Wing Rifle
Dark Wing Scepter,Dark Wing Scepter
Dark Wing Shield,Dark Wing Shield
Dark Wing Short Bow,Dark Wing Short Bow
Dark Wing Staff,Dark Wing Staff
Dark Wing Sword,Dark Wing Sword
Dark Wing Torch,Dark Wing Torch
Dark Wing Warhorn,Dark Wing Warhorn
Darksteel Javelin,Darksteel Javelin
Darksteel Shield,Darksteel Shield
Daydreamer's Axe,Daydreamer's Axe
Daydreamer's Dagger,Daydreamer's Dagger
Daydreamer's Focus,Daydreamer's Focus
Daydreamer's Greatsword,Daydreamer's Greatsword
Daydreamer's Hammer,Daydreamer's Hammer
Daydreamer's Longbow,Daydreamer's Longbow
Daydreamer's Mace,Daydreamer's Mace
Daydreamer's Pistol,Daydreamer's Pistol
Daydreamer's Rifle,Daydreamer's Rifle
Daydreamer's Scepter,Daydreamer's Scepter
Daydreamer's Shield,Daydreamer's Shield
Daydreamer's Short Bow,Daydreamer's Short Bow
Daydreamer's Staff,Daydreamer's Staff
Daydreamer's Sword,Daydreamer's Sword
Daydreamer's Torch,Daydreamer's Torch
Daydreamer's Warhorn,Daydreamer's Warhorn
Deathly Avian Pauldrons,Deathly Avian Pauldrons
Deathly Avian Shoulderpads,Deathly Avian Shoulderpads
Deathly Bull's Pauldrons,Deathly Bull's Pauldrons
Deathly Mantle,Deathly Mantle
Deathly Shoulderpads,Deathly Shoulderpads
Decade's End,Decade's End
Decade's Guild,Decade's Guild
Decade's Heart,Decade's Heart
Decade's Path,Decade's Path
Decade's Reach,Decade's Reach
Decade's Saga,Decade's Saga
Decade's Star,Decade's Star
Decade's War,Decade's War
Decima's Manica,Decima's Manica
Defiant Glass Axe,Defiant Glass Axe
Defiant Glass Dagger,Defiant Glass Dagger
Defiant Glass Focus,Defiant Glass Focus
Defiant Glass Greatsword,Defiant Glass Greatsword
Defiant Glass Hammer,Defiant Glass Hammer
Defiant Glass Longbow,Defiant Glass Longbow
Defiant Glass Mace,Defiant Glass Mace
Defiant Glass Pistol,Defiant Glass Pistol
Defiant Glass Rifle,Defiant Glass Rifle
Defiant Glass Scepter,Defiant Glass Scepter
Defiant Glass Shield,Defiant Glass Shield
Defiant Glass Short Bow,Defiant Glass Short Bow
Defiant Glass Staff,Defiant Glass Staff
Defiant Glass Sword,Defiant Glass Sword
Defiant Glass Torch,Defiant Glass Torch
Defiant Glass Warhorn,Defiant Glass Warhorn
Delicate Lace Cape,Delicate Lace Cape
Desert King Axe,Desert King Axe
Desert King Dagger,Desert King Dagger
Desert King Focus,Desert King Focus
Desert King Greatsword,Desert King Greatsword
Desert King Hammer,Desert King Hammer
Desert King Longbow,Desert King Longbow
Desert King Mace,Desert King Mace
Desert King Pistol,Desert King Pistol
Desert King Reliquary,Desert King Reliquary
Desert King Rifle,Desert King Rifle
Desert King Scepter,Desert King Scepter
Desert King Shield,Desert King Shield
Desert King Short Bow,Desert King Short Bow
Desert King Staff,Desert King Staff
Desert King Sword,Desert King Sword
Desert King Torch,Desert King Torch
Desert King Warhorn,Desert King Warhorn
Destroyer Axe,Destroyer Axe
Destroyer Dagger,Destroyer Dagger
Destroyer Focus,Destroyer Focus
Destroyer Harpoon Gun,Destroyer Harpoon Gun
Destroyer Longbow,Destroyer Longbow
Destroyer Mace,Destroyer Mace
Destroyer Maul,Destroyer Maul
Destroyer Pike,Destroyer Pike
