english,translate
Soo-Won's Gaze,Soo-Won's Gaze
Soo-Won's Insight,Soo-Won's Insight
Soo-Won's Persuasion,Soo-Won's Persuasion
Soo-Won's Rending,Soo-Won's Rending
Soo-Won's Scale,Soo-Won's Scale
Soo-Won's Voice,Soo-Won's Voice
Soo-Won's Weight,Soo-Won's Weight
Soo-Won's Wing,Soo-Won's Wing
Soo-Won's Wisdom,Soo-Won's Wisdom
Sorcerer's Cape,Sorcerer's Cape
Sorcerer's Epaulets,Sorcerer's Epaulets
Sorcerer's Livery,Sorcerer's Livery
Sorcerer's Masque,Sorcerer's Masque
Sorcerer's Shoes,Sorcerer's Shoes
Soul River Hound,Soul River Hound
Soulfire Lantern Torch,Soulfire Lantern Torch
Southsun Waves T-Shirt,Southsun Waves T-Shirt
Sovereign Beacon,Sovereign Beacon
Sovereign Crescent,Sovereign Crescent
Sovereign Eviscerator,Sovereign Eviscerator
Sovereign Firearm,Sovereign Firearm
Sovereign Greatbow,Sovereign Greatbow
Sovereign Herald,Sovereign Herald
Sovereign Pillar,Sovereign Pillar
Sovereign Protector,Sovereign Protector
Sovereign Punisher,Sovereign Punisher
Sovereign Scepter,Sovereign Scepter
Sovereign Spatha,Sovereign Spatha
Sovereign Warhammer,Sovereign Warhammer
Sparkling Wrapped Axe,Sparkling Wrapped Axe
Sparkling Wrapped Dagger,Sparkling Wrapped Dagger
Sparkling Wrapped Focus,Sparkling Wrapped Focus
Sparkling Wrapped Greatsword,Sparkling Wrapped Greatsword
Sparkling Wrapped Hammer,Sparkling Wrapped Hammer
Sparkling Wrapped Longbow,Sparkling Wrapped Longbow
Sparkling Wrapped Mace,Sparkling Wrapped Mace
Sparkling Wrapped Pistol,Sparkling Wrapped Pistol
Sparkling Wrapped Rifle,Sparkling Wrapped Rifle
Sparkling Wrapped Scepter,Sparkling Wrapped Scepter
Sparkling Wrapped Shield,Sparkling Wrapped Shield
Sparkling Wrapped Short Bow,Sparkling Wrapped Short Bow
Sparkling Wrapped Staff,Sparkling Wrapped Staff
Sparkling Wrapped Sword,Sparkling Wrapped Sword
Sparkling Wrapped Torch,Sparkling Wrapped Torch
Sparkling Wrapped Warhorn,Sparkling Wrapped Warhorn
Special Ops Captain's Helmet,Special Ops Captain's Helmet
Spectral Axe,Spectral Axe
Spectral Dagger,Spectral Dagger
Spectral Focus,Spectral Focus
Spectral Greatsword,Spectral Greatsword
Spectral Hammer,Spectral Hammer
Spectral Longbow,Spectral Longbow
Spectral Mace,Spectral Mace
Spectral Pistol,Spectral Pistol
Spectral Rifle,Spectral Rifle
Spectral Shield,Spectral Shield
Spectral Short Bow,Spectral Short Bow
Spectral Staff,Spectral Staff
Spectral Sword,Spectral Sword
Spectral Torch,Spectral Torch
Spectral Warhorn,Spectral Warhorn
Spellfire Torch,Spellfire Torch
Spiked Inquest Gloves,Spiked Inquest Gloves
Spiked Inquest Greaves,Spiked Inquest Greaves
Spiked Inquest Helm,Spiked Inquest Helm
Staff of Fortune,Staff of Fortune
Staff of Matthias,Staff of Matthias
Stag Chausses,Stag Chausses
Stag Greaves,Stag Greaves
Stag Helm,Stag Helm
Stag Hounskull,Stag Hounskull
Stag Mail,Stag Mail
Stained Glass Wings Backpack,Stained Glass Wings Backpack
Stalker Boots,Stalker Boots
Stalker Visage,Stalker Visage
Star Caller Warhorn,Star Caller Warhorn
Stately Epaulets,Stately Epaulets
Steam-Powered Legwear (Left),Steam-Powered Legwear (Left)
Steam-Powered Legwear (Right),Steam-Powered Legwear (Right)
Steel Lotus Axe,Steel Lotus Axe
Steel Lotus Dagger,Steel Lotus Dagger
Steel Lotus Focus,Steel Lotus Focus
Steel Lotus Greatsword,Steel Lotus Greatsword
Steel Lotus Hammer,Steel Lotus Hammer
Steel Lotus Longbow,Steel Lotus Longbow
Steel Lotus Mace,Steel Lotus Mace
Steel Lotus Pistol,Steel Lotus Pistol
Steel Lotus Rifle,Steel Lotus Rifle
Steel Lotus Scepter,Steel Lotus Scepter
Steel Lotus Shield,Steel Lotus Shield
Steel Lotus Short Bow,Steel Lotus Short Bow
Steel Lotus Staff,Steel Lotus Staff
Steel Lotus Sword,Steel Lotus Sword
Steel Lotus Torch,Steel Lotus Torch
Steel Lotus Warhorn,Steel Lotus Warhorn
Steel Spear,Steel Spear
Steel Warband Combat Blade,Steel Warband Combat Blade
