english,translate
Villainous Cape,Villainous Cape
Villainous Hood,Villainous Hood
Vinelord Edgebloom Axe,Vinelord Edgebloom Axe
Vinelord Edgebloom Dagger,Vinelord Edgebloom Dagger
Vinelord Edgebloom Focus,Vinelord Edgebloom Focus
Vinelord Edgebloom Greatsword,Vinelord Edgebloom Greatsword
Vinelord Edgebloom Hammer,Vinelord Edgebloom Hammer
Vinelord Edgebloom Longbow,Vinelord Edgebloom Longbow
Vinelord Edgebloom Mace,Vinelord Edgebloom Mace
Vinelord Edgebloom Pistol,Vinelord Edgebloom Pistol
Vinelord Edgebloom Rifle,Vinelord Edgebloom Rifle
Vinelord Edgebloom Scepter,Vinelord Edgebloom Scepter
Vinelord Edgebloom Shield,Vinelord Edgebloom Shield
Vinelord Edgebloom Short Bow,Vinelord Edgebloom Short Bow
Vinelord Edgebloom Spear,Vinelord Edgebloom Spear
Vinelord Edgebloom Staff,Vinelord Edgebloom Staff
Vinelord Edgebloom Sword,Vinelord Edgebloom Sword
Vinelord Edgebloom Torch,Vinelord Edgebloom Torch
Vinelord Edgebloom Warhorn,Vinelord Edgebloom Warhorn
Violet Antique Artifact,Violet Antique Artifact
Violet Antique Bastion,Violet Antique Bastion
Violet Antique Blade,Violet Antique Blade
Violet Antique Brazier,Violet Antique Brazier
Violet Antique Claymore,Violet Antique Claymore
Violet Antique Flanged Mace,Violet Antique Flanged Mace
Violet Antique Greatbow,Violet Antique Greatbow
Violet Antique Harpoon Gun,Violet Antique Harpoon Gun
Violet Antique Herald,Violet Antique Herald
Violet Antique Impaler,Violet Antique Impaler
Violet Antique Musket,Violet Antique Musket
Violet Antique Razor,Violet Antique Razor
Violet Antique Reaver,Violet Antique Reaver
Violet Antique Revolver,Violet Antique Revolver
Violet Antique Short Bow,Violet Antique Short Bow
Violet Antique Spire,Violet Antique Spire
Violet Antique Trident,Violet Antique Trident
Violet Antique Wand,Violet Antique Wand
Violet Antique Warhammer,Violet Antique Warhammer
Viper's Armguards,Viper's Armguards
Viper's Shoulderpads,Viper's Shoulderpads
Viridian Antique Artifact,Viridian Antique Artifact
Viridian Antique Bastion,Viridian Antique Bastion
Viridian Antique Blade,Viridian Antique Blade
Viridian Antique Brazier,Viridian Antique Brazier
