english,translate
Imperial Everbloom Pistol,Imperial Everbloom Pistol
Imperial Everbloom Rifle,Imperial Everbloom Rifle
Imperial Everbloom Scepter,Imperial Everbloom Scepter
Imperial Everbloom Shield,Imperial Everbloom Shield
Imperial Everbloom Short Bow,Imperial Everbloom Short Bow
Imperial Everbloom Spear,Imperial Everbloom Spear
Imperial Everbloom Staff,Imperial Everbloom Staff
Imperial Everbloom Sword,Imperial Everbloom Sword
Imperial Everbloom Torch,Imperial Everbloom Torch
Imperial Everbloom Warhorn,Imperial Everbloom Warhorn
Improvised Axe,Improvised Axe
Improvised Dagger,Improvised Dagger
Improvised Focus,Improvised Focus
Improvised Greatsword,Improvised Greatsword
Improvised Hammer,Improvised Hammer
Improvised Longbow,Improvised Longbow
Improvised Mace,Improvised Mace
Improvised Pistol,Improvised Pistol
Improvised Rifle,Improvised Rifle
Improvised Scepter,Improvised Scepter
Improvised Shield,Improvised Shield
Improvised Short Bow,Improvised Short Bow
Improvised Staff,Improvised Staff
Improvised Sword,Improvised Sword
Improvised Torch,Improvised Torch
Improvised Warhorn,Improvised Warhorn
Incarnate Gloves,Incarnate Gloves
Incarnate Mantle,Incarnate Mantle
Incarnate Mask,Incarnate Mask
Incarnate Pants,Incarnate Pants
Incarnate Shoes,Incarnate Shoes
Incarnate Vest,Incarnate Vest
Indomitable Gladius,Indomitable Gladius
Indomitable Pistol,Indomitable Pistol
Infernal Envoy Backpack,Infernal Envoy Backpack
Infernal Envoy Staff,Infernal Envoy Staff
Infernal Flail Mace,Infernal Flail Mace
Infernal Roar,Infernal Roar
Infused Aurora Chestguard,Infused Aurora Chestguard
Infused Aurora Gloves,Infused Aurora Gloves
Infused Aurora Leggings,Infused Aurora Leggings
Infused Katana,Infused Katana
Infused Wakizashi,Infused Wakizashi
Inquest Mark II Axe,Inquest Mark II Axe
Inquest Mark II Dagger,Inquest Mark II Dagger
Inquest Mark II Focus,Inquest Mark II Focus
Inquest Mark II Greatsword,Inquest Mark II Greatsword
Inquest Mark II Hammer,Inquest Mark II Hammer
Inquest Mark II Longbow,Inquest Mark II Longbow
Inquest Mark II Mace,Inquest Mark II Mace
Inquest Mark II Pistol,Inquest Mark II Pistol
Inquest Mark II Rifle,Inquest Mark II Rifle
Inquest Mark II Scepter,Inquest Mark II Scepter
Inquest Mark II Shield,Inquest Mark II Shield
Inquest Mark II Short Bow,Inquest Mark II Short Bow
Inquest Mark II Staff,Inquest Mark II Staff
