english,translate
Spire[s] of the Solid Ocean,[Шпиль|Шпиля|Шпилей] Твёрдого океана
Spirit Ascended!,Дух Вознёсся!
Spirit Axe,Топор Духа
Spirit Banner Boost,Усиление знамени духа
Spirit Banner[s],[Знамя|Знамени|Знамён] духа
Spirit Centaur,Дух кентавра
Spirit Charge,Заряд духа
Spirit Corruption,Порча духа
Spirit Death Skill,Умение смерти духа
Spirit Energy,Энергия духа
Spirit Fang,Духовный клык
Spirit Form,Форма духа
Spirit Howl,Вой духа
Spirit Link,Связь духа
Spirit Link Trap,Ловушка связи духа
Spirit Maul,Дубина духа
Spirit of Bear Mining Tool[s],[Инструмент|Инструмента|Инструментов] добычи «Дух медведя»
Spirit of Light,Дух света
Spirit of Pain,Дух боли
Spirit of Raven Harvesting Tool[s],[Инструмент|Инструмента|Инструментов] сбора «Дух ворона»
"Spirit of the Centaurs[pl:""Centaurs""]",
Spirit of the Flame,Дух пламени
Spirit of the Hero[s],[Дух|Духа|Духов] героя
Spirit of the Lich King[s],[Дух|Духа|Духов] короля личей
Spirit of the Moletariat,Дух Пролетариата-Землероя
"Spirit of the Prophet[pl:""Prophets""]",
Spirit of Wintersday Skill 1 Unlock,Разблокировка умения 1 Духа Зимнего дня
Spirit of Wintersday Skill 2 Unlock,Разблокировка умения 2 Духа Зимнего дня
Spirit of Wolf Logging Tool[s],[Инструмент|Инструмента|Инструментов] рубки «Дух волка»
Spirit Prison[s],[Тюрьма|Тюрьмы|Тюрем] духов
Spirit Projectile,Духовный снаряд
Spirit Realm,Мир духов
Spirit Shackles,Оковы духа
Spirit Shard I,Осколок духа I
Spirit Shard II,Осколок духа II
Spirit Shard III,Осколок духа III
Spirit Shard IV,Осколок духа IV
Spirit Shard[s],[Осколок|Осколка|Осколков] духа
Spirit Shield Wall,Стена духовного щита
Spirit Silk Appearance Package,Набор внешности «Духовный шёлк»
Spirit Silk Appearance Package now available!,Набор внешности «Духовный шёлк» теперь доступен!
Spirit Stones in the Art of Ritualism,Камни духа в искусстве ритуализма
Spirit Surge,Прилив духа
Spirit Training,Тренировка духа
Spirit Vale Reward Track,Трек наград «Духовная долина»
Spirit Vale Rewards,Награды «Духовная долина»
Spirit Vale: Gorseval the Multifarious (CM),Духовная Долина: Горсеваль Многоликий (КМ)
Spirit Vale: Sabetha the Saboteur (CM),Духовная долина: Сабета Диверсантка (СР)
Spirit Vale: Vale Guardian (CM),Духовная долина: Страж долины (СР)
Spirit Walk,Шествие духа
Spirit Weapon Training,Тренировка духовного оружия
Spirit weapons cause burning.,Оружие духов вызывает горение.
Spirit weapons last longer.,Оружие духов действует дольше.
Spirit Woods,Духовные леса
Spirit-Powered Horn[s],[Рог|Рога|Рогов] с духом
Spirit-Weapon Mastery,Владение духовным оружием
Spirit[s],[Дух|Духа|Духов]
Spirit[s] of the Ambush,Дух[|а|ов] Засады
Spirit[s] of The Apparatus,[Дух|Духа|Духов] Аппарата
Spirit[s] of The Bard Experiment,Дух[|а|ов] эксперимента Барда
Spirit[s] of the Carcharias Experiment,Дух[|а|ов] эксперимента Кархариаса
Spirit[s] of the Chaos Gun Experiment,Дух[|а|ов] эксперимента Пушки Хаоса
Spirit[s] of The Chosen Experiment,Дух[|а|ов] эксперимента Избранного
Spirit[s] of The Colossus Experiment,Дух[|а|ов] эксперимента Колосса
Spirit[s] of the Dawn Experiment,Дух[|а|ов] эксперимента Зари
Spirit[s] of The Device,Дух[|а|ов] Устройства
Spirit[s] of the Dusk Experiment,Дух[|а|ов] эксперимента Сумерек
Spirit[s] of The Energizer Experiment,Дух[|а|ов] эксперимента Энерджайзера
Spirit[s] of the Finite Result,Дух[|а|ов] Конечного Результата
Spirit[s] of the Howl Experiment,Дух[|а|ов] эксперимента Воя
Spirit[s] of The Hunter Experiment,Дух[|а|ов] эксперимента Охотника
Spirit[s] of the Jackal,[Дух|Духа|Духов] шакала
Spirit[s] of the Kudzu Experiment,[Дух|Духа|Духов] Эксперимента Кудзу
Spirit[s] of The Legend Experiment,Дух[|а|ов] эксперимента Легенды
Spirit[s] of The Lover Experiment,Дух[|а|ов] эксперимента Любовника
Spirit[s] of the Perfected Axe,[Дух|Духа|Духов] совершенного топора
Spirit[s] of the Perfected Dagger,[Дух|Духа|Духов] совершенного кинжала
Spirit[s] of the Perfected Daysword,[Дух|Духа|Духов] совершенного дневного меча
Spirit[s] of the Perfected Focus,[Дух|Духа|Духов] совершенного фокуса
Spirit[s] of the Perfected Hammer,[Дух|Духа|Духов] совершенного молота
Spirit[s] of the Perfected Harpoon Gun,[Дух|Духа|Духов] совершенного гарпунного ружья
Spirit[s] of the Perfected Longbow,[Дух|Духа|Духов] совершенного длинного лука
Spirit[s] of the Perfected Mace,[Дух|Духа|Духов] совершенной булавы
Spirit[s] of the Perfected Nightsword,[Дух|Духа|Духов] совершенного ночного меча
Spirit[s] of the Perfected Pistol,[Дух|Духа|Духов] совершенного пистолета
Spirit[s] of the Perfected Rifle,[Дух|Духа|Духов] совершенной винтовки
Spirit[s] of the Perfected Scepter,[Дух|Духа|Духов] совершенного скипетра
Spirit[s] of the Perfected Shield,[Дух|Духа|Духов] совершенного щита
Spirit[s] of the Perfected Short Bow,Дух[|а|ов] совершенного короткого лука
Spirit[s] of the Perfected Spear,Дух[|а|ов] совершенного копья
Spirit[s] of the Perfected Staff,Дух[|а|ов] совершенного посоха
Spirit[s] of the Perfected Sword,Дух[|а|ов] совершенного меча
Spirit[s] of the Perfected Torch,Дух[|а|ов] совершенного факела
Spirit[s] of the Perfected Trident,Дух[|а|ов] совершенного трезубца
Spirit[s] of the Perfected Warhorn,Дух[|а|ов] совершенного боевого рога
Spirit[s] of the Rage Experiment,Дух[|а|ов] эксперимента «Ярость»
Spirit[s] of the Raptor,Дух[|а|ов] раптора
Spirit[s] of the Ravenswood Branch,Дух[|а|ов] ветви Вороньего леса
Spirit[s] of the Ravenswood Staff,Дух[|а|ов] посоха Вороньего леса
Spirit[s] of the Rodgort's Flame Experiment,Дух[|а|ов] эксперимента «Пламя Родгорта»
Spirit[s] of the Skimmer,Дух[|а|ов] скакуна
Spirit[s] of the Spark Experiment,Дух[|а|ов] эксперимента «Искра»
Spirit[s] of the Springer,Дух[|а|ов] прыгуна
Spirit[s] of the Storm Experiment,Дух[|а|ов] эксперимента «Буря»
Spirit[s] of the Tiger,Дух[|а|ов] тигра
Spirit[s] of the Tooth of Frostfang Experiment,Дух[|а|ов] зуба эксперимента «Клык Льда»
Spirit[s] of the Upper Bound,Дух[|а|ов] верхней границы
Spirit[s] of the Venom Experiment,Дух[|а|ов] эксперимента «Яд»
Spirit[s] of the Zap Experiment,Дух[|а|ов] эксперимента «Разряд»
Spiritcatcher (Level 65),Ловец духов (65 уровень)
Spirits Ascended,Вознесшиеся духи
Spirits can move and follow you.,Духи могут двигаться и следовать за вами.
Spirits Dye[s],Краск[а|и|ок] «Духи»
Spirits gather for an attack.,Духи собираются для атаки.
Spirits have increased health and a greater chance to trigger their benefits.,У духов увеличено здоровье и больше шансов активировать свои преимущества.
Spirits of the Wild,Духи дикой природы
Spirits Unbound,Освобождённые духи
Spirits Vision,Видение духов
Spirits Vision (Locked),Видение духов (Заблокировано)
Spirits Vision (Unselected),Видение духов (не выбрано)
Spirits will perform an attack when they die,"Духи выполнят атаку, когда умрут."
Spiritual Fortitude,Духовная стойкость
Spiritwood Fishing Rod[s],Удочк[а|и|ек] из духовой древесины
Spiritwood Focus Casing[s],Корпус[|а|ов] фокуса из духовой древесины
Spiritwood Focus Core[s],Сердцевин[а|ы|] фокуса из духовой древесины
Spiritwood Harpoon[s],Гарпун[|а|ов] из духовой древесины
Spiritwood Longbow Stave[s],Древк[о|а|ов] длинного лука из духовой древесины
Spiritwood Pistol Frame[s],Рам[а|ы|] пистолета из духовой древесины
Spiritwood Plank[s],Доск[а|и|ок] из духовой древесины
Spiritwood Rifle Stock[s],Приклад[|а|ов] винтовки из духовой древесины
Spiritwood Scepter Core[s],[Сердцевина|Сердцевины|Сердцевин] жезла из духовного дерева
Spiritwood Scepter Rod[s],[Стержень|Стержня|Стержней] жезла из духовного дерева
Spiritwood Scion[s],[Отпрыск|Отпрыска|Отпрысков] из духовного дерева
Spiritwood Short-Bow Stave[s],[Древко|Древка|Древков] короткого лука из духовного дерева
Spiritwood Staff Head[s],[Навершие|Навершия|Наверший] посоха из духовного дерева
Spiritwood Staff Shaft[s],[Древко|Древка|Древков] посоха из духовного дерева
Spiritwood Torch Handle[s],[Рукоять|Рукояти|Рукоятей] факела из духовного дерева
Spiritwood Trident Shaft[s],[Древко|Древка|Древков] трезубца из духовного дерева
Spit at your target to cripple them.,"Плюньте в цель, чтобы наложить на неё увечье."
Spit Barrage,Плевок-заграждение
Spit Draws Undead,Плевок призывает нежить
"Spit goop toward your target, leaving behind damaging areas that cripple enemies.","Плюньте слизью в цель, оставляя позади зоны урона, которые калечат врагов."
Spit Ice,Плевок льдом
Spit Junk,Плевок мусором
Spit Spikes,Плевок шипами
Spit Venom,Плевок ядом
Spite Dye[s],[Краска|Краски|Красок] «Злоба»
Spiteful +5 Agony Infusion[s],[Инкрустация|Инкрустации|Инкрустаций] агонии +5 «Злобная»
Spiteful +7 Agony Infusion[s],[Инкрустация|Инкрустации|Инкрустаций] агонии +7 «Злобная»
Spiteful +9 Agony Infusion[s],[Инкрустация|Инкрустации|Инкрустаций] агонии +9 «Злобная»
Spiteful Marks,Злобные метки
Spiteful Removal,Злобное удаление
Spiteful Vigor,Злобная бодрость
Spitfire Dye[s],[Краска|Краски|Красок] «Огнедышащая»
Spits Sticky Ooze,Выплевывает липкую слизь
Spitting Torment,Плюющая мука
Splashing near underground vegetation.,Всплески возле подземной растительности.
Splendid Chest[s],[Великолепный|Великолепного|Великолепных] сундук
Splendid Festival Rewards,Великолепные праздничные награды
Splint a mummy's limbs with sticks and twigs.,Наложить шины на конечности мумии из палок и веток.
Splinter Barrage,Осколочный град
Splinter Mine,Осколочная мина
Splintered atop a spiral of thorns in the jungle's heart.,Расколот на вершине спирали из шипов в сердце джунглей.
Splintered Gate Piece,Осколок врат
Splintered Rack Piece,Осколок стойки
Splish Splash,Плеск-плюх
Split Horizon,Расколотый горизонт
Splorg Metamystics Lab Vista,Видовая точка лаборатории метамистики Спларг
Spoke to Archaeologist Roenn[s],Поговорил с археологом Рённ
Spoke to Sonu in Sun's Refuge and accepted his request.,Поговорил с Сону в Убежище Солнца и принял его просьбу.
"Spoke to the Black Lion ""Birthday"" Manager","Поговорил с управляющим ""Дня рождения"" Чёрного льва"
Spoke to Zaeim and accepted his request.,Поговорил с Заимом и принял его просьбу.
Spoke to Ziya and accepted her request.,Поговорил с Зией и принял её просьбу.
Spoke with %num1%/4 Primeval Rulers,Поговорил с %num1%/4 Древними правителями
Spoke with Astora,Поговорил с Асторой
Spoke with Naja[s],Поговорил с Наджой
Spoke with the Mist Stranger,Поговорил с Незнакомцем из Тумана
"Spook the foe with eerie whispers, making them vulnerable.","Пугайте врага жутким шёпотом, делая его уязвимым."
Spooky Cauldron[s],Жутк[ий|их|их] котёл
Spooky Clothes<br>for Wicked Fun!,Жуткая одежда<br>для злой забавы!
Spooky Flame,Жуткое пламя
Spooky Ghost Tonic[s],Жутк[ий|их|их] тоник-призрак
Spooky Griffon Skin[s],Жутк[ий|их|их] облик грифона
Spooky Jackal Skin[s],Жутк[ий|их|их] облик шакала
Spooky Mounts Pack,Набор жутких скакунов
Spooky Raptor Skin[s],Жутк[ий|их|их] облик раптора
Spooky Skeleton Tonic[s],Жутк[ий|их|их] тоник-скелет
Spooky Skimmer Skin[s],Жутк[ий|их|их] облик ската
Spooky Springer Skin[s],Жутк[ий|их|их] облик прыгуна
Spooky Zombie Tonic[s],Жутк[ий|их|их] тоник-зомби
Spool of Thread,Катушка ниток
Spool[s] of Cotton Thread,Катушк[а|и|ек] хлопковой нити
Spool[s] of Deldrimor Thread,Катушк[а|и|ек] нити из делдримора
Spool[s] of Gossamer Thread,Катушк[а|и|ек] паутинной нити
Spool[s] of Jute Thread,Катушк[а|и|ек] джутовой нити
