english,translate
Mini Ley-Line Scavenger[s],[Искатель|Искателя|Искателей] линий магии
Mini Ley-Line Spark,Мини-искра лей-линии
Mini Light Blue and Purple Cuckoo Hatchling[s],[Птенец|Птенца|Птенцов] кукушки светло-голубой и фиолетовый
"Mini Light Thief[pl:""Thieves""]",Маленький вор[|ьи|ы]
Mini Lightning Hydra Head[s],[Голова|Головы|Голов] молниеносной гидры
Mini Lion Cub[s],[Львёнок|Львёнка|Львят]
Mini Llama[s],[Мини-лама|Мини-ламы|Мини-лам]
Mini Locked,Мини-заперто
"Mini Longhorn Sheep[pl:""Sheep""]",[Миниатюрный длиннорогий баран|Миниатюрные длиннорогие бараны|Миниатюрных длиннорогих баранов]
Mini Lucky Lantern Puppy now available!,Мини Счастливый Фонарный Щенок теперь доступен!
"Mini Lucky Lantern Puppy[pl:""Puppies""]",Маленький счастливый щенок-фонарик
"Mini Lunar ""Horse[s]""",[Лунная «лошадь»|Лунной «лошади»|Лунных «лошадей»]
Mini Lunar Gourdog[s],[Лунный тыквопёс|Лунного тыквопса|Лунных тыквопсов]
Mini Lunar Rat[s],[Лунная крыса|Лунной крысы|Лунных крыс]
Mini Lunar Shepherd[s],[Лунный пастух|Лунного пастуха|Лунных пастухов]
Mini Lunar Tiger[s],[Лунный тигр|Лунного тигра|Лунных тигров]
"Mini Lynx[pl:""Lynx""]",Маленький рысь[и|ей|их]
"Mini Magical Reindeer[pl:""Reindeer""]",Миниатюрный волшебный олень[|и|я]
Mini Mai Trin[s],Малышка Май Трин[а|ы|]
Mini Maraca Choya Piñata now available!,Мини Марака Чойя Пиньята теперь доступна!
Mini Maraca Choya Piñata[s],Мини-пиньята «Марака Чойя»[|ы|]
Mini Mark I Assault Golem[s],Мини-голем атаки «Марк I»[|а|ов]
Mini Materialized Shrine Guardian Infant[s],Маленький детёныш хранителя святилища[|а|ей]
Mini Matthias Abomination[s],Мини-уродец Матиас[|а|ов]
Mini Medusoid Stinger[s],Микро-жало медузоида[|а|ов]
Mini Mine,Мини-Мина
Mini Minotaur[s],Маленький минотавр[|а|ов]
Mini Mist Shadow Tigris Cub[s],Маленький тигрёнок Мист Шадоу[|а|ов]
Mini Moa Chick[s],Мини-цыплёнок моа[|а|]
Mini Moa Racing,Мини-Гонки Моа
Mini Modniir Berserker[s],Мини-берсерк модниров[|а|ов]
Mini Modniir Ice Sage[s],Маленький ледяной мудрец модниров[|а|ов]
Mini Molten Firestorm[s],Микро-огненный шторм[|а|ов]
"Mini Moose[pl:""Moose""]",Мини-лось[|и|и]
Mini Mordrem Husk[s],Маленький мордрем-шелуха[|а|и]
Mini Mordrem Leyleecher[s],Мини-лиилих мордремов[|а|ей]
Mini Mordrem Teragriff[s],Маленький террагриф мордремов[|а|ов]
Mini Mordrem Troll[s],Мини [тролль|тролля|троллей] Мордрем
Mini Mounts,Мини-ездовые животные
"Mini Munificent Gift Skritt[pl:""Skritt""]",Маленький подарок-скритт[|а|ов] Мунфисент
Mini Mursaat Overseer[s],Мини [надзиратель|надзирателя|надзирателей] Мурсаат
Mini Mushroom Bomber[s],Мини [грибной бомбардировщик|грибного бомбардировщика|грибных бомбардировщиков]
Mini Mushroom Stomper<br>Now Available!,Мини-грибной топотун<br>Теперь доступно!
Mini Mushroom Stomper[s],Мини [грибной топотун|грибного топотуна|грибных топотунов]
Mini Mystical Blue Orb[s],Мини [мистическая синяя сфера|мистической синей сферы|мистических синих сфер]
Mini Mystical Snowflake[s],Мини [мистическая снежинка|мистической снежинки|мистических снежинок]
Mini Narella[s],Мини [Нарелла|Нареллы|Нарелл]
Mini Nature Spirit[s],Мини [дух природы|духа природы|духов природы]
Mini Nika[s],Мини [Ника|Ники|Ник]
Mini Nova Griffon Hatchling[s],Мини [детёныш грифа Нова|детёныша грифа Нова|детёнышей грифа Нова]
Mini Nuhoch Crusher[s],Мини [крушитель нухок|крушителя нухок|крушителей нухок]
Mini Nuhoch[s],Мини [Нухок|Нухока|Нухоков]
Mini Oakheart[s],Мини [Оукхарт|Оукхарта|Оукхартов]
Mini Officer Faren[s],Мини [офицер Фарен|офицера Фарен|офицеров Фарен]
Mini Old Tom[s],Мини [Старый Том|Старого Тома|Старых Томов]
"Mini Oni[pl:""Oni""]",Мини-они
Mini Orange Journeykin[s],[Мини-джорникин|Мини-джорникина|Мини-джорникинов] оранжевого цвета
Mini Orange Journeykit[s],[Мини-джорникит|Мини-джорникита|Мини-джорникитов] оранжевого цвета
Mini Orange Kitten[s],[Мини-котёнок|Мини-котёнка|Мини-котят] оранжевого цвета
Mini Orange Skimmer Pup[s],[Мини-детёныш скаймера|Мини-детёныша скаймера|Мини-детёнышей скаймера] оранжевого цвета
Mini Orange Tigris Cub[s],[Мини-детёныш тигриса|Мини-детёныша тигриса|Мини-детёнышей тигриса] оранжевого цвета
Mini Order,Мини-Орден
Mini Orrian Wraith[s],[Мини-призрак|Мини-призрака|Мини-призраков] Орра
Mini Outlaw Puppy Now Available!,Мини-Щенок Изгоя теперь доступен!
"Mini Outlaw Puppy[pl:""Puppies""]",Мини-разбойничий щенок[щенки|щенков|щенят]
Mini Owl Griffon Hatchling[s],[Мини-птенец грифона-совы|Мини-птенца грифона-совы|Мини-птенцов грифона-совы]
Mini Pack Bull[s],[Мини-вьючный бык|Мини-вьючного быка|Мини-вьючных быков]
Mini Pact Airship<br>Now Available!,Мини-дирижабль Пакта<br>Теперь доступен!
Mini Pact Airship[s],[Мини-дирижабль Договора|Мини-дирижабля Договора|Мини-дирижаблей Договора]
Mini Papillon[s],[Мини-папильон|Мини-папильона|Мини-папильонов]
Mini Peacemaker Shocktrooper[s],[Мини-миротворец-шокотруп|Мини-миротворца-шокотрупа|Мини-миротворцев-шокотрупов]
Mini Pet,Мини-питомец
Mini Pets,Мини-питомцы
"Mini Phoenix[pl:""Phoenixes""]",Мини-феникс[|ы|и]
