english,translate
Carnage Orange Dye[s],[Краска|Краски|Красок] «Бойня. Оранжевый»
Carnelian Lump[s],[Комок|Комка|Комков] сердолика
Carnelian Nugget[s],[Самородок|Самородка|Самородков] сердолика
Carnival Performer,Карнавальный артист
Carnival Sharpshooter,Карнавальный снайпер
Carnival Strongman,Карнавальный силач
Carnivorous Appetite,Плотоядный аппетит
Carnivorous Carpentry,Плотоядная столярка
Caromi Scout,Разведчик Кароми
Carpet Bomb,Ковровая бомбардировка
Carried by a soldier seeking a knight.,"Несётся солдатом, ищущим рыцаря."
Carried by Bandit Spirits in Doric Lumber Yard.,Переносится духами бандитов на Лесопилке Дорика.
Carried by Cairn the Queenslayer in New Loamhurst.,"Переносится Камнем, Убийцей Королев, в Новом Ломхерсте."
Carried by Justiciar Agatha in Saidra's Haven.,Несётся Юстициарием Агатой в Убежище Сайдры.
Carried by Siegemaster Immelhoof in Watchtower Cliffs and the Harvest Cascades.,Несётся Осадным Мастером Иммельхуфом в Утёсах Сторожевой Башни и Каскадах Жатвы.
Carried by the Modniir Ulgoth in Harathi Hinterlands.,Несётся Моднииром Ульготом в Харатских Предгорьях.
Carried by White Mantle forces.,Несётся силами Белой Мантии.
"Carried into distant lands, a thorn connects the world.","Унесённый в далёкие земли, шип соединяет мир."
Carried to Wyvern Cliffs in Verdant Brink by a Consortium tracker.,Доставлен к Утёсам Виверн в Зелёном Утёсе следопытом Консорциума.
Carrier Stopped,Носитель остановлен
Carriers stopped,Носители остановлены
Carrion Darksteel Imbued Inscription[s],"[Надпись|Надписи|Надписей] из темной стали с падалью, пропитанная"
Carrion Darksteel Plated Inscription[s],"[Надпись|Надписи|Надписей] из темной стали с падалью, покрытая"
Carrion Devourer[s],[Падальщик-пожиратель|Падальщика-пожирателя|Падальщиков-пожирателей]
Carrion Elder Inscription[s],[Надпись|Надписи|Надписей] из старой древесины с падалью
Carrion Embroidered Linen Insignia[s],[Нашивка|Нашивки|Нашивок] из расшитого льна с падалью
Carrion Embroidered Silk Insignia[s],[Нашивка|Нашивки|Нашивок] из расшитого шелка с падалью
Carrion Hard Inscription[s],[Надпись|Надписи|Надписей] из твердой древесины с падалью
Carrion Intricate Gossamer Insignia[s],[Нашивка|Нашивки|Нашивок] из замысловатой паутины с падалью
Carrion Intricate Linen Insignia[s],[Нашивка|Нашивки|Нашивок] из замысловатого льна с падалью
Carrion Intricate Silk Insignia[s],[Нашивка|Нашивки|Нашивок] из замысловатого шелка с падалью
Carrion Jewel[s],[Самоцвет|Самоцвета|Самоцветов] падали
Carrion Linen Insignia[s],[Нашивка|Нашивки|Нашивок] из льна падали
Carrion Mithril Imbued Inscription[s],[Надпись|Надписи|Надписей] из мифрила с пропиткой падали
Carrion Mithril Plated Inscription[s],[Надпись|Надписи|Надписей] из мифрила с обшивкой падали
Carrion Orichalcum Imbued Inscription[s],[Надпись|Надписи|Надписей] из орихалка с пропиткой падали
Carrion Sculpture,Скульптура трупоеда
Carrion Silk Insignia[s],[Нашивка|Нашивки|Нашивок] из шёлка падали
Carrion's Amulet,Амулет трупоеда
Carrion's Backpack Strap,Лямка рюкзака трупоеда
Carrion's Earring,Серьга трупоеда
Carrion's Ring,Кольцо трупоеда
"Carrot Seed Pouch[pl:""Pouches""]",
Carrot Soufflé[s],[Суфле|Суфле|Суфле] из моркови
Carrot[s],Морковь[ь]
carry a bigger weapon.,нести более крупное оружие.
Carry frogs across the river.,Перенесите лягушек через реку.
Carry on without me.,Продолжай без меня.
Carrying a cooking pot has increased your movement speed by 33%%.,Перенос котла увеличил вашу скорость передвижения на 33%%.
Carrying Mistburned Samples,Перенос обожжённых туманом образцов
Carrying Rations,Несущий пайки
