english,translate
Best Performance,Лучшая производительность
Best Texture Filtering,Лучшая фильтрация текстур
Bestest Design Test Map,Карта тестирования лучшего дизайна
Bestial Tides Tattoo Chest Skin[s],[Облик|Облика|Обликов] татуировки «Приливы зверя» для груди
Bestial Tides Tattoo Legs Skin[s],[Облик|Облика|Обликов] татуировки «Приливы зверя» для ног
Bestial Tides Tattoo Pack,Набор татуировки «Звериные приливы»
Beta Alchemical Precipitate[s],[Бета-осадок|Бета-осадка|Бета-осадков]
Beta Consumable Loot Box,Бета-сундук с расходуемыми предметами
BETA DISCLAIMER BODY,Текст бета-отказа
Beta Gear Loot Box,Лутбокс с бета-снаряжением
Beta Participant,Участник бета-теста
Beta Unlock,Разблокировка бета-версии
Beta Weekend,Бета-выходные
betray someone who trusts me.,"предать того, кто мне доверяет."
Better not stick around to meet whatever giant thing lives in here.,"Лучше не задерживаться, чтобы встретиться с тем гигантским существом, что обитает здесь."
Between two checkpoints.,Между двумя контрольными точками.
Between two ferns.,Между двумя папоротниками.
Between two southerly rocks. (15),Между двумя южными скалами. (15)
Between two trees below a pool.,Между двумя деревьями ниже пруда.
Beware the Shooting Stars. Hide behind your allies!,Остерегайтесь падающих звезд. Прячьтесь за союзниками!
Beware! Conflict on the shore has drawn something dangerous to Janthir's waters.,Остерегайтесь! Конфликт на берегу привлек нечто опасное в воды Джантира.
"Bicuda[pl:""Bicuda""]",[Бикуда|бикуды|бикуд]
Bid 10 Aurillium,Сделать ставку 10 Ауриллиумов
Bid 100 Aurillium,Ставка 100 Ауриллиума
Bid 20 Aurillium,Ставка 20 Ауриллиума
Bid 30 Aurillium,Ставка 30 Ауриллиума
Bid 40 Aurillium,Ставка 40 Ауриллиума
Bid 50 Aurillium,Ставка 50 Ауриллиума
Bid 60 Aurillium,Ставка 60 Ауриллиума
Bid 70 Aurillium,Ставка 70 Ауриллиума
Bid 80 Aurillium,Ставка 80 Ауриллиума
Bid 90 Aurillium,Ставка 90 Ауриллиума
