english,translate
+20 Vitality+14 Healing+14 Power,+20 Живучести +14 Исцеления +14 Силы
+20 Vitality+14 Power+14 Toughness,+20 Живучести +14 Силы +14 Стойкости
+20%% Bleeding Duration,+20%% длительности кровотечения
+20%% Burning Duration,+20%% длительности горения
+20%% Burning duration; increase strike damage by 10%% while fire aura is active.,"+20%% длительности горения; увеличение урона от ударов на 10%%, пока активна огненная аура."
+20%% Chill Duration,+20%% длительности озноба
+20%% Confusion Duration,+20%% длительности замешательства
+20%% Downed Health+10%% Experience from Kills,+20%% здоровья в небоеспособном состоянии +10%% опыта за убийства
+20%% Dungeon Influence for 24 Hrs,+20%% влияния в подземельях на 24 часа
+20%% Experience from Kills,+20%% опыта за убийства
+20%% Fury Duration,+20%% длительности Ярости
+20%% Fury duration; increase strike damage dealt by 5%% while under the effect of fury.,"+20%% длительности Ярости; увеличивает наносимый урон от ударов на 5%%, пока действует Ярость."
+20%% Gold from Monsters,+20%% золота с монстров
+20%% Magic Find,+20%% к поиску магических предметов
+20%% Might Duration,+20%% длительности Мощи
+20%% Poison Duration,+20%% длительности Яда
+20%% Protection Duration,+20%% длительности Защиты
+20%% Quickness Duration,+20%% длительности Спешки
+20%% Regeneration Duration,+20%% длительности Регенерации
+20%% Stun Duration,+20%% длительности Оглушения
+20%% Swiftness Duration,+20%% длительности Стремительности
+20%% Torment Duration,+20%% длительности Мучения
+20%% Weakness Duration,+20%% длительности Слабости
+200 Condition Damage for 30 Seconds on Kill+70 Precision+10%% Experience from Kills,+200 к урону от состояний на 30 секунд при убийстве+70 к точности+10%% к опыту за убийство
+200 Healing Power for 10 Seconds on Using a Heal Skill (Cooldown: 20 seconds)+10%% Healing to Other Allies+10%% Experience from Kills,+200 к силе исцеления на 10 секунд при использовании лечащего умения (перезарядка: 20 секунд)+10%% к исцелению других союзников+10%% к опыту за убийство
+200 Power for 10 Seconds on Using a Heal Skill (Cooldown: 20 seconds)+70 Precision+10%% Experience from Kills,+200 к силе на 10 секунд при использовании лечащего умения (перезарядка: 20 секунд)+70 к точности+10%% к опыту за убийство
