english,translate
Siren Warhorn,Рог сирены
Siren's Landing Cache[s],Тайник[|а|ов] Пристани сирен
Siren's Landing Reward Track,Трек наград «Берег сирены»
Siren's Reef,Риф сирены
Sisterly Bond,Сестринская связь
Sit and enjoy a picnic overlooking the Ooze Pit Trials in Grothmar Valley.,Сядьте и насладитесь пикником с видом на Испытания в Яме слизи в долине Гротмар.
Sit in a box and prepare for war in the Black Citadel.,Сядьте в ящик и готовьтесь к войне в Чёрной Цитадели.
Sit in a box near the blue catmander.,Сядьте в ящик рядом с синим кошачьим командиром.
Sit in a box near the yellow catmander.,Сядьте в ящик рядом с жёлтым кошачьим командиром.
Sit in a box to join the menagerie in Divinity's Reach.,"Сядьте в ящик, чтобы присоединиться к зверинцу в Пределе Божественности."
Sit in a relaxed manner.,Сядьте расслабленно.
Sit in a serious manner.,Сядьте серьёзно.
Sit in an attentive manner.,Сядьте внимательно.
Sit[s],Сидени[е|я|й]
"Site Name: TBD   Location: East of Gyala Hatchery site   Viability: High   Pros: Partially excavated previously, but long abandoned. Exposed rich deposits remain. Previous dig attempt(s) appear Luxon given the structural remains; possible salvage opportunities, though most appear to be corroded and/or irreparable. Jade readily accessible.   Risks: Local fauna remarkably aggressive. Surveyors report possible air-quality issues—typical air filtration equipment may be required. Rail access inconvenient/convoluted but plausible—perhaps this is positive if avoiding regulatory scrutiny is preferred?","Название участка: Не определено. Расположение: К востоку от места расположения Гиальской фермы. Перспективы: Высокие. Преимущества: Частично раскопан ранее, но затем заброшен. Сохранились богатые залежи. Судя по сохранившимся конструкциям, предыдущие попытки раскопок проводились люксонами; возможны возможности для извлечения ценностей, хотя большинство из них, похоже, повреждены и/или не подлежат восстановлению. Нефрит легкодоступен. Риски: Местная фауна отличается особой агрессивностью. По данным геологов, возможно наличие проблем с качеством воздуха — может потребоваться стандартное оборудование для фильтрации воздуха. Доступ по железной дороге затруднен, но возможен — возможно, это даже плюс, если предпочтительнее избегать пристального внимания регулирующих органов?"
Site remarquable,Site remarquable
Sitting atop a Broken Shelf spire.,Сидя на вершине шпиля Сломанной Полки.
Sitting Duck,Сидящая утка
"Sitting in chairs was an April Fools Day event, it's true.","Сидеть на стульях было событием Дня дурака, это правда."
Sitting in the shade of overgrown palms.,Сидя в тени заросших пальм.
Sitting safely inside the Yesteryear.,В безопасности сидя внутри «Вчерашнего года».
Sitting under a tree's shade.,Сидя в тени дерева.
Six Finisher Package,Набор из шести финишеров
Six-Fold Coral Dye[s],Краситель[|я|ей] «Шестислойный коралл»
Sixth Cache,Шестой тайник
Sixth Pulse,Шестой импульс
Sixth Visage of Pellentia,Шестой лик Пеллентии
Sizhou Hall Renown Heart,Сердце признания зала Сичжоу
Sizza appreciates your help with disrupting grawl aggression.,Сизза ценит вашу помощь в срыве агрессии граулов.
SJW shard 9004,Фрагмент SJW 9004
SJW shard 9005,Фрагмент SJW 9005
SJW shard 9006,Фрагмент SJW 9006
SJW shard 9007,Фрагмент SJW 9007
SJW shard 9008,Фрагмент SJW 9008
SJW shard 9009,Фрагмент SJW 9009
SJW shard 9010,Фрагмент SJW 9010
SJW shard 9011,Фрагмент SJW 9011
SJW shard 9012,Осколок SJW 9012
SJW shard 9013,Фрагмент SJW 9013
SJW shard 9014,Фрагмент SJW 9014
SJW shard 9015,Осколок SJW 9015
SJW shard 9016,Фрагмент SJW 9016
SJW shard 9017,Осколок SJW 9017
SJW shard 9018,Фрагмент SJW 9018
Skaald Fearin,Скаальд Феарин
Skaald Ofeig,Скальд Офейг
Skaald Stjarna,Скаальд Стьярна
Skaaldsinger (Level 44),Скаальдсингер (Уровень 44)
Skale Blighter,Скальный бледнолиц
Skale Buff,Усиление скаля
Skale Egg[s],Яйц[о|а|иц] скаля
"Skale Loot Box[pl:""Boxes""]",Ящик с добычей Скале
Skale Physical Death,Физическая смерть скейла
Skale Toxin,Токсин скейла
Skalefound Cove,Бухта Скейлофунд
Skalesplash Falls,Водопады Скейлсплэш
Skarrah Steelhunter,Скарра Сталелов
Skeletal Hands,Скелетные руки
Skeletal Lich,Скелетный лич
Skeletal Wings Backpack and Glider Combo[s],Комплект[|а|ов] «Скелетные крылья» (рюкзак и планер)
Skeletal Wings Backpack[s],Рюкзак[|а|ов] «Скелетные крылья»
Skeletal Wings Glider[s],Планер[|а|ов] «Скелетные крылья»
Skeleton Key[s],Скелетн[ый|ых|ых] ключ[|а|ей]
Skelk eats fallen prey,Скелк поедает павшую жертву
Skelk Fidget - Looks around,Скелк ёрзает — оглядывается
