english,translate
Vault Transport[s],[Транспорт|Транспорта|Транспортов] хранилища
Vault Waypoint,Точка перемещения хранилища
Vaxela of Leopard's Walk,Ваксела из Леопардовой Тропы
Vebis the Inquisitor,Вебий Инквизитор
"Veddi, forgive me. When I had heard of the captain's intentions, I had to come, doomed though we may be. Our people have suffered for too long under the lich. This outlander claims to be a slayer of gods and dragons, and if these tales are true—if there is even a shred of hope that we may succeed—I can't sit this one out. I'm sorry I lied to you. If I make it back, I won't leave again.","Ведди, прости меня. Когда я услышал о намерениях капитана, я должен был прийти, даже если нам суждено погибнуть. Наш народ слишком долго страдал под властью лича. Этот чужеземец утверждает, что он убийца богов и драконов, и если эти истории правдивы — если есть хоть искра надежды на успех — я не могу остаться в стороне. Прости, что солгал тебе. Если я вернусь, я больше не уйду."
Vegetable Kabob[s],[Овощной кебаб|Овощного кебаба|Овощных кебабов]
Vegetable Plants,Овощные растения
Vegetable Synthesizer,Синтезатор овощей
Veggie Burger[s],[Овощной бургер|Овощного бургера|Овощных бургеров]
Veggie Pizza[s],[Овощная пицца|Овощной пиццы|Овощных пицц]
Veggie Snack[s],[Овощная закуска|Овощной закуски|Овощных закусок]
Vehjin Bounty Board,Доска поручений Вехджина
Vehjin Noble Necessities Run,Забег за необходимыми вещами для знати Вехджина
Vehjin Palace Bust #1,Бюст дворца Вехджина #1
Vehjin Palace Statue #1,Статуя дворца Вехджина #1
Vehjin Palace Statue #10,Статуя дворца Вехджина #10
Vehjin Palace Statue #11,Статуя дворца Вехджина #11
Vehjin Palace Statue #2,Статуя дворца Вехджина #2
Vehjin Palace Statue #3,Статуя дворца Вехджина #3
Vehjin Palace Statue #4,Статуя дворца Вехджина #4
Vehjin Palace Statue #5,Статуя дворца Вехджина #5
Vehjin Palace Statue #6,Статуя дворца Вехджина #6
Vehjin Palace Statue #7,Статуя дворца Вехджина #7
Vehjin Palace Statue #8,Статуя дворца Вехджина #8
Vehjin Palace Statue #9,Статуя дворца Вехджина #9
Vehtendi Academy Bust #1,Бюст Академии Вехтенди №1
Vehtendi Academy Bust #2,Бюст Академии Вехтенди №2
Vehtendi Academy Bust #3,Бюст Академии Вехтенди №3
