english,translate
Recipe[s]: Verata's Bastion,[Рецепт|Рецепта|Рецептов]: Оплот Вераты
Recipe[s]: Verata's Blade,[Рецепт|Рецепта|Рецептов]: Клинок Вераты
Recipe[s]: Verata's Brazier,[Рецепт|Рецепта|Рецептов]: Жаровня Вераты
Recipe[s]: Verata's Breastplate,[Рецепт|Рецепта|Рецептов]: Нагрудник Вераты
Recipe[s]: Verata's Breeches,[Рецепт|Рецепта|Рецептов]: Штаны Вераты
Recipe[s]: Verata's Claymore,[Рецепт|Рецепта|Рецептов]: Клеймор Вераты
Recipe[s]: Verata's Cloth Breather,[Рецепт|Рецепта|Рецептов]: Тканевой дыхатель Вераты
Recipe[s]: Verata's Doublet,[Рецепт|Рецепта|Рецептов]: Дуэлет Вераты
Recipe[s]: Verata's Epaulets,[Рецепт|Рецепта|Рецептов]: Эполеты Вераты
Recipe[s]: Verata's Flanged Mace,[Рецепт|Рецепта|Рецептов]: Фланцевая булава Вераты
Recipe[s]: Verata's Footwear,[Рецепт|Рецепта|Рецептов]: Обувь Вераты
Recipe[s]: Verata's Greatbow,[Рецепт|Рецепта|Рецептов]: Великий лук Вераты
Recipe[s]: Verata's Greaves,[Рецепт|Рецепта|Рецептов]: Поножи Вераты
Recipe[s]: Verata's Grips,[Рецепт|Рецепта|Рецептов]: Хваты Вераты
Recipe[s]: Verata's Guise,[Рецепт|Рецепта|Рецептов]: Облик Вераты
Recipe[s]: Verata's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: Гарпунное ружьё Вераты
Recipe[s]: Verata's Herald,[Рецепт|Рецепта|Рецептов]: Глашатай Вераты
Recipe[s]: Verata's Impaler,[Рецепт|Рецепта|Рецептов]: Пронзатель Вераты
Recipe[s]: Verata's Leather Breather,[Рецепт|Рецепта|Рецептов]: Кожаный дыхатель Вераты
Recipe[s]: Verata's Leggings,[Рецепт|Рецепта|Рецептов]: Поножи Вераты
Recipe[s]: Verata's Masque,[Рецепт|Рецепта|Рецептов]: Маска Вераты
Recipe[s]: Verata's Metal Breather,[Рецепт|Рецепта|Рецептов]: Металлический дыхатель Вераты
Recipe[s]: Verata's Musket,[Рецепт|Рецепта|Рецептов]: Мушкет Вераты
Recipe[s]: Verata's Pauldrons,[Рецепт|Рецепта|Рецептов]: Наплечники Вераты
Recipe[s]: Verata's Razor,[Рецепт|Рецепта|Рецептов]: Бритва Вераты
Recipe[s]: Verata's Reaver,[Рецепт|Рецепта|Рецептов]: Опустошитель Вераты
