english,translate
Stashed Harbinger Jewel[s],[Драгоценность|Драгоценности|Драгоценностей] «Спрятанный предвестник»
Stashed up high within the village of Purity.,Спрятано высоко в деревне Чистоты.
Stasis Chamber,Камера стазиса
Stat Increases,Увеличение характеристик
Stat item cannot use that upgrade,Предмет с характеристиками не может использовать это улучшение
State-of-the-art solid holography.,Передовая цельная голография.
Stately Garb Skin[s],[Облик|Облика|Обликов] «Величественный наряд»
Stately Gloves Skin[s],[Облик|Облика|Обликов] «Величественные перчатки»
Stately Helm,Великолепный шлем
Stately Helm Skin[s],[Облик|Облика|Обликов] «Величественный шлем»
Stately Leggings Skin[s],[Облик|Облика|Обликов] «Величественные поножи»
Stately Mantle,Великолепный наплечник
Stately Mantle Skin[s],[Облик|Облика|Обликов] «Величественная накидка»
Stately Shoes,Величественные туфли
Stately Shoes Skin[s],[Облик|Облика|Обликов] «Величественная обувь»
Static Assault Knight,Статичный штурмовой рыцарь
Static Assault Knight Power Core[s],[Ядро|Ядра|Ядер] силы «Статический штурмовой рыцарь»
Static Attunement Field,Поле статической настройки
Static Blast,Статический взрыв
Static Charge[s],[Заряд|Заряда|Зарядов] статики
Static Pools,Статические лужи
Static Spin,Статическое вращение
Static Stomp,Статическое топанье
Statics Expert,Эксперт по статике
Statics Expert Azzi,Эксперт по статике Ацци
Statics Expert Ceppi,Эксперт по статике Цеппи
Statics Expert Kepa,Эксперт по статике Кепа
Statics Expert Korbit,Эксперт по статике Корбит
Statics Expert Levv,Эксперт по статике Левв
Statics Expert Vakk,Эксперт по статике Вакк
Statics Expert Wimm,Эксперт по статике Вимм
Statics Expert Zann,Эксперт по статике Занн
Statics Researcher,Исследователь статики
Statics<br>Union,Статики<br>Союз
Stationary • Spits,Неподвижный • Плевки
Stations of<br>Contemplation,Станции<br>Созерцания
Statis Beam,Статический луч
Stats only apply in WvW:+10%% Outgoing Healing+100 Healing Power+70 Concentration+10%% Karma+5%% All Experience Gained+20%% Magic Find+20%% Gold Find+10%% WXP Gained,"Статы действуют только в PvP: +10%% к исцелению, которое вы оказываете, +100 к силе исцеления, +70 к концентрации, +10%% к получаемой карме, +5%% ко всему получаемому опыту, +20%% к шансу найти магические предметы, +20%% к шансу найти золото, +10%% к получаемому опыту мира."
Stats only apply in WvW:+150 Toughness,Характеристики действуют только в WvW:+150 Стойкость
Stats only apply in WvW:-10%% Incoming Damage+100 Power+70 Ferocity+10%% Karma+5%% All Experience Gained+20%% Magic Find+20%% Gold Find+10%% WXP Gained,"Статы действуют только в PvP-режиме «Завоевание территорий»: -10%% входящего урона, +100 силы, +70 ярости, +10%% кармы, +5%% ко всему получаемому опыту, +20%% шанс найти магические предметы, +20%% шанс найти золото, +10%% получаемого опыта мира."
Stats only apply in WvW:-10%% Incoming Damage+45 to All Attributes+10%% Karma+5%% All Experience Gained+20%% Magic Find+20%% Gold Find+10%% WXP Gained,"Статы действуют только в PvP-режиме: -10%% входящего урона, +45 ко всем характеристикам, +10%% к карме, +5%% ко всему получаемому опыту, +20%% к шансу найти магические предметы, +20%% к шансу найти золото, +10%% к получаемым очкам опыта мира."
Stats only apply in WvW:Gain 0.6%% Increased Healing to Other Allies for Every 100 Healing PowerGain 0.8%% Increased Healing to Other Allies for Every 100 Concentration+10%% Experience from Kills,Характеристики действуют только в WvW:Получайте 0.6%% увеличения исцеления союзников за каждые 100 Силы исцеленияПолучайте 0.8%% увеличения исцеления союзников за каждые 100 Концентрации+10%% Опыт за убийства
Statuary (Blue)<brx>• Defeat stoneworker to commune and capture objective<br>• Use siege weapons to bombard foes<br>• 30 points on capture<br>• 10 points per scoring tick,"Статуя (Синяя)<brx>• Победите каменщика, чтобы войти в контакт и захватить цель<br>• Используйте осадные орудия для обстрела врагов<br>• 30 очков за захват<br>• 10 очков за тик начисления"
Statuary (Green)<brx>• Defeat stoneworker to commune and capture objective<br>• Use siege weapons to bombard foes<br>• 30 points on capture<br>• 10 points per scoring tick,"Статуя (Зелёная)<brx>• Победите каменщика, чтобы войти в контакт и захватить цель<br>• Используйте осадные орудия для обстрела врагов<br>• 30 очков за захват<br>• 10 очков за тик начисления"
Statuary (Neutral)<brx>• Defeat stoneworker to commune and capture objective<br>• Use siege weapons to bombard foes<br>• 30 points on capture<br>• 10 points per scoring tick,"Статуя (Нейтральная)<brx>• Победите каменщика, чтобы войти в контакт и захватить цель<br>• Используйте осадные орудия для обстрела врагов<br>• 30 очков за захват<br>• 10 очков за тик начисления"
Statuary (Red)<brx>• Defeat stoneworker to commune and capture objective<br>• Use siege weapons to bombard foes<br>• 30 points on capture<br>• 10 points per scoring tick,"Статуя (Красная)<brx>• Победите каменщика, чтобы войти в контакт и захватить цель<br>• Используйте осадные орудия для обстрела врагов<br>• 30 очков за захват<br>• 10 очков за тик начисления"
Statuary Turret Controller,Контроллер турели статуи
Statue of Abaddon,Статуя Абаддона
Statue of Grenth Token[s],[жетон статуи Грента|жетона статуи Грента|жетонов статуи Грента]
Statue of Kormir,Статуя Кормир
Statue of Lyssa,Статуя Лиссы
Statue Plaque,Табличка статуи
Statue Token[s],[жетон статуи|жетона статуи|жетонов статуи]
Statue's Sword,Меч статуи
Statues of Grenth,Статуи Грента
Statuette[s] of Lyssa,[статуэтка|статуэтки|статуэток] Лиссы
Status Report,Отчет о статусе
"Stay calm, stay alert.","Сохраняйте спокойствие, будьте начеку."
Stay Here,Останься здесь
"Stay on ""%str1%""","Оставайся на ""%str1%"""
Stay put! You will be revived soon.,Не двигайся! Скоро тебя воскресят.
Stay Ready,Будь готов
"Stay safe, Ishoonoo.","Будь осторожен, Ишуну."
Stay Warm,Согревайся
Stay. Eat. Be well.,Оставайся. Ешь. Будь здоров.
Steak[s] with Winterberry Sauce,[стейк|стейка|стейков] с соусом из зимней ягоды
Steal 3 boons when interrupting a foe. <c=@reminder>(Cooldown: 10 seconds) (Cooldown against defiant foes: 3 seconds)</c>,Крадет 3 благословения при прерывании врага. <c=@reminder>(Перезарядка: 10 сек.) (Перезарядка против упорных врагов: 3 сек.)</c>
