english,translate
Wanted: Morg,Разыскивается: Морг
Wanted: Muckstalker,Разыскивается: Грязеслед
Wanted: Nepheteres,Разыскивается: Нефетерес
Wanted: Oakenscorn,Разыскивается: Оукенскорн
Wanted: Old Stonehoof,Разыскивается: Старое Каменное Копыто
Wanted: Perturbed Choya,Разыскивается: Взволнованный Чойя
Wanted: Queen Ishraa,Разыскивается: Королева Ишраа
Wanted: Queen Yidaxu,Разыскивается: Королева Йидаксу
Wanted: Rampaging Forged,Разыскивается: Буйствующий Кованый
"Wanted: Rubedon, Trembling Earth","Разыскивается: Рубедон, Дрожащая Земля"
Wanted: Safiri the Carver,Разыскивается: Сафири Резчик
Wanted: Sandsnare,Разыскивается: Песчаная Западня
Wanted: Scragglebeard,Разыскивается: Косматая Борода
Wanted: Seneb the Desecrated,Разыскивается: Сенеб Оскверненный
Wanted: Shardcrest,Разыскивается: Осколочный Гребень
Wanted: Shoot of Stormbringer,Разыскивается: Побег Штормовика
Wanted: Silkears the Fierce,Разыскивается: Шелкоухий Яростный
Wanted: Simoom the Accursed,Разыскивается: Симум Проклятый
Wanted: Smoldge,Разыскивается: Смолдж
Wanted: Snag Seizeclaw,Разыскивается: Чавк Захватчик Когтей
Wanted: Snap Spinecrack,Разыскивается: Хрясь Костолом
Wanted: Starcaller,Разыскивается: Звездозов
Wanted: Sulfurscale,Разыскивается: Серная Чешуя
Wanted: Suneh Stormbringer,Разыскивается: Сунех Буревестник
Wanted: Tazula Mindclouder,Разыскивается: Тазула Мутный Разум
Wanted: The Necrophage,Разыскивается: Некрофаг
Wanted: The Prickly Pair,Разыскивается: Колючая Парочка
Wanted: The Terror of the Sands,Разыскивается: Ужас Песков
Wanted: Thrash Tailclobber,Разыскивается: Молотильщик Хвостолом
Wanted: Tohg Atta Awoth,Разыскивается: Тог Атта Авоф
Wanted: Triq Griz Grolak,Разыскивается: Трик Гриз Гролак
Wanted: Troopmarshal Olori Ogun,Разыскивается: Маршал отряда Олори Огун
Wanted: Uussh Visshta,Разыскивается: Уусс Вишта
Wanted: Vebis the Inquisitor,Разыскивается: Вебис Инквизитор
Wanted: Wayfarer,Разыскивается: Странник
Wanted: Wissper Inssani,Разыскивается: Висспер Инссани
Wanted: Wyvern Matriarch and Patriarch,Разыскивается: Матриарх и Патриарх виверн
Wanted: Xadd Honn Tarr,Разыскивается: Ксадд Хонн Тарр
Wanted: Xedra Tahz Tahom,Разыскивается: Кседра Таз Тахом
Wanted: Xoul Igra Zhoss,Разыскивается: Ксоул Игра Жосс
Wanted: Yasia Glacierfalls,Разыскивается: Ясия Ледопад
Wanted: Zawadi the Turncoat,Разыскивается: Завади Предатель
Wanted: Zehlon Ossa,Разыскивается: Зелон Осса
Wanted: Zelke the Shameless,Разыскивается: Зелке Бесстыдный
Wanted: Zommoros's Weapons,Разыскивается: Оружие Зоммороса
Wants to visit faraway lands.,Хочет посетить далёкие земли.
War Auger (Level 26),Военный бур (Уровень 26)
War Auger (Level 51),Военный бур (Уровень 51)
War Banner,Боевое знамя
War Cache[s] of the Twin Dynasts,Тайник[|а|ов] Близнецов-династов
War Chest,Военный сундук
War Cry,Боевой клич
War Eternal Supply Drop,Сброс припасов Вечной войны
War Eternal Supply Drop Requisition[s],Реквизици[я|и|й] на снабжение «Вечная война»
War Eternal Supply Drop: Week Four Delivery,Сброс припасов Вечной войны: доставка четвёртой недели
War Eternal Supply Drop: Week One Delivery,Сброс припасов Вечной войны: доставка первой недели
War Eternal Supply Drop: Week Three Delivery,Сброс припасов Вечной войны: доставка третьей недели
War Eternal Supply Drop: Week Two Delivery,Сброс припасов Вечной войны: доставка второй недели
"War God's Weapon Box[pl:""Boxes""]",Ящик оружия бога войны
War God's Weapons,Оружие бога войны
War Machine,Военная машина
War Machine Axe Skin[s],Облик[|а|ов] топора «Военная машина»
War Machine Axe[s],Топор[|а|ов] «Военная машина»
War Machine Dagger Skin[s],Облик[|а|ов] кинжала «Военная машина»
War Machine Dagger[s],Кинжал[|а|ов] «Военная машина»
War Machine Focus Skin[s],Облик[|а|ов] фокуса «Военная машина»
"War Machine Focus[pl:""Foci""]",Военная машина [Фокус|Фокусы|Фокусов]
War Machine Greatsword Skin[s],Облик[|а|ов] большого меча «Военная машина»
War Machine Greatsword[s],[Большой меч «Военная машина»|Больших меча «Военная машина»|Больших мечей «Военная машина»]
War Machine Hammer Skin[s],Облик[|а|ов] молота «Военная машина»
War Machine Hammer[s],[Молот «Военная машина»|Молота «Военная машина»|Молотов «Военная машина»]
War Machine Longbow Skin[s],Облик[|а|ов] длинного лука «Военная машина»
War Machine Longbow[s],[Длинный лук «Военная машина»|Длинных лука «Военная машина»|Длинных луков «Военная машина»]
War Machine Mace Skin[s],Облик[|а|ов] булавы «Военная машина»
War Machine Mace[s],[Булава «Военная машина»|Булавы «Военная машина»|Булав «Военная машина»]
War Machine Pistol Skin[s],Облик[|а|ов] пистолета «Военная машина»
War Machine Pistol[s],[Пистолет «Военная машина»|Пистолета «Военная машина»|Пистолетов «Военная машина»]
War Machine Rifle Skin[s],Облик[|а|ов] винтовки «Военная машина»
War Machine Rifle[s],[Винтовка «Военная машина»|Винтовки «Военная машина»|Винтовок «Военная машина»]
War Machine Scepter Skin[s],Облик[|а|ов] скипетра «Военная машина»
War Machine Scepter[s],[Скипетр «Военная машина»|Скипетра «Военная машина»|Скипетров «Военная машина»]
War Machine Shield Skin[s],[Облик|Облика|Обликов] щита «Военная машина»
War Machine Short Bow Skin[s],[Облик|Облика|Обликов] короткого лука «Военная машина»
War Machine Short Bow[s],[Короткий лук|Короткого лука|Коротких луков] «Военная машина»
War Machine Skin[s],[Облик|Облика|Обликов] «Военная машина»
War Machine Staff Skin[s],[Облик|Облика|Обликов] посоха «Военная машина»
"War Machine Staff[pl:""Staves""]",Посох военной машины
War Machine Sword Skin[s],[Облик|Облика|Обликов] меча «Военная машина»
War Machine Sword[s],[Меч|Меча|Мечей] «Военная машина»
War Machine Torch Skin[s],[Облик|Облика|Обликов] факела «Военная машина»
"War Machine Torch[pl:""Torches""]",Боевая факел[|ы|ы]
War Machine Warhorn Skin[s],[Облик|Облика|Обликов] рога «Военная машина»
War Machine Weapon Skin Selection[s],[Выбор|Выбора|Выборов] облика оружия «Военная машина»
War Materials<br>• Sells WvW Crafting Materials,Военные материалы<br>• Продает материалы WvW
War Room Proprietor<br>• War Room Upgrades,Владелец военной комнаты<br>• Улучшения военной комнаты
War Score (Skirmish),Очки войны (Стычка)
War Score (Total),Очки войны (Всего)
"War Score is used to determine the winner of a match. War Score is earned by capturing and holding objectives, defeating players, and other WvW activities.","Очки войны используются для определения победителя матча. Очки войны зарабатываются захватом и удержанием целей, победой над игроками и другими действиями в WvW."
"War Score is used to determine the winner of a skirmish. War Score is earned by capturing objectives, defeating players, and completing other WvW activities.","Очки войны используются для определения победителя стычки. Очки войны зарабатываются захватом целей, победой над игроками и выполнением других действий в WvW."
War Score Placement,Место по очкам войны
War Wagon<br>Prep Deck,Военная повозка<br>Подготовительная колода
War-Torn Marauder Warclaw Skin[s],[Облик|Облика|Обликов] боевого варклыка «Израненный войной»
Warband Camp. Click to teleport.,"Лагерь отряда. Нажмите, чтобы телепортироваться."
Warband Dye[s],[Краска|Краски|Красок] отряда
Warbeast Gossamer Coat Lining[s],[Подкладка|Подкладки|Подкладок] для куртки из паучьего шелка «Боевой зверь»
Warbeast Gossamer Coat Panel[s],[Полотнище|Полотнища|Полотнищ] для куртки из паучьего шелка «Боевой зверь»
Warbeast Gossamer Epaulet Padding[s],Наплечник из гобеленовой ткани для боевого зверя
