english,translate
Bleeds • Swiftness,Кровотечение • Скорость
Bleeds • Throws Dagger,Кровотечения • Метание кинжала
Blended Leather Sheet[s],Лист[|а|ов] смешанной кожи
Blessed Raven Statuette[s],Статуэтк[а|и|ок] благословенного ворона
Blessed Steps (Level 44),Благословенные шаги (Ур. 44)
Blessed Steps (Level 51),Благословенные шаги (Ур. 51)
Blessed Steps (Level 60),Благословенные шаги (Ур. 60)
Blessing of Balthazar,Благословение Бальтазара
Blessing of Daybreak,Благословение рассвета
Blessing of Grenth,Благословение Грента
Blessing of the Harvest Forest,Благословение Урожайного леса
Blessing of the Primeval Rulers,Благословение Древних правителей
Blessing of Twilight,Благословение сумерек
Blessing Seed,Семя благословения
Blessing[s] of Azantil,Благословени[е|я|й] Азантила
Blessing[s] of Courage,Благословени[е|я|й] отваги
Blessing[s] of Dignity,Благословени[е|я|й] достоинства
Blessing[s] of Judgment,Благословени[е|я|й] суда
Blessing[s] of Loyalty,Благословени[е|я|й] верности
Blessing[s] of Plenty,Благословени[е|я|й] изобилия
Blessing[s] of the Four Winds,Благословени[е|я|й] четырёх ветров
Blessing[s] of the Jade Empress,Благословени[е|я|й] Нефритовой императрицы
Blessings of the New Year,Благословения Нового года
Blight Gained per Second in Shroud,Скверна в секунду в Саване
BLIGHT K1T-B,ЧУМА K1T-B
Blight on Self,Скверна на себе
Blight Threshold,Порог скверны
"Blightbob[pl:""Blightbob""]",Блайтбоб[|а|ы]
Blighted Beam,Проклятый луч
Blighted Electrum,Проклятый электрум
Blighted Mortar,Проклятая мортира
Blighted Thorn,Заражённый шип
Blighted Wave,Проклятая волна
Blighting Tree,Древо скверны
Blightwater Shatterstrike must be a target for an active guild mission for this guild.,Блайтвотер Шаттерстрайк должен быть целью активного гильдейского задания для этой гильдии.
Blind a target with a handful of grapes.,Ослепить цель горстью винограда.
Blind Ed's Longbow (Level 18),Длинный лук Слепого Эда (Уровень 18)
Blind Exposure,Слепое разоблачение
Blind per Pulse,Слепота за импульс
"Blinded, you feel your limbs being bound, and fall, half dead on the ground.","Ослепнув, вы чувствуете, как ваши конечности связывают, и падаете полумёртвым на землю."
Blinding Blade,Ослепляющий клинок
Blinding Bolts,Ослепляющие болты
Blinding Light,Ослепляющий свет
Blinding Shot,Ослепляющий выстрел
Blinding the Eye,Ослепление глаза
Blindness on Cast,Слепота при применении
Blinds on command,Ослепляет по команде
Blinds • Burns • Summons Minions,Ослепляет • Поджигает • Призывает прислужников
Blinds • Stealths Allies • Immobilizes,Ослепляет • Маскирует союзников • Обездвиживает
Blinds • Summons Minions,Ослепляет • Призывает миньонов
Blindside Swipe,Удар со слепой стороны
"Blingg,As you well know, things are at a crucial juncture in regards to the Consortium's Southsun Cove project. Per orders from the Director's Office itself, until we can gauge the full negative impact of the karka attack on Lion's Arch, it is vital that you continue to obfuscate and misdirect any inquiries, especially those from the Lionguard and the Captain's Council.Remember: we're all in this together, but foul this up and you're going down alone.—Subdirector Noll","Блингг, как вам хорошо известно, дела находятся на критическом этапе в отношении проекта Южного Солнечного Залива Консорциума. По приказу самого Управления, пока мы не сможем оценить весь негативный эффект атаки карка на Львиный Шрам, жизненно важно, чтобы вы продолжали запутывать и дезинформировать любые запросы, особенно от Львиной Стражи и Капитанского Совета. Помните: мы все в этом вместе, но если испортите — пойдёте ко дну в одиночку. — Заместитель директора Нолл"
Blink a short distance toward your target.<br><c=@reminder>Using this skill will not end Dragon Trigger.</c>,Моргните на небольшое расстояние в сторону цели.<br><c=@reminder>Использование этого навыка не завершит Драконий Триггер.</c>
Blink to a location.<br><c=@reminder>Using this skill will not end Dragon Trigger.</c>,Мгновенное перемещение к указанному месту.<br><c=@reminder>Использование этого умения не завершит Режим дракона.</c>
Blink to your target and smash the ground to damage nearby foes.,"Мгновенное перемещение к цели и удар по земле, наносящий урон ближайшим врагам."
Blink to your target and smash the ground.,Мгновенное перемещение к цели и удар по земле.
Blish's Notes,Записки Блиша
Blissful Boots Skin[s],Облик[|а|ов] «Блаженные сапоги»
Blissful Skirt and Boots Combo,Комплект «Блаженная юбка и сапоги»
Blissful Skirt and Boots Combo now available!,Комплект «Блаженная юбка и сапоги» теперь доступен!
Blissful Skirt Skin[s],Облик[|а|ов] «Блаженная юбка»
