english,translate
Strange activity has been reported in Diessa Plateau.,Странная активность была замечена на Плато Дьесса.
Strange activity has been reported in Kessex Hills.,Странная активность была замечена в Кессексских холмах.
Strange Altar,Странный алтарь
Strange Artifact,Странный артефакт
Strange Asuran Object,Странный асуранский объект
Strange Bell,Странный колокол
Strange Burning Scroll,Странный горящий свиток
Strange Console,Странная консоль
Strange creatures are attacking Lion's Arch.,Странные существа атакуют Львиный Архив.
Strange Crystal,Странный кристалл
Strange Crystal Shard,Странный осколок кристалла
Strange Cube,Странный куб
Strange Journal,Странный журнал
Strange Orb,Странная сфера
Strange Portals,Странные порталы
Strange Relic,Странная реликвия
Strange Seer Artifact,Странный артефакт провидца
Strange Shell[s],[Странная раковина|Странные раковины|Странных раковин]
Strange Tablet,Странная табличка
Strange Tablet Runes,Странные руны таблички
"Strange things under the sea. Not just what's frozen in the stone, but the plants, the fungus. Nautus says the nearby wind tunnel exits at a safe location. Even with an elementalist of their caliber, I have doubts. Still, they've been vital for setting up the zip lines.As we continue lower, I sense a growing unease among the crew. Been accused of ""staring a little too long"" by Odamos and Sintri a couple times. Maybe we should turn back, take our chances walking to the mainland.","Странные вещи под водой. Не только то, что застыло в камне, но и растения, грибы. Наутус говорит, что ближайший ветровой туннель выходит в безопасном месте. Даже с элементалистом такого калибра у меня есть сомнения. Тем не менее, они были жизненно важны для установки зиплайнов. Продолжая спуск, я чувствую растущее беспокойство среди команды. Меня пару раз обвиняли Одамос и Синтри в том, что я ""слишком долго смотрю"". Может, нам стоит повернуть назад и рискнуть пройти пешком до материка."
Strange Urn,Странная урна
Strangle Vines,Удушающие лозы
Stranglebloom Heart[s],[Сердце удушающего цветка|Сердца удушающего цветка|Сердец удушающего цветка]
Strangler Vines,Лозы-удушители
Strategic Defense Map[s] of the Mists,[Карта|Карты|Карт] стратегической обороны Туманностей
Strategic Group Play (1 Not fun - 5 Fun),Стратегическая групповая игра (1 Неинтересно - 5 Интересно)
Strategic Location 10: In some bushes along the main causeway.,Стратегическое место 10: В кустах вдоль главной дороги.
Strategic Location 11: On an outcrop of rocks northeast of the southern Dominion camp.,Стратегическое место 11: На скалистом выступе к северо-востоку от южного лагеря Доминиона.
Strategic Location 1: Behind a tent in the southern Dominion camp.,Стратегическое место 1: За палаткой в южном лагере Доминиона.
Strategic Location 2: Tucked under a charr vehicle in the central Dominion camp.,Стратегическое место 2: Припрятано под машиной чарров в центральном лагере Доминиона.
Strategic Location 3: At the foot of a wooden tower behind stacked crates in the northern Dominion camp.,Стратегическое место 3: У подножия деревянной башни за составленными ящиками в северном лагере Доминиона.
Strategic Location 4: Among some rocks below the northernmost comm tower.,Стратегическое место 4: Среди скал под самой северной коммуникационной вышкой.
Strategic Location 5: In bushes just below the northeast exit from the cave system.,Стратегическое место 5: В кустах чуть ниже северо-восточного выхода из пещерной системы.
Strategic Location 6: Near the northern artillery position at Canopy Crag.,Стратегическая точка №6: Возле северной артиллерийской позиции у Скалы Крона.
Strategic Location 7: Near bushes by the central comm tower.,Стратегическая точка 7: Рядом с кустами у центральной коммуникационной вышки.
Strategic Location 8: Next to the northern end of the bridge.,Стратегическая точка 8: Рядом с северным концом моста.
"Strategic Location 9: Behind a tree high on a plateau in the southeast, facing the lighthouse.","Стратегическая точка 9: За деревом высоко на плато на юго-востоке, лицом к маяку."
Strategic Scenario Response Proposal—Cardinal Blue—Astral Ward Eyes Only,Предложение по реагированию на стратегический сценарий — Кардинальный синий — Только для глаз Астрального дозора
Strategic Scenario Response Proposal—Cold Frame—Astral Ward Eyes Only,Предложение по стратегическому сценарию — Холодная Рамка — Только для глаз Астрального Дозора
Strategic Scenario Response Proposal—Glass Dragon—Astral Ward Eyes Only,Предложение ответа на стратегический сценарий — Стеклянный Дракон — Только для глаз Астрального Дозора
Strategic Scenario Response Proposal—Hapless Ladder—Astral Ward Eyes Only,Предложение ответа на стратегический сценарий — Неудачная Лестница — Только для глаз Астрального Дозора
Strategic Scenario Response Proposal—Mosaic Wrath—Astral Ward Eyes Only,Стратегическое предложение по реагированию на сценарий — Мозаичный гнев — Только для Астрального дозора
Strategic Scenario Response Proposal—Rude Virus—Astral Ward Eyes Only,Предложение ответа на стратегический сценарий — Грубый Вирус — Только для глаз Астрального Дозора
Straw Dye[s],[Краска|Краски|Красок] «Солома»
Straw Effigy,Соломенное чучело
Strawberry Breeze Dye[s],[Краска|Краски|Красок] «Клубничный бриз»
Strawberry Cilantro Cheesecake[s],[Чизкейк|Чизкейка|Чизкейков] с клубникой и кинзой
