english,translate
Tapping the Mystic Forge stone does not appear to do anything.,"Прикосновение к камню Мистической кузни, похоже, ничего не дает."
Tar Armor,Смоляная броня
Tar Breath,Смоляное дыхание
Tar Cleaner,Очиститель смолы
Tar Dye[s],[Краска «Дёготь»|Краски «Дёготь»|Красок «Дёготь»]
Tar Elemental 02,Смоляной элементаль 02
Tar Elemental Core[s],[Ядро смоляного элементаля|Ядра смоляного элементаля|Ядер смоляных элементалей]
Tar Elemental Unarmed,Смоляной элементаль без оружия
Tar Elemental[s],[Смоляной элементаль|Смоляного элементаля|Смоляных элементалей]
Tar Fissure,Смоляная трещина
Tar Orb,Смоляная сфера
Tar Shield,Смоляной щит
Tar Shot,Смоляной выстрел
Tar Throw,Бросок смолы
Tar Trap,Смоляная ловушка
Tar-Bound Spell Book[s],"[Книга|Книги|Книг] заклинаний, связанных смолой"
"Target a guest at the party and use this skill to mark them for investigation. This skill takes time to recharge, so choose your targets carefully.","Выберите гостя на вечеринке и используйте это умение, чтобы пометить его для расследования. Умение требует времени на перезарядку, поэтому выбирайте цели тщательно."
Target a large area to return the decorations inside it to storage.,"Укажите большую область, чтобы вернуть украшения внутри неё в хранилище."
Target a medium area to return the decorations inside to storage.,"Укажите среднюю область, чтобы вернуть украшения внутри неё в хранилище."
Target a small area to return the decorations inside to storage.,"Укажите малую область, чтобы вернуть украшения внутри неё в хранилище."
Target a vulnerable chak to grab its energy.,"Нацельтесь на уязвимого чака, чтобы захватить его энергию."
Target Acquired,Цель захвачена
Target area is enveloped in a noxious cloud that poisons foes.,"Целевая область окутана ядовитым облаком, отравляющим врагов."
Target Channel,Канал цели
Target crystal pylon has already been removed.,Целевой кристаллический пилон уже удалён.
Target Dummy,Тренировочный манекен
Target foe sinks.,Цель врага тонет.
Target Gyro,Целевой гироскоп
Target is formidable.,Цель грозная.
Target must be an Annealed Abomination.,Цель должна быть Закаленным Чудовищем.
Target must be low on health.,Цель должна быть с низким уровнем здоровья.
Target Must Be Ravenous Wanderer,Цель должна быть «Голодным странником»
Target Order: 1,Порядок цели: 1
Target Order: 2,Порядок цели: 2
Target Order: 3,Порядок цели: 3
Target Order: 4,Порядок цели: 4
Target Order: 5,Порядок цели: 5
Target Painter Trap[s],[Ловушка|Ловушки|Ловушек] целеуказателя
Target Painter[s],[Целеуказатель|Целеуказателя|Целеуказателей]
Target Proximity,Близость к цели
Target the nearest ally.,Нацелиться на ближайшего союзника.
Target the nearest enemy.,Нацелиться на ближайшего врага.
