english,translate
Soldier's Backpack Strap,Солдатский ремень рюкзака
Soldier's Earring,Солдатская серьга
Soldier's Focus,Сосредоточение солдата
Soldier's Intricate Gossamer Insignia[s],[Солдатская затейливая пуховая эмблема|Солдатской затейливой пуховой эмблемы|Солдатских затейливых пуховых эмблем]
Soldier's Jewel[s],[Солдатский самоцвет|Солдатского самоцвета|Солдатских самоцветов]
Soldier's Orichalcum Imbued Inscription[s],[Солдатская пропитанная орихалком надпись|Солдатской пропитанной орихалком надписи|Солдатских пропитанных орихалком надписей]
"Soldier,I find it hard to believe that the ""Bazaar of the Four Winds"" exists, but all my sources say it's real. I need someone to confirm their reports. That means you.Head to Lion's Arch and find Captain Magnus the Bloody-Handed. He's holed up at the Main Haven Headquarters in Fort Marriner. Magnus claims to have fresh intel, so follow his directions.—Rytlock","Солдат, мне трудно поверить, что «Базар Четырех Ветров» существует, но все мои источники говорят, что это правда. Мне нужно, чтобы кто-то подтвердил их доклады. Это значит ты. Отправляйся в Львиную Арку и найди капитана Магнуса Кровавую Руку. Он засел в штабе Главной Гавани в Форте Марринер. Магнус утверждает, что у него свежие разведданные, так что следуй его указаниям.—Ритлок"
"Soldier,Rumor's now fact. Dredge in Wayfarer Foothills and Flame Legion in Diessa Plateau have allied, forming the ""Molten Alliance."" Together, they're attacking our people up north and norn to the west. I'm tied up in meetings with the other tribunes; we're strategizing our return assault. The war council's organized a defense quorum. When you get here, stop by the Imperator's Core and check in.Listen, my fur's crawling from being holed up with these blockheads, so later, report to my office for a debriefing. And a drink. I could use the break. Afterward, feel free to start pulverizing enemy forces.—Rytlock","Солдат, слух теперь факт. Дредж в Предгорьях Путника и Легион Пламени на Плато Диесса объединились, образовав «Расплавленный Альянс». Вместе они атакуют наших людей на севере и норнов на западе. Я застрял на встречах с другими трибунами; мы разрабатываем стратегию ответного штурма. Военный совет организовал оборонительный кворум. Когда доберешься сюда, зайди в Сердце Императора и отметься. Слушай, у меня шерсть дыбом от того, что я заперт с этими болванами, так что позже явись в мой кабинет для доклада. И выпей. Мне не помешает перерыв. После можешь начинать крушить вражеские силы.—Ритлок"
Soldiers alive: %num1%/6,Солдаты живы: %num1%/6
Soldiers of the Citadel,Солдаты Цитадели
Solid Attunement,Твердая настройка
Solid Ocean,Твердый океан
Solidified Goop,Затвердевшая слизь
Solita Miststalker,Солита Туманный Сталкер
Solo Arena Games Played,Сыграно игр на одиночной арене
Solo Arena Games Won,Выиграно игр на одиночной арене
"Solo Arena[pl:""Arenas""]",Соло-арена
Solo queue for a rated match with %num1% teams of %num2% players.,Одиночная очередь в рейтинговый матч с командами из %num1% по %num2% игроков.
Solution[s]: Finite Result,[Решение|Решения|Решений]: Конечный результат
Solution[s]: Unbound,[Решение|Решения|Решений]: Несвязанное
Solution[s]: Upper Bound,[Решение|Решения|Решений]: Верхняя граница
Solve Ellutherius Wintergust's fifth riddle.,Решите пятую загадку Эллутериуса Винтергаста.
Solve Ellutherius Wintergust's first riddle.,Решите первую загадку Эллутериуса Винтергаста.
Solve Ellutherius Wintergust's fourth riddle.,Решите четвёртую загадку Эллутериуса Винтергаста.
Solve Ellutherius Wintergust's second riddle.,Решите вторую загадку Эллутериуса Винтергаста.
Solve Ellutherius Wintergust's third riddle.,Решите третью загадку Эллутериуса Винтергаста.
Solve Jubua the Wildfire's fifth riddle.,Решите пятую загадку Джубуа Уайлдфайра.
Solve Jubua the Wildfire's first riddle.,Решите первую загадку Джубуа Уайлдфайра.
Solve Jubua the Wildfire's fourth riddle.,Решите четвёртую загадку Джубуа Уайлдфайра.
Solve Jubua the Wildfire's second riddle.,Решите вторую загадку Джубуа Уайлдфайра.
Solve Jubua the Wildfire's third riddle.,Решите третью загадку Джубуа Уайлдфайра.
Solve the mystery of the lost spirit's memories in the Elon Riverlands to acquire this relic.,"Разгадайте тайну воспоминаний потерянного духа в Элонских речных землях, чтобы получить этот реликт."
Solve the puzzle to inject the final dose of antitoxin.,"Решите головоломку, чтобы ввести последнюю дозу антитоксина."
Solved the Valdhertz Crypts' Hall of Tribute.,Решена зала Трибьюта в Склепах Вальдхерца.
Some areas of the map require different mounts to reach. Come back when you obtain a springer mount.,"Некоторые области карты требуют разных ездовых животных для достижения. Вернитесь, когда получите спрингера."
