english,translate
Recipe[s]: Gift of Music,[Рецепт|Рецепта|Рецептов]: Дар музыки
Recipe[s]: Gift of Nature,[Рецепт|Рецепта|Рецептов]: Дар природы
Recipe[s]: Gift of Scales,[Рецепт|Рецепта|Рецептов]: Дар чешуи
Recipe[s]: Gift of Stealth,[Рецепт|Рецепта|Рецептов]: Дар скрытности
Recipe[s]: Gift of the Fractals,[Рецепт|Рецепта|Рецептов]: Дар фракталов
Recipe[s]: Gift of Totems,[Рецепт|Рецепта|Рецептов]: Дар тотемов
Recipe[s]: Gift of Venom,[Рецепт|Рецепта|Рецептов]: Дар яда
Recipe[s]: Gift of Water,[Рецепт|Рецепта|Рецептов]: Дар воды
Recipe[s]: Gift of Weather,[Рецепт|Рецепта|Рецептов]: Дар погоды
Recipe[s]: Gift of Wood,[Рецепт|Рецепта|Рецептов]: Дар дерева
Recipe[s]: Giftbringer's Artifact,[Рецепт|Рецепта|Рецептов]: Артефакт дарителя
Recipe[s]: Giftbringer's Bastion,[Рецепт|Рецепта|Рецептов]: Бастион дарителя
Recipe[s]: Giftbringer's Blade,[Рецепт|Рецепта|Рецептов]: Клинок дарителя
Recipe[s]: Giftbringer's Brazier,[Рецепт|Рецепта|Рецептов]: Жаровня дарителя
Recipe[s]: Giftbringer's Breastplate,[Рецепт|Рецепта|Рецептов]: Нагрудник Дарителя
Recipe[s]: Giftbringer's Breeches,[Рецепт|Рецепта|Рецептов]: Штаны Дарителя
Recipe[s]: Giftbringer's Claymore,[Рецепт|Рецепта|Рецептов]: Клеймор Дарителя
Recipe[s]: Giftbringer's Doublet,[Рецепт|Рецепта|Рецептов]: Дуэлет Дарителя
Recipe[s]: Giftbringer's Epaulets,[Рецепт|Рецепта|Рецептов]: Эполеты Дарителя
Recipe[s]: Giftbringer's Flanged Mace,[Рецепт|Рецепта|Рецептов]: Фланцевая булава Дарителя
Recipe[s]: Giftbringer's Footwear,[Рецепт|Рецепта|Рецептов]: Обувь Дарителя
Recipe[s]: Giftbringer's Greatbow,[Рецепт|Рецепта|Рецептов]: Большой лук Дарителя
Recipe[s]: Giftbringer's Greaves,[Рецепт|Рецепта|Рецептов]: Поножи Дарителя
Recipe[s]: Giftbringer's Grips,[Рецепт|Рецепта|Рецептов]: Хваты Дарителя
Recipe[s]: Giftbringer's Guise,[Рецепт|Рецепта|Рецептов]: Облик Дарителя
Recipe[s]: Giftbringer's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: Гарпунное ружьё Дарителя
Recipe[s]: Giftbringer's Herald,[Рецепт|Рецепта|Рецептов]: Глашатай Дарителя
Recipe[s]: Giftbringer's Impaler,[Рецепт|Рецепта|Рецептов]: Пронзатель Дарителя
Recipe[s]: Giftbringer's Inscription,[Рецепт|Рецепта|Рецептов]: Надпись Дарителя
Recipe[s]: Giftbringer's Insignia,[Рецепт|Рецепта|Рецептов]: Значок Дарителя
Recipe[s]: Giftbringer's Leggings,[Рецепт|Рецепта|Рецептов]: Набедренные повязки Дарителя
Recipe[s]: Giftbringer's Masque,[Рецепт|Рецепта|Рецептов]: Маска Дарителя
Recipe[s]: Giftbringer's Musket,[Рецепт|Рецепта|Рецептов]: Мосикет Дарителя
Recipe[s]: Giftbringer's Pauldrons,[Рецепт|Рецепта|Рецептов]: Нагрудник Дарителя
Recipe[s]: Giftbringer's Razor,[Рецепт|Рецепта|Рецептов]: Нагрудник Дарителя
Recipe[s]: Giftbringer's Reaver,[Рецепт|Рецепта|Рецептов]: Орудие Дарителя
Recipe[s]: Giftbringer's Revolver,[Рецепт|Рецепта|Рецептов]: Револьвер Дарителя
Recipe[s]: Giftbringer's Short Bow,[Рецепт|Рецепта|Рецептов]: Короткий лук Дарителя
Recipe[s]: Giftbringer's Shoulderguard,[Рецепт|Рецепта|Рецептов]: Наплечник Дарителя
Recipe[s]: Giftbringer's Spire,[Рецепт|Рецепта|Рецептов]: Шпиль Дарителя
Recipe[s]: Giftbringer's Striders,[Рецепт|Рецепта|Рецептов]: Походные сапоги дарителя
Recipe[s]: Giftbringer's Tassets,[Рецепт|Рецепта|Рецептов]: Набедренные поножи Дарителя
Recipe[s]: Giftbringer's Trident,[Рецепт|Рецепта|Рецептов]: Трезубец Дарителя
Recipe[s]: Giftbringer's Visage,[Рецепт|Рецепта|Рецептов]: Визаж Дарителя
Recipe[s]: Giftbringer's Visor,[Рецепт|Рецепта|Рецептов]: Забрало Дарителя
Recipe[s]: Giftbringer's Wand,[Рецепт|Рецепта|Рецептов]: Жезл Дарителя
Recipe[s]: Giftbringer's Warfists,[Рецепт|Рецепта|Рецептов]: Боевые рукавицы Дарителя
Recipe[s]: Giftbringer's Warhammer,[Рецепт|Рецепта|Рецептов]: Боевой молот Дарителя
Recipe[s]: Giftbringer's Wristguards,[Рецепт|Рецепта|Рецептов]: Наручи Дарителя
Recipe[s]: Gilded Lamp,[Рецепт|Рецепта|Рецептов]: Позолоченная лампа
Recipe[s]: Giver's Darksteel Imbued Inscription,"[Рецепт|Рецепта|Рецептов]: Надпись дарителя, пропитанная тёмной сталью"
Recipe[s]: Giver's Intricate Gossamer Insignia,[Рецепт|Рецепта|Рецептов]: Инсигния дарителя из замысловатой паутины
Recipe[s]: Giver's Intricate Linen Insignia,[Рецепт|Рецепта|Рецептов]: Инсигния дарителя из замысловатого льна
Recipe[s]: Giver's Intricate Silk Insignia,[Рецепт|Рецепта|Рецептов]: Инсигния дарителя из замысловатого шелка
Recipe[s]: Giver's Mithril Imbued Inscription,"[Рецепт|Рецепта|Рецептов]: Надпись дарителя, пропитанная мифрилом"
Recipe[s]: Giver's Orichalcum-Imbued Inscription,Рецепт[|а|ов]: орхалковая надпись дарителя
Recipe[s]: Glacial Imbued Jar,[Рецепт|Рецепта|Рецептов]: Ледяная пропитанная банка
Recipe[s]: Glazed Peach Tart,[Рецепт|Рецепта|Рецептов]: Глазированный персиковый тарт
Recipe[s]: Glazed Pear Tart,[Рецепт|Рецепта|Рецептов]: Глазированный грушевый тарт
Recipe[s]: Glimmering Resin Axe,[Рецепт|Рецепта|Рецептов]: Топор мерцающей смолы
Recipe[s]: Glimmering Resin Dagger,[Рецепт|Рецепта|Рецептов]: Кинжал мерцающей смолы
Recipe[s]: Glimmering Resin Focus,[Рецепт|Рецепта|Рецептов]: Фокус мерцающей смолы
Recipe[s]: Glimmering Resin Greatsword,[Рецепт|Рецепта|Рецептов]: Большой меч мерцающей смолы
Recipe[s]: Glimmering Resin Hammer,[Рецепт|Рецепта|Рецептов]: Молот мерцающей смолы
Recipe[s]: Glimmering Resin Longbow,[Рецепт|Рецепта|Рецептов]: Длинный лук мерцающей смолы
Recipe[s]: Glimmering Resin Mace,[Рецепт|Рецепта|Рецептов]: Булава мерцающей смолы
Recipe[s]: Glimmering Resin Pistol,[Рецепт|Рецепта|Рецептов]: Пистолет мерцающей смолы
Recipe[s]: Glimmering Resin Rifle,[Рецепт|Рецепта|Рецептов]: Винтовка мерцающей смолы
Recipe[s]: Glimmering Resin Scepter,[Рецепт|Рецепта|Рецептов]: Скипетр мерцающей смолы
Recipe[s]: Glimmering Resin Shield,[Рецепт|Рецепта|Рецептов]: Щит мерцающей смолы
Recipe[s]: Glimmering Resin Short Bow,[Рецепт|Рецепта|Рецептов]: Короткий лук мерцающей смолы
Recipe[s]: Glimmering Resin Spear,[Рецепт|Рецепта|Рецептов]: Копьё мерцающей смолы
Recipe[s]: Glimmering Resin Staff,[Рецепт|Рецепта|Рецептов]: Посох мерцающей смолы
Recipe[s]: Glimmering Resin Sword,[Рецепт|Рецепта|Рецептов]: Меч мерцающей смолы
Recipe[s]: Glimmering Resin Torch,Рецепт[|а|ов]: Мерцающий смоляной факел
Recipe[s]: Glimmering Resin Warhorn,Рецепт[|а|ов]: Мерцающий смоляной рог
Recipe[s]: Gloominator,Рецепт[|а|ов]: Глуминатор
Recipe[s]: Gobrech's Breastplate,Рецепт[|а|ов]: Нагрудник Гобреха
Recipe[s]: Gobrech's Breeches,Рецепт[|а|ов]: Штаны Гобреха
Recipe[s]: Gobrech's Cloth Breather,Рецепт[|а|ов]: Тканевый респиратор Гобреха
Recipe[s]: Gobrech's Doublet,Рецепт[|а|ов]: Дублет Гобреха
Recipe[s]: Gobrech's Epaulets,Рецепт[|а|ов]: Эполеты Гобреха
Recipe[s]: Gobrech's Footwear,Рецепт[|а|ов]: Обувь Гобреха
Recipe[s]: Gobrech's Greaves,Рецепт[|а|ов]: Поножи Гобреха
Recipe[s]: Gobrech's Grips,Рецепт[|а|ов]: Перчатки Гобреха
Recipe[s]: Gobrech's Guise,Рецепт[|а|ов]: Обличье Гобреха
Recipe[s]: Gobrech's Leather Breather,Рецепт[|а|ов]: Кожаный респиратор Гобреха
Recipe[s]: Gobrech's Leggings,Рецепт[|а|ов]: Наголенники Гобреха
Recipe[s]: Gobrech's Masque,Рецепт[|а|ов]: Маска Гобреха
Recipe[s]: Gobrech's Metal Breather,[Рецепт|Рецепта|Рецептов]: Металлический респиратор Гобреха
Recipe[s]: Gobrech's Pauldrons,[Рецепт|Рецепта|Рецептов]: Наплечники Гобреха
Recipe[s]: Gobrech's Shoulderguard,[Рецепт|Рецепта|Рецептов]: Наплечник Гобреха
Recipe[s]: Gobrech's Striders,[Рецепт|Рецепта|Рецептов]: Сапоги Гобреха
Recipe[s]: Gobrech's Tassets,[Рецепт|Рецепта|Рецептов]: Набедренники Гобреха
Recipe[s]: Gobrech's Valkyrie Insignia,[Рецепт|Рецепта|Рецептов]: Знак Валькирии Гобреха
Recipe[s]: Gobrech's Visage,[Рецепт|Рецепта|Рецептов]: Личина Гобреха
Recipe[s]: Gobrech's Visor,[Рецепт|Рецепта|Рецептов]: Забрало Гобреха
Recipe[s]: Gobrech's Warfists,[Рецепт|Рецепта|Рецептов]: Боевые кулаки Гобреха
Recipe[s]: Gobrech's Wristguards,[Рецепт|Рецепта|Рецептов]: Наручи Гобреха
Recipe[s]: Godskull Brazier,[Рецепт|Рецепта|Рецептов]: Жаровня черепа бога
Recipe[s]: Godskull Cesta,[Рецепт|Рецепта|Рецептов]: Цеста черепа бога
Recipe[s]: Godskull Crosier,[Рецепт|Рецепта|Рецептов]: Посох черепа бога
Recipe[s]: Godskull Crusher,[Рецепт|Рецепта|Рецептов]: Дробитель черепа бога
Recipe[s]: Godskull Edge,[Рецепт|Рецепта|Рецептов]: Лезвие черепа бога
Recipe[s]: Godskull Effigy,Рецепт[|а|ов]: Идол из черепа бога
Recipe[s]: Godskull Flintlock,Рецепт[|а|ов]: Кремневое ружьё из черепа бога
Recipe[s]: Godskull Harpoon Gun,Рецепт[|а|ов]: Гарпун из черепа бога
Recipe[s]: Godskull Impaler,Рецепт[|а|ов]: Копьё из черепа бога
Recipe[s]: Godskull Kris,Рецепт[|а|ов]: Крис из черепа бога
Recipe[s]: Godskull Longbow,Рецепт[|а|ов]: Длинный лук из черепа бога
Recipe[s]: Godskull Musket,Рецепт[|а|ов]: Мушкет из черепа бога
Recipe[s]: Godskull Short Bow,Рецепт[|а|ов]: Короткий лук из черепа бога
Recipe[s]: Godskull Sickle,Рецепт[|а|ов]: Серп из черепа бога
Recipe[s]: Godskull Slayer,Рецепт[|а|ов]: Убийца из черепа бога
Recipe[s]: Godskull Targe,Рецепт[|а|ов]: Тардж из черепа бога
Recipe[s]: Godskull Trihorn,Рецепт[|а|ов]: Трирог из черепа бога
Recipe[s]: Godskull Trumpet,Рецепт[|а|ов]: Труба из черепа бога
Recipe[s]: Godskull Warclub,Рецепт[|а|ов]: Боевая дубина из черепа бога
Recipe[s]: Gold Cairn the Indomitable Trophy,Трофей: Золотой Курган Несокрушимый
Recipe[s]: Gold Cardinal Adina Trophy,Рецепт[|а|ов]: Золотой трофей кардинала Адины
Recipe[s]: Gold Cardinal Sabir Trophy,Рецепт[|а|ов]: Золотой трофей кардинала Сабира
Recipe[s]: Gold Chak Gerent Trophy,Рецепт[|а|ов]: Золотой трофей чак-герента
Recipe[s]: Gold Conjured Amalgamate Trophy,Рецепт[|а|ов]: Золотой трофей призванного амальгамата
Recipe[s]: Gold Decima Trophy,Рецепт[|а|ов]: Золотой трофей Децимы
Recipe[s]: Gold Deimos Trophy,Рецепт[|а|ов]: Золотой трофей Деймоса
Recipe[s]: Gold Desmina Trophy,Рецепт[|а|ов]: Золотой трофей Дежмины
Recipe[s]: Gold Dhuum Trophy,Рецепт[|а|ов]: Золотой трофей Дума
Recipe[s]: Gold Ether Djinn Trophy,Рецепт[|а|ов]: Золотой трофей эфирного джинна
Recipe[s]: Gold Gorseval Trophy,Рецепт[|а|ов]: Золотой трофей Горсеваля
Recipe[s]: Gold Greer Trophy,Рецепт[|а|ов]: Золотой трофей Грира
Recipe[s]: Gold Keep Construct Trophy,Рецепт[|а|ов]: Золотой трофей конструкта-хранителя
Recipe[s]: Gold Mordremoth Trophy,Рецепт[|а|ов]: Золотой трофей Мордремофа
Recipe[s]: Gold Mursaat Overseer Trophy,Рецепт[|а|ов]: Золотой трофей надзирателя мурсаатов
Recipe[s]: Gold Qadim Trophy,Рецепт[|а|ов]: Золотой трофей Кадима
Recipe[s]: Gold River of Souls Trophy,Рецепт[|а|ов]: трофей «Золотая река душ»
Recipe[s]: Gold Sabetha Trophy,[Рецепт|Рецепта|Рецептов]: Трофей Золотой Сабеты
Recipe[s]: Gold Samarog Trophy,[Рецепт|Рецепта|Рецептов]: Трофей золотого Самарога
Recipe[s]: Gold Shatterer Trophy,[Рецепт|Рецепта|Рецептов]: Трофей «Золотой Разрушитель»
Recipe[s]: Gold Siege the Stronghold Trophy,[Рецепт|Рецепта|Рецептов]: Золотой Кубок Крепости
Recipe[s]: Gold Slothasor Trophy,[Рецепт|Рецепта|Рецептов]: Трофей «Золотой Слотхасор»
Recipe[s]: Gold Statue of Grenth Trophy,Рецепт[|а|ов]: трофей «Золотая статуя Грента»
Recipe[s]: Gold Tequatl Trophy,[Рецепт|Рецепта|Рецептов]: Трофей Золотого Текваля
Recipe[s]: Gold Triple Trouble Trophy,Рецепты: Золотой трофей «Тройная беда»
