english,translate
Tyrian Fishing Reward[s],[Тирийская награда за рыбалку|Тирийской награды за рыбалку|Тирийских наград за рыбалку]
Tyrian Globe[s],[Глобус|Глобуса|Глобусов] Тирии
"Tyrian ley line energy flows through your foe, drawing the attention of malevolent tendrils.","Тирийская энергия линий течения протекает через вашего врага, привлекая внимание злобных щупалец."
Tyrian Purple Dye,Фиолетовый краситель Тирии
Tyrian Saltwater Fishing License[s],[Лицензия|Лицензии|Лицензий] на ловлю солёной рыбы в Тирии
Tyrian Saltwater Fishing Reward[s],[Награда|Награды|Наград] за ловлю солёной рыбы в Тирии
Tyrian Swarm,Тирийский рой
Tyrian Time,Тирийское время
Tyrian time: %str1%:%str2%,Тирийское время: %str1%:%str2%
Tyrias Nationen kommen in einer historischen Begegnung zusammen.,Нации Тирии собираются на историческую встречу.
täglich,ежедневно
Tötet die wüste Fremden-Brut im Schroffen Oberland.,Убейте пустынное чужеродное отродье в Шроффен-Оберланде.
T䡨ritwanWe art 瑧teningn癧?Thoap.✠ have beed henine in the扩a wave noe f獯me ,"Мы слушаем тебя, смертный. Надеюсь, ты не причинишь нам вреда. "
U.S. Minor Outlying Islands,Малые отдаленные острова США
"Uenno...she... Okay, Zojja, let's back up.  Uenno and I decided to stay in the citadel for a few nights after we cleaned shop in the southern Shiverpeaks. Rytlock is with the others in Amnoon, apparently, so no chance of crossing paths. Uenno told me that she needed to meet with another ""friend,"" which was starting to feel a bit suspect every other village... So I followed her. Maaaybe an invasion of privacy, but... I don't know how to feel about what happened yet.  They met just outside of Smokestead. He looked human from a distance, but I suddenly felt  a pinch behind my left ear and sick to my stomach. Whatever spell he was using to conceal his identity was strong. The briefest flash of light, and then...a mursaat. A living mursaat. I...I'd heard about what happened with Lazarus from a Pact engineer in Lion's Arch, but...here...? I was ready to attack when he noticed my position. I tried to run, but my legs went numb.   Uenno urged me to remain calm and went straight into a lecture on personal security (I don't know if it was for me or her). The mursaat hovered nearby and watched. Was he anxious...? He gently put a hand on Uenno's shoulder and pushed her aside. He knelt by me and mumbled something I couldn't make out—it didn't sound like any native tongue I'm familiar with. I could feel my legs again, though. My weapon was just out of reach, but his voice was...kind. He gave me his name and assured my safety. He already knew who I was, and he seemed honored to meet me.","Уэнно... она... Ладно, Зойя, давай вернёмся назад. Мы с Уэнно решили остаться в цитадели на пару ночей после того, как прибрались на юге Ледяных вершин. Ритлок, по-видимому, с остальными в Амнуне, так что шанса пересечься нет. Уэнно сказала мне, что ей нужно встретиться с очередным ""другом"", что начинало казаться подозрительным через каждую вторую деревню... И я пошла за ней. Возможно, вторжение в личное пространство, но... Я ещё не знаю, как относиться к тому, что произошло. Они встретились за пределами Дымохутора. Издалека он выглядел как человек, но я внезапно почувствовала покалывание за левым ухом и тошноту. Какое бы заклинание он ни использовал для сокрытия личности, оно было сильным. Краткая вспышка света, а затем... мурсаат. Живой мурсаат. Я... я слышала о том, что случилось с Лазарусом, от инженера Ордена в Львином Дозоре, но здесь...? Я готовилась к атаке, когда он заметил моё местоположение. Я попыталась бежать, но мои ноги онемели. Уэнно призвала меня сохранять спокойствие и сразу перешла к лекции о личной безопасности (не знаю, для меня или для неё). Мурсаат завис рядом и наблюдал. Он нервничал...? Он мягко положил руку на плечо Уэнно и отодвинул её в сторону. Он опустился рядом со мной на колени и пробормотал что-то, чего я не могла разобрать — это не было похоже ни на один знакомый мне язык. Однако я снова почувствовала свои ноги. Моё оружие было вне досягаемости, но его голос был... добрым. Он назвал своё имя и заверил меня в моей безопасности. Он уже знал, кто я, и, казался, был польщён знакомством со мной."
Ugly Wool Hat[s],[Уродливая шерстяная шапка|Уродливой шерстяной шапки|Уродливых шерстяных шапок]
Ugly Wool Sock[s],[Уродливый шерстяной носок|Уродливого шерстяного носка|Уродливых шерстяных носков]
Ugly Wool Sweater[s],[Уродливый шерстяной свитер|Уродливого шерстяного свитера|Уродливых шерстяных свитеров]
"Uh, still...we should vacate this hot hole ASAP.","Эм, всё равно... нам нужно свалить из этой горячей дыры как можно скорее."
UI Survey,Опрос UI
UI Volume:,Громкость UI:
Ulgoth the Mighty is challenging the Seraph for control over the northern Harathi Hinterlands.,Ульгот Могучий бросает вызов Серафимам за контроль над северными Харатскими Окраинами.
"Ulrich and Judge are staring at me right now. It's like they can't look away. I can tell they're disappointed in me. ""Poor Tatyanna, with her untamed hair and chewed nails and her whispering and her breathing and hunger. Look at her ribs and her eyes and the dirt on her clothes. Look at her wither and rot."" Ha! Their eyes are filled with thoughts and resentment, but I do not care. It's fine, because I found six rocks and lined them all up in a row. Six days until he saves us...until he rewards MY devotion. I think I will eat one each day to show him that I am ready—to ground my body to this place. I don't need food or Ulrich or Judge to keep me alive.    I heard Ulrich call me ""delicate"" behind my back—they forget that I have ears and that I listen. But it is they who are ignorant. It is not Saul or Caudecus who guides us here. They were simply conduits to a greater plan. And I am now his vassal. I will be welcomed into his arms first and all will be well. It'll be warm and there will be enough food to live on for the rest of my life. I will see my sister and brother, and Ulrich and Judge will stop staring at me. I will be the last happy one.","Ульрих и Джадж сейчас пялятся на меня. Как будто не могут отвести взгляд. Я вижу, что они разочарованы во мне. ""Бедная Татьяна, с её непослушными волосами и обгрызенными ногтями, её шёпотом, дыханием и голодом. Посмотрите на её рёбра, глаза и грязь на одежде. Смотрите, как она чахнет и гниёт."" Ха! Их глаза полны мыслей и негодования, но мне всё равно. Всё в порядке, потому что я нашла шесть камней и выложила их в ряд. Шесть дней до того, как он спасёт нас... пока он не вознаградит МОЮ преданность. Думаю, я буду съедать по одному каждый день, чтобы показать ему, что я готова — чтобы привязать своё тело к этому месту. Мне не нужна еда, Ульрих или Джадж, чтобы оставаться в живых. Я слышала, как Ульрих назвал меня ""хрупкой"" за моей спиной — они забывают, что у меня есть уши и что я слушаю. Но это они невежественны. Не Саул и не Кавдек ведут нас здесь. Они были просто проводниками к великому замыслу. И теперь я его вассал. Меня первой примут в его объятия, и всё будет хорошо. Будет тепло, и еды хватит на всю оставшуюся жизнь. Я увижу свою сестру и брата, а Ульрих и Джадж перестанут на меня пялиться. Я буду последней счастливой."
Ulrich's Journal,Дневник Ульриха
Ulssen the Anvil,Ульссен Наковальня
Ulta Scraproom,Комната хлама Ульты
Ultimate Aggressor,Абсолютный агрессор
Ultimate Besieger,Абсолютный осаждающий
Ultimate Burglar,Абсолютный взломщик
Ultimate Chaperone,Абсолютный сопровождающий
Ultimate Conqueror,Абсолютный завоеватель
Ultimate Defender,Абсолютный защитник
Ultimate Dye Pack,Абсолютный набор красок
Ultimate Fabricator,Абсолютный создатель
Ultimate Liberator,Абсолютный освободитель
Ultimate Protector,Абсолютный хранитель
Ultimate Raider,Абсолютный рейдер
Ultimate Sentinel,Абсолютный страж
Ultimate Stalwart,Абсолютный стойкий
Ultimate Subjugator,Абсолютный поработитель
Ultimate Technician,Абсолютный техник
Ultimate Transporter,Ультимативный транспортер
Ultimate Vanquisher,Ультимативный победитель
Ultimate Wintersday Gift[s],[Идеальный подарок|Идеального подарка|Идеальных подарков] на День Зимы
Ultra Beam,Ультра-луч
Ultraviolet Light Beam,Ультрафиолетовый луч
